D_Dmin[0]	D_Dmin[1]	D_Dmin[2]	D_Dmin[3]	
-0.428855	-0.0391633	-0.417552	0.257192	
-0.204853	0.197755	-0.480324	-0.122133	
-0.525387	-0.63146	-0.61953	-0.263025	
-0.482071	-0.697271	-0.572559	-0.365985	
-0.192477	0.0398095	-0.808271	-0.398499	
-0.40596	-0.499838	-0.0840542	0.0350157	
-0.792705	-0.315568	-0.534981	-0.197998	
-0.192477	-0.210271	-0.429936	-0.235931	
-0.464126	-0.0391633	-0.362041	0.175908	
-0.633675	-0.289244	-0.47947	-0.116714	
-0.799511	-0.81573	-0.552062	-0.414756	
-0.663377	-0.842054	-0.504663	-0.376823	
-0.805081	-1	-0.295426	-0.160066	
-0.307572	-0.0260012	-0.330442	-0.328053	
-0.663996	-0.657784	-0.345387	-0.766986	
-0.132454	-0.81573	-0.48374	-0.29012	
-0.19062	0.10562	-0.795887	-0.111295	
-0.307572	0.0661338	-0.650702	-0.642351	
0.0736037	-0.131298	-0.464097	-0.0462683	
-0.796418	-0.0391633	-0.779234	-0.0408494	
-0.388634	0.118782	-0.571278	-0.279282	
-0.419573	-0.368217	-0.24205	-0.338891	
-0.126266	-0.407703	-0.634049	-0.0842008	
-0.504967	-0.276082	-0.708349	-0.913297	
0.128676	-0.63146	-0.646005	-0.246769	
-0.545188	-0.644622	-0.444881	-0.0137547	
-0.459795	-0.499838	-0.34496	-0.701959	
-0.263638	-0.0391633	-0.357343	-0.0516872	
-0.73392	-0.341893	-0.516193	-0.0733629	
-0.330467	-0.565649	-0.576402	0.0458535	
-0.507442	-0.513001	-0.529857	-0.165485	
-0.709168	-0.81573	-0.300978	-0.192579	
-0.936883	-0.368217	-0.323609	-0.864527	
-0.33418	-0.170785	-0.375705	0.121719	
-0.185051	-0.697271	-0.163906	-0.533972	
-0.681941	-0.355055	-0.464524	-0.0787819	
-0.589122	0.237242	-0.486302	-0.387661	
-0.765478	-0.183947	-0.84414	-0.257607	
-0.637388	-0.368217	-0.625935	-0.376823	
-0.412148	-0.749919	-0.842859	0.170489	
-0.601498	-0.81573	-0.254006	-0.149228	
-0.727113	-1	-0.655826	-0.00833577	
0.0779352	-0.473514	-0.399191	-0.512296	
-0.730207	0.197755	-0.196786	-0.252188	
-0.268588	-0.684108	-0.750197	-0.902459	
-0.119459	0.0398095	0.040634	-0.338891	
-0.49321	0.434674	-0.249309	-0.533972	
-0.207328	-0.644622	0.0649738	0.663612	
-0.0798567	-0.276082	-0.351792	-0.355147	
-0.603354	-0.420866	-0.397056	-0.127552	
-0.644814	-0.012839	-0.491853	-0.39308	
-0.143592	-0.315568	-0.655826	-0.750729	
-0.792086	-0.236596	-0.613552	-0.506877	
-0.917701	-0.802568	-0.61526	-0.203417	
-0.583553	-0.289244	-0.856096	-0.517715	
-0.218466	-0.183947	-0.670345	-0.409337	
-0.721544	-0.499838	-0.534981	-0.0354304	
-0.761765	-0.684108	-0.528149	-0.257607	
-0.545188	-0.473514	-0.214294	-0.555648	
-0.872529	0.579458	-0.441892	-0.154647	
-0.295196	0.0398095	-0.0255533	-0.821175	
-0.267351	-0.802568	-0.233509	-0.328053	
-0.871291	-0.210271	-0.508934	-0.431012	
-0.181339	-0.210271	-0.46367	-0.452688	
-0.340987	-0.26292	-0.397056	-0.067944	
-0.83107	0.382025	-0.504236	-0.235931	
-0.608924	0.382025	-0.362041	-0.39308	
-0.444325	-0.460352	-0.51662	-0.59358	
-0.371308	-0.289244	-0.59818	-0.479783	
-0.61573	-0.394541	-0.645578	-0.631513	
-0.514867	-0.63146	-0.725003	0.262611	
-0.719069	-0.394541	-0.547792	-0.864527	
-0.491353	-0.0786498	-0.510642	-0.506877	
-0.780329	-0.63146	-0.471356	-0.468945	
-0.66709	-0.381379	-0.745499	-0.517715	
-0.732063	-0.197109	-0.805708	0.203003	
-0.409054	-0.197109	-0.750624	-0.501458	
-0.504348	-0.513001	-0.568716	-0.170904	
-0.780329	-0.499838	-0.501247	-0.777824	
-0.447419	-0.842054	-0.325317	0.186746	
-0.545188	0.263566	-0.733116	-0.116714	
-0.612636	0.0398095	-0.411147	-0.067944	
-0.636769	0.237242	-0.475626	-0.13839	
-0.628725	-0.802568	-0.417979	-0.0787819	
-0.665234	-1	-0.737386	-0.203417	
-0.505585	-0.210271	-0.386807	-0.766986	
-0.845302	0.47416	-0.72116	-0.317215	
-0.304478	-0.183947	-0.497404	-0.24135	
-0.388634	-0.710433	-0.351792	-0.349728	
-0.434424	-0.63146	-0.462816	-0.0408494	
-0.495685	-0.315568	-0.0968647	-0.333472	
-0.598404	-0.539325	-0.63106	-0.506877	
0.267286	-0.44719	-0.107113	-0.365985	
-0.467839	-0.183947	-0.439757	-0.642351	
-0.193096	-0.539325	-0.81553	-0.734472	
-0.631819	-0.0260012	-0.304821	-0.344309	
-0.292102	-0.315568	-0.699809	0.463111	
-0.414004	-0.223433	-0.4594	-0.95123	
-0.612018	-0.328731	-0.529857	-0.39308	
-0.604592	-0.749919	-0.433352	-0.246769	
-0.66709	0.421512	-0.14896	-0.39308	
-0.0841882	-0.539325	-0.309091	-0.913297	
-0.691842	-0.0654876	-0.298415	-0.523134	
-0.618205	-0.539325	-0.202337	-0.355147	
-0.284677	-0.539325	-0.600742	-0.864527	
-0.466602	-0.539325	-0.440184	-0.306377	
-0.639863	-0.394541	-0.394067	-0.00833577	
-0.655952	0.0266474	0.0888866	-0.111295	
-0.553232	0.513647	-0.330442	0.479368	
-0.828595	0.0398095	-0.522171	-0.54481	
-0.286533	-0.0918119	-0.439757	-0.322634	
-0.411529	-0.170785	-0.66821	-0.463526	
-0.775379	-0.0918119	-0.310799	-0.555648	
-0.821169	-0.276082	-0.65668	-0.95123	
-0.347793	-0.684108	-0.335566	-0.815756	
-0.291483	0.0134852	-0.809125	-0.116714	
-0.582934	0.145107	-0.780515	-0.355147	
-0.564989	-0.26292	-0.666075	-0.615256	
-0.447419	-0.289244	-0.309091	-0.29012	
-0.256831	0.0661338	-0.149387	-0.246769	
-0.222179	-0.644622	-0.539252	-0.203417	
-0.486403	-0.131298	-0.355635	-0.360566	
-0.503729	0.171431	-0.159636	-0.0245926	
-0.638626	-0.236596	-0.622092	-0.0462683	
-0.432568	-0.644622	-0.797595	-0.382242	
-0.571796	-0.249758	-0.536262	-0.122133	
-0.517961	-0.420866	-0.747208	-0.609837	
-0.484546	-0.473514	-0.663513	-0.105877	
-0.419573	0.316215	-0.499539	-0.333472	
-0.657189	0.145107	-0.400899	0.0729482	
-0.689985	0.77689	-0.681874	-0.615256	
0.0804104	-0.210271	-0.523025	-0.246769	
-0.69803	-0.81573	-0.56658	-0.425593	
-0.569321	-0.131298	-0.442746	-0.658607	
-0.251262	-0.789406	-0.629352	0.01334	
0.0500896	0.447836	-0.671626	-0.474364	
-0.609542	0.869025	-0.583234	-0.409337	
0.00368022	-0.644622	-0.801011	-0.160066	
-0.51858	-0.407703	-0.592628	-0.0408494	
-0.27787	-0.328731	-0.412001	0.436017	
0.350822	-0.276082	-0.580245	-0.458107	
-0.73392	-0.605136	-0.681447	-0.0516872	
-0.0798567	-0.749919	-0.553343	-0.44185	
-0.336655	-0.118136	-0.677177	-0.29012	
-0.576746	0.355701	-0.822362	-0.658607	
-0.555708	-0.355055	-0.238633	-0.691121	
-0.363882	-1	-0.343679	-0.59358	
-0.519199	0.210917	-0.17757	-0.864527	
-0.625631	-0.473514	-0.416698	-0.620675	
0.121251	-0.591973	-0.349657	-0.317215	
-0.661521	-0.81573	-0.564018	-0.225093	
-0.360788	0.368863	0.0470392	-0.496039	
-0.470933	-0.473514	-0.583234	0.137975	
-0.225892	-1	-0.43933	-0.561067	
-0.135548	-1	-0.695966	-0.181742	
-0.447419	-0.26292	-0.21771	-0.0137547	
-0.884286	-0.315568	-0.452141	-0.170904	
-0.022309	0.724241	-0.445735	-0.100458	
-0.553232	-0.341893	-0.523879	-0.246769	
-0.748152	-0.183947	-0.238206	0.110881	
0.243153	-0.381379	-0.718171	-0.295539	
-0.654095	-0.723595	-0.772828	-0.463526	
-0.521055	-0.236596	-0.438476	0.338476	
-0.422049	-0.907865	-0.581099	-0.783243	
-0.0495359	-0.434028	-0.616968	-0.0462683	
-0.0990392	0.855863	-0.528149	-0.365985	
-0.407198	0.000323099	-0.0127428	0.262611	
-0.449894	-0.328731	-0.1891	-0.067944	
-0.580459	-0.802568	0.0201373	-0.561067	
-0.548901	0.539971	0.240477	-0.604418	
-0.659665	-0.539325	-0.455984	-0.300958	
-0.296434	-0.565649	-0.0716708	0.127137	
-0.762384	-0.368217	-0.691269	-0.18716	
-0.597167	-0.341893	-0.564872	-0.463526	
-0.439375	-0.605136	-0.271514	-0.512296	
-0.76424	-0.710433	-0.265962	0.203003	
0.0791728	-0.907865	-0.584088	-0.636932	
-0.392965	-0.381379	-0.625081	-0.328053	
-0.556326	-0.276082	-0.846702	-0.712797	
-0.310047	-0.328731	-0.454703	-0.0950387	
-0.871291	-0.710433	-0.774963	-0.718216	
0.122488	-0.0391633	-0.698528	-0.00291684	
-0.324279	-0.368217	-0.383391	-0.365985	
-0.162156	-0.236596	-0.209596	-0.712797	
-0.490734	-0.368217	-0.475199	-0.496039	
-0.209803	-0.0391633	-0.26767	-0.615256	
-0.508061	-0.276082	-0.625935	-0.539391	
-0.655952	-0.0786498	-0.0127428	-0.533972	
-0.20114	0.184593	-0.752332	-0.170904	
0.243153	-0.249758	-0.40218	0.0295967	
-0.577365	-0.63146	-0.414136	-0.420174	
-0.693079	0.10562	-0.474772	-0.804919	
-0.130598	-1	-0.124194	0.0404346	
-0.477121	-0.44719	-0.403461	-0.653188	
0.169516	-0.802568	-0.741656	-0.00833577	
-0.251262	-0.842054	-0.232655	-0.197998	
-0.521674	-0.605136	-0.64387	-0.365985	
-0.65162	-0.170785	-0.075941	-0.322634	
-0.144211	-0.749919	-0.537543	0.0566914	
-0.420192	-0.170785	-0.61526	-0.246769	
-0.105227	-0.907865	-0.689134	0.143394	
-0.899756	-0.697271	-0.0541632	-0.826594	
-0.63615	-0.236596	-0.555051	-0.750729	
-0.616349	-0.420866	-0.56231	-0.0191736	
-0.0142647	-0.26292	-0.549073	-0.620675	
-0.527862	0.28989	-0.0550173	-0.729053	
-0.318091	0.395187	-0.540533	-0.355147	
0.252435	-0.0260012	-0.436768	-0.718216	
-0.526624	-0.63146	-0.366738	-0.300958	
0.168898	0.10562	-0.415417	-0.463526	
-0.280345	-0.131298	-0.403034	0.01334	
-0.318091	-0.907865	-0.202764	0.192165	
-0.76424	-0.118136	-0.0144509	-0.431012	
-0.634913	0.47416	-0.699382	-0.685702	
-0.42638	-0.170785	-0.765142	-0.902459	
-0.588503	-0.157623	-0.417552	-0.403918	
0.00244264	-0.526163	-0.270659	-0.279282	
-0.430093	-0.197109	-0.690415	0.181327	
-0.321185	-0.81573	-0.361187	-0.0787819	
0.129914	-0.223433	-0.426947	0.1163	
-0.837877	-0.276082	-0.738667	-0.0787819	
-0.886761	-0.539325	-0.727992	-0.561067	
-0.373164	-0.618298	-0.723295	-0.815756	
-0.487022	-0.526163	-0.63106	-0.219674	
-0.387396	-0.131298	-0.506798	-0.273863	
-0.673897	-0.131298	-0.170311	0.506463	
-0.340368	-0.907865	-0.529857	-0.127552	
-0.798274	-0.907865	-0.40218	-0.398499	
-0.499397	0.447836	-0.395775	-0.39308	
-0.33418	-0.539325	-0.70109	-0.311796	
-0.417098	-0.907865	-0.518328	-0.111295	
-0.331086	-0.276082	-0.357343	0.219259	
-0.192477	-0.276082	-0.0550173	-0.452688	
-0.80013	-0.44719	-0.662659	-0.420174	
0.0309071	0.197755	-0.345387	-0.197998	
-0.895424	-0.223433	-0.371008	-0.642351	
-0.378114	0.131945	-0.340263	-0.376823	
-0.0637681	-0.63146	-0.60672	-0.127552	
-0.68256	0.171431	-0.119923	0.295124	
-0.255594	-0.842054	-0.472637	0.0458535	
-0.32923	-0.144461	-0.381256	-0.95123	
-0.152255	-0.289244	-0.574267	0.083786	
-0.713499	0.421512	-0.657962	-0.127552	
-0.600261	0.447836	-0.499966	-0.39308	
-0.409054	0.355701	-0.559748	-0.458107	
-0.586647	0.671593	-0.314215	-0.468945	
-0.407816	-0.0260012	-0.620811	0.100043	
-0.307572	-0.355055	-0.644724	-0.382242	
-0.430093	-0.170785	-0.645151	-0.588161	
-0.175151	-0.749919	-0.637465	-0.707378	
-0.657808	0.434674	-0.433352	-0.219674	
-0.507442	-0.434028	-0.452568	0.685287	
-0.583553	0.40835	-0.576402	-0.116714	
-0.703599	-0.118136	-0.673761	-0.376823	
-0.470933	0.000323099	-0.601596	0.186746	
-0.531575	-0.381379	-0.384245	0.0458535	
-0.798893	-0.355055	-0.585369	-0.0300115	
-0.667709	-0.605136	-0.486729	-0.29012	
-0.502491	-0.63146	-0.403034	-0.680283	
-0.655952	-0.657784	0.0150131	-0.766986	
-0.619443	0.22408	-0.294999	-0.284701	
-0.00498286	-0.420866	-0.0857623	-0.214255	
-0.169581	-0.513001	-0.665221	-0.338891	
-0.371926	-0.210271	-0.624227	-0.523134	
-0.669565	0.276728	-0.292864	-0.300958	
-0.652858	-0.328731	-0.379548	-0.0245926	
-0.814362	-0.539325	-0.107967	-0.170904	
-0.366357	-0.802568	-0.43079	-0.463526	
-0.561277	0.368863	-0.180559	-0.626094	
-0.409054	0.276728	-0.759164	-0.539391	
-0.0563426	-0.144461	0.28574	-0.425593	
-0.59036	0.368863	-0.707922	-0.0625251	
-0.321804	0.47416	-0.66821	0.203003	
0.0476144	-0.315568	-0.166468	-0.642351	
-0.306334	-0.315568	-0.605439	-0.766986	
-0.701742	-0.157623	-0.429936	-0.219674	
-0.463508	-0.315568	-0.628925	-0.409337	
-0.561277	-0.170785	-0.504663	-0.533972	
-0.568083	-0.355055	-0.315069	-0.431012	
-0.548282	0.145107	-0.526014	-0.105877	
-0.0625305	-0.513001	-0.177143	-0.149228	
-0.649764	-0.657784	-0.17757	-0.636932	
-0.251881	-0.749919	-0.447443	-0.279282	
-0.326136	0.513647	-0.679312	-0.59358	
-0.287771	-1	-0.34496	-0.414756	
-0.321185	-0.842054	-0.356062	-0.387661	
-0.480834	-0.486676	-0.526014	-0.160066	
-0.774141	-1	-0.460254	-0.387661	
-0.392965	-0.289244	-0.701944	-0.398499	
-0.600879	0.145107	-0.697674	-0.425593	
-0.582934	0.0398095	0.100416	-0.154647	
-0.515486	0.10562	-0.335993	-0.788662	
-0.949878	-0.44719	-0.483313	-0.550229	
-0.633675	-0.657784	-0.158782	0.0675293	
-0.59036	-0.420866	-0.111383	-0.750729	
-0.57489	-0.473514	-0.353073	-0.756148	
-0.512392	-0.0260012	-0.479897	0.0566914	
-0.208565	-0.842054	-0.627216	-0.550229	
-0.532812	0.0529717	-0.101135	-0.376823	
-0.719069	0.158269	-0.68529	-0.257607	
-0.822407	-0.420866	-0.581099	-0.365985	
-0.254356	-0.210271	-0.691269	-0.609837	
-0.858297	0.368863	-0.00420255	-0.425593	
-0.230842	-0.197109	-0.391078	0.0241778	
-0.821788	-0.420866	-0.466232	-0.403918	
0.0327634	-0.526163	-0.616114	0.257192	
-0.178245	-0.907865	-0.315923	-0.13839	
-0.298909	-0.302406	-0.214294	0.273449	
-0.628106	-0.657784	-0.211732	-0.54481	
-0.0940889	-0.104974	-0.178851	-0.149228	
-0.306334	-1	-0.43506	-0.685702	
-0.412767	-0.368217	-0.241623	-0.864527	
-0.419573	0.395187	-0.672053	0.0295967	
-0.69246	-0.341893	-0.555478	-0.533972	
-0.000651321	-0.907865	-0.111383	-0.328053	
-0.566227	0.079296	-0.443173	-0.555648	
-0.436281	-0.118136	-0.70963	-0.837432	
-0.400391	-0.63146	-0.682301	-0.436431	
-0.362644	0.460998	-0.501247	-0.132971	
-0.8156	-0.605136	-0.27493	-0.458107	
-0.722781	-0.210271	0.00348371	-0.631513	
-0.512392	-0.170785	-0.377413	-0.263025	
-0.290865	-0.618298	-0.338555	-0.197998	
0.713434	0.237242	-0.237779	-0.95123	
-0.190002	-0.328731	-0.204899	-0.409337	
-0.870054	-0.486676	-0.468367	-0.523134	
-0.191858	0.197755	-0.604158	-0.680283	
-0.566846	0.118782	-0.242904	-0.582742	
-0.398534	-0.0523255	-0.530284	-0.447269	
-0.613874	0.10562	-0.0332395	-0.273863	
-0.551376	0.368863	-0.431644	-0.468945	
-0.337893	-0.81573	0.334847	-0.577323	
-0.538381	-0.315568	-0.538397	0.0187589	
-0.579222	0.263566	-0.372716	-0.653188	
-0.802605	-0.0523255	-0.805708	-0.409337	
-0.378114	-0.434028	-0.617822	0.121719	
-0.899756	0.197755	-0.536689	-0.777824	
-0.496922	-0.0786498	-0.32489	-0.523134	
-0.700505	-0.302406	-0.281335	-0.44185	
-0.652239	-0.539325	-0.631487	0.387246	
-0.133073	0.500485	-0.238206	-0.533972	
-0.727113	0.539971	-0.44787	-0.116714	
-0.227748	0.184593	-0.294145	-0.165485	
-0.777235	-0.104974	-0.225396	0.00250209	
-0.506204	-0.302406	-0.42652	-0.365985	
-0.805699	-0.355055	-0.352646	-0.777824	
-0.693698	-0.236596	-0.541814	-0.105877	
-0.566227	-0.605136	-0.376559	-0.105877	
-0.766716	-0.118136	-0.195078	0.159651	
-0.225892	0.250404	-0.751051	-0.701959	
-0.541475	-0.578811	-0.691269	-0.468945	
-0.57984	-0.591973	-0.400472	-0.322634	
-0.503729	-0.223433	-0.418833	-0.539391	
-0.603973	-0.341893	-0.414563	-0.691121	
-0.211041	0.250404	-0.285178	-0.203417	
-0.591597	0.0266474	-0.65241	-0.333472	
-0.567465	-0.0786498	-0.543949	-0.268444	
-0.664615	-0.407703	-0.390651	-0.0896197	
-0.47774	-0.210271	-0.517474	-0.00291684	
-0.676372	-0.605136	-0.4436	-0.685702	
-0.758052	-0.302406	-0.745926	-0.680283	
-0.770428	-0.907865	-0.315496	-0.609837	
-0.440612	-0.749919	-0.0571523	-0.420174	
-0.629344	-0.749919	-0.593482	-0.365985	
-0.478359	-0.565649	-0.585796	-0.750729	
-0.496304	0.579458	-0.710057	-0.127552	
-0.420192	0.539971	-0.708349	-0.512296	
-0.626869	-0.315568	-0.666075	-0.0408494	
-0.551376	0.395187	-0.521744	-0.0842008	
-0.70793	-0.0260012	-0.478188	-0.349728	
-0.728969	0.10562	-0.412001	-0.387661	
-0.696792	-0.157623	-0.258703	-0.284701	
-0.307572	-0.249758	-0.525587	-0.284701	
-0.547663	-0.118136	-0.40218	-0.273863	
-0.396678	-0.420866	-0.454276	-0.766986	
-0.398534	-1	-0.765142	-0.701959	
-0.776616	-0.44719	-0.549073	-0.582742	
-0.796418	0.303052	-0.331723	-0.203417	
-0.193714	-0.710433	-0.651129	-0.279282	
-0.609542	-0.341893	-0.738667	-0.729053	
-0.551376	-0.710433	-0.0123158	-0.729053	
-0.769809	-1	-0.64814	-0.328053	
-0.490116	-0.394541	-0.701944	-0.598999	
-0.568083	-0.210271	-0.520036	-0.804919	
-0.327992	0.000323099	-0.394067	-0.409337	
-0.358313	0.263566	-0.494415	-0.349728	
-0.710405	-0.44719	-0.695112	-0.0245926	
-0.474027	0.974322	0.012451	-0.0408494	
-0.464126	0.382025	-0.728846	-0.317215	
-0.614493	-0.81573	-0.760445	0.0458535	
-0.710405	0.000323099	-0.167749	-0.371404	
-0.171438	-0.618298	-0.774963	-0.414756	
-0.654095	0.882187	-0.650275	-0.788662	
-0.844064	0.0266474	-0.0635575	-0.555648	
-0.220941	-0.749919	-0.689988	-0.588161	
-0.408435	0.197755	-0.465378	0.159651	
-0.42638	-0.341893	-0.0682547	-0.669445	
-0.205471	-0.381379	-0.610563	-0.913297	
-0.528481	0.342539	-0.583661	-0.566486	
-0.568702	0.684755	-0.315923	-0.95123	
-0.553851	-0.657784	-0.341971	-0.376823	
-0.129979	-0.644622	-0.445735	-0.197998	
-0.271682	0.421512	-0.732262	-0.29012	
-0.285296	-0.723595	-0.509788	-0.197998	
-0.758671	-0.26292	-0.669064	-0.756148	
-0.415242	0.0398095	-0.505517	-0.691121	
-0.48764	-0.710433	-0.43933	0.604003	
-0.517342	-0.394541	-0.675042	-0.533972	
-0.759909	-1	-0.713473	-0.425593	
-0.122553	0.77689	-0.557613	-0.598999	
-0.476502	-0.63146	-0.61099	-0.539391	
-0.475883	-0.104974	-0.567007	-0.328053	
-0.290246	-0.170785	-0.078076	-0.54481	
-0.429474	-0.513001	-0.734397	-0.246769	
-0.239505	-0.526163	-0.500393	-0.485202	
-0.215372	-0.26292	-0.511069	-0.691121	
-0.47774	-0.486676	-0.368873	-0.485202	
-0.353363	0.579458	-0.417552	-0.122133	
-0.476502	-0.012839	-0.796741	-0.0191736	
-0.628725	-0.0523255	-0.722014	-0.387661	
-0.319329	0.0661338	-0.804	-0.674864	
-0.64667	-0.749919	-0.427374	0.175908	
-0.464745	-0.526163	-0.652837	-0.766986	
-0.253737	0.96116	-0.627216	-0.468945	
-0.224035	-0.618298	-0.69682	-0.512296	
-0.574271	-0.605136	-0.653691	0.197584	
-0.511773	-1	-0.359051	-0.317215	
-0.735157	0.131945	-0.737813	-0.739891	
-0.448657	-0.26292	-0.26767	-0.512296	
-0.720306	-0.131298	-0.254433	-0.490621	
-0.126266	-0.513001	-0.271087	-0.604418	
-0.410291	0.0266474	-0.693831	-0.653188	
-0.261781	-0.381379	-0.674615	-0.322634	
-0.72835	-0.697271	-0.603731	-0.39308	
-0.202996	0.421512	-0.660097	0.159651	
-0.575509	-0.486676	-0.117361	-0.111295	
-0.245693	-0.407703	0.270795	0.0241778	
-0.392346	0.237242	-0.632341	0.170489	
-0.426999	-0.526163	-0.383818	-0.523134	
-0.463508	-0.170785	-0.076795	0.0295967	
-0.535287	-0.907865	-0.300551	-0.566486	
-0.228985	-0.907865	-0.279627	-0.604418	
-0.673897	0.855863	-0.712619	-0.766986	
-0.212897	0.526809	-0.0874703	-0.414756	
-0.408435	0.921673	-0.625081	-0.474364	
-0.744439	-0.802568	-0.496977	-0.739891	
-0.572415	-0.104974	-0.385526	-0.317215	
-0.434424	-0.341893	-0.584942	-0.707378	
-0.465364	-0.381379	-0.833464	-0.691121	
-0.36512	-0.907865	-0.543522	-0.479783	
-0.781567	0.645268	-0.488864	-0.561067	
-0.527243	0.0266474	-0.482032	-0.707378	
-0.638007	-0.368217	-0.640881	-0.452688	
