Fs[0]	Fs[1]	Fs[2]	Fs[3]	
-6.85588	-1.14311	-21.6063	-2.92581	
-7.21566	-9.26209	-5.44413	-5.33413	
-10.3899	-6.94415	-12.6079	-1.86314	
-0.0159116	-3.45565	-6.3372	-6.36482	
-8.74964	-1.15021	-2.84853	-3.69951	
-4.6122	-1.0413	-7.88363	-5.67667	
-1.28496	-1.31455	-2.99498	-3.89428	
-6.19804	-0.926889	-6.92659	-2.83092	
-3.27147	-3.79617	-5.31453	-0.000338921	
-3.64212	-3.11607	-6.024	-5.87744	
-8.74596	-1.89094	-12.1128	-3.44388	
-6.26716	-1.37253	-10.7362	-4.02401	
-1.3651	-3.18004	-10.4307	-7.26678	
-17.7034	-0.456509	-9.9463	-1.52875	
-16.218	-1.22838	-12.0947	-3.59627	
-8.51858	-0.517483	-18.6382	-4.34906	
-8.13905	-2.97365	-8.69535	-6.03749	
-7.10562	-5.46881	-11.1798	-1.90363	
-7.60738	-5.93689	-7.32034	-3.71125	
-8.10133	-3.45565	-6.7134	-6.5127	
-9.28157	0.324527	-8.30868	-2.09177	
-4.77157	-1.31455	-4.3592	-5.34413	
-8.5356	-2.53669	-8.60261	-3.8691	
-11.0443	-1.60655	-13.2688	-4.11882	
-2.28077	-0.426654	-8.49166	-2.65042	
-7.66797	0.645182	-4.93237	-3.33059	
-10.305	1.31612	-8.84998	-3.66462	
-7.29348	1.31612	-6.0898	-4.02401	
-7.13172	-1.94907	-10.9871	-4.56772	
-4.14107	-3.13719	-11.8894	-2.70901	
-7.36584	-3.31369	-10.3098	-4.68376	
-6.38549	-5.79568	-13.5772	-1.49681	
-7.07626	-1.8531	-3.50982	-5.51721	
-9.08737	-2.82153	-13.288	-2.76915	
-11.2426	-3.7682	-19.1748	-4.21714	
-11.2827	-3.29086	-16.5301	-9.20489	
-7.23229	-0.411879	-17.6163	-2.87585	
-6.83011	-1.59006	-13.9706	-1.51849	
-6.29353	-0.798037	-13.9728	-3.52978	
-7.85584	-0.780457	-7.09746	-5.18004	
-5.82476	-1.29478	-14.1142	-2.90069	
-6.66071	1.20251	-11.424	-2.03005	
-12.3418	-1.31455	-9.98221	-3.33059	
-12.6998	-1.11119	-8.59484	-0.924182	
-7.50675	-2.53669	-6.4679	-3.35079	
-11.2555	-2.96819	-13.7648	-3.59627	
-10.9281	-0.426654	-9.77217	-7.33716	
-12.4406	1.40211	-11.2602	-3.84416	
-10.4883	-1.5737	-13.1405	-3.67619	
-9.646	-8.88784	-4.67089	-2.44085	
-4.54177	-2.22213	-5.3482	-1.91183	
-2.88223	-0.548629	-3.48551	-2.40951	
-5.82321	-2.07058	-10.1423	-2.76915	
-0.892472	-5.34749	-3.52556	-3.95833	
-7.34288	-1.5737	-6.62436	-3.09591	
-5.3054	-3.58093	-15.0654	-5.02424	
-9.08842	0.907989	-5.73507	-3.90696	
-5.94329	-1.74369	-13.2093	-4.1463	
-8.31498	-3.03356	-6.7703	-4.06043	
-12.3328	-3.20177	-13.5076	-1.32306	
-7.24795	-1.14311	-12.4672	-3.68782	
-7.94531	4.55484	-8.0524	-4.02401	
-5.86609	-2.07058	-5.76052	-1.29426	
-13.5814	-2.80326	-9.06799	-4.36412	
-8.92226	-3.58093	-5.16902	-5.87744	
-3.65446	-0.833649	-14.3791	-3.75115	
-3.68281	-0.833649	-8.29459	-0.138389	
-4.94816	-5.23102	-7.92793	-3.2225	
-7.81437	-1.32889	-2.84102	-2.02138	
-8.18639	2.83253	-11.5078	-0.182054	
-16.2649	-2.66246	-5.76559	-2.8561	
-4.71898	-1.46284	-10.239	-2.38886	
-6.85071	-1.55748	-7.00875	-1.44802	
-7.78847	-0.297122	-11.3397	-6.5127	
-10.1347	-1.69115	-12.6192	-4.06043	
-10.9235	-5.93689	-7.49798	-7.5564	
-5.93901	-0.187994	-12.5667	-2.03005	
-11.9225	-0.0585579	-12.1146	-2.4514	
-5.52859	0.645182	-15.2802	-4.63345	
-1.00001	-0.517483	-7.31515	-2.32806	
-2.59476	-1.28619	-8.05503	-5.57962	
-8.16825	-0.982556	-9.17906	0.0119251	
-6.14063	-2.89625	-3.53743	-8.62235	
-7.682	-1.17667	-2.70861	-0.767446	
-1.90734	-3.0539	-12.1785	-3.2907	
-7.02923	-2.24471	-14.7476	-3.99754	
-8.38754	-1.65688	-16.4329	-5.26936	
-6.41287	-0.67797	-7.84895	-6.70684	
-9.01538	-3.45565	-12.7095	-3.40205	
-6.91824	-2.3329	-13.1641	-8.52985	
-11.1388	-2.53057	-6.34892	-3.08281	
-11.6266	3.11424	-12.9581	-6.72686	
-2.98878	-1.60655	-7.27709	-5.57962	
-11.7513	-4.19163	-16.8297	-2.59333	
-8.36032	-1.50959	-12.562	-4.76961	
-3.48361	-1.20673	-12.2688	0.302803	
-0.0896569	1.37774	-8.7095	-6.24047	
-5.92591	3.2098	-9.62112	-4.06422	
-1.62812	-3.79617	-12.4356	-3.50802	
-5.15007	-1.87193	-11.824	-5.08322	
-2.68841	-5.09182	-9.98971	-0.226905	
1.37023	-0.502077	-17.0148	-6.18855	
-8.80055	-0.92545	-10.7435	-3.30061	
-3.64212	-1.14311	-11.3783	-8.91333	
-5.03329	-0.325257	-12.8937	-2.32806	
-10.0663	0.134718	-17.9416	-4.76961	
-5.45015	-3.24588	-3.0149	-4.87607	
-7.86308	-4.69764	-5.97263	-4.56772	
-6.42387	-1.13712	-8.23203	-5.51721	
-12.5326	-1.96882	-10.0312	-4.65012	
-0.582318	-3.68615	-9.4655	-3.84416	
-3.98275	-4.19163	-13.915	-3.64162	
-7.83632	0.146296	-1.22296	-6.31097	
-2.74624	-3.45565	-11.7147	-2.97693	
-2.46208	-2.96819	-10.235	-2.8944	
-4.97368	0.806707	-10.9277	-0.987024	
-8.63673	-1.67394	-8.49523	-7.57963	
-9.49044	-3.18004	-6.71582	-0.97114	
-2.5062	1.62619	-10.294	-0.870663	
-9.78185	-3.22371	-16.2762	-2.24957	
-12.5779	-1.5737	-4.08937	-1.69384	
-2.43907	-3.29086	-13.4757	-3.79502	
-6.36125	-2.38564	-17.0066	-4.20287	
-4.03534	-0.456509	-10.2272	-0.331091	
-6.9392	-2.75623	-11.6901	-5.20009	
-0.365473	-5.31793	-9.98407	-1.92005	
-2.80121	0.541059	-9.07262	-2.47265	
-3.33569	-2.71416	-2.21608	-2.7871	
-7.18098	-3.20177	-3.86624	-1.95329	
-8.48381	-1.22838	-4.17761	-1.63417	
-13.3566	1.46234	-0.762984	-2.99972	
-5.12361	-3.58093	-8.42636	-5.725	
-2.7735	-0.869882	-4.55308	-2.99423	
-12.8294	-3.26826	-15.6567	-2.14614	
-3.51101	-3.22371	-16.8068	-6.20577	
-2.58121	-2.17768	-7.06716	-9.18337	
-10.9738	-1.08141	-5.51069	-0.484126	
-1.39847	-2.75623	-7.8188	-6.80806	
-9.68943	-1.83445	-12.2156	-5.80031	
-9.81859	-3.11607	-15.6486	-7.10747	
-4.86339	-3.20177	-5.2944	-1.99559	
-12.9779	-3.94101	-17.0449	-4.96781	
-1.27429	-2.76717	-7.31474	-0.738835	
-7.52976	-1.81596	-6.23024	-3.95833	
-0.00295589	-1.63996	-5.20649	-7.10747	
-6.17708	-5.17452	-8.59112	-9.11949	
-3.28307	-0.241896	-7.04252	-1.74508	
-7.72438	-3.11607	-10.0843	-6.4565	
-7.81437	-2.82153	-5.6574	-4.39449	
-2.36	-1.1634	-16.6468	-2.11878	
-0.276209	-1.65688	-9.90395	-3.15625	
-10.0739	-2.22213	-8.08431	-4.09138	
-11.6743	-0.0966308	-10.5687	-7.5066	
-2.93121	-1.58448	-9.93674	-3.13766	
-4.8388	-3.40736	-12.174	-6.87018	
-0.457954	-4.15892	-19.5626	-0.745953	
-4.51181	-1.29478	-4.06337	-8.09762	
-6.44594	-5.72743	-10.2898	-8.6411	
-9.33824	-1.55748	-3.40537	-3.8566	
-3.94463	-2.43481	-7.40064	-3.11007	
-4.44761	-2.95404	-6.51734	-5.57962	
-3.75828	-0.230334	-10.8404	-1.64999	
-9.7763	-5.97321	-4.47816	-0.0415013	
-9.14223	-1.63996	-11.397	-7.26678	
-10.5738	-1.89094	-11.4774	-3.24178	
-0.265515	-0.486781	-7.50102	-4.65012	
-13.0643	0.0759838	-3.32732	-7.17492	
-7.47944	1.32853	-2.49604	-3.93252	
-1.6387	-1.3873	-6.60256	-10.0868	
-6.49038	-3.7682	-7.72244	-3.80721	
-0.459521	-2.57905	-10.0198	-4.20287	
-4.68183	-1.50959	-4.96834	-0.71762	
-7.47944	-4.43274	-6.64537	-2.89238	
-12.8628	-0.325257	-1.38734	-6.10378	
-10.8251	1.40211	-10.9719	-3.21082	
-6.97608	0.750084	-16.8699	-7.97915	
-8.57463	-1.54139	-12.3107	-2.54868	
0.474002	-3.55534	-5.53715	-1.13556	
-4.51287	-2.99344	-13.0767	-4.62928	
-3.85141	-1.25027	-9.55894	-1.9701	
0.815451	-1.62319	-8.18667	-3.01167	
-10.4246	-1.69115	-9.50318	-0.840667	
-13.3159	-0.833649	-23.1444	-1.63417	
-5.27841	-5.76137	-9.3114	-3.59195	
-6.14582	-3.55534	-12.2902	-5.50941	
-3.22764	-1.50959	-10.8864	-5.65146	
-8.02686	-1.50959	-8.18584	-0.154449	
-5.05757	-1.4105	-16.3515	-2.0475	
-15.5971	-1.4105	-7.99057	-4.03734	
-9.17352	2.75994	-3.73952	-5.98864	
-3.92428	-2.07058	-10.994	-5.75491	
-5.59341	-2.75623	-11.0048	-3.41244	
-4.99714	1.88958	-11.7455	-1.55119	
-2.32508	-1.69115	-3.32732	-6.17142	
-13.5374	0.423273	-8.61123	-2.58208	
-1.54322	-0.00874211	-4.63538	-1.01107	
-15.644	-4.8826	-11.8696	-4.71779	
-6.57944	-1.21703	-5.95119	-2.49411	
-3.57044	-0.963344	-8.0352	-0.908755	
-8.13237	-1.17667	-1.6955	-4.42323	
-1.01597	-2.61643	-15.6581	-3.12843	
-9.07781	-0.353754	-2.66	-8.23786	
-3.02365	-3.13719	-9.52824	-1.73111	
-11.9971	0.192067	-8.56045	-2.0475	
-5.84017	1.37774	-10.8173	-1.32306	
-6.83011	0.134718	-11.4489	-4.18868	
-8.55355	1.58007	-3.34186	-6.22308	
-9.84053	-1.3873	-12.1627	-1.70866	
-4.84794	0.536396	-5.36541	0.772161	
-7.0079	-0.382624	-10.3048	-9.49492	
-5.19913	-1.14311	-5.30629	-4.93077	
-9.41837	0.203378	-12.4672	-2.20193	
-5.06408	-3.38358	-10.3576	1.05623	
-5.68984	0.180704	-7.74732	-5.25658	
-5.54175	-0.325257	-12.8472	-3.9844	
-8.87383	-2.71416	-9.81596	-2.90069	
-5.25268	-1.83445	-6.23595	-4.89715	
-8.116	-0.596215	-6.26156	-5.05929	
-5.1971	-3.71319	-10.6855	-3.78288	
-9.20697	-5.79568	-14.8893	-4.84015	
-11.121	-3.82447	-4.19748	-7.33716	
-6.01918	1.16381	-7.22062	-2.31809	
-2.44336	0.456066	-3.44272	-3.61884	
-5.16668	-5.49994	-8.63913	-2.4199	
-3.14567	-1.60655	-12.205	-2.80601	
-4.04654	0.064063	-9.02658	-3.80721	
-11.0767	-0.564373	-7.81772	-0.767446	
-15.9455	-0.833649	-6.12312	-0.97114	
-5.23161	1.1346	-10.1573	-4.20287	
-5.49704	0.146296	-3.82897	-6.76723	
-6.83011	0.064063	-6.42915	-9.29205	
-2.63356	-2.91534	-1.43201	-1.37982	
-12.0252	-0.986429	-11.0834	-3.32055	
-2.03608	1.40211	-15.3114	-2.87585	
-2.26025	-1.74369	-6.43782	-4.71779	
-3.76994	-0.548629	-9.85755	-3.4421	
-5.52322	-0.368142	-10.1496	-5.50941	
-8.79797	-3.18004	-6.63927	-6.03749	
-9.87779	-1.55748	-5.63794	-0.507187	
-8.34675	-1.79765	-5.7964	-8.87331	
-13.3479	-1.20348	-7.30227	-0.878228	
-2.6573	-2.02927	-8.2293	-2.08284	
-6.31711	-5.86548	-5.04394	-3.08192	
-5.67306	-9.02415	-2.06015	-2.30817	
-6.18499	-0.857727	-15.4758	-2.97294	
-2.7335	-0.385452	-9.42787	-2.57089	
-6.14905	-2.61643	-6.05129	-2.51578	
-6.09417	-3.48018	-13.4632	-5.36044	
-11.1381	-0.385452	-15.5156	-8.71703	
-3.25767	-1.70851	-22.6588	-0.280966	
-5.84583	-1.20348	-9.00505	-8.85344	
-8.51161	-0.161516	-2.80546	-5.34726	
-3.99762	-0.0966308	-5.92455	-7.43307	
-5.85107	-1.92951	-12.9868	-6.49386	
-7.56141	-3.82447	-3.73587	-3.09186	
-10.2365	-1.89094	-7.8259	-5.08174	
-10.0434	-3.45565	-7.62279	-5.10115	
-7.76708	-2.74935	-10.6185	-1.76907	
-6.65934	-4.25829	-10.0988	-2.8688	
-5.26259	-0.148391	-6.08787	-5.94052	
-14.0544	-0.0460042	-13.0053	-2.26893	
-10.1557	-3.36005	-9.59887	-3.95833	
-4.52955	-3.01341	-10.8676	-1.73373	
-9.03782	1.30367	-4.2731	0.701566	
-2.48292	-0.411879	-7.90504	-3.1656	
-10.1452	-3.36005	-5.37108	-2.54868	
-3.1698	-2.04982	-6.52486	-2.79502	
-4.11568	-4.43274	-7.36167	0.102545	
-7.32633	-5.03802	-1.20263	-2.77135	
-3.72966	-2.26755	-3.96717	-1.60199	
-2.7813	-2.85856	-5.05031	-3.48645	
-6.04286	-4.69764	-10.1961	-4.85806	
-3.36674	-1.81596	-8.65862	-5.51721	
-8.36742	-2.24783	-15.3679	-1.80775	
-11.6648	-3.22371	-9.33826	-4.39449	
0.465455	-4.43274	-6.14086	-5.80031	
-9.93753	-4.35878	-6.64941	-2.88156	
-7.06138	-1.49388	-15.9423	-7.65795	
-6.75866	-3.7682	-10.7542	-6.12056	
-6.45868	0.225846	-8.82277	-2.05628	
-5.44802	-2.17768	-7.08917	-2.66202	
-8.6491	0.705575	-5.58323	-3.06802	
-9.31521	-2.95404	-7.80171	-3.72305	
-4.74519	-2.19978	-17.6491	-5.45439	
4.18788	0.0279395	-5.35558	-1.39094	
-5.28689	-1.76151	-5.18221	-6.03749	
-11.0204	-3.48018	-6.8385	-1.55983	
-4.18641	-0.00874211	-14.4237	-3.19615	
-5.54445	-2.56276	-13.3737	-4.53542	
-8.17172	-1.41717	-11.1299	-4.16051	
-7.34601	-0.0966308	-4.39075	-3.74681	
-11.5007	0.146296	-10.165	-4.21714	
-2.97241	-1.25027	-3.15204	-0.584421	
-6.59757	-0.548629	-9.1708	-0.710594	
-8.46996	-1.0856	-11.8853	-4.75223	
-13.586	2.17471	-14.8898	-2.55976	
-5.31277	-1.91013	-12.126	-3.00294	
-15.7528	-0.00874211	-7.39329	-7.38482	
-9.14689	-1.4475	-4.52405	-1.55983	
-20.4695	-3.15851	-3.19515	-2.62741	
-5.05693	-0.833649	-12.2955	-2.61254	
-4.95999	0.259172	-3.01315	-1.58081	
-7.1723	1.46234	-6.68408	1.17646	
-8.21233	-1.1634	-5.67216	-3.51888	
-13.1007	-2.85856	-5.28936	-0.731741	
-6.30963	-3.15851	-10.1188	-3.95833	
-9.87698	-3.24588	-14.3776	-7.38482	
-6.78469	-3.0539	-7.43758	-3.40205	
-9.93753	-2.17768	-3.64115	-2.01275	
-14.95	-1.49388	-2.84194	-0.535372	
-4.36939	0.0400417	-16.6248	-4.91243	
-8.06249	-2.13417	-15.6567	-6.22308	
-8.47689	-0.906761	-7.97732	-2.38886	
-6.28817	-4.8826	-8.1216	-2.84348	
-5.87427	-1.7795	-10.0123	-7.01941	
-5.41439	-1.09835	-11.1268	-3.59627	
-13.9832	-4.44261	-12.5633	-3.88166	
-6.8731	-1.4475	-11.276	-8.31635	
-13.1337	-5.2597	-9.80484	-0.855613	
-4.84328	-0.426654	-10.996	-5.00031	
-9.66491	1.43458	-10.2743	-6.99771	
-10.8731	-5.03802	-19.6407	-4.84015	
-11.076	-0.230334	-11.3795	-3.01322	
-5.77178	-2.43481	-4.49084	-4.09138	
-9.05788	-4.03212	-9.72908	-3.95833	
-3.75595	-5.62782	-17.0912	-7.26678	
-6.22438	1.49804	-15.9491	-3.44388	
-4.44761	0.292061	-13.332	-4.33409	
-3.72064	-1.74369	-8.64846	-3.28083	
-4.24797	2.7012	-13.4141	-1.97856	
-10.1066	-1.3873	-15.7228	-8.58509	
-7.19471	-0.0966308	-9.98971	-1.31374	
-13.6655	-0.368142	-5.47014	-5.68067	
-3.77666	-1.65688	-9.04834	-5.68067	
-9.71623	-1.49388	-9.90395	-8.3337	
-5.44415	-5.28867	-8.41195	-7.33716	
-5.45751	-0.385452	-9.84851	-4.91243	
-17.3586	-0.71158	-13.734	-2.94646	
-9.72709	1.24078	-11.519	-2.17385	
-3.20842	-1.08141	-8.4874	-5.66603	
-8.81881	0.552191	-16.4149	-7.17492	
-9.7599	-2.36149	-5.65543	-7.17492	
-7.71366	-1.58448	-12.5078	-5.80031	
-7.55088	-3.31369	-9.055	-4.58401	
-5.55506	-0.426654	-8.99609	-7.5066	
-10.7213	-0.201349	-6.30222	-4.06422	
-3.07523	-1.0856	-10.7617	-1.24966	
-5.61038	-3.40736	-10.9168	-5.04739	
-4.81651	5.2853	-4.20746	-1.91183	
-8.80425	0.157819	-13.635	-3.84416	
-10.5492	-2.56294	-11.8138	-3.12843	
-10.1425	-2.71416	-4.99549	-3.97133	
-5.17747	-3.74054	-6.59857	-6.05394	
-14.9907	1.7615	-10.3649	-7.43307	
-12.4159	-0.174716	-4.51816	-6.5127	
-2.44139	-1.14311	-18.6661	-6.6279	
-5.52946	-1.15021	-6.81565	-0.535372	
-4.48826	-3.22371	-5.92231	-6.93339	
-4.25853	-0.62854	-9.91345	-2.48366	
-3.07215	0.123085	-14.1597	-4.48765	
-6.88517	3.01715	-9.20065	-8.23786	
-8.19298	-3.82447	-5.9619	-3.9844	
-2.92861	0.163641	-6.66829	-3.58507	
-4.63041	0.192067	-11.4121	-3.78288	
-1.88551	-1.10177	-10.9169	-2.16457	
-10.8831	0.645182	-8.68124	-7.29009	
-6.88177	2.28748	-10.8734	-3.22557	
-6.15102	-6.00995	-6.62124	2.11081	
-14.9268	-1.8531	-15.4122	-6.43796	
-4.85213	-0.385452	-11.157	-2.59333	
-6.09705	3.11424	-13.8369	-4.58401	
-4.83434	-3.7682	-6.47989	-6.4565	
-7.41708	-0.311145	-13.9517	-5.80031	
-3.68379	-1.55748	-3.41345	-2.8561	
-3.46167	-3.53002	-13.7191	-3.68782	
-0.96019	-5.5314	-4.33436	-9.07743	
-3.30931	1.90684	-10.93	-7.01941	
-4.84328	-3.48018	-7.7382	-2.72091	
-4.03465	1.49804	-8.11141	-5.26936	
-7.42283	-1.37253	-14.7328	1.3149	
-10.7403	-0.255575	-16.1407	-2.51578	
-3.84112	-1.28619	-8.54958	-9.88068	
-7.70756	-4.03212	-10.1265	-1.60706	
-2.71317	-3.55534	-18.0718	-0.956963	
-4.526	1.82754	-12.2421	-6.22308	
-5.49505	0.199785	-13.1669	0.555688	
-4.41714	0.217667	-18.0851	-1.57893	
-3.97269	0.806707	-7.66614	-8.47537	
-8.81761	-0.0711797	-9.49236	-3.36257	
-0.263266	-3.09515	-5.52029	-1.53906	
-12.1078	-0.33946	-6.95865	-6.2932	
-2.07094	-5.49994	-4.24775	-4.6004	
-8.28028	-2.67955	-7.26607	-4.75223	
-3.53648	-1.83445	-15.4058	-5.7851	
-7.18723	-3.91135	-11.9554	-2.52669	
-8.01892	2.73064	-15.1933	-1.62841	
-10.051	-0.763024	-0.912952	-5.24385	
-3.45596	-0.661365	-3.33392	-1.81557	
-3.25432	-1.11119	-8.29142	-1.61415	
-10.0409	-3.55534	-11.9881	-4.36412	
-7.30335	-0.382624	-4.57532	-0.696609	
-5.28247	-0.230334	-5.70979	-6.55068	
-5.52618	-0.230334	-8.9291	-6.68694	
-17.5413	1.73925	-15.9898	0.0818882	
-1.60811	-0.846431	-3.44926	-4.07777	
-1.60497	0.590115	-8.21757	-2.69717	
-12.5135	-0.0649397	-10.7873	-5.04328	
-8.39437	-0.311145	-9.76132	0.875405	
-7.04528	-3.22371	-3.73678	-1.9479	
-8.81685	-1.83445	-18.1651	-3.22557	
-7.87383	-0.230334	-9.22053	-2.70901	
-15.2487	4.85913	-13.0469	-6.53163	
-9.48106	-2.67955	-6.94439	-4.93077	
-12.7186	-1.81596	-10.2551	-6.17142	
-5.80409	-3.58093	-11.2208	-5.07123	
