ThetaFW[0]	ThetaFW[1]	ThetaFW[2]	ThetaFW[3]	
3.74253	3.33333	4.99638	3.07576	
4.78851	6.6	5.42391	6.27273	
1.87816	2.37778	10.9348	3.0303	
3.11494	3.35556	3.23913	4.71212	
2.2046	0.244444	4.88768	3.57576	
2.42069	2.02222	3.32609	1.78788	
0.958621	1.22222	7.0942	3.31818	
2.02989	3.53333	7.60507	2.48485	
4	4.22222	5.55072	3.92424	
0.868966	1.8	1.9529	4.51515	
0.282759	2.42222	6.57246	3.87879	
4.32414	3.42222	1.60145	2.28788	
0.485057	1.77778	1.02174	2.57576	
4.61149	3.4	3.1413	5.78788	
2.31264	3.86667	6.26449	2.92424	
6.30805	0.844444	10.221	3.04545	
3.73333	4.44444	6.68478	3.39394	
5.01609	2.11111	8.13768	7.45455	
1.51954	3.33333	10.2428	4.19697	
0.694253	4.13333	8.6413	2.12121	
1.05977	4.08889	10.9457	1.87879	
1.4023	0.577778	8.07246	2.12121	
1.77701	4.17778	11.942	6.92424	
0.404598	2.73333	2.32971	1.98485	
6.89425	1.8	9.08333	1.12121	
2.65287	4.46667	5.46377	2.16667	
0.204598	4.2	9.50362	7.07576	
2.93333	3.86667	15.7681	2.69697	
1.58391	4.75556	4.28986	3.4697	
1.50115	3.68889	1.90942	3.27273	
5.55172	1.11111	6.75725	4.09091	
0.11954	4.2	0.778986	3.4697	
3.32414	1.95556	13.2609	2.19697	
0.983908	2.73333	4.67391	2.66667	
7.14023	2.06667	5.72101	2.54545	
2.08506	1.84444	4.8442	3.75758	
2.0069	1.95556	12.4746	4.45455	
2.14943	1.91111	6.55797	0.969697	
2.49195	1.8	7.26812	2.22727	
3.07816	2.68889	7.63043	3.57576	
6.8069	1.86667	8.13768	4.65152	
0.475862	0.511111	3.36957	1	
1.66437	5.04444	2.31884	0.439394	
2.81609	2.02222	7.25725	3.5303	
2.86207	1.97778	4.58333	0.742424	
4.11494	4.57778	0.67029	5.30303	
2.50575	2.2	5.0471	3.10606	
1.51034	1.35556	6.53623	1.57576	
1.30345	2.17778	5.8913	1.81818	
3.28046	4.04444	6.59058	3.66667	
4.9954	1.28889	5.8587	1.60606	
2.92874	2.08889	1.35507	4.87879	
0.0873563	2.62222	11.3587	5.22727	
3.52184	1.62222	2.13043	2.4697	
0.551724	1.93333	9.93116	4.24242	
4.86667	1.66667	6.07971	1.01515	
0.981609	4.28889	15.3659	3.86364	
2.89195	5	7.22464	2.27273	
5.04828	1.71111	6.9529	2.01515	
1.52874	6.73333	5.83696	2.84848	
7.35862	2.37778	3.98913	2.93939	
2.95862	2.77778	3.7971	5.24242	
1.92644	0.311111	7.40217	4.19697	
0.756322	2.97778	9.8913	2.12121	
0.482759	4.42222	0.92029	10.2879	
2.67356	8.84444	2.17391	0.348485	
0.655172	3.26667	5.83333	4.77273	
3.49425	1.66667	7.8913	2.78788	
0.756322	2.22222	4.40942	8.95455	
1.73103	3.93333	3.96377	3.13636	
3.02069	0.933333	5.3913	4.04545	
0.133333	1.91111	4.38406	4.95455	
0.108046	1.02222	2.29348	2.12121	
2.47586	1.15556	5.64493	7.37879	
0.691954	1.22222	2.60145	2.80303	
1.77011	2.77778	7.02536	5.86364	
0.42069	1.88889	5.38768	4.77273	
6.0092	7.42222	2.69928	3.45455	
0.675862	3.42222	4.48551	1.30303	
3.35862	3.57778	15.6486	1.83333	
1.71034	1.91111	6.84783	2.87879	
3.12184	2.08889	3.21014	2.13636	
1.76782	2.8	4.36594	4.66667	
3.18391	6.35556	8.58333	2.18182	
1.44138	7.31111	7.91304	1.36364	
4.21609	5.11111	4.61232	4.92424	
0.14023	1.82222	4.13406	0.712121	
1.52874	2.33333	3.69928	2.69697	
4.22299	3.17778	5.09058	9.27273	
2.10805	2.04444	7.39493	7.36364	
2.03908	2.2	8.47464	3.69697	
2.10575	5.24444	6.30797	0.30303	
3.24138	1.71111	3.59783	3.04545	
1.3954	4.06667	8.82971	2.72727	
0.629885	3.57778	4.70652	7.28788	
1.78161	5.28889	3.30072	1.65152	
3.47586	4.75556	4.6087	1.68182	
1.36322	1.71111	1.47101	3.54545	
2.23218	4.71111	1.84783	4.71212	
1.72184	1.28889	1.06884	1.65152	
3.67126	5.82222	11.2645	0.893939	
2.15402	3.37778	5.70652	5.34848	
1.11264	0.844444	4.56522	9.18182	
0.774713	3.42222	4.39855	3.06061	
0.531034	2.53333	2.61594	2.33333	
1.45977	2.55556	5.56884	4.0303	
4.9954	1.64444	5.37681	4.42424	
5.57471	2.04444	5.08333	3.18182	
0.397701	4.46667	10.942	2.09091	
0.818391	0.511111	5.36232	2.09091	
0.836782	0.555556	7.6413	3.78788	
1.18391	5.95556	4.3587	8.07576	
5.03908	4.6	7.97464	3.33333	
2.61609	1.86667	3.93478	2.04545	
1.64368	3.8	6.54348	4.74242	
0.611494	3.64444	4.42754	2.12121	
0.618391	2	2.29348	5.5303	
1.83908	1.91111	11.2935	4.30303	
2.51954	7.68889	4.29348	2.57576	
0.691954	3.71111	8.08333	3.75758	
0.954023	2.31111	2.64493	0.969697	
5.71264	1.24444	12.6486	5.56061	
3.21379	4.6	5.68841	3.63636	
5.52644	3.97778	4.91667	7.43939	
3.94713	0.866667	5.26812	2.16667	
1.81379	1.31111	3.94928	5.60606	
4.04138	2.37778	4.63406	2.43939	
2.3977	2.2	3.01812	5.69697	
2.2092	3.95556	2.57246	7.31818	
1.2	2.04444	6.35507	8.30303	
0.988506	2.97778	11.4493	3.0303	
4.63218	1.86667	4.75	3.51515	
0.4	0.555556	8.66667	6.33333	
2.43908	1.37778	6.08696	3.51515	
1.88736	3.68889	5.3587	7.30303	
1.33103	3.8	6.26087	2.62121	
3.66207	3.08889	8.0942	3.09091	
2.6	2.71111	7.62319	3.18182	
1.48276	5.57778	5.84783	1.63636	
2.68736	4.82222	7.55072	2.0303	
2.21839	2.97778	1.60145	2.28788	
0.841379	2.26667	12.4819	2.98485	
6.45287	2.37778	5.75	0.575758	
11.6529	3.31111	4.47826	3.18182	
1.16782	3.22222	5.2029	6.90909	
0.593103	2.37778	5.58333	2.10606	
2.3977	1.57778	7.11232	1.93939	
2.37241	2.15556	5.49275	5.48485	
2.41609	5.75556	2.82971	1.72727	
4.03448	2.91111	5.8442	2.69697	
0.381609	2.28889	7.49638	5.63636	
3.45517	1.04444	4.69928	1.93939	
4.37931	1.13333	3.37319	5.34848	
4.0023	3.26667	9.1087	10.6515	
4.15402	3.55556	7.86957	3.75758	
2.14253	1.93333	2.5942	1.86364	
4.0023	0.777778	1.69203	3.65152	
1.68276	2.08889	6.53623	4.93939	
1.64828	1.06667	7.58696	4.51515	
4.8023	1.44444	11.3913	9.16667	
2.61149	1.84444	4.06884	3.15152	
1.81379	2.02222	5.37319	1.56061	
2.2092	0.955556	5.9058	7.69697	
2.30345	3.22222	12.5145	7.92424	
0.489655	1.35556	6.22101	0.772727	
4.54023	0.311111	10.9746	3.10606	
0.986207	3.31111	3.61594	4.83333	
2.57241	2.08889	2.39855	0.530303	
4.09425	1.84444	7.21014	1.22727	
4.85057	3.77778	5.15217	5.10606	
0.188506	2.24444	5.66667	3.10606	
1.91264	2.02222	10.6087	1.77273	
0.993103	1.73333	6.01449	1.83333	
3.34253	4.71111	5.94565	2.01515	
9.1977	3.93333	4.74275	7.57576	
6.76092	1.11111	7.50725	2.06061	
0.114943	5.37778	12.0906	3.65152	
3.38851	6.88889	7.67754	1.72727	
3.81609	3.02222	10.1775	6.54545	
1.3977	2.2	2.0942	1.98485	
1.50805	2.37778	6.57246	1.86364	
0.793103	3.71111	8.12681	2.04545	
5.03448	1.71111	13.3623	2.34848	
3.15862	4.86667	10.9457	2.86364	
0.413793	3.44444	5.36594	1.83333	
1.03678	3.97778	4.51812	1.69697	
1.66667	1.28889	4.31522	4.21212	
0.0873563	3.33333	8.32246	2.36364	
1.14253	1.35556	6.52536	1.83333	
0.588506	1.51111	5.98188	2.15152	
3.16782	1.91111	2.69203	4.74242	
1.9977	3.04444	9.87681	3.31818	
0.204598	4.97778	7.74275	8.87879	
2.55632	2.68889	5.91667	7.01515	
0.183908	3.62222	6.81159	6	
2.48736	1.51111	7.56159	4.48485	
1.8069	1.15556	4.06522	1.63636	
3.3908	1.62222	4.53986	3.0303	
0.848276	3.57778	5.13768	3.39394	
2.97241	3.86667	19.6848	4.65152	
5.37701	3.24444	1.61957	2.51515	
1.85977	1.31111	10.1558	0.954545	
2.41609	5.55556	8.99275	2.90909	
2.75402	1.37778	4.01812	3.87879	
1.74713	2.68889	3.28623	1.75758	
4.35632	1.91111	8.53623	4.0303	
1.42529	2.51111	8.34783	2.21212	
1.68046	3.57778	2.9058	2.75758	
0.455172	1.68889	8.99638	4.25758	
6.7954	2.91111	4.24638	2.92424	
4.84368	8.02222	4.05435	0.833333	
1.83678	1.51111	8.01087	2.09091	
0.227586	5.2	6.79348	0.984848	
1.55402	5.82222	10.7754	2.09091	
0.393103	5.82222	6.45652	4.12121	
6.17701	0.622222	2.3913	3.19697	
0.51954	5.13333	3.01087	4.18182	
1.27126	3.2	1.77899	1.07576	
3.14253	1.75556	3.24638	3.57576	
2.03448	4.11111	4.63043	2.9697	
1.85747	3.04444	2.34783	2.80303	
1.10805	3.71111	6.39493	7.09091	
0.988506	5.04444	4.31159	1.89394	
3.33563	0.977778	7.01087	4.07576	
1.46897	3.86667	9.7029	4.04545	
6.56322	1.04444	4.57971	1.60606	
1.94943	7.35556	12.4348	8.33333	
0.250575	4.64444	4.86232	5.09091	
1.56552	4.48889	5.88768	2.57576	
4.15402	5.97778	3.72826	4.60606	
2.94023	4.91111	2.64493	0.590909	
0.931034	2.86667	7.35145	4.22727	
0.294253	0.244444	1.87681	4.19697	
1.73793	2.33333	2.15942	2.04545	
4.64828	2.91111	7.05072	2.25758	
1.13563	1.22222	9.89493	2.78788	
3.11034	3.44444	2.48551	3.89394	
2.41839	1.08889	4.88406	4.07576	
1.81609	6.24444	11.837	3.21212	
3.84828	3.91111	5.77899	1.98485	
1.57931	0.377778	3.43841	3.69697	
4.62529	3	11.4529	2.13636	
2.96782	0.711111	17.1268	2.98485	
2.14023	4.84444	3.5471	0.575758	
1.67356	1.62222	9.00362	1.56061	
7.01379	4.04444	5.18841	2.37879	
3.50345	2.88889	3.97826	3.56061	
1.98391	1.8	10	2.06061	
2.47356	2.97778	2.77536	7.65152	
5.32874	3.31111	1.24275	1.59091	
0.443678	4.51111	5.66667	2.12121	
1.35402	0.555556	9.97464	1.9697	
3.57241	6.53333	6.5942	3.4697	
2.23678	3.17778	9.28623	1.72727	
4.77011	0.444444	2.44203	3.4697	
0.252874	6.11111	1.79348	1.21212	
2.08046	4.93333	9.71014	6.12121	
2.83218	1.08889	5.75725	5.95455	
1.42529	1.44444	6.19203	0.772727	
8.25747	5.57778	1.12681	4.10606	
2.57931	5.46667	2.32609	3.13636	
3.34253	0.511111	4.9529	3.87879	
2.44368	3.62222	3.7971	2.37879	
2.02989	2.17778	7.21377	1.16667	
1.23678	0.977778	0.869565	2.33333	
5.15172	0.777778	4.7971	1.90909	
5.95862	2.11111	3.40942	2.84848	
2.93333	0.933333	5.42029	1.90909	
0.747126	3.8	7.39855	4.71212	
5.96322	2.35556	12.0072	5.69697	
1.70115	4.86667	1.72101	1.63636	
4.13793	4	10.7645	0.80303	
1.28506	1.37778	2.87319	4.42424	
4.33333	2.55556	9.82971	1.9697	
4.58391	4.71111	5.96014	4.95455	
6.12874	13.1556	5.5942	9.80303	
1.63678	5.35556	5.1413	6.90909	
7.12874	2.02222	7.51087	2.34848	
0.303448	2.33333	12.029	0.621212	
9.65287	1.66667	8.64855	9.43939	
1.07586	2.33333	8.27536	3.56061	
3.55862	1.42222	9.5471	4.78788	
2.33793	4.28889	6.17754	2.92424	
3.57931	3.42222	1.05797	3.27273	
3.93333	4.4	2.71739	3.28788	
3.84368	4.51111	4.76087	5.74242	
0.675862	1.37778	7.19928	2.86364	
5.58851	3.46667	14.9493	3.39394	
1.23678	3.93333	4.26449	3.5303	
2.05517	0.777778	4.93841	5.83333	
2.25977	3.51111	8.50725	3.19697	
1.42299	7.42222	4.66667	1.95455	
8.90575	2.08889	5.96739	0.787879	
3.86897	4.44444	0.771739	1.60606	
3.1908	4.33333	8.16304	3.71212	
6.26207	4.55556	2.72464	3.33333	
0.406897	9.46667	3.89855	3.5303	
1.69885	1.4	6.3442	14.3485	
1.94483	1.8	16.2971	7.80303	
0.68046	3.42222	0.492754	3.21212	
1.54943	2.08889	2.98913	1.34848	
1.92414	3.91111	3.91667	5.39394	
1.04828	2.51111	5.59783	0.530303	
1.3908	1.84444	1.72826	2.18182	
2.92644	1.91111	2.86232	3.01515	
1.28736	2.8	5.90942	2.4697	
2.43908	3.97778	3.51449	3.39394	
3.01609	0.488889	5.2029	2.57576	
3.96322	3.31111	2.37681	4.71212	
0.413793	2.91111	1.6558	2.51515	
2.94943	2.15556	3.0471	0.560606	
1.26437	1.71111	6.46377	2.12121	
2.38161	3.15556	6.68116	1.48485	
1.33793	1.31111	4.13768	4.28788	
2.32644	3.48889	8.05435	3.68182	
5.23218	1.4	1.16667	0.30303	
2.76552	3.86667	10.8913	2.93939	
2.51724	2.64444	9.35507	2.86364	
0.662069	3.46667	2.86957	3.39394	
0.83908	5.04444	4.87681	1.60606	
4.29655	4.46667	2.9058	4.31818	
0.294253	0.422222	9.72464	2.87879	
1.7954	4.42222	1.2971	4.5	
2.69425	1.64444	1.10145	1.48485	
2.77471	1.64444	4.72826	5.74242	
2.07126	1.91111	3.48913	4.24242	
0.268966	1.02222	3.3442	3.86364	
2.45517	2.17778	2.75	1.31818	
1.13793	3.22222	2.96739	6	
1.32874	3.13333	1.72101	4.65152	
2.76782	1.44444	4.01812	2.89394	
3.77241	1.68889	2.17391	4.30303	
3.54713	2.57778	7.54348	3.21212	
4.52874	2.88889	0.956522	11.1515	
1.91954	0.733333	6.89493	1.80303	
1.10345	4.51111	2.07971	1.12121	
1.1977	2.22222	2.95652	1.60606	
2.10575	3.08889	12.779	2	
4.17931	0.911111	3.77899	3.69697	
3.6023	1.84444	5.68116	1.04545	
1.32874	2.55556	9.01087	3.60606	
2.64138	7.77778	7.64493	4.25758	
3.26437	1.55556	2.44565	1.13636	
4.83678	2.08889	3.59058	2.80303	
2.03448	3.35556	6.50725	3.5303	
2.30575	0.8	7.36957	4.19697	
3.27356	3.31111	7.98551	6.86364	
2.69655	2.02222	7.65217	1.10606	
0.795402	7.71111	4.12319	3.60606	
2.2069	3.97778	3.2971	4.9697	
2.30115	1.68889	4.18478	3.60606	
2.25287	0.777778	13.8877	2.83333	
3.01149	1.31111	5.97464	3.36364	
2.62069	4.11111	8.60507	1.81818	
3.04368	4.82222	2.41667	1.78788	
2.93793	0.911111	5.07246	4.56061	
7.54943	1.44444	4.99638	2.95455	
3.03448	0.8	5.77899	6.84848	
4.01609	3.37778	2.25725	3.89394	
3.6046	4.4	4.80435	2.25758	
3.61149	2.15556	7.41304	3.09091	
1.24138	1.15556	1.84783	2.65152	
2.36552	3.8	5.87681	1.84848	
4.08276	2.73333	6.11232	1.89394	
2.74483	4.64444	6.01087	4.57576	
0.462069	0.422222	5.99275	7.21212	
9.71264	0.911111	8.16667	0.712121	
0.289655	1.91111	9.04348	7.15152	
2.17011	4.93333	4.43116	2.95455	
2.02989	3.57778	1.5942	2.12121	
0.225287	4.08889	3.26812	2.56061	
3.6023	3.42222	5.72101	4.25758	
1.18851	4.31111	16.3406	4.37879	
2.73103	6.17778	2.73551	1.43939	
1.33563	3.46667	4.15942	2.5303	
1.66897	2.73333	15.4058	3.39394	
0.135632	2.02222	7.97101	2	
1.17931	4.11111	5.6558	3.31818	
1.93793	3.15556	7.82971	5.80303	
2.53563	4.75556	4.27899	2.80303	
0.544828	2.08889	10.9855	3.75758	
1.85747	2.51111	11.7899	3.45455	
3.18621	8.97778	11.4855	0.30303	
1.22529	3.04444	5.07971	5.01515	
2.72184	0.644444	9.51449	1.84848	
0.328736	0.577778	3.20652	6.84848	
3.24598	1.13333	5.83333	8.48485	
0.508046	2.46667	11.1087	2.95455	
2.63218	2.42222	2.6558	1.89394	
3.26437	3.08889	4.18841	5.56061	
2.27816	6.11111	2.96377	4.37879	
2.05517	0.711111	1.43478	4.34848	
3.1908	1.64444	8.59058	4.12121	
1.95862	2.88889	5.5942	4.9697	
3.61149	1.97778	9.3442	5.51515	
0.216092	7.62222	2.18478	1.28788	
0.367816	4	1.71377	3.25758	
0.977011	1.86667	3	3.56061	
1.6069	4.35556	3.61594	1.60606	
1.45977	0.511111	3.88406	1.12121	
2.56552	2.33333	5.26449	3.04545	
0.866667	5.04444	6.08696	1.09091	
3.8	0.666667	5.31522	2.22727	
3.03908	1.71111	7.80072	1.51515	
0.6	1.97778	6.55435	3.39394	
2.05977	7.35556	2.03261	5.62121	
0.406897	1.02222	5.60507	5.43939	
1.04368	1.24444	4.78261	3.42424	
2.87586	2.04444	14.4529	2.13636	
4.76782	2.26667	2.94203	3.12121	
2.28506	1.64444	5.90217	3.25758	
