FF[0]	FF[1]	FF[2]	FF[3]	
-2.11646	0.0334169	-3.09863	-2.21139	
-2.82173	-1.17794	-1.07865	0.682325	
-2.57812	-1.13617	-3.03143	-1.65649	
-1.78314	-1.57059	-1.92329	0.0452143	
-1.35422	1.16959	-1.8411	-1.52084	
-2.36465	-1.57059	-0.974698	0.957721	
-1.97501	-0.225564	-0.943271	-1.42631	
-2.01954	-1.15288	-2.44738	-2.10863	
-2.65736	-2.3726	-2.75584	-1.7798	
-2.11122	-1.13617	-2.22836	-0.665883	
-2.39608	-1.0944	-2.29073	1.24956	
-2.65605	-1.55388	-1.66414	-0.850851	
-1.97829	-0.325814	-2.73699	-0.10276	
-3.12492	0.53467	-3.00387	-0.152084	
-1.72093	-1.00251	-2.93763	-1.40986	
-2.66129	-1.30326	-2.66543	-2.07164	
-3.17207	0.208855	-1.99968	-0.374046	
-2.29523	0.459482	-2.91249	-2.61832	
-1.71046	-0.526316	-3.62901	-0.62889	
-0.637819	-1.05263	-2.9328	-2.07575	
-2.72939	-1.92147	-2.2332	-1.45919	
-3.36656	-1.80451	-3.18904	-2.91838	
0.106085	-1.7878	-1.70427	-1.63594	
-2.35286	-2.49791	-2.83852	0.345273	
-2.61152	-1.07769	-1.73715	-1.41397	
-2.64754	-0.969089	-1.18114	-2.99236	
-4.23095	-1.41186	-2.86511	0.250734	
-3.36263	-1.26984	-1.81112	-2.18262	
-3.75554	-1.01086	-2.71378	-0.42337	
-2.9121	-1.57059	-2.29702	-2.22372	
-1.37321	-1.57059	-2.18388	-1.79624	
-1.86434	-0.442773	-2.29847	-0.176747	
-1.62729	0.459482	-2.10266	-1.00705	
-2.53621	-1.57059	-2.79404	-0.84263	
-1.92066	-1.23642	-2.07365	-0.920727	
0.0949525	-0.392648	-3.94182	-0.94539	
-2.40983	-1.48705	-0.853344	-0.073987	
-2.81911	-1.37009	-2.43143	-1.06459	
-1.32934	-0.551378	-1.91217	-1.09336	
-1.90167	-0.442773	-1.43497	0.304169	
-2.36595	-0.225564	-1.83481	-1.00294	
-4.2506	-2.43943	-2.58421	-1.50029	
-2.9671	-2.83208	-2.3971	-1.47152	
-3.40192	-2.55639	-2.16019	-0.221961	
-1.16628	-0.0584795	-2.0664	-1.16324	
-3.53747	-1.96324	-1.01579	-2.31004	
-1.26582	-2.43943	-2.64029	-1.13447	
-1.32737	0.0250626	-3.9278	-0.456253	
-1.45114	0.37594	-2.69589	-1.94421	
-0.478037	-0.501253	-2.08429	0.9495	
-3.67761	-0.0668337	-2.70798	-0.402818	
-1.53692	-0.342523	-2.60596	-1.39753	
-0.999948	-1.02757	-1.69944	-1.71403	
-0.689552	-1.05263	-2.41015	-0.164416	
-2.22975	-0.969089	-3.5618	-2.96359	
-0.989471	-1.57059	-3.35778	-0.287727	
-1.41774	-2.33083	-2.06253	-0.382266	
-2.4668	-1.48705	-1.01531	-1.71814	
-1.97436	-0.0668337	-1.82998	-0.139753	
-3.04175	-0.63492	-2.54359	-0.427481	
-1.47537	-1.52882	-2.21144	-0.608338	
-1.94751	-1.4954	-2.29218	-0.768643	
-3.30042	-2.43943	-0.69863	-1.06048	
-4.68083	-1.77945	-1.92522	-2.9266	
-2.04901	-0.902255	-1.85077	0.263065	
-0.182047	-2.36424	-1.0772	-2.13329	
-2.13218	-0.267335	-2.75197	-0.160305	
-2.60366	0.108605	-1.84255	-1.20845	
-3.07515	-0.53467	-3.71555	-0.83852	
-2.65474	-1.40351	-2.53441	-1.20023	
-1.84666	-1.26984	-4.51475	-0.242513	
-3.18648	-2.43943	-1.84641	-1.0276	
-3.60427	-3.30827	-3.10201	-0.378156	
-0.188595	-1.0944	-2.41112	-1.57428	
-2.75297	0.459482	-0.714101	-0.563123	
-1.40988	-1.97995	-3.47574	-2.4128	
-1.25206	-0.768588	-0.979049	-0.900175	
-1.93245	0.609858	-1.17389	-2.40458	
-0.775336	-2.33083	-0.684609	1.21668	
-0.355581	-1.34503	-1.69025	-1.45508	
-2.61873	-1.43692	-2.4087	-1.01116	
-2.09288	-0.426065	-2.78292	-0.941279	
-1.84732	-1.37009	-3.10201	-2.84028	
-3.67303	-0.944026	-2.38695	-2.38403	
-4.09082	-2.05514	-3.32296	-0.52613	
-2.31291	-1.35338	-3.99597	-1.3071	
-1.35684	-0.53467	-3.25189	-2.03875	
-3.02866	-1.86299	-3.23207	-0.398708	
-1.93179	-2.35589	-1.88993	-0.567234	
-1.41774	-1.0944	-1.40113	-1.60716	
-3.75816	0.701754	-1.39194	-0.217851	
-1.15318	-0.392648	-0.386785	-2.89371	
-1.69343	-2.43108	-1.82321	-1.43453	
-3.75685	-0.551378	-1.73473	-2.0552	
-1.88726	-0.927318	-1.55004	-1.52907	
-1.4865	0.167084	-1.87494	-0.965942	
-3.71428	0.200501	-1.72941	-0.822078	
-2.33976	0.200501	-2.10218	-0.941279	
-1.59586	-1.08605	-2.41064	-1.63594	
-1.23373	-0.977443	-3.03674	-1.54962	
-2.63182	-1.42022	-2.42321	-0.850851	
-2.52508	-1.94653	-3.44722	0.369935	
-2.74118	-1.42022	-2.84625	-3.19788	
-2.78506	-0.467836	-2.40387	-1.84145	
-3.37573	-1.57059	-1.69218	-1.5414	
-2.97103	-0.659983	-3.73731	-2.12096	
-2.75493	0.208855	-3.80548	0.0534351	
-2.12825	0.208855	-3.47623	-1.83734	
-2.22909	-1.4954	-2.60306	-1.04404	
-3.37573	-1.48705	-1.3257	-2.86083	
-2.16885	-1.32832	-1.92716	-0.230182	
-2.84203	0.501253	-2.92264	-0.189078	
-2.34369	-0.0167084	-1.62401	-0.965942	
-3.50866	0.108605	-1.9639	-0.748091	
-2.93043	-2.43108	-1.89863	0.110981	
-2.96907	-2.93233	-3.19436	-1.0687	
-1.66069	-1.30326	-1.86334	-2.58133	
-3.72934	1.01086	-3.97663	-0.612448	
-2.30243	-0.15873	-2.92264	-1.09747	
-2.67635	-2.3726	-1.69025	-0.637111	
-2.43995	-1.19465	-1.9494	-0.94539	
-0.795637	-0.618212	-0.600967	-1.16735	
-2.61349	-1.13617	-2.27333	-1.57017	
-0.27307	-0.701754	-1.01289	-1.4633	
-2.76017	-0.53467	-2.05673	-2.48679	
-1.32999	-1.88805	-3.54972	-2.28538	
-2.93371	-0.0584795	-1.63707	-1.17557	
-1.71962	-1.37009	-3.55213	0.793305	
-2.41834	-0.935672	-1.81209	-2.99236	
-2.34304	-0.626566	-2.95939	-0.941279	
-3.18975	-2.39766	-1.78259	-0.0164416	
-2.40132	0.977443	-1.59404	-1.21257	
-0.92988	-1.13617	-0.974698	-2.69231	
-3.56694	-0.835421	-1.09605	-2.12507	
-2.9193	-1.88805	-1.38759	-1.18379	
-1.42691	-1.13617	-3.03965	-2.11274	
-2.474	-1.88805	-2.05721	-1.68937	
-2.08765	-1.42022	-2.27188	-0.649442	
-3.52896	-0.401002	-0.524093	-0.456253	
-2.85054	1.41186	-2.0664	0.805637	
-3.71166	-0.392648	-2.15004	-2.14151	
-1.71373	-0.47619	-2.59049	-0.887844	
-2.70058	-1.27819	-2.98259	-1.266	
-3.37049	0.275689	-1.64384	-2.42102	
-3.98866	-0.969089	-2.96954	-1.90722	
-1.77856	-2.35589	-1.53844	-2.8896	
-1.43411	0.718462	-3.54247	-1.00294	
-2.59712	-0.325814	-3.37663	-1.45508	
-1.72355	0.167084	-3.64738	-2.19495	
-1.31427	-0.225564	-1.90878	-1.13447	
-1.6823	-0.37594	-0.927317	-0.830299	
-1.07591	-1.95489	-2.5697	-0.52613	
-2.49496	-0.501253	-1.82804	-0.916617	
-3.36787	0.0668337	-1.47268	-0.119201	
-2.65605	-1.31997	-2.6635	-0.406929	
-2.15313	-1.95489	-3.66285	-1.47563	
-3.15504	-0.576441	-1.89911	-0.73576	
-2.52836	-1.06099	-3.20548	-1.91955	
-1.92328	-1.84628	-2.71039	-0.180857	
-2.13938	0.53467	-3.0585	-1.16735	
-3.24541	-0.325814	-1.47897	-0.587786	
-3.28012	1.20301	-3.26495	-1.92366	
-0.755691	-1.30326	-2.28445	-1.64416	
-3.57349	-2.43943	-2.60064	-1.23723	
-1.72814	-0.501253	-2.32699	-1.68526	
-2.24612	-2.79866	-2.80516	-0.0904286	
0.0667942	1.37009	-2.98646	-1.54551	
-3.19499	1.26149	-3.01982	-1.2249	
-1.12175	-2.33083	-3.80016	-0.764533	
-2.52901	-1.05263	-2.4967	-0.402818	
-1.98942	-1.00251	-2.42562	0.772753	
0.669906	-0.21721	-3.01644	-1.80446	
-3.04175	-0.802005	-2.86414	0.131532	
-1.21015	-2.02172	-2.98598	-1.79213	
-1.19706	-0.492899	-2.85931	-1.40575	
-2.30571	0.935672	-3.95778	-1.95655	
-1.42887	-1.39515	-1.82901	-2.52378	
-1.79558	-3.30827	-1.01386	-2.17851	
-2.24481	0.467836	-0.692345	-2.65531	
-2.35744	-1.0944	-2.43094	-1.65649	
-0.142756	-1.54553	-1.82127	-1.69759	
-2.39542	-1.68755	-1.66366	-0.542572	
-2.07717	0.568087	0.0957292	-1.56195	
-1.90887	-1.0944	-2.75294	0.00411039	
-1.3647	-3.30827	-1.9228	-1.0687	
-0.699374	-2.93233	-3.01402	-0.238403	
-1.88399	-0.584795	-1.80532	-0.382266	
-3.20088	-0.618212	-2.20419	-0.772753	
-0.864395	1.54553	-2.59726	-0.448033	
-2.56568	-1.01086	-2.28541	-0.559013	
-3.34167	-0.910609	-0.760999	-0.559013	
-0.0137517	-0.659983	-3.57292	-1.40986	
-3.527	-2.00501	-3.76825	-1.53729	
-2.24677	-1.31997	-1.92184	0.156195	
-1.85714	-2.12197	-3.0174	-2.86494	
-0.323493	-1.06934	-2.52425	-0.135643	
-1.51531	1.62907	-2.42369	-1.73458	
-1.27171	-0.417711	-0.23884	0.641221	
-1.88661	-1.00251	-1.23916	-0.965942	
-2.5945	-2.05514	-1.00226	-1.0687	
-1.70653	0.676691	-0.219017	-2.18673	
-2.96317	-1.13617	-1.80822	-1.41397	
-1.15449	-1.52882	-1.1062	-0.275396	
-3.64159	-1.40351	-2.74182	-0.513799	
-1.7576	-1.01086	-2.06495	-1.53729	
-0.166331	-1.17794	-1.06559	-2.38814	
-2.50413	-1.62072	-1.59307	0.596007	
-0.472143	-2.12197	-2.35359	-2.21139	
-1.82636	-0.659983	-3.33408	-1.70581	
-1.99924	-0.969089	-4.11877	-2.54022	
-1.1689	-1.37845	-2.34053	-0.715208	
-3.75685	-1.62072	-3.63723	-2.00176	
-0.141447	-0.818713	-2.34972	-0.10276	
-1.46882	-1.40351	-2.39323	-1.4633	
-1.01239	-0.944026	-1.26237	-2.81151	
-1.92983	-1.40351	-2.49718	-1.83323	
-0.777956	-0.442773	-2.12877	-1.65238	
-2.23302	-0.969089	-2.80129	-2.1374	
-2.38953	-0.467836	-0.639162	-2.13329	
-0.768788	0.0751879	-3.07784	-1.31532	
-0.0137517	-1.32832	-2.54794	-0.349383	
-1.73665	-1.57059	-2.2946	-0.961831	
-2.71368	0.0250626	-2.4967	-2.6101	
-1.54871	-2.93233	-1.69944	-0.0698766	
-1.34571	-0.701754	-2.5494	-2.22372	
-0.0916783	-2.05514	-3.19919	-0.378156	
-1.39155	-2.45614	-2.08912	-1.06459	
-3.102	-2.30576	-1.88751	-1.73458	
-1.53037	-0.526316	-0.577276	-1.7017	
-1.84797	-1.64578	-2.56777	-0.600117	
-1.85518	-0.902255	-3.05608	-0.830299	
-1.52186	-2.49791	-3.40661	-0.534351	
-3.50211	-1.9883	-0.952941	-2.62654	
-2.65343	-0.568087	-2.45415	-2.84028	
-2.34762	-1.43692	-2.72925	-0.115091	
-1.14074	-1.33667	-2.71426	-1.92777	
-2.53883	0.893901	-0.553586	-2.28127	
-2.03198	0.960735	-2.57115	-1.18379	
-0.288787	-0.434419	-2.18678	-2.27305	
-1.96781	-0.818713	-1.70717	-1.68526	
-0.377191	-0.350877	-1.76229	-1.80857	
-1.42232	-0.501253	-2.01515	0.452143	
-1.17741	-2.87385	-1.65496	0.0452143	
-3.92841	-0.116959	-0.507655	-1.24134	
-3.22184	0.63492	-3.01789	-1.16324	
-1.57687	0.601503	-3.35923	-3.22666	
-2.88787	-0.893901	-1.49782	-0.678214	
-0.838202	-1.8797	-1.06463	-0.854961	
-1.29594	-0.918964	-2.60741	0.850851	
-2.03526	-1.68755	-2.50153	-0.431591	
-0.418446	-0.183793	-2.17566	-0.0123312	
-3.15177	-1.34503	-3.46269	-0.702877	
-3.77322	-1.88805	-2.7834	-1.0687	
-2.09027	-1.93818	-2.37776	-2.07575	
-1.9259	-1.50376	-2.94053	-1.08103	
-2.67504	-0.501253	-2.26608	-0.850851	
-2.97823	-0.501253	-1.88509	0.826188	
-1.48584	-1.37009	-2.42562	-1.28244	
-3.96443	-2.49791	-1.61386	-1.75925	
-1.939	0.242272	-1.33973	-1.21257	
-1.19444	-1.13617	-2.88638	-0.0657662	
-1.28219	-2.49791	-2.94633	-0.456253	
-1.76088	-0.969089	-1.42965	0.0657662	
-1.04448	-0.593149	-1.22079	-2.07164	
-3.39668	-0.701754	-3.10975	-1.77569	
0.046494	0.459482	-1.41612	-0.793305	
-4.3521	-0.935672	-1.57857	-2.2155	
-2.38036	0.0417711	-1.6772	-1.47152	
-1.19313	-1.57059	-2.11233	0.073987	
-3.27226	0.0668337	-1.42772	0.123312	
0.0281583	-2.45614	-2.62772	-0.0657662	
-0.619483	-0.133667	-0.522643	-3.53494	
-1.85649	-1.35338	-2.20902	-0.308279	
-3.02015	0.601503	-2.43723	-0.468584	
-3.18517	0.242272	-2.92554	-0.669994	
-1.27367	0.935672	-3.26011	-1.80446	
-1.46161	1.13617	-1.91458	-1.27011	
-2.12694	0.31746	-2.79549	-0.295948	
-2.30571	-0.643275	-3.48977	-1.20434	
-2.43537	-0.150376	-2.55616	-2.1744	
-1.59586	-1.26984	-2.14714	-2.8074	
-3.24607	0.609858	-2.18292	-0.538461	
-2.23237	-1.44528	-1.80435	2.04697	
-2.02805	0.21721	-2.61176	-0.731649	
-3.00967	-0.868838	-3.3892	-1.47152	
-2.76345	-0.417711	-3.17405	0.0411039	
-2.54276	-0.659983	-1.86043	-0.337052	
-3.11051	-1.39515	-2.62192	-0.665883	
-3.5414	-1.55388	-1.97647	-1.40575	
-1.94227	-1.57059	-2.01515	-2.24427	
-3.2441	-1.96324	-0.607736	-2.31004	
-2.06604	1.22807	-1.75939	-0.0452143	
-0.84606	-0.685046	-1.9228	-1.07692	
-1.87482	-1.87134	-2.57889	-1.44275	
-1.8041	-0.927318	-2.66591	-1.85379	
-3.54337	0.885547	-1.89041	-1.14269	
-3.24083	-1.00251	-1.32135	0.152084	
-3.98146	-1.13617	-1.28074	-0.772753	
-0.943632	-1.30326	-2.98066	-1.80857	
-3.14391	1.69591	-1.62981	-2.47445	
-1.55853	0.509607	-3.35246	-1.59483	
-0.330697	-0.509607	-0.0343272	-1.50851	
-2.32012	0.568087	-3.69476	-1.23312	
-0.611625	0.258981	-3.51636	0.596007	
-0.50554	-0.618212	-1.0801	-2.48679	
-1.73468	-1.37009	-2.64464	-2.03875	
-1.86827	-1.26984	-1.91217	-1.35232	
-1.90101	-0.618212	-3.205	-0.953611	
-3.42877	-0.902255	-1.86334	-1.31944	
-3.15111	-1.39515	-1.11491	-1.24134	
-2.56044	-0.325814	-1.88751	-0.452143	
-0.337245	-1.87134	-0.958743	-0.21374	
-2.09812	-1.96324	-0.558904	-1.66882	
-1.10734	-2.39766	-3.2664	-1.12625	
-2.0405	0.659983	-3.39549	-1.63594	
-0.860466	-2.55639	-2.08284	-1.22901	
-2.03526	-2.45614	-1.69508	-1.20845	
-3.05878	-1.4787	-2.95504	-1.03582	
-3.65403	-2.18045	-2.48026	-1.47974	
-0.402075	-0.225564	-3.42111	-2.03053	
-1.76153	-0.325814	-3.01595	-2.05108	
-2.59712	-0.0167084	-0.377599	-0.760422	
-1.10145	-0.350877	-1.8058	-2.86905	
-2.70058	-0.701754	-2.37292	-1.87434	
-3.50539	-1.96324	-1.07139	0.493247	
-2.32012	-1.43692	-0.617405	-2.84028	
-2.01889	-1.0944	-3.02611	-2.30182	
-2.23761	-0.434419	-3.30314	-0.328831	
-1.63122	-1.70426	-3.3365	-2.41691	
-3.11379	-0.760234	-1.27301	-0.928948	
-3.02604	0.434419	-3.00193	-0.567234	
-3.42026	-1.06099	-2.75052	-1.19201	
-0.825105	-0.927318	-3.40902	-2.19084	
-3.45824	0.568087	-1.02981	-0.42337	
-1.36994	0.208855	-2.40193	-0.624779	
-3.98932	-1.43692	-2.0867	-1.76336	
-0.806114	-1.50376	-2.12297	0.365825	
-0.459701	-2.49791	-2.45028	-0.476805	
-1.15711	-0.985797	-1.40113	0.378156	
-3.21463	-1.96324	-1.26479	-0.513799	
-0.370642	-0.484544	-1.09412	-1.0276	
-2.01954	-2.93233	-1.91797	-2.79096	
-1.56246	-1.40351	-2.09927	-2.11274	
-2.42424	0.584795	-2.72006	0.193188	
-3.28274	-0.63492	-2.58807	-1.31944	
0.0130969	-2.87385	-0.884287	-1.70581	
-2.29458	0.384294	-2.19404	-1.87845	
-2.15706	-0.492899	-3.29637	-3.17733	
-0.694791	-1.57059	-3.39887	-1.51673	
-2.07913	1.00251	-1.3257	-0.201409	
-3.69791	-1.92982	-2.00355	-1.26189	
-3.59968	-0.927318	-1.15455	-1.93599	
-2.52246	-0.526316	-2.65334	-1.11392	
-1.1486	-1.1863	-2.34247	-0.52202	
1.05365	0.108605	-1.6946	-2.44979	
-1.32672	-1.00251	-1.92425	-1.76747	
-3.47068	-1.10276	-2.08912	-1.03993	
-1.8984	0.459482	-2.50975	-2.24427	
-1.44066	0.0334169	-1.83384	-1.899	
-1.5474	-0.827067	-2.15923	-1.79624	
-2.62986	-0.350877	-1.19613	-1.39342	
-2.27886	0.568087	-1.64722	-2.08397	
-1.76808	-2.43943	-0.112168	-1.89489	
-2.26511	-0.618212	-1.50121	0.184968	
-2.02347	-0.250626	-2.38114	-2.49501	
-4.25387	-0.451128	-3.40516	-1.49618	
-1.24093	-1.06934	-2.25834	-0.279507	
-3.50211	0.459482	-2.29992	-2.58955	
-2.22123	-0.0918964	-1.92667	-2.39636	
-3.29125	-0.985797	-1.21015	-1.79213	
-2.95532	-1.13617	-3.07446	1.00705	
-0.981613	1.02757	-1.4282	-1.31944	
-2.17998	0.676691	-2.3328	-0.460364	
-1.36666	-0.300752	-1.22466	-0.768643	
-2.80274	-0.484544	-1.4137	-0.369935	
-2.51591	-0.985797	-2.5755	-0.920727	
-3.11772	-1.01921	-1.9581	-2.86083	
-3.56891	-0.944026	-2.97292	-0.723429	
-3.14915	-1.92982	-2.65238	-0.994714	
-3.07646	-0.492899	-0.178404	0.291838	
-1.07984	-0.258981	-3.61015	-2.26071	
-2.8381	-2.28905	-3.40902	-1.27011	
-2.30898	-1.54553	-1.47848	-0.887844	
-2.5133	-0.935672	-2.5668	-1.86612	
-3.1891	-1.01086	-2.16164	-2.52378	
-1.06412	0.492899	-1.48139	-0.797416	
-2.89114	-0.401002	-2.43094	-1.43864	
-2.29589	-0.467836	-2.57502	-0.84674	
-2.3987	-1.80451	-1.86769	-0.982383	
-1.0615	-1.30326	-2.67848	-0.10276	
-2.98085	-0.802005	-1.7942	-2.51967	
-3.35215	-0.985797	-2.67027	-2.24427	
-2.79553	-2.12197	-2.04948	-2.19084	
-2.16164	-1.26984	-0.689444	-1.23312	
-2.36137	-1.26984	-2.49766	-0.920727	
-1.06216	-1.52882	-3.02272	-2.56899	
-1.93572	0.701754	-2.89653	-0.468584	
-2.14003	0.676691	-3.42836	-1.57428	
-2.92847	-1.37009	-2.98018	-0.131532	
-1.994	0.208855	-3.08364	-0.706987	
-3.29911	-0.0584795	-2.36712	-1.45097	
-3.89109	0.776942	-1.49154	-0.937169	
-3.28732	0.233918	-1.45141	-1.40164	
-1.16628	-0.200501	-1.75359	-1.13036	
-2.55979	-0.492899	-1.88074	-1.39342	
-1.83029	-1.43692	-2.74037	-2.58133	
-1.5474	-1.80451	-3.22579	-1.71814	
-3.65665	-0.701754	-2.71426	-1.35643	
-3.39275	0.526316	-2.60161	-0.797416	
-1.6155	-1.24478	-2.82981	-1.12625	
-3.19499	-0.63492	-3.99645	-2.55255	
-3.13343	-1.99666	-1.30588	-2.00998	
-3.36459	-3.30827	-2.55955	-1.70581	
-1.64432	-1.42022	-3.82143	-2.72519	
-2.86626	-1.30326	-2.68139	-2.33881	
-1.47275	0.334169	-2.13844	-1.2249	
-2.07455	-0.250626	-2.11861	-0.908396	
-3.30173	-1.82957	-3.14649	-0.119201	
-2.48186	1.70426	-0.343755	-0.94539	
-2.18653	0.200501	-3.45157	-1.15502	
-1.49108	-2.43943	-3.75423	-0.337052	
-3.30173	-0.417711	-1.08155	-1.46741	
-1.02221	-1.93818	-2.97002	-1.50029	
-2.67242	1.26984	-3.36261	-2.86905	
-3.72803	-0.0250626	-0.830137	-2.14973	
-0.504885	-1.64578	-3.14069	-1.90311	
-1.55788	-0.292398	-2.88638	0.291838	
-3.00115	-1.3868	-1.90298	-2.77862	
-1.34309	-0.659983	-2.78388	-2.42102	
-0.830343	0.175439	-2.08622	-1.88667	
-2.01234	0.768588	-2.04996	-3.26365	
-2.56634	-1.96324	-0.745044	-1.47152	
-1.54805	-1.20301	-2.19694	-0.52202	
-1.41316	0.977443	-3.18856	-0.863182	
-2.56699	-2.00501	-2.80322	-0.52202	
-3.06795	0.167084	-3.78421	-3.11568	
-2.13479	-0.0167084	-2.53151	-1.98121	
-2.21141	-2.3726	-2.72345	0.900175	
-3.09742	-1.79616	-3.52409	-1.31944	
-2.7844	-2.18045	-3.43417	-1.23723	
-1.82505	1.20301	-2.59049	-2.4539	
-1.91477	-1.57059	-2.65093	-1.59483	
-3.05354	-0.108605	-2.73457	-1.16324	
-1.71766	-0.526316	-1.38034	-1.87023	
-2.14986	-1.87134	-3.32442	-1.64416	
-0.239673	-1.50376	-1.59162	-1.82501	
-1.06871	0.167084	-2.00403	-2.52378	
-2.77065	-1.85464	-2.24335	-2.36758	
-0.360165	0.701754	-2.69879	-0.73576	
-1.62991	-0.802005	-3.395	-0.115091	
-3.50015	-0.451128	-3.84416	-1.47974	
-1.17872	0.37594	-3.13634	-2.51145	
-2.94942	-2.39766	-2.84335	0.0328831	
-2.18718	-1.8797	-3.23207	-2.58133	
-1.67902	1.69591	-2.40242	-1.27011	
-1.07787	0.6934	-3.28187	-0.489136	
-2.58795	-1.55388	-3.36648	0.0493247	
-2.23695	-2.93233	-2.23223	-1.42631	
-2.18849	0.0417711	-2.66108	-2.83206	
-1.03073	-1.33667	-1.595	-0.760422	
-3.31221	-0.877193	-1.17969	-1.28655	
-0.974409	-1.87134	-1.06511	-1.91544	
-2.12956	-0.401002	-3.81225	-2.22372	
-1.40268	-0.659983	-3.12329	-0.616559	
-2.18129	-1.61236	-2.77615	-0.941279	
-0.770753	0.977443	-2.97341	0.291838	
-2.3044	-1.85464	-0.891055	-0.998825	
-1.95537	-1.05263	0.215633	0.189078	
-2.68028	0.484544	-2.80854	0.0287727	
-1.57752	-1.50376	-2.52716	-1.03993	
-2.75559	-0.902255	-0.177921	-0.0780974	
-2.26183	-1.37009	-1.63223	-2.42924	
-1.36797	-2.49791	-1.74198	-2.18673	
-2.97823	1.62907	-2.89944	-2.58133	
-1.92066	1.04428	-1.12409	-0.957721	
-1.84273	1.67084	-2.93376	-1.54551	
-3.6226	-0.927318	-1.32087	-2.56077	
-2.87084	-0.108605	-1.06124	-0.0698766	
-2.72481	-1.01086	-1.28703	-1.99354	
-1.90298	-1.41186	-4.10379	-2.52378	
-2.08175	-2.49791	-2.84142	-1.8209	
-3.66189	0.743525	-2.64609	-1.88256	
-2.53818	-0.0250626	-2.23803	-1.99354	
-2.6554	-1.77945	-3.61886	-2.07164	
-1.41316	-1.13617	-2.1689	-0.127422	
