H[0]	H[1]	H[2]	H[3]	
-0.091954	2.4	1.36232	1.0303	
1.42529	1.42222	-1.56522	2.48485	
1.25977	0.177778	4.7971	2.12121	
2.12414	1.51111	0.00724638	1.12121	
-3.52184	0.622222	3.68116	2.69697	
-2.30805	-5.15556	4.5	2.87879	
0.395402	1.86667	-2.02174	1.63636	
1.95862	-2.84444	2.84783	2.93939	
1.85747	-3.2	1.05797	2.36364	
2.31724	-3.2	0.826087	0.484848	
-2.90575	2.31111	4.95652	0.333333	
2.68506	-0.266667	3.28261	1.09091	
2.21609	1.6	4.52899	3.12121	
-0.422989	1.6	3.42029	1.93939	
0.965517	0.444444	3.26087	2.42424	
0.56092	0.8	5.91304	1.84848	
1.23218	0.355556	2.42754	-2.54545	
1.47126	-1.42222	5.81159	2.93939	
0.570115	2.48889	0.847826	0.757576	
1.54483	-0.177778	-0.797101	0.818182	
-2.98851	2.13333	3.88406	1.87879	
1.61839	-5.15556	-6.6087	-4.66667	
1.91264	-1.51111	2.7971	-1.09091	
0.524138	-0.0888889	3.61594	2.48485	
0.174713	-3.28889	3.06522	0.242424	
-0.156322	-1.6	3.4058	3	
2.06897	-0.177778	4.86232	-0.636364	
1.89425	1.95556	4.94203	0.515152	
1.48966	0.888889	4.2029	1.90909	
-1.71034	0.622222	0.855072	1.12121	
2.69425	2.66667	-0.92029	1.69697	
0.606897	0.888889	5.63768	0.757576	
-0.0091954	2.04444	1.53623	1.48485	
1.47126	-0.711111	0.586957	2.30303	
-0.524138	0.622222	0.355072	2.75758	
1.18621	2.13333	2.42754	2.06061	
-2.21609	0.888889	-0.557971	2.45455	
1.44368	2.13333	-11.3841	1.48485	
0.478161	0.533333	3.25362	2.84848	
0.23908	2.31111	2.77536	2.51515	
-2.78621	-1.42222	1.27536	1.60606	
0.0275862	1.33333	4.3913	2.51515	
1.48046	1.51111	1.73913	1.69697	
1.81149	0.266667	4.36232	-4.57576	
-2.24368	1.15556	6.12319	2.45455	
2.49195	0.533333	3.97101	0.848485	
1.63678	2.22222	-0.557971	2.60606	
0.993103	-3.73333	1.94203	1.60606	
1.8023	1.42222	-3.18116	3.09091	
-0.781609	2.22222	5.55072	1.60606	
1.97701	-2.66667	4.84783	2.30303	
1.42529	-0.977778	-1.68116	-2.42424	
0.404598	1.6	2.83333	1.36364	
1.70115	1.77778	0.398551	3.36364	
-6.03218	-3.37778	5.13768	0.333333	
2.01379	-0.266667	5.26087	0.818182	
-0.0643678	2.31111	2.18116	0.242424	
0.836782	0.0888889	3.71014	2.33333	
1.94023	1.42222	4.44203	2.93939	
2.21609	2.04444	5.21739	2.60606	
-0.993103	2.22222	3.27536	2.36364	
-1.71034	1.33333	4.57246	0.848485	
0.34023	2.13333	3.76812	2.36364	
2.98851	1.06667	1.37681	0.575758	
-2.68506	1.51111	-6.44928	-0.121212	
1.01149	-1.06667	4.47101	2.90909	
-0.275862	0	-5.26812	2.93939	
1.36092	1.24444	5.81884	1.69697	
-1.01149	0.444444	-3.05072	1.51515	
-0.478161	0.8	1.03623	-0.636364	
-1.91264	-10.3111	0.811594	-5.60606	
1.27816	-2.48889	1.63043	-0.727273	
-3.98161	0.177778	1.76087	2.39394	
2.01379	1.77778	-5.97101	2.93939	
-6.27126	1.77778	1.39855	-5.24242	
1.29655	1.33333	1.88406	0.69697	
1.02069	1.6	0.471014	-0.848485	
1.18621	-0.355556	0.253623	0.878788	
0.496552	-0.177778	5.53623	1.45455	
-1.5908	-1.68889	4.47826	1.24242	
0.450575	0.0888889	1.95652	0.333333	
2.23448	1.68889	4.12319	2.45455	
-1.45287	-0.266667	-0.333333	2.30303	
2.35402	0.355556	2.68841	2.57576	
1.4069	2.22222	4.12319	-1.66667	
1.06667	0.0888889	3.15942	2.51515	
1.63678	-5.06667	5.10145	2.09091	
-4.70805	0.266667	3.97826	3.15152	
-1.32414	0.888889	5.5	1.87879	
1.06667	0.444444	3.41304	0.757576	
-2.73103	0.888889	4.28986	0.969697	
1.87586	-6.93333	4.2029	0.030303	
1.22299	2.31111	2.7029	-9.60606	
1.48966	1.51111	-8.94203	-4.15152	
2.63908	-0.177778	4.75362	0.484848	
2.14253	0.266667	4.71739	2.93939	
0.22069	1.06667	4.25362	-1.33333	
2.04138	1.42222	2.63043	3.12121	
1.28736	1.42222	5.15217	2.18182	
1.11264	1.06667	4.88406	2.51515	
1.83908	-0.266667	0.789855	2.15152	
1.25977	-0.177778	4.27536	2.30303	
-0.790805	2.13333	3.85507	2.48485	
-0.891954	-0.177778	4.11594	0.575758	
2.06897	0.177778	4.07971	2.60606	
0.23908	1.24444	3.9058	3.06061	
2.02299	1.68889	0.637681	2.30303	
0.891954	0.8	4.89855	2.84848	
2.84138	1.6	1.81159	1.42424	
1.14023	-0.533333	-0.543478	1.18182	
-2.74023	2.31111	5.14493	2.66667	
1.29655	-1.51111	-0.913043	1.75758	
0.965517	1.15556	-1.31884	2.09091	
2.26207	1.06667	3.30435	1.21212	
2.11494	-1.42222	4.15942	2.9697	
0.0275862	-0.266667	4.27536	1.36364	
1.61839	2.04444	-4.66667	2.24242	
1.9954	-1.06667	5.23188	1.72727	
0.542529	2.48889	4.92754	2.84848	
2.24368	2.04444	3.32609	-0.030303	
0.754023	1.51111	3.8913	0.969697	
2.01379	2.4	4.52899	0.818182	
0.193103	1.86667	5.36957	3	
2.2069	0.888889	4.93478	-0.727273	
2.58391	1.06667	5.34058	-0.030303	
0.11954	1.77778	2.13768	2.39394	
1.48966	1.95556	5.3913	1.57576	
1.38851	0.622222	-0.130435	1.21212	
-0.367816	1.33333	5.3913	-7.39394	
1.1954	2.31111	0.0362319	2.0303	
2.34483	0.0888889	3.84058	2.48485	
2.22529	0.444444	4	2.60606	
1.58161	1.15556	-1.64493	2.54545	
-1.46207	1.95556	3.13768	2.78788	
0.864368	0.977778	2.02899	2.81818	
1.61839	1.33333	-2.45652	1.15152	
0.303448	-4.88889	3.66667	1.48485	
-0.597701	1.77778	5.63043	2.63636	
-2.08736	1.6	4.38406	2.57576	
1.65517	0.177778	2.81159	0.393939	
1.52644	2.4	0.391304	-0.212121	
0.0735632	-0.177778	0.0289855	-2.63636	
2.12414	0.177778	-0.173913	3.06061	
1.9954	-4.97778	6.01449	1.51515	
0.965517	0.711111	5.57971	0.242424	
1.67356	1.95556	3.71739	1.87879	
0.873563	1.77778	-6.12319	1.42424	
1.42529	2.04444	3.44203	1.27273	
0.827586	-1.33333	-0.0797101	2.54545	
0.533333	-1.86667	4.64493	2.60606	
-0.0827586	1.95556	3.94203	-0.212121	
-3.09885	1.77778	5.22464	1.18182	
0.827586	2.4	3.13768	-1.33333	
-1.06667	-0.0888889	4.61594	-0.333333	
1.06667	-0.355556	5.34783	2.57576	
0.156322	0.355556	0.826087	1.81818	
2.06897	2.13333	4.82609	1.78788	
1.82069	-1.6	4.42029	2.12121	
-0.717241	1.42222	2.99275	1.48485	
0.441379	-1.51111	4.41304	-0.0606061	
2.04138	2.04444	3.84058	-3.15152	
-5.70115	1.95556	3.66667	3.12121	
2.04138	1.51111	-2.43478	-0.121212	
1.17701	-0.977778	4.0942	2.63636	
2.62989	-0.711111	5.85507	0.848485	
2.03218	-0.622222	4.5942	1.9697	
-1.48046	-0.177778	5.68841	0.030303	
2.38161	-0.177778	-4.15942	0.515152	
2.12414	-1.68889	3.83333	2.75758	
1.53563	0.622222	2.98551	2.39394	
1.90345	0.533333	-5.42029	0.848485	
1.72874	0.177778	-2.02899	3.27273	
2.12414	-1.33333	2.68841	3.36364	
1.98621	0.355556	-1.13768	-2.33333	
0.652874	-1.51111	6.13768	1.48485	
1.6	0.266667	2.2029	0.121212	
1.25057	0.533333	2.68116	1.81818	
1.76552	-5.06667	-2.97101	2.66667	
