FFn[0]	FFn[1]	FFn[2]	FFn[3]	
-2.45764	-0.719475	-1.02914	-0.442963	
-2.88036	1.03291	-2.78963	-1.0728	
-2.92849	-1.39621	-0.0918353	-1.03127	
-3.46202	-1.79156	-3.13135	-0.891118	
-1.36502	-0.712352	-0.587663	-2.38266	
-0.562645	0.113976	-1.96311	-0.804602	
-1.85162	1.34278	-1.75882	-0.0882466	
-0.504717	0.915372	-1.8038	-1.33062	
-2.5824	-0.922495	-2.78255	0.174763	
-1.04271	0.66961	-2.34128	-0.550244	
-1.5189	-1.73458	-1.00144	-1.90855	
-2.07947	-1.34634	-1.39835	-0.787298	
-1.54326	-0.381108	-0.854839	-0.936106	
-2.30465	0.0498646	-2.3948	-1.05896	
0.728111	-1.07921	-2.44415	-2.09716	
-1.31155	-0.0356176	-0.874622	-1.73206	
0.196361	0.616184	-1.9831	-0.821905	
-2.37059	-1.33922	-2.45935	-1.89471	
-1.64159	-0.0997292	-2.0033	-2.43111	
-1.64397	-2.12993	-1.59535	-1.09011	
-1.56554	-0.491523	-2.26173	-1.12471	
-2.24167	0.480837	-1.14201	-2.16637	
-0.847532	-1.32497	-1.04142	-2.19059	
-1.82548	0.156717	-2.52078	-1.63343	
-2.44813	-1.38909	-0.842969	0.631569	
-2.22711	-0.776463	-2.46768	-1.41368	
-1.53168	-1.11483	-1.55141	0.152269	
-1.15975	1.02935	-1.47103	-1.09011	
-2.04204	-1.11483	-0.753424	0.654063	
-1.70576	-0.0641116	-0.726353	-1.65765	
-1.73754	-1.07921	-1.98373	-1.54691	
-2.299	-1.73458	-2.23986	-1.28909	
-1.82072	-0.776463	-1.79506	-0.427391	
-2.07056	-0.740846	-1.84878	1.09011	
-2.30643	-1.67759	-1.32818	-0.773456	
-1.70873	-0.117538	-2.21883	0.0276852	
-2.7146	0.552072	-2.55889	-0.0138426	
-1.48385	-0.662487	-2.38688	-0.996668	
-2.31118	-0.886878	-2.16198	-1.51577	
-3.01582	0.274255	-1.60764	-0.181684	
-1.97906	0.487961	-2.36523	-2.16637	
-1.46573	-0.288502	-2.96809	-0.605614	
-0.518382	-0.705228	-2.38272	-1.51923	
-2.37297	-1.38196	-1.8088	-1.0382	
-2.93383	-2.4683	-2.59388	-2.19059	
0.147939	-1.26799	-1.36753	-1.39637	
-2.03134	-2.12993	-2.30629	0.385863	
-2.26603	-1.0151	-1.39107	-1.00013	
-2.2987	-0.922495	-0.931264	-2.67162	
-3.69225	-0.979483	-2.32441	0.306268	
-2.93027	-0.858384	-1.45	-1.6092	
-3.27813	-0.66961	-2.20363	-0.242246	
-2.53012	-1.11483	-1.85899	-1.64381	
-1.17698	-1.11483	-1.76153	-1.95008	
-1.60535	-0.217267	-1.85545	-0.0155729	
-1.39027	0.487961	-1.69635	-0.676557	
-2.1977	-1.11483	-2.60325	-0.557165	
-1.65645	-1.72745	-1.67615	-0.622917	
0.120609	-0.174526	-3.22798	-0.853051	
-2.08303	-1.0436	-0.648886	0.0519098	
-2.45437	-0.943866	-1.96998	-0.725007	
-1.12856	-0.309873	-1.53704	-0.749231	
-1.63922	-0.217267	-1.14034	0.141887	
-2.05184	-0.0641116	-1.4752	-0.673097	
-3.71007	-1.79156	-2.0968	-1.0728	
-2.58003	-2.09431	-2.05057	-1.04858	
-2.96592	-2.4683	-1.73633	-0.0726737	
-0.989233	0.0783587	-1.66032	-0.808062	
-3.08029	-1.41758	-0.793615	-1.92585	
-1.07093	-1.79156	-2.14032	-0.783838	
-1.12678	0.149594	-3.32606	-0.250897	
-1.23907	0.416726	-2.30317	-1.42752	
-0.373413	-0.267132	-1.68052	0.837478	
-3.20743	0.0712352	-3.30982	-0.205909	
-1.3169	-0.131785	-2.2257	-0.986286	
-0.846938	-0.683857	-1.35379	-1.23372	
-0.565319	-0.705228	-1.95645	-0.0242246	
-1.92826	-0.633993	-2.9102	-2.6474	
-0.820202	-1.11483	-2.73923	-0.128044	
-1.21738	-1.69896	-1.66178	-0.188606	
-2.13472	-1.0436	-0.793199	-1.88432	
-1.69655	0.0712352	-1.46624	-0.00346065	
-2.64776	-0.381108	-2.06182	-0.226673	
-1.26105	-1.07921	-2.01038	-0.359908	
-1.68081	-1.05072	-1.85482	-0.494873	
-2.87383	-1.79156	-0.529979	-0.721546	
-4.0918	-1.26086	-1.5435	-2.40688	
-1.76428	-0.577005	-1.48415	0.31665	
-0.122095	-1.72745	-0.83693	-1.56768	
-1.84835	-0.0997292	-2.23174	-0.0207639	
-2.2589	0.220829	-1.48186	-0.846129	
-2.67806	-0.295626	-3.48329	-0.972443	
-2.30524	-0.97236	-2.05869	-1.04858	
-1.58931	-1.75595	-3.70236	-0.0709434	
-2.77045	-1.79156	-1.47561	-0.693861	
-3.14089	-2.4683	-2.74881	-0.185145	
-0.119421	-0.740846	-1.9477	-1.13509	
-2.39436	0.487961	-0.538517	-0.340874	
-1.20164	-1.72033	-3.39166	-2.43111	
-1.05845	-0.463029	-0.747593	-0.605614	
-1.66714	0.616184	-0.920227	-1.77704	
-0.64315	-1.69896	-0.503532	1.08145	
-0.270925	-0.922495	-1.35067	-1.03473	
-2.27256	-1.00085	-1.94562	-0.680018	
-1.8127	-0.20302	-2.2584	-0.640221	
-1.58129	-0.943866	-2.52849	-2.12484	
-3.20327	-0.612622	-1.93645	-1.75974	
-3.57372	-2.07294	-2.70925	-0.309728	
-2.00372	-0.929619	-3.27463	-1.34792	
-1.15351	-0.295626	-2.65281	-1.48808	
-2.63588	-1.3321	-2.63095	-0.202448	
-2.42466	-1.72033	-1.52267	-0.344335	
-1.71705	-0.740846	-1.1064	-1.58152	
-3.53034	0.694543	-1.32838	-0.278582	
-0.97735	-0.174526	-0.261345	-2.3792	
-1.45028	-2.07294	-1.45562	-1.01743	
-3.27932	-0.309873	-1.39377	-1.50192	
-1.61753	-0.598375	-1.23946	-1.3064	
-1.27115	0.238638	-1.50497	-0.641951	
-3.2407	0.299188	-1.38919	-0.539862	
-2.02808	0.299188	-1.69114	-0.640221	
-1.37037	-1.02222	-2.17239	-1.187	
-1.05043	-0.641116	-2.47226	-1.53307	
-2.28445	-0.986607	-2.29817	-1.4206	
-2.1876	-1.69183	-3.0366	0.406627	
-2.38367	-1.27511	-2.31296	-2.40688	
-2.41486	-0.238638	-1.94624	-1.341	
-2.94215	-1.11483	-1.35712	-1.10741	
-2.58359	-0.402479	-3.05659	-1.55729	
-2.39614	0.274255	-3.11532	0.15919	
-1.83617	0.274255	-2.95143	-1.33754	
-1.92767	-1.33922	-2.11304	-0.707703	
-2.94215	-1.0436	-1.05579	-2.14214	
-1.87301	-2.09431	-1.54517	-0.0605614	
-2.46655	0.523578	-2.38355	-0.0449885	
-2.03164	0.113976	-1.62888	-0.641951	
-3.05415	0.220829	-1.58161	-0.47757	
-2.54676	-2.07294	-1.52538	0.188606	
-2.58181	-2.4683	-2.60804	-0.728467	
-1.42919	-0.886878	-1.49498	-1.92585	
-3.75404	0.926057	-3.25318	-0.382402	
-1.9856	-0.00712352	-2.37397	-0.752692	
-2.31623	-1.73458	-1.35067	-0.403166	
-2.61003	-1.11483	-1.56911	-0.624648	
-1.16985	-0.366861	-0.441059	-0.811523	
-2.26781	-0.776463	-1.95353	-1.13163	
-0.187449	-0.438096	-0.781537	-1.04166	
-2.39228	-0.295626	-1.65678	-1.84626	
-1.12915	-1.35347	-3.1249	-2.11446	
-2.54973	0.0783587	-1.30485	-1.02781	
-1.47405	-0.943866	-2.90187	0.74404	
-2.09076	-0.605499	-1.45562	-2.67162	
-2.28088	-0.373985	-2.51579	-0.640221	
-2.77342	-1.75595	-1.43021	0.0813253	
-2.08393	0.897563	-1.263	-1.26833	
-0.774751	-0.776463	-0.758214	-2.6474	
-3.10702	-0.520017	-0.857962	-1.56075	
-2.53666	-1.35347	-1.09473	-0.825365	
-1.21708	-0.776463	-2.47476	-2.40688	
-2.14126	-1.35347	-1.6572	-1.21296	
-1.80795	-0.986607	-1.83254	-0.394514	
-3.07256	-0.18165	-0.370048	-0.250897	
-2.47427	1.23593	-1.66032	0.754422	
-3.23833	-0.174526	-1.84733	-1.5746	
-1.4687	-0.245761	-2.09743	-0.804602	
-2.33821	-0.865507	-2.43041	-1.10395	
-2.9374	0.331243	-1.31068	-1.79089	
-3.48103	-0.922495	-2.41916	-2.67162	
-1.52752	-1.72033	-1.22468	-2.16637	
-1.22362	0.676734	-2.89833	-0.673097	
-2.25296	-0.117538	-2.76026	-1.03473	
-1.48623	0.238638	-3.08929	-1.61959	
-1.12351	-0.0641116	-1.52934	-0.783838	
-1.44018	-0.160279	-0.712608	-0.546783	
-0.907243	-1.69896	-2.08431	-0.519098	
-2.16027	-0.267132	-1.46457	-0.619457	
-2.92641	0.185211	-1.16325	0.0138426	
-2.30643	-0.901125	-2.16511	-0.209369	
-1.85875	-1.69896	-2.99725	-1.05204	
-2.74193	-0.331243	-1.53059	-0.467188	
-2.19057	-0.712352	-2.83794	-1.61612	
-1.65882	-1.31785	-2.53599	-0.0380672	
-1.84627	0.552072	-2.48622	-0.811523	
-2.82392	-0.117538	-1.17824	-0.342605	
-2.85541	1.0899	-2.66406	-1.61959	
-0.616711	-0.886878	-1.84816	-1.17489	
-3.11297	-1.79156	-2.11096	-0.870354	
-1.49039	-0.267132	-1.88002	-1.22853	
-1.9345	-2.06582	-2.28235	-0.171302	
0.103676	1.20031	-2.43374	-1.32024	
-2.77817	1.13976	-2.67801	-0.859972	
-0.940217	-1.69896	-3.11074	-0.491413	
-2.19117	-0.705228	-2.02621	-0.205909	
-1.71021	-0.662487	-1.96019	0.726737	
0.642259	-0.633993	-2.45477	-1.30986	
-2.64776	-1.38909	-2.33316	0.205909	
-1.02043	-1.75595	-2.42853	-1.29947	
-1.01716	-0.260008	-2.32899	-0.993207	
-1.99718	0.861945	-3.35188	-1.85664	
-1.22748	-0.965236	-1.46062	-1.8774	
-1.54297	-2.4683	-0.791949	-1.60574	
-1.94193	0.495084	-0.519775	-2.40688	
-2.04412	-0.740846	-1.96478	-1.20431	
-0.0778316	-1.38196	-1.45874	-1.21988	
-2.57824	-1.79156	-1.33734	-0.53294	
-1.78983	0.580567	0.139939	-1.12471	
-1.64575	-0.740846	-2.23737	0.117662	
-1.16064	-2.4683	-1.54621	-0.747501	
-0.574231	-2.4683	-2.56764	-0.0865163	
-1.62317	-0.338367	-1.44021	-0.188606	
-3.04197	-0.366861	-1.77902	-0.498334	
-0.715337	1.34991	-2.10326	-0.243976	
-2.22444	-0.66961	-1.84899	-0.337414	
-2.91126	-0.584128	-0.578916	-0.31838	
0.0392128	-0.402479	-2.91978	-0.996668	
-3.07078	-1.4532	-3.08325	-1.10395	
-2.19354	-0.901125	-1.54537	0.245706	
-1.59881	-2.12993	-2.4556	-2.35497	
-0.241813	-0.719475	-2.04995	0	
-1.28868	1.42114	-1.96332	-1.25103	
-1.08489	-0.195897	-0.13869	0.615996	
-1.62555	-0.662487	-0.971663	-0.641951	
-2.25058	-2.07294	-0.767585	-0.747501	
-1.47078	0.673172	-0.112035	-1.61266	
-2.57646	-0.776463	-1.45229	-1.00013	
-0.978539	-1.07921	-0.857129	-0.0986286	
-3.17476	-0.97236	-2.23258	-0.299346	
-2.01679	-0.66961	-1.66865	-1.10395	
-0.11645	-1.38909	-0.831724	-1.7632	
-2.1772	-1.73458	-1.48727	0.577929	
-0.368066	-2.12993	-2.45852	-1.8428	
-1.57089	-0.402479	-2.71882	-1.2268	
-1.72774	-0.633993	-3.37562	-2.10062	
-1.49128	-0.950989	-2.00184	-0.449885	
-3.27932	-1.73458	-2.97517	-1.68534	
-0.0766433	-0.50577	-1.90917	0.0276852	
-1.25511	-0.97236	-1.93229	-1.04166	
-0.849612	-0.612622	-0.991654	-2.10062	
-1.66476	-0.97236	-2.02183	-1.54345	
-0.645527	-0.217267	-1.70926	-1.61959	
-1.93123	-0.633993	-2.27901	-1.57114	
-2.07323	-0.238638	-0.469172	-1.56768	
-0.637209	0.192335	-2.73278	-0.917073	
0.0392128	-0.908248	-2.06078	-0.16092	
-1.49811	-1.11483	-1.85212	-0.657524	
-2.35871	0.149594	-2.02142	-1.95008	
-1.31898	-2.4683	-1.349	0.0553704	
-1.15203	-0.438096	-2.06202	-1.64381	
-0.0314891	-2.07294	-2.6122	-0.185145	
-1.185	-2.09431	-1.67511	-0.725007	
-2.6938	-1.67759	-1.52538	-1.25103	
-1.31957	-0.288502	-0.420651	-1.22334	
-1.58188	-1.75595	-2.08264	-0.352986	
-1.84687	-0.577005	-2.70925	-0.546783	
-1.29462	-2.12993	-2.7813	-0.297616	
-3.05682	-1.72745	-0.729893	-2.38266	
-2.30405	-0.32412	-1.98956	-2.12484	
-2.03521	-1.00085	-2.43728	0.0173033	
-0.957447	-0.915372	-2.20405	-1.41368	
-2.20008	0.826328	-0.400244	-1.90163	
-1.74883	0.883316	-2.08556	-0.825365	
-0.201708	-0.210144	-1.87419	-1.68534	
-1.69922	-1.11483	-1.36524	-1.2095	
-0.281917	-0.138909	-1.41272	-1.31332	
-1.21292	-0.267132	-1.62097	0.456806	
-0.999333	-2.12993	-1.31547	0.152269	
-3.42637	0.0284941	-0.360677	-0.873815	
-2.80253	0.637555	-2.46081	-1.87394	
-1.35314	0.577005	-2.74527	-2.43111	
-2.50814	-0.569881	-1.19448	-0.647142	
-0.691572	-1.34634	-0.830891	-0.567547	
-1.10687	-0.591252	-2.12158	0.773456	
-1.7518	-1.79156	-2.02079	-0.230133	
-0.319347	-0.0284941	-1.75445	0.10382	
-2.74757	-0.922495	-2.82961	-0.439503	
-3.29418	-1.35347	-2.26839	-0.747501	
-1.80171	-1.39621	-1.93333	-2.16637	
-1.6612	-1.05784	-2.39417	-0.738849	
-2.31504	-0.267132	-1.83233	-0.773456	
-2.59013	-0.267132	-1.50414	0.771725	
-1.27056	-2.12993	-1.96498	-0.889388	
-3.45905	-2.12993	-1.28965	-1.27179	
-1.67308	0.334805	-1.06308	-0.84959	
-1.01478	-0.776463	-2.35232	0.0397975	
-1.09439	-2.12993	-2.39438	-0.250897	
-1.51148	-0.633993	-1.13576	0.169572	
-0.878724	-0.633993	-0.951047	-1.51577	
-2.96116	-0.438096	-2.75548	-1.28563	
0.0852582	0.487961	-1.1241	-0.725007	
-3.80216	-0.605499	-1.25925	-1.63689	
-2.0563	0.163841	-1.33942	-1.04858	
-1.00498	-1.11483	-1.70947	-0.261279	
-2.84828	0.185211	-1.12451	0.218021	
0.0600075	-2.09431	-2.1295	0.0588311	
-0.510361	0.014247	-0.387957	-2.67162	
-1.58961	-0.929619	-1.78798	-0.126314	
-2.62815	0.609061	-2.42041	-0.261279	
-2.76926	0.334805	-2.37647	-0.430851	
-1.08667	0.861945	-2.6551	-1.30986	
-1.25719	1.03291	-1.53434	-0.898039	
-1.83498	0.366861	-2.27402	-0.115932	
-1.98857	-0.965236	-2.84814	-0.842669	
-2.10621	0	-2.07743	-1.60228	
-1.36176	-1.75595	-1.73946	-2.09716	
-2.82451	0.616184	-1.7607	-0.32011	
-1.93064	-1.00798	-1.44896	1.7234	
-1.75388	0.313435	-2.2307	-0.463727	
-2.61865	-0.548511	-2.7663	-1.04858	
-2.39525	-0.195897	-2.58576	0.148808	
-2.20364	-0.402479	-1.49248	-0.150538	
-2.71014	-0.965236	-2.34961	-0.408357	
-3.08385	-1.67759	-1.59244	-0.993207	
-1.67605	-1.11483	-1.62097	-1.66111	
-2.82273	-1.41758	-0.4421	-1.92585	
-1.78834	1.07921	-1.40543	-0.152269	
-0.698702	-1.00085	-1.53184	-0.735389	
-1.60624	-1.33922	-2.20717	-1.02435	
-1.55069	-0.598375	-2.38751	-1.35138	
-3.08563	0.819204	-1.51351	-0.790759	
-2.81976	-0.662487	-1.04726	0.0138426	
-3.4745	-0.776463	-1.00269	-0.707703	
-0.795842	-2.07294	-2.41916	-1.31332	
-2.73183	1.44607	-1.29382	-1.83588	
-1.3365	0.530702	-2.73944	-1.1524	
-0.248348	-0.274255	0.0422734	-1.49846	
-2.01025	0.580567	-3.24027	-0.84786	
-0.503231	0.349052	-2.98121	0.577929	
-0.398367	-0.366861	-0.839429	-1.84626	
-1.48771	-0.943866	-2.14886	-1.92585	
-1.61753	-0.858384	-1.53704	-0.948219	
-1.63862	-0.366861	-2.61241	-1.06934	
-2.98166	-0.577005	-1.49977	-0.939567	
-2.73836	-0.965236	-0.874205	-1.29255	
-2.21968	-0.117538	-1.52059	-0.247437	
-0.254289	-1.33922	-0.73968	-0.0657524	
-1.81746	-1.41758	-0.409615	-1.8428	
-0.935761	-1.75595	-2.65573	-0.776916	
-1.75656	0.658925	-2.77172	-1.187	
-0.720387	-2.4683	-1.67448	-0.863433	
-1.7518	-2.09431	-1.35483	-0.846129	
-2.65459	-1.32497	-2.40188	-0.700782	
-3.18604	-2.4683	-2.00726	-1.0555	
-0.321724	-0.0641116	-2.79379	-1.48116	
-1.52069	-0.117538	-2.45914	-1.49846	
-2.25296	0.113976	-0.248642	-0.487952	
-0.939029	-0.138909	-1.44542	-2.14906	
-3.85444	-0.438096	-1.91959	-1.57806	
-3.05118	-1.41758	-0.831932	0.491413	
-2.01025	-1.00085	-0.45522	-2.12484	
-1.9954	-0.740846	-2.45352	-1.70956	
-1.93539	-0.210144	-2.68738	-0.143617	
-1.39384	-2.09431	-2.72091	-1.78743	
-2.95433	-0.455905	-0.996028	-0.629839	
-2.6335	0.46659	-2.66739	-0.553704	
-2.98255	-0.712352	-2.34544	-0.832287	
-0.688304	-0.598375	-2.78338	-1.82549	
-3.51668	0.580567	-0.791324	-0.242246	
-1.16539	0.274255	-2.04995	-0.37375	
-3.73146	-1.00085	-1.68261	-1.27525	
-0.662459	-1.05784	-1.71863	0.403166	
-0.365392	-2.12993	-1.97665	-0.268201	
-0.980915	-0.64824	-1.1064	0.413548	
-3.04583	-1.41758	-0.993737	-1.15586	
-0.28459	-0.252885	-0.851507	-0.693861	
-1.73754	-2.4683	-1.54204	-2.08331	
-1.34007	-0.97236	-1.68386	-2.40688	
-2.0961	0.594814	-2.21383	0.257819	
-2.85778	-0.381108	-2.21029	-0.939567	
0.0549574	-2.12993	-0.675541	-1.2268	
-1.98708	0.423849	-1.77028	-1.58152	
-1.86231	-0.260008	-2.69113	-2.38958	
-0.578687	-1.11483	-2.77463	-1.08664	
-1.79161	0.918934	-1.05579	-0.0553704	
-3.22585	-1.38909	-1.60618	-0.891118	
-3.13673	-0.598375	-0.893988	-1.4206	
-2.18522	-0.288502	-2.14678	-0.766534	
-0.973191	-1.39621	-1.88856	-0.306268	
0.990421	0.220829	-1.34962	-2.67162	
-1.12618	-0.662487	-1.53788	-1.27871	
-3.0283	-1.32497	-1.90501	-0.723276	
-1.62763	0.487961	-2.14761	-1.66111	
-1.23818	0.156717	-1.46478	-1.80819	
-1.3264	-0.512893	-1.74508	-1.30294	
-2.28266	-0.138909	-0.929806	-0.982825	
-1.97282	0.580567	-1.31839	-1.52615	
-1.51801	-1.79156	-0.0199914	-1.38599	
-1.96035	-0.943866	-1.20219	0.250897	
-1.74972	-0.0534264	-1.92188	-1.85318	
-3.71304	-0.224391	-3.00516	-1.06934	
-1.05696	-0.719475	-1.94062	-0.102089	
-3.05682	0.487961	-1.86149	-2.14214	
-1.92054	0.0498646	-1.54475	-1.77012	
-2.86551	-0.64824	-0.951464	-1.29947	
-2.56933	-0.776463	-2.50475	0.90496	
-0.821687	0.940304	-1.12972	-0.939567	
-1.89172	0.673172	-1.88502	-0.882466	
-1.16242	-0.0961675	-0.963958	-0.494873	
-2.43951	-0.541387	-1.11723	-0.178224	
-2.17928	-0.64824	-2.08452	-0.622917	
-2.71668	-0.676734	-1.57182	-2.14214	
-3.10881	-0.612622	-2.41729	-0.456806	
-2.73658	-1.38909	-2.14595	-0.666175	
-2.67925	-0.260008	-0.0962084	0.340874	
-0.910807	-0.0605499	-2.95185	-1.88432	
-2.46298	-1.66334	-3.11386	-0.898039	
-2.24999	-1.38196	-1.17782	-0.595232	
-2.17691	-0.605499	-2.07702	-1.36177	
-2.77282	-0.66961	-1.74237	-1.8774	
-0.896548	0.516455	-1.17553	-0.519098	
-2.51111	-0.18165	-1.97435	-1.02089	
-1.98827	-0.238638	-2.08889	-0.560626	
-2.08155	-1.28223	-1.49873	-0.655794	
-0.902787	-0.886878	-2.17323	0.0276852	
-2.84234	-1.67759	-1.44021	-1.87394	
-2.92076	-0.64824	-2.17573	-1.66111	
-2.43298	-2.12993	-1.64575	-1.61612	
-1.86647	-1.75595	-0.512487	-0.866893	
-2.04768	-1.75595	-2.02704	-0.622917	
-0.903381	-1.07921	-2.46019	-2.12484	
-1.67011	0.694543	-2.36106	-0.470649	
-1.84687	0.673172	-2.80004	-1.13509	
-2.54497	-0.943866	-2.42832	0.00346065	
-1.72299	0.306311	-2.50787	-0.442963	
-2.87264	0.0783587	-1.91459	-1.03127	
-3.39251	0.726599	-1.18907	-1.0555	
-2.86194	0.295626	-1.14971	-0.989746	
-0.989233	-0.0427411	-1.41002	-0.780377	
-2.21909	-0.260008	-1.50997	-0.982825	
-1.57446	-1.00085	-2.22175	-1.92585	
-1.3264	-2.4683	-3.29607	-1.88432	
-3.18842	-0.438096	-2.20405	-1.18008	
-2.9576	0.544949	-2.10222	-0.519098	
-1.37958	-1.73458	-2.30359	-0.776916	
-2.77817	-0.381108	-3.27025	-1.90163	
-2.72232	-1.73458	-1.01956	-1.90163	
-2.93205	-2.4683	-2.08035	-1.2268	
-1.41434	-0.986607	-3.12427	-2.02794	
-2.48853	-0.886878	-2.17573	-1.95008	
-1.25867	0.381108	-1.72238	-0.859972	
-1.78745	-0.0534264	-1.71009	-0.612535	
-2.87501	-1.3036	-2.56681	0.0138426	
-2.14839	1.48525	-0.224278	-0.624648	
-1.88905	0.299188	-2.82003	-0.801141	
-1.28392	-1.79156	-3.07117	-0.150538	
-2.87501	-0.195897	-0.840678	-1.04512	
-0.858524	-1.39621	-3.19549	-1.0728	
-2.32128	1.14689	-2.7434	-2.14906	
-3.25318	0.106853	-0.628895	-1.58152	
-0.406388	-1.75595	-2.56181	-1.39291	
-1.33591	-0.0890439	-2.34274	0.340874	
-2.60231	-0.958113	-1.51476	-2.07293	
-1.14103	-0.402479	-2.26402	-2.6474	
-0.701672	0.277817	-1.68698	-1.37907	
-1.73962	0.751531	-1.64616	-2.67162	
-2.22503	-1.41758	-0.569962	-1.04858	
-1.31838	-1.69896	-1.77278	-0.306268	
-1.20461	0.897563	-2.60304	-0.574468	
-2.46684	-1.4532	-2.27589	-0.306268	
-2.67152	0.238638	-3.0922	-2.33767	
-1.84211	0.113976	-2.0514	-1.66803	
-1.91163	-1.73458	-2.20717	0.834017	
-2.68964	-1.27511	-2.87771	-0.939567	
-3.42221	-2.4683	-2.80504	-0.870354	
-1.56109	1.0899	-2.10222	-1.81857	
-1.6511	-1.11483	-2.15428	-1.1524	
-2.64984	-0.252885	-2.22154	-0.808062	
-1.47226	-0.288502	-1.0837	-1.36523	
-1.85578	-1.33922	-2.71528	-1.17489	
-0.174378	-1.05784	-1.27528	-1.32716	
-0.900707	0.238638	-1.61618	-2.08677	
-2.40179	-1.32497	-1.80797	-1.7459	
-0.283699	0.694543	-2.29609	-0.467188	
-1.40127	-0.491523	-3.21673	0.0173033	
-3.04642	-0.224391	-3.14385	-1.0555	
-1.00052	0.416726	-2.56285	-1.86702	
-2.56399	-1.75595	-2.30567	0.141887	
-1.88964	-1.34634	-2.63574	-1.92585	
-1.43721	1.47813	-1.94978	-1.10741	
-0.909025	-1.39621	-2.78879	-0.506985	
-2.24464	-1.38909	-2.74673	0.155729	
-1.9348	-2.4683	-1.79839	-1.01051	
-1.89945	0.163841	-2.38813	-2.11792	
-0.874862	-0.915372	-1.26862	-0.506985	
-2.88452	-0.555634	-0.925225	-1.12125	
-0.815152	-1.33922	-0.831307	-1.40329	
-1.83736	-0.18165	-3.11636	-1.85318	
-1.1951	-0.402479	-2.54682	-0.385863	
-1.89291	-1.72745	-2.25736	-0.640221	
-0.638991	0.897563	-2.53265	0.340874	
-1.99599	-1.32497	-0.681372	-0.669636	
-1.67932	-0.705228	0.248018	0.254358	
-2.3198	0.509331	-2.28526	0.138426	
-1.35373	-1.05784	-2.04287	-0.932646	
-2.38812	-0.577005	-0.0910023	0.0484491	
-1.95737	-2.12993	-1.30069	-1.79781	
-1.16361	-2.12993	-1.39044	-1.61266	
-2.59013	1.42114	-2.36356	-1.92585	
-1.64783	0.954551	-0.872539	-0.654063	
-1.58574	1.45676	-2.38834	-1.32024	
-3.15753	-2.07294	-1.05163	-1.90855	
-2.49269	0.0356176	-0.832765	-0.382402	
-2.3602	-0.66961	-1.02726	-1.46905	
-1.6404	-1.26799	-3.36271	-1.8774	
-1.79399	-2.12993	-2.30879	-1.3237	
-3.19317	0.73016	-2.14532	-1.79435	
-2.19948	0.106853	-1.80818	-1.46905	
-2.30583	-1.26086	-2.95456	-1.51577	
-1.20461	-0.776463	-1.75341	0.0069213	
-1.94014	-2.07294	-2.31442	-0.619457	
