thetaL[0]	thetaL[1]	thetaL[2]	thetaL[3]	
1.41379	2.77778	4.86957	2	
3.2069	5	7.21739	5.09091	
2.58621	4.33333	3.6087	6.72727	
1.65517	4.44444	10.0435	4.63636	
1.89655	3.66667	5.47826	4.36364	
1.93103	2.44444	6.13043	7	
1.68966	2.11111	3.52174	3.63636	
1.89655	3.22222	6.6087	2.54545	
3.03448	4.77778	3.86957	4.81818	
3.17241	2.77778	6.30435	4.63636	
2.62069	1.88889	7.13043	3	
4.55172	3.88889	6.43478	4.72727	
4.58621	2.55556	11.6087	4.72727	
4.44828	2.44444	4.95652	2.72727	
5.37931	1.88889	9.6087	4	
2.89655	2.77778	6.43478	2.81818	
3.03448	2	4.95652	4	
2.7931	4.33333	7.65217	4.54545	
3.10345	2.77778	6.13043	6.63636	
2.31034	2.66667	10.087	3.45455	
2.65517	2.88889	6.82609	3.18182	
1.68966	1.55556	7.34783	3.27273	
1.7931	4.55556	9.86957	5.72727	
3.31034	4.44444	8.17391	4.45455	
1.93103	3.11111	7.95652	3.36364	
1.62069	2.44444	8.43478	3.45455	
3.44828	1.77778	5.6087	6.18182	
3.31034	2	6.82609	3.54545	
2.41379	2.11111	6.21739	4.36364	
1.58621	3.66667	11.5652	3.72727	
2	4.22222	6.6087	5.81818	
1.06897	3.55556	7.17391	2.81818	
4.37931	2.88889	6.6087	4	
2.58621	2.88889	6.13043	5.27273	
1.96552	2.66667	8.26087	2.63636	
1.13793	3.55556	10.1739	7.09091	
3.7931	1.66667	7.13043	1.90909	
2.44828	5.33333	6.56522	4.72727	
1.72414	3.55556	3.30435	3.81818	
3	5.44444	5.65217	3.81818	
4.31034	4.11111	9.65217	3.09091	
4.37931	3.11111	8.86957	4.90909	
3.75862	2.88889	6.91304	5.45455	
2.68966	3.22222	8.56522	4.45455	
2.13793	4	8.43478	6.63636	
3.03448	2.55556	5.86957	4.81818	
3.75862	2.66667	3.82609	4.09091	
2.2069	2.22222	5.30435	4.63636	
1.96552	3.44444	6.86957	4.81818	
2.72414	2.11111	7.04348	4	
2.48276	3.66667	6.08696	3.09091	
1.58621	3.77778	9.34783	5	
1.48276	4.88889	6.65217	3.63636	
5.72414	2.55556	7.6087	4.18182	
3.03448	1.44444	8.56522	2.81818	
2.34483	2.55556	5.6087	2.18182	
3.58621	1.66667	6.6087	5.81818	
5.96552	3.88889	6.56522	4.36364	
1.89655	5	7.3913	4.36364	
5.24138	1.77778	3.04348	3.81818	
2.34483	3.55556	5.56522	5.81818	
4.24138	2.66667	6.3913	6.36364	
5.48276	4	5.26087	3	
1.65517	4.55556	3.73913	6	
4.31034	2.44444	7.30435	3.81818	
6.34483	2.88889	7.3913	4.18182	
3.24138	3.33333	4.34783	5.63636	
4.62069	2.22222	9.34783	2.18182	
2.82759	1.22222	9.08696	2.54545	
1.89655	4.55556	8.6087	3.63636	
1.75862	2.33333	6	5.72727	
4.62069	3.11111	7.17391	3.90909	
3.68966	4.55556	6.47826	5.63636	
2.7931	3.44444	11.8261	3.63636	
3.2069	3.22222	5.30435	5.36364	
3.2069	1.22222	6.73913	3.81818	
3.48276	2.11111	4.86957	3.45455	
2.17241	2.33333	8.78261	4.45455	
1.89655	3.44444	8.04348	3.81818	
4.48276	4.66667	7.04348	4.63636	
1.93103	2.55556	4.91304	4.72727	
1.27586	3	8.43478	4.90909	
5.13793	3.33333	3.91304	3.54545	
1.55172	2.22222	3.3913	3.45455	
3.86207	3.44444	5.86957	6.18182	
2.89655	3.11111	6.82609	3.18182	
5.58621	2	8.65217	4.27273	
4.2069	4.88889	7.26087	4	
4.27586	3	10.1739	6.90909	
2.44828	3.33333	10.4783	4.81818	
1.7931	3.33333	10.5652	3.09091	
2.03448	4.44444	12.6522	2.90909	
2	1.77778	8.26087	3.45455	
2.86207	3.55556	11.8261	6.45455	
1.31034	3	4.3913	3.54545	
4.86207	2.55556	8.30435	2.72727	
3.03448	3.66667	7.73913	3.18182	
1.2069	3.44444	9.78261	6.63636	
4.13793	3.11111	11.5652	3.27273	
2.58621	4	5.65217	4.09091	
2.24138	3.55556	3.52174	3.45455	
4.72414	2.22222	7.6087	4.72727	
0.965517	3.44444	3.26087	3.54545	
4.41379	2.88889	9.82609	3.90909	
2.41379	3	6.86957	3.63636	
5.7931	2.77778	8.13043	3.09091	
2.65517	2.55556	6.56522	4	
3.13793	2.88889	11.2609	4.18182	
2.65517	2.66667	6.78261	2.54545	
2.55172	2.77778	9.73913	3.18182	
3.68966	3.44444	6.78261	4.36364	
6.37931	2.66667	8.52174	5.18182	
1.68966	1.66667	6.08696	2.72727	
2.06897	4.55556	5.30435	1.90909	
3.68966	2.11111	9.26087	4.63636	
3.06897	2.55556	6.73913	2.27273	
4.89655	3.55556	3.34783	5.45455	
3.31034	2.33333	7.69565	4.09091	
2.31034	2.11111	6.69565	3.09091	
1.96552	2.88889	8.78261	3.27273	
3.89655	3.33333	7.17391	4.72727	
4.24138	2.44444	6.47826	3.27273	
3.7931	2.22222	3.91304	5.45455	
0.896552	2.66667	11.6087	4.27273	
3.10345	2.55556	4.86957	3	
1.65517	2.55556	8.73913	4.90909	
4.93103	2.55556	6.86957	2.45455	
2.03448	4.33333	13.6087	3.72727	
3.37931	4.77778	7.47826	3.45455	
5.51724	2.77778	7.78261	2.81818	
2.31034	4.77778	7.52174	3.81818	
6.51724	3.22222	6.3913	3.63636	
3.48276	3.22222	6.34783	5.45455	
2.89655	1.33333	9	5.18182	
1.48276	3.33333	11.0435	3.27273	
1.58621	4.55556	3.65217	7	
3.06897	6.22222	4	1.72727	
1.75862	3.44444	7.30435	4.63636	
4.27586	2.33333	8.95652	3.81818	
2.10345	2.88889	5.43478	7.54545	
2.7931	3.22222	6.6087	4.27273	
4.27586	2.22222	7.04348	5	
1.03448	2.66667	5.21739	5.18182	
0.931034	2	4.21739	3.09091	
3.06897	2	5.91304	5.36364	
1.96552	2.11111	4.78261	3.90909	
2.68966	3.22222	7.52174	5.36364	
1.48276	2.77778	8.13043	5.90909	
4.89655	4.88889	5.26087	4.36364	
1.37931	2.88889	6.69565	2.90909	
3.27586	4.11111	12.3043	3.18182	
2.75862	2.44444	6.6087	3.81818	
3.31034	2.22222	5.56522	3.72727	
2.7931	3.11111	6.82609	5.45455	
3.75862	4.88889	10.2174	3.27273	
1.75862	5.22222	7.30435	2.90909	
4.68966	4.66667	7	5	
0.931034	2.66667	6.65217	2.27273	
2.58621	3.22222	6.56522	3.63636	
4.51724	3	6.13043	7.27273	
2.31034	3.11111	9.34783	6.90909	
3.06897	2.33333	8.3913	4.72727	
2.96552	4.44444	7.69565	1.63636	
3.86207	2.55556	5.52174	4.45455	
1.89655	4.33333	7.78261	4	
1.72414	4.11111	6.3913	5.90909	
2.65517	4.88889	5.43478	3	
3.17241	4.88889	7.13043	3	
2.44828	2.77778	4.26087	4.72727	
3.06897	4	4.34783	4.63636	
2.58621	2.44444	3.95652	2.81818	
4.03448	4.22222	9.08696	2.27273	
2.37931	4	7.17391	5.18182	
2.13793	2	6.52174	8.36364	
1.82759	4	5.91304	4.18182	
1.48276	3.11111	4.6087	3.45455	
2.37931	3.22222	6.3913	5.09091	
4.03448	2.44444	7.21739	5.09091	
3.82759	2.66667	6.21739	4.36364	
1.48276	3.66667	9.56522	3.45455	
2	1.66667	7.13043	2.90909	
1.72414	1.66667	10.0435	3.63636	
1.96552	5.11111	7.08696	6.45455	
5.03448	3.88889	9.78261	4.18182	
3.51724	2.44444	5.30435	3.36364	
2.65517	3.66667	6.78261	4.45455	
1.58621	4	7.13043	3.45455	
1.62069	2.66667	5.69565	5.54545	
1.93103	2.44444	11.3478	4.72727	
3.10345	5.11111	6.47826	3.45455	
1.82759	4.11111	9.43478	3.81818	
2.24138	3.33333	4.26087	2.54545	
5.27586	2.44444	13.6957	5	
3.03448	4.55556	6	4.54545	
4.68966	4.33333	5.78261	6.81818	
4.58621	2.11111	8.08696	3	
2.86207	2.33333	5.56522	4.54545	
3.24138	3	6.65217	3.72727	
2.86207	2.77778	5	5.09091	
2.58621	3.77778	5.30435	5.72727	
2.06897	2.66667	8	6.36364	
2	3.55556	9.65217	4.18182	
4.72414	2.44444	7.78261	4.36364	
1.51724	1.66667	9.73913	5.09091	
3.27586	2	7.30435	4.18182	
2.86207	4.22222	5.95652	5.63636	
2.65517	3	7.82609	3.54545	
3.75862	2.77778	8.69565	3.81818	
2.93103	2.88889	7.73913	4.18182	
1.82759	3.88889	7.13043	3.09091	
3.13793	4.11111	6.95652	3.27273	
2.51724	3.55556	4	3.36364	
1.86207	3.11111	12.8261	4.09091	
4.7931	3.22222	7.6087	2	
6.58621	3.22222	6.34783	3.63636	
1.93103	3	8.08696	6.36364	
1.72414	2.77778	8.47826	2.81818	
2.65517	2.33333	8.21739	2.72727	
2.75862	3	6.86957	5.63636	
3.34483	4.11111	4.91304	2.90909	
3.55172	3.44444	8.65217	3.63636	
1.37931	3.22222	7	5.27273	
2.72414	2.11111	6.04348	3.27273	
4.24138	2.33333	4.91304	4.63636	
2.93103	3.88889	10.6957	7.54545	
4.17241	3.55556	8.43478	4.72727	
2.06897	2.55556	5.47826	3.18182	
4.58621	1.88889	4.3913	5	
3.03448	2.22222	8.08696	5.09091	
2.7931	2.22222	9.04348	5.45455	
3.75862	2.11111	10.9565	6.63636	
3.65517	2.77778	7.43478	4.18182	
2.86207	2.11111	7	2.63636	
2.86207	2.11111	8.08696	5.45455	
2.89655	3.88889	9.56522	6.81818	
1.48276	2.33333	6.91304	2.45455	
4.7931	1.33333	11.1739	3.90909	
1.96552	3.66667	6.08696	4.45455	
3	2.88889	4.34783	1.90909	
3.82759	2.33333	6.86957	2.81818	
4.27586	4.22222	6.6087	5.18182	
1.10345	2.55556	7.82609	3.72727	
2.13793	2.77778	11.4783	2.81818	
2.06897	2.66667	7.56522	3.36364	
3.65517	3.77778	7.69565	3.54545	
8.44828	4.11111	7.52174	5.27273	
5.55172	2.22222	9.04348	3.27273	
0.965517	4.22222	10.2174	3.90909	
3.86207	5.55556	7.43478	2.72727	
3.37931	3.55556	10.2174	5.27273	
2.48276	3	4.95652	3.18182	
2.13793	3.22222	9.30435	3.36364	
1.89655	4.11111	8.3913	3.18182	
4.41379	2.11111	14.2609	3.18182	
3.10345	4.11111	9.34783	4.27273	
1.65517	3.88889	7.26087	2.81818	
1.55172	3.88889	5	3.09091	
2.65517	2.22222	5.69565	5.09091	
0.896552	3.77778	8.04348	2.90909	
2.17241	2.55556	8.04348	3	
1.51724	2.44444	7.95652	3.27273	
2.89655	2.44444	4.82609	5.72727	
3.27586	3.88889	10.087	3.72727	
1.27586	4.88889	8.13043	7.09091	
3.37931	3.44444	7.86957	6.09091	
1.17241	3.66667	8.6087	5.81818	
2.82759	2.44444	8.13043	4.54545	
1.93103	2.22222	6.69565	2.54545	
2.93103	2.55556	6.13043	4.18182	
1.89655	3.22222	7.13043	4.36364	
2.58621	3.77778	15.1739	5.36364	
4.7931	3.77778	3.78261	3.09091	
2.44828	2.11111	8.30435	2.63636	
2.65517	4.22222	8.95652	3.81818	
2.96552	2.44444	6.3913	4	
2.27586	3	6.04348	2.72727	
4.31034	3.11111	9.21739	4.54545	
2.13793	3.22222	7.56522	3.45455	
2.31034	3.66667	5.30435	3.81818	
1.51724	2.44444	9	4.81818	
5.03448	3.22222	6.08696	4.27273	
3.68966	5.44444	6.30435	2.27273	
2.03448	2.44444	7	2.90909	
1.2069	3.77778	8.21739	2.45455	
2.48276	4.22222	11.3043	3.27273	
1.55172	4.22222	6.86957	4.36364	
4.72414	1.77778	4.86957	3.36364	
1.86207	5	4.65217	4.72727	
2.37931	4	4.04348	2.63636	
2.93103	2.55556	4.95652	4.54545	
2.51724	4.33333	6.26087	4.18182	
2.13793	3.44444	5.30435	3.72727	
1.72414	3.88889	7.6087	5.81818	
1.72414	4.33333	7.21739	3.36364	
3.62069	2.22222	7.43478	4.45455	
2.24138	3.77778	9.30435	4.45455	
5.06897	2.11111	6.52174	2.54545	
2.75862	4.77778	9.13043	6	
1.2069	3.88889	6.26087	4.54545	
1.82759	4.44444	7.69565	3.81818	
4.24138	4.33333	5.26087	4.72727	
2.86207	4.11111	4.34783	2.09091	
1.96552	2.77778	9.78261	3.90909	
1.24138	1.22222	4.34783	4.45455	
2.48276	2.77778	4.26087	3	
3.7931	3.22222	7.47826	2.81818	
2.48276	2.55556	9.43478	3.63636	
3.41379	3.88889	5.30435	4.27273	
2.41379	2.11111	5.65217	4.81818	
2.55172	5.88889	12.1304	4.36364	
3.58621	4.22222	5.95652	3.36364	
2.17241	1.44444	4.65217	4.72727	
3.51724	3.44444	11.1739	3.36364	
3.68966	1.77778	11.4348	3.72727	
2.37931	5.11111	5.17391	2	
1.7931	2.77778	10.3913	2.81818	
5.62069	3.33333	5.82609	3.18182	
3.51724	3.55556	6.17391	4.81818	
2.72414	2.55556	10.8696	2.90909	
3.37931	3.11111	4.95652	5.36364	
4.2069	3.88889	4.30435	2.81818	
1.68966	4.77778	7.65217	2.54545	
2.17241	1.66667	9.69565	3.27273	
4.06897	4.66667	7.56522	4.27273	
3.13793	3.88889	7.69565	3.27273	
4.37931	1.55556	5.21739	4.27273	
1.24138	4.77778	4.21739	2.36364	
2.7931	4.44444	8.86957	4.90909	
3.03448	1.88889	7.17391	6.63636	
2.27586	2.33333	6.3913	2.45455	
5.24138	3.88889	3.69565	4.27273	
3.58621	5.33333	4.95652	3.54545	
3.31034	1.66667	6.04348	4	
2.86207	3.66667	5.65217	3.54545	
3	2.88889	9.43478	2.63636	
2.34483	2	3.47826	3.63636	
4.65517	1.88889	6.43478	3.09091	
5.10345	2.77778	5.69565	3.27273	
3.10345	2	7.30435	3.09091	
2.24138	4.33333	8.08696	5	
4.62069	3.11111	8.78261	5.63636	
2.2069	4.33333	3.95652	3.09091	
4	4	8.13043	2.27273	
1.96552	2	5.78261	5.27273	
3.82759	2.77778	8.30435	2.72727	
4.34483	5.11111	6.47826	4.63636	
5.17241	8	6	7	
2.27586	4.11111	5.95652	6.54545	
5.13793	2.11111	8.3913	3.54545	
1.31034	3.22222	9.04348	2.09091	
6.51724	2.55556	9.34783	6.81818	
1.72414	3	9.21739	3.90909	
4.06897	2.22222	9.78261	4.36364	
2.93103	4.11111	6.30435	3.36364	
3.82759	3.33333	3.82609	4	
3.13793	3.55556	4.95652	3.90909	
4.06897	4.55556	5.73913	5.90909	
1.7931	2.22222	9.26087	4.09091	
4.86207	3.33333	14.7826	4.54545	
2.41379	4.11111	5.6087	4.81818	
2.75862	1.88889	7	5	
2.7931	3.55556	10.087	4.45455	
2.24138	4.88889	7.21739	3	
6.55172	2.22222	7.95652	2.36364	
3.2069	4.88889	3.52174	2.54545	
3.72414	4.55556	9.86957	4.09091	
4.89655	5	4.86957	3.81818	
1.34483	6	6	3.54545	
2.31034	2.55556	7.69565	9.54545	
2.68966	2.55556	11.8261	5.72727	
2	3.33333	2.86957	3.45455	
2.62069	2.22222	5.34783	2.81818	
2.03448	4.44444	6.04348	4.72727	
2.06897	3.22222	6.91304	2.09091	
2.03448	2.55556	4.30435	3.27273	
3.48276	2.44444	5.30435	4.27273	
2.2069	2.66667	6.30435	3.54545	
3.06897	3.88889	5.65217	4.54545	
2.62069	1.55556	7.13043	3.81818	
3.51724	3.22222	4.43478	5	
1.44828	3	3.69565	3.81818	
3.06897	2.77778	5	2.09091	
2.27586	2.55556	6.78261	3.27273	
2.82759	3.55556	9.13043	2.90909	
2.75862	2.11111	5.04348	5	
2.89655	3.22222	7.78261	4.27273	
3.86207	2.55556	3.73913	1.63636	
3.41379	3.11111	10.4348	3.81818	
3	3.22222	8.69565	3.90909	
1.7931	4	4.52174	4	
1.89655	4.33333	6.95652	3.09091	
4.31034	4.33333	5.04348	5	
1.10345	1.44444	7.3913	4	
2.7931	3.88889	3.91304	5.36364	
2.96552	2.88889	3.56522	2.90909	
3.89655	2.66667	6.3913	5.72727	
2.44828	2.66667	5.43478	4.72727	
1.27586	2.22222	5.6087	4.27273	
2.55172	3.11111	5.43478	2.81818	
2.24138	3.66667	5.43478	5.63636	
2.62069	3.66667	4.3913	4.63636	
2.82759	2.33333	5.08696	4.09091	
4.51724	2.66667	4.86957	5.09091	
4.24138	2.88889	7.47826	3.81818	
4.34483	3.55556	3.65217	7.45455	
2.51724	1.88889	6.91304	2.81818	
2.27586	4.55556	4	2.36364	
2.31034	2.44444	4.95652	2.90909	
2.89655	3.66667	11.9565	3.27273	
3.44828	1.88889	5.34783	5.09091	
4.03448	2.33333	6.69565	2.45455	
2.13793	3.22222	7.78261	4.18182	
2.7931	5.33333	9.47826	5	
2.96552	2.44444	5.26087	2.45455	
3.7931	2.88889	5.78261	4.09091	
2.86207	3.44444	7.91304	3.72727	
3.06897	2	7.56522	4.09091	
3.31034	3.22222	8	5.54545	
3.75862	2.11111	7.56522	2.63636	
1.7931	5.22222	7.13043	4.36364	
2.68966	4.33333	6.08696	5.09091	
3.13793	2.66667	6.04348	4.54545	
2.68966	1.66667	10.8261	3.54545	
3.72414	2.33333	7.69565	4	
3.03448	3.44444	8.56522	3.09091	
3.31034	3.88889	4.73913	3.09091	
2.89655	1.88889	7.04348	4.45455	
6	2.33333	7.6087	3.54545	
3.44828	2	7.34783	6.18182	
3.48276	3.33333	4.56522	3.72727	
4.13793	4.22222	7.47826	3.54545	
3.68966	2.33333	7.82609	4	
2.27586	2.22222	4.26087	3.54545	
3.27586	3	8.08696	2.90909	
3.72414	3.44444	7.6087	2.63636	
2.96552	3.88889	8.21739	4.54545	
1.48276	1.44444	7.91304	5.63636	
6.86207	1.88889	10	2.27273	
1.31034	2.66667	7.82609	7.09091	
2.75862	4.44444	6.47826	4.27273	
3.34483	3.22222	4.52174	2.54545	
1.24138	3.77778	5.56522	3.54545	
2.86207	3.33333	8.56522	4.27273	
2.37931	4.22222	14.2609	4.63636	
3.7931	5.33333	4.65217	2.81818	
2.10345	3.77778	5.65217	3.72727	
2.62069	3	12.6957	3.81818	
1	2.11111	6.95652	3.63636	
2.24138	3.44444	7	5	
2.93103	3.33333	7.26087	4.63636	
2.86207	4	7.34783	3.54545	
1.34483	2.22222	12.087	3.81818	
2.48276	2.77778	13.1304	4.36364	
4.06897	6.44444	10	1.63636	
2.65517	2.77778	7.3913	4.45455	
3.51724	1.66667	8.43478	2.54545	
1.41379	1.55556	5.52174	6.54545	
4.06897	2.11111	6.78261	6.72727	
1.55172	3.22222	10.2609	3.54545	
3.27586	3	4.82609	3.18182	
3.58621	3	5.47826	5.90909	
2.7931	4.33333	4.86957	5.18182	
2.55172	1.77778	4.17391	4.63636	
2.82759	2.44444	10.2174	5.27273	
2.68966	3.55556	7.91304	4.54545	
4.24138	2.77778	10.6522	4.72727	
1.24138	5.66667	5.26087	2.81818	
1.37931	4.44444	4.91304	3.54545	
1.89655	2.44444	5.3913	4.45455	
2.31034	4.44444	6	3.09091	
2.51724	1.66667	5.56522	2.54545	
3.31034	2.55556	8.21739	4.09091	
2.10345	4.33333	6.95652	2.54545	
3.62069	1.77778	5.95652	3.36364	
3.93103	2.55556	9.86957	2.36364	
1.55172	2.55556	8.04348	3.81818	
3.44828	4.77778	4.56522	5.18182	
1.62069	2	6.56522	5.54545	
2.13793	2.22222	6.17391	3.81818	
4.10345	2.66667	10.2174	3.18182	
3.72414	2.88889	5.30435	4.18182	
3.03448	2	7.43478	3.72727	
6.62069	2.88889	6.08696	3.81818	
5.48276	1.55556	7.52174	2.36364	
3.86207	3.44444	6	5	
3.96552	2.11111	9.69565	2.27273	
1.06897	2	4.34783	3	
3.82759	2.55556	5.08696	5.45455	
2.27586	1.66667	8.04348	3.18182	
2.55172	2.77778	4.95652	5.90909	
1.72414	2	8.04348	3	
1.48276	2.77778	8.04348	2.90909	
1	3.33333	8.69565	6	
1.31034	2.88889	9.21739	3.54545	
2.51724	2	6.73913	4.36364	
4.62069	5.22222	7.47826	6.18182	
2.55172	4.55556	6.30435	2.27273	
3.55172	3.88889	5.13043	6.45455	
3.58621	2.44444	6.13043	3.18182	
2.55172	3.44444	6.34783	3.18182	
3.17241	3.33333	5.6087	2.09091	
3.93103	4	8.08696	4	
3.72414	1.88889	10.913	6.36364	
