B[0]	B[1]	B[2]	B[3]	
0.166667	0.3125	0.234848	0.0909091	
0.194444	0.533333	0.140496	0.105263	
0.166667	0.8	0.163265	0.181818	
0.075	0.15	0.126984	0.125	
0.115385	0.111111	0.160714	0.111111	
0.0697674	0.294118	0.166667	0.0571429	
0.111111	0.125	0.155689	0.125	
0.0952381	0.125	0.0970874	0.407407	
0.230769	0	0.140845	0.230769	
0.153846	0.166667	0.182692	0.258065	
0.176471	0.6	0.153846	0.363636	
0.0833333	0.25	0.151786	0.310345	
0.0892857	0.25	0.114504	0.125	
0.30303	0.25	0.19708	0.0869565	
0.113636	0	0.164384	0.172414	
0.0833333	0	0.0866142	0.148148	
0.139535	0.0555556	0.190722	0.130435	
0.0769231	0	0.209677	0.0769231	
0.104167	0	0.233083	0.137931	
0.137931	0.25	0.140845	0.115385	
0.275862	0	0.0970149	0.0588235	
0.307692	0.272727	0.142857	0.3125	
0.121212	0	0.218543	0.266667	
0.0666667	0.285714	0.174825	0.05	
0.205128	0.25	0.26087	0.0769231	
0.12766	0.263158	0.119565	0.2	
0.047619	0.296296	0.158621	0.173913	
0.181818	0.0833333	0.171429	0.166667	
0.243902	0.407407	0.326241	0.190476	
0.0588235	0.153846	0.107843	0.0666667	
0.131579	0.352941	0.171642	0.176471	
0.0810811	0.142857	0.11465	0.133333	
0.216216	0.0833333	0.262712	0.142857	
0.258065	0.266667	0.113924	0.148148	
0.0714286	0.578947	0.16129	0.16129	
0.03125	0.222222	0.0520833	0.125	
0.04	0.230769	0.121951	0.0555556	
0.0384615	0.166667	0.0882353	0.0909091	
0.22449	0.222222	0.186667	0.24	
0.131579	0.272727	0.162791	0.259259	
0.0892857	0.333333	0.153061	0.0625	
0.128205	0.0909091	0.214724	0.205882	
0.254902	0.125	0.143836	0.115385	
0	0	0.213235	0.181818	
0.0909091	0	0.286458	0.0434783	
0.0606061	0.0909091	0.22449	0.125	
0.0487805	0.277778	0.17037	0.241379	
0.0769231	0.272727	0.141935	0.157895	
0.0681818	0.263158	0.130081	0.12	
0.125	0.142857	0.0641026	0	
0.05	0.181818	0.0793651	0	
0.12	0.333333	0.0603448	0.142857	
0.160714	0.35	0.226667	0.12766	
0.107143	0	0.198276	0.137931	
0.0666667	0	0.107914	0.111111	
0.170213	0.321429	0.153226	0.0952381	
0.121951	0.0769231	0.156716	0.0952381	
0.0204082	0.105263	0.0512821	0.266667	
0.0909091	0.125	0.135338	0.0952381	
0.108108	0.166667	0.104348	0.166667	
0.0810811	0	0.0703125	0.0454545	
0.0277778	0.181818	0.125	0.242424	
0.178571	0.375	0.121212	0.12	
0.25	0.35	0.177215	0.181818	
0.15	0.142857	0.223022	0.0454545	
0.107143	0	0.0820896	0.242424	
0.121212	0.2	0.12605	0.263158	
0.1875	0.142857	0.134146	0.0526316	
0.151515	0.458333	0.209302	0.0909091	
0.0227273	0	0.178862	0	
0.0714286	0.454545	0.0855263	0.142857	
0.0857143	0.136364	0.192982	0.0909091	
0.113636	0.25	0.119718	0.111111	
0.129032	0.142857	0.203125	0.0434783	
0.212121	0.277778	0.229358	0.111111	
0.351351	0.416667	0.0927835	0.105263	
0.097561	0.45	0.14	0.294118	
0.386364	0.2	0.0948905	0.130435	
0.147059	0.0714286	0.271186	0.0645161	
0.0645161	0.153846	0.12	0.0571429	
0.1875	0.0555556	0.0535714	0	
0.157895	0.0909091	0.0915493	0.269231	
0.12	0.166667	0.12844	0.291667	
0.21875	0.176471	0.144	0.114286	
0.147059	0.2	0.170732	0.0689655	
0.142857	0.5	0.111111	0.222222	
0.030303	0.625	0.122699	0.0714286	
0.102564	0.428571	0.238532	0.166667	
0.142857	0	0.0647482	0.1	
0.166667	0.375	0.17341	0.173913	
0.169811	0	0.0967742	0.173913	
0.0526316	0.375	0.129032	0.121951	
0.244444	0.153846	0.0980392	0.136364	
0.037037	0	0.129032	0.148148	
0.1875	0.3	0.107143	0.130435	
0.0740741	0	0.2	0.0952381	
0.12963	0.25	0.130178	0.05	
0.209302	0.6	0.135714	0.1875	
0.277778	0.388889	0.204819	0.0588235	
0.0434783	0.0909091	0.2	0.233333	
0.130435	0.285714	0.198718	0	
0.0588235	0	0.107843	0	
0.1	0.1875	0.142857	0.208333	
0	0.238095	0.12037	0.219512	
0.2	0.2	0.139706	0.208333	
0.344828	0.25	0.125	0	
0.1	0.2	0.168421	0.0769231	
0.0681818	0	0.175439	0.105263	
0.157895	0	0.0846154	0.192308	
0.2	0	0.16129	0.0555556	
0.0571429	0.428571	0.233645	0.275862	
0.178571	0.190476	0.165217	0.16	
0.142857	0.153846	0.0588235	0.133333	
0.037037	0.2	0.135338	0.176471	
0.119048	0.0625	0.148515	0.269231	
0.175	0.625	0.161017	0.36	
0.2	0	0.174497	0.171429	
0.027027	0.166667	0.135922	0.176471	
0.184211	0.0625	0.150376	0.190476	
0.171429	0.416667	0.166667	0	
0.145455	0.416667	0.183824	0.2	
0.210526	0.5	0.137931	0.103448	
0.0238095	0.285714	0.133333	0.03125	
0.09375	0.285714	0.192308	0.214286	
0.2	0.222222	0.211679	0.181818	
0.0652174	0.473684	0.145985	0.16	
0.15625	0	0.166667	0.0769231	
0.0754717	0.0909091	0.105263	0.16	
0.105263	0.352941	0.108696	0.117647	
0.030303	0.421053	0.2	0.166667	
0.113636	0.111111	0.22293	0.208333	
0.0847458	0	0.133929	0.151515	
0.363636	0.0909091	0.107843	0.2	
0.211538	0.222222	0.122302	0.105263	
0.139535	0.0909091	0.1875	0.0869565	
0.206897	0.166667	0.233161	0.0869565	
0.114286	0	0.151786	0.147059	
0.195122	0.5	0.1	0.142857	
0.0517241	0.333333	0.135593	0.0555556	
0.181818	0.0769231	0.0980392	0.0625	
0.09375	0.125	0.232258	0.157895	
0.184211	0.366667	0.130435	0.277778	
0.0869565	0.125	0.104839	0.222222	
0.115385	0.1	0.134615	0.125	
0.416667	0.461538	0.14966	0.08	
0.103448	0.461538	0.132075	0.0454545	
0.193548	0.285714	0.14	0.047619	
0.222222	0	0.0775862	0.130435	
0.106383	0.0833333	0.217391	0.0952381	
0.16129	0.0909091	0.101562	0.04	
0.0625	0.142857	0.160714	0.047619	
0.0540541	0	0.206612	0.1	
0	0	0.0988372	0	
0.0384615	0	0.14881	0.1	
0.0967742	0.24	0.147887	0.208333	
0.166667	0	0.132867	0.263158	
0.113636	0.181818	0.2125	0.142857	
0.102564	0.2	0.0947368	0.277778	
0.122449	0.2	0.108911	0.181818	
0.3	0.333333	0.147541	0.133333	
0.104167	0.214286	0.2	0.16	
0.0588235	0.153846	0.172662	0.289474	
0.16	0.166667	0.277778	0.0869565	
0.205128	0.611111	0.128788	0.103448	
0.103448	0.26087	0.183333	0.241379	
0	0.277778	0.159292	0	
0.0967742	0	0.183206	0.0769231	
0.24	0	0.168	0.1	
0.108108	0.416667	0.0797101	0.2	
0.121951	0.5	0.313725	0.12	
0.0888889	0.263158	0.164773	0.130435	
0.203704	0.451613	0.181034	0.181818	
0.125	0.421053	0.129032	0.333333	
0.0769231	0.333333	0.15	0.137931	
0.15	0	0.0675676	0.136364	
0.0645161	0.111111	0.151261	0.0526316	
0.238806	0.653846	0.0952381	0.208333	
0.108108	0.230769	0.103448	0.0454545	
0.214286	0.388889	0.096	0.047619	
0.0810811	0.173913	0.209302	0.0526316	
0.295455	0	0.107692	0.179487	
0.225806	0.2	0.167883	0.2	
0.147059	0	0.173611	0.185185	
0.04	0.285714	0.12844	0.24	
0.15625	0	0.221053	0.0416667	
0.0882353	0.479167	0.115702	0.121212	
0.282609	0.421053	0.153846	0.0333333	
0.0232558	0.176471	0.0873016	0.0571429	
0.047619	0	0.144231	0.0588235	
0.125	0.375	0.183099	0.142857	
0.177778	0.047619	0.191781	0.157895	
0.185185	0.3	0.0962963	0.1875	
0.1	0.2	0.106195	0.142857	
0.0425532	0.535714	0.133929	0	
0.193548	0.0740741	0.160377	0.166667	
0.0540541	0	0.12069	0.0416667	
0.282051	0.111111	0.198347	0.25	
0.104167	0.166667	0.201923	0.136364	
0.175	0.5	0.169643	0.0454545	
0.030303	0.181818	0.166667	0.0434783	
0.0322581	0.294118	0.191176	0.142857	
0.133333	0.458333	0.0866667	0.16	
0.255319	0.25	0.227941	0.0689655	
0.355556	0.190476	0.144928	0.137931	
0.0606061	0.0666667	0.0666667	0.0769231	
0.0408163	0	0.162602	0.2	
0.186047	0.0833333	0.0588235	0.192308	
0.030303	0.0833333	0.148515	0.15625	
0.0952381	0	0.136054	0.0909091	
0.0454545	0.333333	0.184466	0.162791	
0.2	0.619048	0.157233	0.1875	
0.192308	0.428571	0.193798	0.2	
0.0769231	0.266667	0.101695	0.151515	
0.0909091	0.0909091	0.256198	0.352941	
0.107143	0.142857	0.233766	0.235294	
0.195122	0.2	0.189655	0.125	
0.177778	0.52381	0.0915493	0	
0.0487805	0.133333	0.267176	0.0952381	
0.117647	0.444444	0.129496	0.0666667	
0.352941	0.25	0.134921	0.111111	
0.229167	0.0869565	0.133333	0.136364	
0.183673	0.166667	0.147059	0.192308	
0.119048	0.166667	0.154639	0.181818	
0.0769231	0.153846	0.127119	0.208333	
0	0.153846	0.255319	0	
0.277778	0.294118	0.159236	0.04	
0.222222	0.105263	0.153226	0.0714286	
0.0909091	0.5	0.164835	0.0606061	
0.271186	0	0.111111	0.0606061	
0.030303	0.125	0.0947368	0.0666667	
0.148148	0.454545	0.128	0	
0.192308	0.285714	0.0746269	0.09375	
0.237288	0.0666667	0.129032	0.037037	
0.148936	0.387097	0.170886	0.08	
0.0882353	0.214286	0.133333	0.0526316	
0.195122	0.0666667	0.0990099	0.121212	
0.08	0.111111	0.146552	0.314286	
0.0606061	0.25	0.222222	0.04	
0.166667	0	0.15	0.0952381	
0.0769231	0.111111	0.141844	0.130435	
0.0526316	0.5	0.18018	0.0769231	
0.0980392	0	0.102564	0.142857	
0.0487805	0.545455	0.159091	0.121212	
0.0789474	0.0909091	0.185567	0.277778	
0.148148	0.153846	0.256198	0	
0.05	0.2	0.245098	0.242424	
0.106383	0	0.158228	0.1	
0	0	0.147541	0.181818	
0.0638298	0.375	0.134328	0.1	
0.191489	0.25	0.122807	0.133333	
0.157895	0.416667	0.281481	0.185185	
0.117647	0.0714286	0.165468	0.111111	
0.075	0.6	0.178082	0.323529	
0.215686	0.333333	0.0357143	0.116279	
0.155172	0.153846	0.149606	0.148148	
0.0277778	0	0.173913	0.12	
0.175	0.181818	0.162393	0.153846	
0.113636	0.181818	0.173228	0.157895	
0.324324	0.8	0.18254	0.130435	
0.230769	0.259259	0.136364	0.2	
0.0714286	0.357143	0.180556	0.05	
0.267857	0.375	0.237762	0.162162	
0.0294118	0.25	0.241135	0.142857	
0.22	0.235294	0.135484	0.222222	
0.132075	1	0.182482	0.0588235	
0.137931	0.181818	0.14	0.107143	
0.0322581	0.333333	0.206061	0.166667	
0.0888889	0	0.137255	0.227273	
0.0689655	0.888889	0.141414	0.193548	
0.03125	0.285714	0.174242	0.230769	
0.105263	0	0.117647	0.171429	
0.0571429	0.315789	0.0679012	0.0384615	
0.0909091	0.5	0.198718	0.157895	
0.027027	0.111111	0.159664	0.12	
0.162791	0.25	0.137097	0.166667	
0.135135	0.307692	0.207407	0.176471	
0.234043	0.533333	0.178295	0.136364	
0	0.153846	0.112245	0.259259	
0.111111	0	0.198347	0.0526316	
0.148148	0.21875	0.167832	0.25	
0.15	0.368421	0.114583	0.0322581	
0.192308	0.421053	0.107143	0.153846	
0.147059	0.0952381	0.129412	0.227273	
0	0.4	0.208054	0.0869565	
0.23913	0	0.128788	0.12	
0.106383	0.333333	0.13245	0	
0.115385	0.5	0.198276	0.153846	
0.102041	0.454545	0.189873	0.1	
0.0363636	0.428571	0.221477	0.115385	
0.192308	0.0714286	0.260116	0.0333333	
0.25	0.230769	0.0940171	0.125	
0.131579	0.333333	0.179487	0.0869565	
0.183673	0	0.209677	0.0434783	
0.097561	0.25	0.189394	0.25	
0.0434783	0.0833333	0.20438	0.142857	
0.121212	0.0666667	0.137931	0.0714286	
0.12963	0.142857	0.114094	0.235294	
0.105263	0.4	0.116438	0.0416667	
0.142857	0.2	0.10219	0.222222	
0.116279	0.277778	0.214286	0.2	
0.1	0.0909091	0.244604	0.296296	
0.210526	0.285714	0.204082	0.166667	
0.0833333	0.411765	0.22695	0.190476	
0.0645161	0.428571	0.0916031	0.1	
0.111111	0	0.11194	0.0416667	
0.142857	0.12	0.105263	0.173913	
0.15	0.125	0.14557	0.230769	
0.166667	0.48	0.237288	0	
0.242424	0.0714286	0.203209	0.148148	
0.15	0.0769231	0.168	0.181818	
0.0869565	0	0.119658	0.4	
0.03125	0.333333	0.142857	0.2	
0.0465116	0.333333	0.103093	0.05	
