H[0]	H[1]	H[2]	H[3]	
2.11494	0.355556	-0.0724638	0.121212	
-2.98851	1.51111	6.64493	0.515152	
2.6023	2.13333	-4.15217	1.30303	
4.17471	3.02222	-3.41304	-1.78788	
2.82299	0.8	10.4638	-1.30303	
-0.496552	0.711111	-0.507246	-1.57576	
0.0551724	-3.46667	-1.76812	0.575758	
-6.61149	-3.55556	4.38406	-0.151515	
-1.64598	1.51111	-2.1087	-3.87879	
2.57471	0.888889	-0.217391	-3.09091	
2.25287	-0.711111	4.45652	1.36364	
-3.38391	0.8	7.23913	4	
-0.156322	2.66667	8.14493	0.424242	
-1.61839	-0.711111	-9.18841	5.15152	
-1.22299	0.355556	8.02899	3.51515	
-7.54943	-2.93333	-7.07971	1.12121	
2.69425	-0.0888889	16.3043	-1	
0.432184	2.22222	2.19565	2.42424	
-11.0437	1.51111	7.44928	-3.15152	
1.31494	0.0888889	5.28261	-2.9697	
2.85057	0.977778	2.68116	0.757576	
-4.23908	-5.86667	6.65217	4.84848	
1.32414	-0.622222	14.6594	1.12121	
1.74713	1.51111	-4.05797	-2.78788	
3.81609	-1.77778	-4.14493	1.33333	
1.78391	1.77778	-6.58696	1.45455	
-4.82759	2.57778	-4.94203	-1.27273	
1.73793	-0.622222	2.68116	2.60606	
-0.404598	-3.02222	4.9058	0.515152	
1.68276	-2.93333	3.51449	-0.333333	
5.33333	-2.57778	4.69565	4.39394	
-7.53103	1.33333	15.9928	4.42424	
-12.9103	1.15556	1.00725	2.21212	
-1.34253	1.68889	3.31159	0.393939	
-6.33563	1.95556	-4.55072	2	
1.74713	-0.711111	13.3478	2.27273	
-6.51034	1.86667	7.14493	-0.606061	
1.74713	1.6	5.7971	0.212121	
-4.66207	3.11111	-1.18841	0.272727	
2.58391	1.15556	-1.8913	1.81818	
2.32644	-0.355556	13.0435	1.33333	
-6.36322	1.06667	11.3116	0.909091	
3.05287	0.977778	-6.18841	1.84848	
-1.12184	2.13333	-2.81159	2.81818	
-1.51724	2.48889	3.26087	0.242424	
-1.82069	2.13333	5.05797	1.84848	
2.15172	2.4	-0.833333	3.45455	
-5.51724	0.8	-2.89855	-0.121212	
4.97471	-0.533333	-8.72464	2.93939	
0.0551724	4.08889	-2.04348	-4.12121	
2.51954	0	-4.50725	0.757576	
-5.92184	0.266667	1.19565	1.93939	
0.993103	0.533333	3.92029	0.151515	
1.50805	4.8	11.2826	0.0606061	
6.15172	1.51111	-6.94928	-0.151515	
4.46897	1.86667	-0.442029	3.63636	
2.71264	0.888889	-3.76087	-0.545455	
2.92414	2.48889	-18.5435	-0.787879	
1.81149	0.8	9.01449	0.787879	
0.864368	0.444444	1.16667	1.27273	
2.98851	-0.622222	-2.62319	0.666667	
3.92644	1.6	0.405797	-3	
-3.76092	1.51111	-4.55797	-0.454545	
-3.37471	2.84444	8.57246	0.848485	
-0.358621	-1.6	-24.2174	-6.39394	
1.31494	-6.93333	-5.78261	1.69697	
-3.14483	-0.711111	5.17391	-0.515152	
5.71034	0.266667	4.13768	0.151515	
-0.23908	0.977778	2.24638	4.15152	
5.82989	2.04444	-12.6594	-1.09091	
2.89655	1.06667	3.01449	-0.393939	
-2.31724	1.42222	-5.03623	-1.39394	
3.06207	0.977778	9.55072	-1.9697	
-5.22299	0.622222	-2.8913	1.93939	
-0.928736	-15.2889	1.23188	-4.72727	
1.02069	-0.8	-3.47101	6.42424	
2.32644	1.24444	6.92029	-5.27273	
2.50115	0.977778	-17.6087	2.9697	
0.422989	1.95556	-9.22464	2.48485	
1.53563	1.77778	6.14493	-1.57576	
4.09195	0	9.78261	1.06061	
-2.91494	1.86667	4.38406	0.818182	
-2.42759	1.42222	-29.2536	4.42424	
0.0735632	2.04444	6.51449	1.36364	
-7.65057	2.66667	3.65217	-0.424242	
0.634483	-4.62222	3.73188	-6.78788	
0	0.355556	-1.76087	-1.69697	
1.25977	3.91111	2.85507	0.363636	
-3.24598	0.977778	-12.1739	-2.81818	
5.87586	3.46667	3.71014	-0.757576	
2.90575	-3.91111	-6.47826	-0.424242	
-14.9241	-0.8	2.97826	2.30303	
-3.84368	-13.6889	-13.9058	0.030303	
1.51724	-8.88178e-16	-5.94203	1	
-0.882759	-4.97778	0.855072	2.21212	
-6.02299	0.622222	7.07971	3.0303	
-2.62069	1.77778	0.318841	3.60606	
-3.41149	2.22222	5	-0.363636	
2.45517	-9.06667	3.2029	3.0303	
2.08736	2.84444	3.71739	0.333333	
3.43908	-6.31111	-3.10145	-4.27273	
2.52874	-2.13333	8.76087	0.30303	
-9.76552	2.04444	2.84783	1.21212	
0.698851	1.06667	-1.94928	-1.63636	
-4.98391	-0.888889	3.94203	1.93939	
3.31954	1.06667	0.514493	-4.24242	
-0.698851	1.15556	-3.17391	-3.15152	
-1.66437	1.24444	3.93478	2.15152	
-3.76092	1.77778	-4.44203	1.39394	
2.85057	1.15556	-9.76087	-0.272727	
0.845977	-3.37778	12.413	-2.36364	
-9.51724	2.13333	6.26087	-2.0303	
0.873563	0.444444	1.84058	-0.242424	
-5.4069	0.0888889	5.61594	1.36364	
0.432184	0.0888889	-4.76087	-0.454545	
3.38391	-0.444444	-2.94203	2.60606	
2.11494	-3.2	-1.31884	1.78788	
1.6092	1.51111	9.22464	-1.66667	
5.01149	-2.31111	3.8913	0.151515	
-1.36092	-8.53333	-2.80435	-0.515152	
-0.993103	-1.06667	-3.67391	2.78788	
-0.689655	-0.711111	7.06522	-1.54545	
-1.4069	3.11111	1.04348	-4.81818	
-3.33793	1.86667	2.42754	1.09091	
1.03908	3.28889	10.6232	2.69697	
-1.48046	0.977778	-6.13768	-1.12121	
-4.30345	-2.31111	5.33333	3.75758	
1.61839	-4.26667	-8.08696	-0.606061	
1.52644	1.33333	-34.4638	2.12121	
0.597701	-0.711111	7.44928	-6	
1.96782	0.8	7.64493	-0.818182	
-4.09195	-0.711111	12.4203	-0.69697	
-11.5954	2.04444	-15.4855	1.15152	
4.3954	-1.24444	-16.558	3.18182	
1.05747	-2.4	5	0.969697	
-10.8506	1.95556	-16.529	4.06061	
-0.763218	-3.02222	10.4855	-0.393939	
2.26207	1.42222	5.81159	0.242424	
-3.68736	2.31111	-4.84058	0.69697	
0.708046	0.0888889	8.96377	1.48485	
-1.01149	-0.0888889	2.86232	0.484848	
-13.131	1.6	-2.36232	-2.27273	
1.77471	1.68889	-20.3768	-2.12121	
-2.53793	0.622222	5.26812	-0.242424	
-3.51264	1.68889	11.1449	2.48485	
-0.34023	2.4	-0.0434783	0.727273	
-3.03448	1.06667	-4.5942	-2.84848	
1.35172	0.711111	2.67391	0.363636	
3.23678	2.66667	3.16667	2.42424	
-0.0643678	-18.7556	12.413	-0.787879	
1.37011	-9.33333	0.463768	1.84848	
3.94483	-1.68889	-2.36232	-0.969697	
2.48276	0.8	6.46377	1.66667	
1.12184	0.533333	-4.21739	0.0909091	
-1.14023	0.0888889	10.0507	2.75758	
3.44828	1.77778	-12.6087	1.12121	
-3.70575	2.48889	5.42754	-2.09091	
7.5954	0.711111	-0.101449	-3.30303	
-3.43908	-0.177778	3.84783	-0.666667	
-0.229885	1.6	-1.02899	-2.06061	
0.0183908	-1.95556	3.95652	3.84848	
1.93103	-1.51111	2.33333	0.272727	
-4.17471	1.33333	2.18841	0.939394	
1.82069	2.66667	-11.9058	-3.84848	
-2.45517	3.02222	1.5	-0.818182	
1.3977	2.13333	4.54348	0.939394	
2.51954	-0.444444	1.21014	0.454545	
0.0367816	1.68889	9.21014	1.60606	
-0.11954	0.622222	-0.202899	-0.787879	
0.809195	-1.42222	9.33333	2.42424	
1.72874	-1.6	-21.3188	-5.15152	
0.395402	-0.711111	6.83333	3.0303	
-1.02989	0.355556	14.8696	-1.63636	
3.31954	0.977778	1.49275	0.787879	
2.63908	-1.06667	-12.0217	-0.757576	
0.68046	2.75556	-6.81884	3.84848	
4.02759	-1.24444	6.01449	-1.21212	
-1.91264	0.888889	-0.442029	2.60606	
3.88046	2.93333	-1.54348	-0.0606061	
0.754023	0.622222	4.2029	-1.72727	
-0.993103	0.711111	-7.06522	5.24242	
4.68046	-0.177778	5.82609	0.151515	
1.10345	2.75556	5.03623	1.0303	
0.864368	0.355556	-12.2391	1.24242	
-0.937931	0.622222	3.85507	1.36364	
-3.31034	-0.622222	-3.17391	0.939394	
2.43678	1.15556	-1.23188	5.15152	
0.183908	0.177778	4.1087	-0.212121	
2.29885	1.15556	-17.7029	1.75758	
-1.6092	0.444444	11.3261	1.54545	
0.643678	1.42222	6.50725	0.848485	
4.1931	1.77778	12.3478	1.93939	
1.8023	1.86667	-5.74638	3.18182	
0.45977	-5.33333	-10.2319	-4.0303	
4.24828	2.4	-26.471	1.39394	
1.23218	1.06667	7.33333	-1.60606	
-12.8368	2.4	12.2899	-1.36364	
-5.8023	2.31111	3.8913	-1.87879	
2.93333	1.15556	-4.03623	1.51515	
-2.06897	-0.355556	11.0507	0.424242	
-0.726437	0.711111	-3.0942	-5.12121	
-2.95172	-0.355556	0.289855	-1.54545	
5.22299	-7.55556	0.304348	2.63636	
-5.52644	3.28889	8.27536	-0.939394	
-0.275862	1.95556	2.50725	3.66667	
-10.1333	0.8	2.48551	-1.27273	
2.6023	1.24444	-4.9058	0.030303	
3.03448	1.77778	1.13768	0.69697	
-7.3931	0.888889	-4.30435	-1.48485	
1.76552	0.977778	-3.54348	2.30303	
7.53103	-1.42222	-8.02899	0.484848	
-11.9172	1.06667	10.3261	-2.48485	
-9.5908	-0.622222	-17.4565	-2.45455	
1.15862	3.11111	10.471	-1.09091	
5.37931	0.533333	-0.666667	-1.45455	
3.91724	1.42222	-11.3841	0.363636	
4.36782	0.711111	6.44203	2.81818	
2.70345	0.355556	2.18841	2.75758	
-3.18161	-9.33333	-5.27536	-3.87879	
1.68276	-0.533333	4.97101	1.69697	
-6.87816	2.84444	-30.5435	0.151515	
-3.28276	1.24444	-0.384058	2.66667	
2.25287	2.93333	3.17391	2.87879	
-2.97011	1.33333	4.7971	-0.0909091	
0.0183908	0.177778	-12.1594	-1.09091	
3.72414	-1.95556	5.57971	-1.42424	
-0.413793	-0.444444	-18.913	0.939394	
-8.57931	0	4.75362	2.21212	
-5.3977	-1.95556	-2.44203	2.78788	
0.56092	-0.266667	-8.63768	0.121212	
1.94943	0.8	-2.26087	2.39394	
1.01149	0.622222	-7.26087	-0.0909091	
2.97011	-3.37778	11.4275	1.09091	
3.46667	-2.66667	4.81159	0.939394	
5.8023	1.33333	4.72464	1.06061	
4.91954	-1.6	-2.55797	0.030303	
-2.56552	-0.444444	1.02899	-5.81818	
2.06897	-2.13333	-5.44928	2.30303	
2.64828	2.22222	1.62319	1.72727	
4.54253	0.177778	-6.48551	1.66667	
3.97241	-13.9556	7.51449	-4	
-4.68046	1.24444	-6.02899	-1.57576	
1.17701	-1.6	12.3768	2.06061	
6.46437	0.8	-9.28986	-3.15152	
-4.43218	1.68889	6.3913	-4.12121	
-2.47356	0.533333	-4.62319	2.15152	
-6.11494	-0.266667	0.246377	1.60606	
2.87816	1.24444	2.81159	-1.06061	
1.82989	3.46667	-3.13768	1.27273	
2.25287	-0.622222	-10.3696	0.363636	
-0.101149	-2.13333	-21.5797	2.75758	
1.47126	1.77778	12.2391	1.54545	
0.8	1.24444	-3.89855	2.12121	
-0.809195	0.444444	-2.61594	2.09091	
-1.08506	-1.77778	3.01449	0.030303	
3.4023	-0.444444	4.13768	0.030303	
-3.53103	2.04444	-2.61594	-3.66667	
2.5931	1.42222	-2.87681	-0.575758	
-2.21609	1.68889	3.10145	1.42424	
1.78391	1.06667	6.66667	3.36364	
-2.01379	1.33333	-11.6159	-0.787879	
-4.50575	-3.37778	2.34783	-3.18182	
2.02299	0.355556	-0.753623	0.606061	
2.50115	2.66667	5.02174	1.42424	
2.08736	1.33333	-1.50725	0.939394	
0.0735632	1.42222	2.51449	0.909091	
-4.11954	0.444444	7.06522	2.93939	
-2.55632	4.08889	10.587	-0.515152	
4.10115	2.13333	7.02174	1.84848	
-3.01609	0.8	2.84058	-2.9697	
0.193103	1.06667	7.35507	0.151515	
1.52644	1.95556	6.7971	-2.78788	
2.9977	0.977778	2.49275	-0.545455	
2.96092	2.04444	-0.73913	0.424242	
1.36092	-0.355556	12.5217	0.272727	
1.71954	3.28889	-6.97101	0.969697	
0.404598	-0.177778	4.72464	-0.848485	
2.2069	-1.51111	-11.7826	-3.81818	
1.4069	-2.4	-9.36232	-7.66667	
4.35862	0.444444	7.19565	-1.51515	
-3.51264	2.04444	8.76087	0.030303	
0.818391	2.66667	-3.26087	3.93939	
-4.31264	1.77778	2.2029	1.63636	
0.0367816	2.04444	-8.28261	-1.21212	
-5.54483	4.17778	-3.22464	1.21212	
0.395402	-2.48889	11.2609	-3.57576	
3.69655	0.888889	12.7681	-1.63636	
1.52644	-1.42222	-5.34058	-1.51515	
4.54253	1.68889	-0.884058	-2.60606	
1.57241	1.42222	-9.34058	-0.575758	
-1.48966	-1.68889	0.992754	2.81818	
-0.708046	-3.82222	2.65217	0.454545	
3.28276	0.533333	6.61594	0.666667	
3.84368	2.04444	3.82609	2.66667	
3.18161	-0.8	-1.42754	0.515152	
-7.86207	1.86667	7.63768	1.0303	
-3.25517	0.444444	9.0942	0.454545	
5.06667	1.77778	-10.6739	0.969697	
0.551724	2.31111	5.05797	-1.72727	
0.588506	-0.533333	4.78261	-0.727273	
-4.63448	1.15556	-11.1304	-7.78788	
1.48046	1.06667	1.39855	1.09091	
-1.78391	0.533333	6.72464	-0.242424	
2.51034	1.86667	0.753623	1.78788	
3.02529	0.0888889	-11.8406	-4.87879	
2.51034	0.8	1.77536	1.87879	
4.96552	0.355556	-12.4928	1.87879	
0.312644	2.04444	4.89855	-2.21212	
-3.36552	0.622222	-1.63768	0.121212	
5.57241	-10.4	-7.35507	-1.33333	
-3.33793	0.533333	-14.0507	4.06061	
4.14713	0.622222	4.49275	0.121212	
2.25287	-1.86667	8.47101	0.69697	
-0.413793	0.888889	-4.86232	-2.45455	
3.65977	-10.0444	-18.4638	-5.42424	
-6.33563	-4.62222	-5.78261	2.87879	
-0.514943	-0.711111	-3.54348	0.30303	
-3.96322	-1.6	1.68841	-2.75758	
1.37011	0.977778	-10.9493	-3.63636	
3.02529	-0.977778	-1.15217	3.27273	
2.87816	0.533333	9.50725	-2.51515	
1.16782	1.06667	7.02899	2.9697	
-9.12184	0.622222	-0.956522	-1.09091	
-0.450575	-15.1111	4.81159	-0.0909091	
0.128736	2.31111	1.84783	-2.0303	
-5.76552	1.68889	8.91304	0.363636	
0.505747	-4.88889	-7.67391	-3.63636	
-17.5264	2.22222	-16.1522	3.42424	
-5.04828	-0.355556	-5.89855	2.60606	
-5.9954	0.444444	9.92029	2.66667	
2.82299	-0.533333	-5.35507	-3.93939	
-0.910345	1.24444	-6.98551	0.0606061	
0.514943	-4.08889	-2.61594	-4.75758	
1.23218	-3.73333	-0.456522	-3.87879	
-3.22759	0.888889	-1.46377	2.87879	
0.496552	3.55556	-0.326087	1.87879	
0.56092	-2.04444	3.84783	-0.818182	
1.86667	-0.533333	6.03623	-1.06061	
-2.94253	0.533333	6.47826	-1.60606	
1.55402	2.13333	-7.52899	-3.33333	
-8.82759	-1.95556	3.23913	3.39394	
3.76092	2.13333	3.57971	3.12121	
-0.993103	0.888889	0.478261	1.60606	
-1.89425	-6.04444	0.73913	0.787879	
2.11494	0.711111	11.0217	1.30303	
-1.24138	-6.04444	7.46377	-7.45455	
-0.91954	4.88889	4.16667	0.30303	
4.1931	-2.22222	-20.8986	2.0303	
-6.96092	1.51111	5.47101	-1.36364	
2.31724	0.444444	-7.28261	3.15152	
1.37011	1.06667	-1.76812	1.15152	
-0.156322	2.22222	-0.57971	3.9697	
3.76092	-0.622222	-1.84058	-6.24242	
1.08506	0.266667	2.14493	2.87879	
-8.07356	2.13333	1.72464	-2.24242	
4.85517	-4.53333	-0.565217	-1.51515	
-1.62759	1.33333	-5.86957	-3.51515	
0.717241	1.6	4.6087	-2.12121	
1.43448	2.84444	-1.04348	-2.0303	
2.87816	1.86667	3.36232	-0.212121	
0.643678	-0.177778	-4.03623	1.60606	
-2.90575	1.86667	2.4058	2.84848	
5.86667	3.64444	12.2536	-1.0303	
2.98851	-3.55556	-4.94928	1.72727	
2.67586	2.31111	4.5942	-0.787879	
0.763218	1.06667	-10.7971	0.212121	
3.47586	1.51111	2.5942	-3.9697	
-1.11264	-4.62222	5.10145	-2.9697	
-0.468966	0.8	-6.42029	1.57576	
2.62069	4.8	8.73913	1.39394	
1.9954	2.57778	-8.65217	-1.57576	
-0.56092	-4.97778	-10.1522	-0.0909091	
0.0827586	2.48889	-18.2246	-1.33333	
-3.5954	-0.533333	14.6667	1.63636	
0.928736	1.15556	6.27536	0.363636	
3.54023	0.888889	4.28986	2.90909	
4.14713	3.28889	4.73188	-1.24242	
