Q[0]	Q[1]	Q[2]	Q[3]	
0.0952381	0.166667	0.205607	0.342857	
0.233333	0.714286	0.153846	0.25	
0.217391	0.333333	0.222222	0.333333	
0.166667	0.466667	0.13245	0.16	
0.257143	0.464286	0.373984	0.181818	
0.208333	0.25	0.311688	0.315789	
0.339286	0.411765	0.114286	0.173913	
0.0714286	0.461538	0.258993	0.409091	
0.342105	0.714286	0.121622	0.266667	
0.24	0.333333	0.230159	0.0689655	
0.207547	0	0.356164	0.190476	
0.205128	0.173913	0.185567	0.2	
0.178571	0.428571	0.176471	0.25	
0.0425532	0.454545	0.198718	0.172414	
0.470588	0.166667	0.25	0.193548	
0.148148	0.307692	0.243421	0.391304	
0.139535	0	0.202703	0.105263	
0.181818	0	0.232143	0.26087	
0.179487	0.428571	0.174497	0.12	
0.256757	0	0.202454	0.216216	
0.142857	0.7	0.238095	0.0625	
0.238095	0.285714	0.188406	0.0769231	
0.272727	0.4	0.320611	0.235294	
0.21875	0.388889	0.219178	0.269231	
0.333333	0.448276	0.302326	0.172414	
0.345455	0	0.160584	0.5	
0.404255	0.277778	0.0930233	0.263158	
0.0465116	0.307692	0.247619	0.227273	
0.0909091	0.142857	0.248366	0.166667	
0.0645161	0.375	0.226027	0.444444	
0.130435	0.153846	0.230159	0.190476	
0.2	0.2	0.234694	0	
0.162791	0	0.255474	0	
0.548387	0.176471	0.180451	0.3	
0.142857	0.125	0.379518	0.368421	
0.15625	0.222222	0.237705	0.25	
0.184211	0	0.281481	0.181818	
0.35	0.225806	0.464	0.117647	
0.194444	0.5	0.136054	0.363636	
0.225806	0.230769	0.293706	0.291667	
0.321429	0	0.243697	0.444444	
0.0909091	0.4	0.239264	0.108108	
0.225	0.4	0.166667	0	
0.16	0.4	0.118056	0.1	
0.296296	0.545455	0.194915	0.36	
0.348837	0.181818	0.213675	0.105263	
0.333333	0.666667	0.189189	0.205882	
0.222222	0.454545	0.191617	0.407407	
0.214286	0.238095	0.213592	0.129032	
0.25641	0.227273	0.229299	0.25	
0.0689655	0.266667	0.180952	0.222222	
0.2	0.25	0.261682	0.32	
0.294118	0.533333	0.120805	0.307692	
0.234043	0.444444	0.211864	0.0740741	
0.0666667	0.357143	0.160377	0.193548	
0.208333	0	0.227273	0.0869565	
0.348837	0	0.226415	0.266667	
0.108108	0.4375	0.198529	0.2	
0.275862	0.4	0.238806	0.0606061	
0.145833	0.3	0.178571	0.1875	
0.148936	0.444444	0.209677	0.166667	
0.2	0	0.232558	0.421053	
0.283019	0	0.207207	0.269231	
0.147541	0	0.266667	0.1	
0.222222	0.388889	0.266667	0.36	
0.0882353	0.4	0.254098	0.166667	
0.0625	0.2	0.132353	0.151515	
0.135135	0	0.284314	0.307692	
0.333333	0.393939	0.289017	0.304348	
0.25	0.181818	0.367347	0.125	
0.272727	0.266667	0.203883	0.28	
0.380952	0	0.29	0.272727	
0.2	0.388889	0.180952	0.08	
0.0857143	0.571429	0.327044	0.28125	
0.233333	0.125	0.251748	0.285714	
0.309091	0	0.121429	0.363636	
0.16	0	0.288732	0.5	
0.377778	0.5	0.132743	0.291667	
0.0851064	0.230769	0.25	0.178571	
0.193548	0.384615	0.194118	0.323529	
0.195122	0.5	0.292208	0.264706	
0.238095	0	0.143836	0.184211	
0.12766	0.666667	0.161538	0.0833333	
0.233333	0.419355	0.252427	0.16	
0.28125	0.291667	0.126316	0.222222	
0.232558	0.272727	0.213873	0.2	
0.34375	0.166667	0.278146	0.111111	
0.0869565	0	0.304348	0.428571	
0.217391	0.4	0.322581	0.263158	
0.365854	0.714286	0.252033	0.333333	
0	0	0.2	0.222222	
0.266667	0	0.3	0.16	
0.1875	0.4	0.241135	0.117647	
0.2	0.416667	0.129252	0.5	
0.0930233	0.222222	0.251908	0.232558	
0.411765	0.555556	0.243902	0	
0.159091	0	0.239766	0.142857	
0.189189	0.5	0.233083	0.666667	
0.186047	0.3125	0.31746	0.153846	
0.0789474	0.357143	0.21374	0.235294	
0.219512	0.347826	0.198529	0.304348	
0.111111	0.25	0.148515	0.2	
0	0.133333	0.246914	0.148148	
0.0444444	0.428571	0.19697	0.235294	
0.244898	0.6	0.295775	0.346154	
0.314815	0.413793	0.360902	0.321429	
0.0714286	0.3	0.0769231	0.105263	
0.26087	0.25	0.176471	0.285714	
0	0.409091	0.17757	0.142857	
0.375	0.333333	0.195489	0.305556	
0.305556	0.470588	0.168	0.210526	
0.214286	0.235294	0.393617	0.444444	
0.166667	0.454545	0.192661	0.357143	
0.0952381	0.5	0.322581	0.3	
0.238095	0	0.347107	0	
0.25	0.7	0.168317	0.434783	
0.333333	0	0.206897	0.133333	
0.153846	0.25	0.225	0.230769	
0.4	0.714286	0.219178	0.28	
0.25	0	0.163793	0.37037	
0.125	0	0.304762	0.166667	
0.169811	0.611111	0.287356	0.272727	
0.111111	0.210526	0.340909	0.133333	
0.138462	0.454545	0.247312	0.272727	
0.2	0.333333	0.21374	0.105263	
0.190476	0.444444	0.176991	0.192308	
0.115385	0	0.178295	0.421053	
0.22449	0.133333	0.182609	0.3	
0.2	0.166667	0.185185	0.137931	
0	0.625	0.285714	0.222222	
0.142857	0.153846	0.302326	0.0909091	
0.2	0.642857	0.11	0.4	
0.166667	0	0.325581	0.548387	
0.0833333	0.363636	0.191304	0.214286	
0.232558	0.375	0.239316	0	
0.1875	0.666667	0.232558	0.478261	
0.139535	1	0.208955	0.387097	
0.272727	0.4	0.228814	0.125	
0.136364	0	0.215517	0.259259	
0	0.45	0.213793	0.148148	
0.205128	0	0.309353	0.26087	
0.0487805	0.75	0.214876	0.37037	
0.184211	0.636364	0.195122	0.210526	
0.26087	0.333333	0.204545	0.322581	
0.2	0.363636	0.0852713	0.117647	
0	0.416667	0.194915	0.25	
0.185185	0.285714	0.276596	0.277778	
0.170732	0	0.141667	0.142857	
0.1875	0.266667	0.318182	0.15625	
0	0.333333	0.186441	0.409091	
0.291667	0.5	0.185841	0.1875	
0.4	0.384615	0.245161	0.166667	
0.230769	0.181818	0.201613	0.1	
0.225806	0.25	0.201835	0.171429	
0.243243	0.470588	0.29661	0.214286	
0.111111	0.5	0.216	0.16	
0.195122	0.75	0.326316	0.3	
0.307692	0.222222	0.114035	0.235294	
0.0806452	0.235294	0.144231	0.310345	
0.3	0.423077	0.337209	0.32	
0.152174	0	0.1875	0.133333	
0.166667	0.222222	0.287582	0.258065	
0.0444444	0.153846	0.241135	0.48	
0.0625	0.5	0.251852	0.214286	
0.216216	0.222222	0.190476	0.37037	
0.121212	0.333333	0.225564	0.1	
0.162791	0.657143	0.232877	0.5	
0.162791	0.666667	0.299145	0.190476	
0.229508	na	0.273973	0.125	
0.211538	0.375	0.210884	0.347826	
0.1875	0.25	0.242604	0.15	
0.139535	0	0.252101	0.0833333	
0.25	0.6	0.304636	0	
0.407407	0	0.234375	0.225806	
0.162162	0.75	0.2625	0.3125	
0.232558	0	0.2	0.227273	
0	0.384615	0.267241	0.1875	
0.151515	0.3	0.186047	0.357143	
0.127273	0.533333	0.242424	0	
0.0377358	0.333333	0.121951	0.117647	
0.107143	0.25	0.183099	0.517241	
0.290323	0	0.276423	0.190476	
0.235294	0.586207	0.216216	0.0714286	
0.192308	0.529412	0.46875	0.208333	
0.238095	0.25	0.162304	0.205882	
0.375	0.416667	0.26087	0.0606061	
0.15	0.333333	0.268456	0	
0.131579	0.411765	0.253521	0.25	
0.173077	0.588235	0.33913	0.315789	
0.310345	0.75	0.216418	0.179487	
0.403509	0	0.11039	0	
0.264151	0.4	0.153061	0.230769	
0.317073	0.125	0.217742	0.26087	
0.269231	0	0.15873	0.259259	
0.176471	0.176471	0.232143	0.375	
0.0833333	0	0.192771	0.206897	
0.288889	0.333333	0.153846	0.210526	
0.257143	0.6	0.191489	0.136364	
0.0571429	0.315789	0.156028	0.384615	
0.441176	0	0.244898	0.235294	
0.214286	0.545455	0.198413	0.275862	
0.258065	0.2	0.201923	0.26087	
0.142857	0.4	0.227273	0.0645161	
0.205128	na	0.173554	0.117647	
0	0.6	0.293706	0.1875	
0.290323	0.117647	0.248677	0.181818	
0.173913	0.3125	0.162791	0.111111	
0.307692	0.375	0.239437	0.0588235	
0.0571429	0	0.194631	0.222222	
0.0645161	0.181818	0.255639	0.206897	
0.272727	0	0.234783	0.272727	
0.212121	0.172414	0.373737	0	
0.238095	0	0.296053	0.315789	
0	0	0.368	0.304348	
0.151515	0.388889	0.188312	0.216216	
0.307692	0.714286	0.226744	0.285714	
0	0.25	0.246154	0.413793	
0	0.5625	0.264286	0.0869565	
0.0952381	0.272727	0.258503	0	
0.25	0.777778	0.144068	0.375	
0.272727	0.333333	0.339623	0.136364	
0.222222	0.428571	0.342282	0.315789	
0.25	0.333333	0.186813	0.296296	
0.266667	0	0.113043	0.375	
0.1875	0	0.282051	0.517241	
0.254902	0.2	0.298387	0.25	
0.25	0.35	0.378788	0.105263	
0.242424	0.181818	0.11465	0.242424	
0.0571429	0.318182	0.277778	0.222222	
0.269231	0.25	0.226562	0.307692	
0.0333333	0	0.124088	0.170732	
0.196721	0.333333	0.23622	0.25	
0.21875	0.52381	0.198198	0.1	
0.212121	0.5	0.25	0.25	
0.111111	0.166667	0.233333	0.129032	
0.47619	0.8	0.201681	0.193548	
0.257143	0.461538	0.107143	0.346154	
0.214286	0.324324	0.207407	0.173913	
0.297872	0.142857	0.233577	0	
0.157895	0.0833333	0.19708	0.272727	
0.208333	0.285714	0.175573	0.222222	
0.307692	0	0.335294	0.115385	
0.317073	0.285714	0.176471	0.173913	
0.16	0.612903	0.207143	0.318182	
0.156863	0.342857	0.304348	0.444444	
0.179487	0.333333	0.173228	0.173913	
0.153846	0.444444	0.150376	0.230769	
0.209302	0.4	0.177632	0.30303	
0.5	0.444444	0.15	0.411765	
0.38	0.692308	0.213592	0.294118	
0.184211	0.375	0.236842	0.40625	
0.157895	0.153846	0.292683	0.315789	
0.111111	0.2	0.191781	0.448276	
0.156863	0.416667	0.218487	0.125	
0.222222	0.571429	0.267081	0.233333	
0.344828	0.357143	0.203883	0.428571	
0.176471	0.6	0.311927	0.259259	
0.266667	0.181818	0.220126	0.424242	
0.265306	0	0.172932	0	
0.173077	0.5	0.244094	0.181818	
0.0571429	0.3	0.224719	0.25	
0.368421	0	0.160305	0.0833333	
0.206897	0	0.306122	0.222222	
0.296296	0.333333	0.304878	0.173913	
0.114286	0.466667	0.153846	0.0606061	
0.111111	0.625	0.258929	0.2	
0.176471	0.230769	0.128	0.538462	
0.27027	0	0.127273	0.392857	
0.269231	0.333333	0.320896	0.478261	
0.0833333	0.565217	0.122951	0	
0.222222	0.222222	0.313253	0.117647	
0.113636	0.117647	0.230159	0.304348	
0.190476	0	0.324503	0.133333	
0.269231	0.285714	0.197802	0.166667	
0.3	0.230769	0.243243	0.142857	
0.131579	0.333333	0.273504	0.216216	
0.340426	0.8	0.322222	0.142857	
0.138889	0.318182	0.214286	0.117647	
0.37931	0.391304	0.195402	0.275862	
0.108108	0.347826	0.18018	0.2	
0.206897	0.4	0.186567	0.0833333	
0.205882	0.307692	0.153153	0	
0.243902	0.5	0.407692	0.0666667	
0.230769	0.571429	0.141732	0.424242	
0.135135	0.333333	0.246269	0.294118	
0.3	0.375	0.173228	0.4	
0.0625	0.580645	0.208791	0.25	
0.232558	0.466667	0.238806	0.357143	
0.25	0.333333	0.218391	0.166667	
0.16129	0.217391	0.231343	0.0740741	
0.238095	0.176471	0.3125	0.5	
0.115385	0.2	0.184615	0.384615	
0.159091	0.444444	0.271186	0.473684	
0.346154	0.333333	0.218045	0.16	
0.142857	0.727273	0.268116	0.315789	
0.333333	0.117647	0.16129	0	
0.25	0.625	0.246377	0.153846	
0.27451	0.176471	0.244898	0.105263	
0.178571	0.421053	0.180328	0.181818	
0.125	0.214286	0.294118	0.111111	
0.275	0.2	0.205882	0.178571	
0.116279	0.363636	0.260163	0.190476	
0.191489	0.25	0.333333	0.212121	
0.307692	0.642857	0.210084	0.0857143	
0.242424	0	0.300813	0.105263	
0.294118	0.2	0.296875	0.0645161	
0.103448	0.4	0.0984848	0.277778	
0.142857	0.777778	0.13	0.28	
0.361702	0.333333	0.195489	0.181818	
0.105263	0.5	0.173913	0.357143	
0.108108	0.347826	0.228188	0.3125	
0.097561	0.333333	0.215827	0.153846	
0.27027	0.407407	0.27551	0.263158	
0.28125	0	0.253165	0.263158	
0.0645161	0.6	0.284483	0.285714	
0.180328	0.5	0.223214	0.181818	
0.125	0.222222	0.277778	0.210526	
0.142857	0.333333	0.161017	0.416667	
0.232558	0.533333	0.2	0.12	
0.245614	0.416667	0.182609	0.225806	
0.354167	0.333333	0.222222	0.48	
0	0.333333	0.178295	0.125	
0.27027	0.153846	0.186275	0.25	
0.0789474	0	0.266667	0.451613	
0.121212	0.434783	0.159091	0.190476	
0.48	0.153846	0.275862	0.392857	
0.272727	0.4	0.117021	0.266667	
0.317073	0	0.158333	0.25	
0.263158	0.888889	0.25641	0.2	
0.211538	0.285714	0.11811	0.133333	
0.181818	0.388889	0.213793	0.192308	
0.2	0	0.19403	0.25	
0.243902	0.384615	0.165563	0.321429	
0.0869565	0.727273	0.131387	0.235294	
0.170732	0.45	0.280576	0.210526	
0.139535	0.5	0.257812	0.304348	
0.179487	0.285714	0.315385	0.210526	
0.0714286	0.25	0.242188	0.2	
0.181818	0.272727	0.215686	0	
0.25	0	0.21	0.238095	
0.0487805	0.285714	0.269231	0.178571	
0.219512	0.5	0.310976	0.257143	
0.369565	0.272727	0.31677	0.263158	
0.146341	0.611111	0.323529	0.108108	
0.12766	0	0.265625	0.208333	
0.210526	0.545455	0.267606	0.34375	
0.205128	0.5	0.197183	0.136364	
0.522727	0.4	0.313433	0.333333	
0.0930233	0.636364	0.226277	0.0689655	
0.102564	0.285714	0.212121	0.26087	
0.222222	0.166667	0.43609	0.25	
0.351351	0.25	0.123288	0.473684	
0.205882	0	0.273504	0.25	
0	0.307692	0.171642	0.388889	
0.41791	0.470588	0.2	0.310345	
0.101695	0.125	0.130841	0.375	
0.292683	0.625	0.229299	0.2	
0.131579	0	0.358108	0.233333	
0.153846	0.153846	0.140625	0.0833333	
0.16129	0.461538	0.233083	0.212121	
0.238095	0.2	0.154362	0.0952381	
0.102564	0.4375	0.278146	0	
0.340426	0.857143	0.333333	0.2	
0.264706	0.6	0.260563	0.277778	
0.102564	0.380952	0.17931	0.25	
0.175439	0.714286	0.223022	0.257143	
0.2	0.176471	0.143885	0.214286	
0.377778	0	0.327103	0.416667	
0.288462	0.333333	0.318182	0	
0	0	0.179775	0.205882	
0.230769	0.333333	0.291391	0.413793	
0.255319	0	0.136752	0.142857	
0.27451	0.307692	0.267123	0.275862	
0.4	0.25	0.141667	0.0769231	
0.392157	0.194444	0.116667	0.285714	
0.0606061	0.413793	0.342466	0.0769231	
0.15	0.285714	0.160305	0.263158	
0.1	0.583333	0.182482	0.448276	
0.185185	0	0.261905	0.363636	
0.219512	0	0.196429	0.15625	
0.0869565	0.307692	0.17931	0.0869565	
0.216216	0.479167	0.277311	0.0909091	
0.317073	0.142857	0.177419	0.2	
0.185185	0.166667	0.137097	0.315789	
0	0.666667	0.214953	0.263158	
0.0877193	0.894737	0.289216	0.142857	
0.125	0.333333	0.331034	0.142857	
0.285714	0	0.248366	0.407407	
0.348837	0	0.23741	0.0869565	
0.25	0.636364	0.20625	0.28125	
0.194444	0.62963	0.241379	0.352941	
0.155556	0.333333	0.302752	0.193548	
0.333333	0.375	0.311594	0	
0.204545	0.878788	0.170068	0.117647	
0.25	0.461538	0.281481	0.222222	
0.162162	0.294118	0.293333	0.34375	
0.382353	0.176471	0.230216	0.173913	
0.348837	0.166667	0.149068	0.333333	
0.333333	0.666667	0.144	0.5	
0.225	0.285714	0.25	0.32	
0.37037	0.285714	0.208955	0.0833333	
0	0.2	0.323741	0.277778	
0.456522	0.461538	0.186813	0.294118	
0.102564	0.615385	0.1875	0.304348	
0.259259	0.166667	0.268116	0.206897	
0.210526	0.333333	0.228346	0.290323	
0.263158	0.47619	0.272	0.217391	
0.266667	0.315789	0.186207	0.0909091	
0.192308	0.2	0.225352	0.333333	
0.291667	0.3	0.145038	0.291667	
0.146341	0.2	0.142857	0.3	
0.264151	0.176471	0.27	0.115385	
0.125	0.36	0.165217	0.275862	
0.108696	0.470588	0.270833	0.423077	
0.1875	0.464286	0.182482	0.115385	
0.0769231	0.454545	0.214286	0.555556	
0.133333	0.315789	0.222222	0.296296	
0.230769	0.461538	0.205882	0.28	
0.0625	0.272727	0.214286	0.105263	
0.142857	0.5	0.230769	0.131579	
0.219512	0.333333	0.238938	0	
0.147059	0.333333	0.168	0	
0.27027	0.692308	0.2	0.153846	
0.3125	0.333333	0.183432	0.1	
0.40625	0.142857	0.155039	0.454545	
0.258065	0.225806	0.265152	0.181818	
0.384615	0	0.361111	0.115385	
0.121212	0.157895	0.191919	0.392857	
0.285714	0	0.184932	0.25	
0.456522	0.666667	0.201258	0.333333	
0.108108	0.294118	0.218978	0.16	
0.258065	0.363636	0.214765	0.166667	
0.0540541	0.444444	0.159292	0.305556	
0.326531	0.5	0.274074	0	
0.097561	0	0.221477	0.166667	
0.2	0.5	0.190141	0.28125	
0.178571	0.740741	0.123188	0.28	
0.12766	0.181818	0.306667	0.466667	
0.269231	0.4	0.226804	0.125	
0.0491803	0.266667	0.213115	0.142857	
0.0769231	0.461538	0.245902	0.391304	
0.1	0	0.230769	0.384615	
0.15625	0.166667	0.20438	0	
0.2	0.571429	0.231884	0.166667	
0.324324	0	0.286713	0.242424	
0.181818	0	0.244048	0.428571	
0.327273	0.176471	0.194444	0.428571	
0.24	0.352941	0.271429	0.347826	
0.21875	0	0.255172	0.464286	
0.0740741	0.8	0.306306	0	
0.291667	0.666667	0.102273	0.37931	
0.0909091	0.130435	0.307692	0.173913	
0.186047	0.2	0.355072	0.304348	
0.486486	0.48	0.131579	0.464286	
0.193548	0.333333	0.251969	0	
0.105263	0.862069	0.183908	0.0909091	
0.333333	0.285714	0.212121	0.5	
0.130435	0.25	0.246032	0.285714	
0.24	0.444444	0.303704	0.222222	
0.229167	0.458333	0.132075	0.2	
0.33871	0.714286	0.198347	0.25	
0.151515	0.333333	0.233577	0.0689655	
0.131579	0.384615	0.304348	0.205128	
0.125	0.666667	0.213793	0.2	
0.325	0.315789	0.184874	0.352941	
0.166667	0	0.192593	0.142857	
0.0909091	0.333333	0.25	0.25641	
0.409091	0.4	0.282051	0.28	
0.0869565	0.266667	0.23125	0.222222	
0.097561	0.5	0.221154	0.333333	
0.181818	0.2	0.176923	0.173913	
0.139535	0.333333	0.207547	0.0740741	
0.292683	0.588235	0.213836	0.190476	
0.153846	0.428571	0.239437	0	
0.0555556	0.25	0.315789	0.26087	
0.227273	0	0.0776699	0.264706	
0.121951	0.117647	0.252101	0.236842	
0.176471	0.6	0.166667	0.219512	
0.297872	0.277778	0.232558	0.285714	
0.105263	0.352941	0.228395	0.206897	
0.1	0.304348	0.247126	0.130435	
0.1875	0.444444	0.32381	0.214286	
0.105263	0.4	0.171171	0.411765	
0.0434783	0.25	0.364486	0.166667	
0.333333	0.384615	0.196581	0.296296	
0.34	0.470588	0.181818	0.2	
0.366667	0.454545	0.2	0.125	
0.241379	0.4	0.219355	0.181818	
0.270833	0.52381	0.270492	0.571429	
0.245902	0	0.146789	0.285714	
0.129032	0.666667	0.414815	0	
0.314286	0.275862	0.283784	0.125	
0.137931	0.333333	0.193548	0.5	
0.152542	0.375	0.333333	0.148148	
0.291667	0	0.169492	0.347826	
0.272727	0.266667	0.165217	0.363636	
0.210526	0.352941	0.195652	0.296296	
0.292683	0.2	0.323944	0.333333	
0.333333	0.318182	0.221429	0.0769231	
0.369565	0.660714	0.158416	0.111111	
0.341463	0	0.233083	0	
0.166667	na	0.27027	0.272727	
0.148936	0.5	0.229508	0	
0.269841	0.333333	0.141414	0.181818	
0.477273	0.5	0.2	0.478261	
0.236842	0.214286	0.265432	0.27027	
0.189189	0.5	0.196203	0.285714	
0.294118	0.133333	0.330097	0.0909091	
0.392857	0.25	0.186047	0.5	
0.142857	0.555556	0.195312	0.206897	
0.122807	0.363636	0.300654	0.296296	
0.234043	0.2	0.253425	0	
0.466667	0.36	0.30625	0.3	
0.1	0	0.226562	0.176471	
0	0.333333	0.284024	0.2	
0.133333	0.454545	0.251701	0.24	
0.219512	0.357143	0.184874	0	
0.111111	0.363636	0.145	0.35	
0.133333	0.352941	0.312	0.347826	
0.113208	0	0.275641	0.192308	
0.230769	0	0.247525	0.192308	
0.240741	0.527778	0.192053	0.411765	
0.173077	0.2	0.174757	0.285714	
0.121212	0.25	0.196429	0.0833333	
0.189655	0.411765	0.241379	0.214286	
0.211538	0.470588	0.227586	0.0645161	
0.193548	0	0.290541	0.0952381	
0.0444444	0	0.0865385	0.333333	
0.111111	0.75	0.211921	0.133333	
0.0952381	0.294118	0.153846	0.208333	
0.272727	0.5	0.256881	0.117647	
0.22449	0.222222	0.186992	0.25	
0.277778	0.285714	0.183333	0.0689655	
0.0882353	0.538462	0.261146	0.263158	
0.408163	0.5	0.284404	0.222222	
0.230769	0.388889	0.286822	0.204545	
0.301887	0.444444	0.251701	0.242424	
0.361702	0.411765	0.241667	0.346154	
0.53125	0.315789	0.207547	0.310345	
0.0571429	0.6	0.208861	0.222222	
0.206897	0.227273	0.295652	0.208333	
0.25	0.285714	0.311475	0.148148	
0.305556	0.222222	0.189873	0.105263	
0.175	0	0.142857	0.235294	
0.306122	0.411765	0.219512	0.181818	
0.23913	0	0.229167	0.421053	
0.230769	0.111111	0.245399	0.333333	
0.05	0.222222	0.08	0.0740741	
0.205882	0.111111	0.235294	0.481481	
0.178571	0.384615	0.229008	0.333333	
0.137931	0	0.211679	0.102564	
0	0.583333	0.206612	0.115385	
0.105263	0.428571	0.212766	0.225806	
0.190476	0.333333	0.356164	0.16	
0.162791	0	0.246988	0.214286	
0.179487	0.333333	0.107527	0.485714	
0.236842	0	0.26875	0.285714	
0.30303	0.222222	0.251799	0.105263	
0.117647	0.222222	0.123894	0.285714	
0.232558	0.307692	0.218182	0.346154	
0.238095	0.2	0.195489	0.0769231	
0.170213	0.333333	0.106383	0.2	
0.0851064	0	0.18797	0.3	
0.148148	0.3125	0.148438	0.444444	
0.414634	0.222222	0.256	0.0714286	
0.195122	0.304348	0.116667	0.0714286	
0.142857	0	0.253623	0.0625	
0.214286	0.210526	0.167702	0.142857	
0.171429	0.285714	0.155738	0.178571	
0.212121	0.222222	0.121739	0.16	
0.416667	0.631579	0.169643	0.352941	
0.225	0.428571	0.206186	0.310345	
0.121212	0.3	0.256198	0.136364	
0.227273	0.5	0.209877	0.5	
0.26087	0.545455	0.304636	0.25	
0.236842	0.166667	0.247312	0.148148	
0.304348	0.0714286	0.19697	0.315789	
0	0.411765	0.243902	0.153846	
0.0909091	0.181818	0.253333	0.148148	
0.166667	0.25	0.348214	0	
0.228571	0.416667	0.25641	0.378378	
0.148148	0.777778	0.218182	0.434783	
0.234375	0	0.234899	0.392857	
0.354839	0.666667	0.247863	0.25	
0.0526316	0.222222	0.213235	0.290323	
0	0	0.248366	0.0769231	
0.162791	0.125	0.272727	0.192308	
0.263158	0.352941	0.293233	0.173913	
0.324324	0.5625	0.204918	0.2	
0.22449	0.818182	0.202703	0.26087	
0.146341	0.238095	0.204724	0.181818	
0.185185	0.2	0.272189	0.178571	
0.113636	0.388889	0.226994	0.111111	
0.217391	0.222222	0.25	0.16	
0.116279	0.222222	0.153846	0.464286	
0.333333	0	0.195804	0.37037	
0.175	0.285714	0.295238	0.4375	
0.314286	0.611111	0.221374	0.5	
0.162162	0.4	0.256637	0.466667	
0.157895	0.384615	0.181818	0.24	
0.382353	0.333333	0.253623	0.166667	
0.2	0	0.210884	0.3	
0.135135	0	0.140625	0.25	
