thetaWatt[0]	thetaWatt[1]	thetaWatt[2]	thetaWatt[3]	
10.6016	6.71623	43.1139	4.63595	
8.83469	4.9488	32.6702	9.2719	
8.32985	6.36274	30.7957	8.27848	
6.05808	6.71623	29.9923	5.62937	
10.0968	4.9488	25.9755	9.60304	
8.32985	7.06972	32.4024	7.28506	
11.1065	7.77669	43.3817	16.557	
11.6113	3.88834	40.4361	5.29823	
9.59195	6.36274	24.9043	8.94076	
11.6113	9.8976	35.3481	6.29165	
12.3686	6.00926	32.938	8.60962	
11.1065	3.88834	40.1683	8.94076	
9.08711	2.82789	29.9923	8.94076	
8.83469	4.24183	31.3312	12.2522	
6.81534	3.18137	29.4567	7.6162	
16.1549	0.706972	39.9005	9.2719	
7.82501	1.06046	31.3312	5.29823	
9.59195	3.18137	36.4192	10.2653	
8.83469	2.4744	40.9716	8.60962	
10.8541	5.65577	29.4567	8.60962	
4.79598	6.00926	35.6159	7.6162	
9.33953	5.65577	32.6702	6.62279	
12.3686	3.88834	39.6327	7.6162	
10.3492	7.4232	34.0091	10.9276	
6.81534	3.53486	45.2562	9.2719	
11.1065	6.36274	43.6495	11.921	
11.6113	3.18137	44.9885	8.27848	
10.8541	3.18137	27.85	9.2719	
6.81534	2.12091	38.2937	8.94076	
10.0968	2.4744	28.1178	10.5965	
8.83469	12.7255	35.0803	11.2587	
9.33953	1.76743	30.2601	9.93418	
14.3879	4.59531	35.3481	8.27848	
8.58227	3.18137	36.9548	7.94734	
11.3589	7.06972	39.3649	9.93418	
9.33953	2.82789	34.2769	9.2719	
11.1065	6.71623	52.2187	7.94734	
10.0968	2.82789	33.4736	4.63595	
12.3686	3.18137	35.8836	9.93418	
7.5726	3.18137	38.2937	8.94076	
14.8928	4.9488	36.1514	5.96051	
10.0968	4.24183	34.0091	5.62937	
8.58227	2.12091	40.7038	10.2653	
7.82501	7.77669	38.5615	6.95392	
10.0968	1.76743	49.5409	8.94076	
12.1162	13.7859	24.9043	11.921	
5.55324	9.8976	39.0971	7.94734	
11.3589	4.59531	37.7582	8.27848	
10.6016	9.8976	38.026	7.28506	
8.83469	4.9488	27.5822	5.29823	
9.84437	6.36274	36.1514	5.96051	
9.59195	2.82789	42.3106	10.2653	
9.59195	4.59531	31.8668	9.60304	
8.07743	5.65577	42.5784	9.2719	
7.32018	7.06972	33.4736	10.5965	
8.32985	6.71623	25.9755	8.27848	
12.8734	9.54412	33.2058	6.29165	
6.81534	8.83714	36.687	3.97367	
12.621	6.71623	40.4361	8.60962	
9.84437	4.24183	34.8125	9.2719	
14.3879	1.41394	26.5111	5.62937	
10.0968	4.24183	43.9173	11.5899	
13.1258	3.18137	39.3649	8.94076	
7.06776	2.82789	36.687	11.2587	
11.3589	2.82789	51.6832	7.94734	
8.58227	4.24183	39.6327	5.62937	
10.6016	6.71623	36.4192	9.93418	
16.6597	4.24183	41.775	6.62279	
11.3589	7.06972	33.2058	8.60962	
10.3492	2.82789	21.1553	5.96051	
5.30082	4.24183	34.0091	6.62279	
12.8734	4.59531	31.3312	7.28506	
14.3879	7.4232	40.4361	15.8947	
7.32018	2.82789	31.3312	9.93418	
7.82501	4.9488	37.4904	6.29165	
12.1162	10.2511	33.4736	7.28506	
10.6016	4.9488	36.1514	7.28506	
12.621	7.06972	21.1553	5.29823	
8.58227	6.00926	35.8836	14.239	
9.59195	4.59531	31.0635	8.27848	
9.59195	5.30229	34.5447	7.6162	
9.33953	4.24183	36.687	11.2587	
14.3879	3.18137	35.6159	8.60962	
5.30082	14.4929	42.5784	7.6162	
10.3492	5.30229	37.4904	7.6162	
14.3879	2.12091	36.1514	11.2587	
8.58227	2.12091	32.1346	6.62279	
12.3686	2.82789	44.1851	6.62279	
8.58227	8.83714	34.8125	7.6162	
11.3589	4.59531	33.2058	7.6162	
7.32018	4.24183	40.9716	4.96709	
9.08711	8.13017	46.0596	11.2587	
11.3589	4.59531	38.2937	9.2719	
8.07743	5.30229	34.5447	7.94734	
8.58227	6.71623	29.4567	9.2719	
9.59195	4.59531	26.2433	6.62279	
10.6016	7.4232	40.4361	5.96051	
11.3589	3.88834	36.9548	7.94734	
8.83469	5.30229	31.8668	10.5965	
8.07743	4.9488	33.7413	11.921	
8.32985	6.71623	30.2601	8.27848	
9.84437	8.13017	38.2937	8.94076	
6.56292	2.4744	29.4567	8.27848	
8.32985	6.36274	33.7413	11.921	
8.83469	10.9581	22.2264	9.93418	
9.08711	13.079	46.0596	6.29165	
8.58227	8.83714	43.9173	9.60304	
10.0968	5.30229	29.4567	8.27848	
5.55324	1.06046	37.4904	6.95392	
6.3105	3.18137	46.5952	7.94734	
13.6307	1.76743	33.4736	7.94734	
9.84437	3.18137	33.4736	13.9078	
11.6113	4.9488	27.5822	7.6162	
13.8831	2.12091	41.775	9.2719	
8.32985	3.88834	37.7582	7.94734	
7.06776	2.4744	35.0803	7.28506	
13.8831	3.18137	45.524	6.95392	
11.1065	3.88834	37.7582	5.62937	
13.8831	6.71623	44.7207	5.96051	
6.05808	4.24183	36.4192	10.2653	
6.05808	5.30229	42.0428	9.2719	
8.83469	5.30229	27.5822	6.95392	
10.3492	11.665	39.6327	8.27848	
5.0484	7.77669	29.1889	13.9078	
10.3492	2.12091	36.687	8.27848	
14.8928	4.59531	32.4024	6.29165	
7.82501	3.88834	51.1476	8.94076	
11.3589	4.9488	30.7957	6.62279	
19.4363	1.41394	35.0803	8.94076	
10.3492	1.76743	33.4736	6.29165	
9.08711	5.30229	28.9211	9.93418	
7.32018	7.77669	31.0635	8.60962	
12.621	4.9488	27.5822	10.2653	
7.06776	2.12091	35.8836	5.96051	
10.8541	6.00926	27.3144	8.94076	
10.3492	3.18137	31.8668	8.60962	
5.30082	1.06046	40.1683	11.921	
9.59195	2.4744	27.85	5.96051	
9.84437	6.00926	35.8836	7.28506	
9.08711	8.83714	27.5822	5.62937	
14.1355	4.59531	36.687	5.29823	
9.84437	8.13017	39.0971	9.93418	
10.8541	2.82789	32.4024	10.9276	
8.32985	5.30229	35.0803	9.60304	
10.3492	3.53486	36.9548	7.6162	
11.8637	7.06972	36.9548	8.60962	
8.32985	2.4744	35.6159	4.63595	
13.6307	4.24183	35.8836	8.60962	
9.84437	6.36274	24.9043	5.96051	
8.58227	7.06972	49.8086	8.27848	
11.3589	3.53486	42.3106	8.27848	
15.1452	3.18137	30.2601	11.2587	
8.58227	4.24183	27.5822	5.29823	
13.3783	6.71623	37.4904	6.62279	
11.1065	4.24183	30.2601	7.94734	
14.8928	2.4744	51.951	7.94734	
9.08711	2.82789	30.2601	11.5899	
10.6016	1.76743	32.4024	9.60304	
14.8928	5.65577	31.8668	12.2522	
8.58227	4.9488	41.2394	5.62937	
8.32985	6.00926	41.775	6.62279	
9.84437	10.9581	31.0635	6.29165	
11.8637	6.00926	33.4736	6.29165	
6.81534	3.88834	28.1178	8.27848	
12.3686	4.9488	39.6327	8.60962	
7.5726	4.9488	28.6534	7.6162	
15.9024	7.77669	27.0466	7.28506	
11.6113	1.76743	31.3312	7.94734	
12.1162	8.83714	31.0635	7.28506	
8.07743	8.13017	34.5447	8.60962	
12.3686	7.77669	30.2601	7.28506	
9.59195	2.82789	32.6702	3.64253	
8.83469	1.41394	46.3274	7.94734	
6.81534	4.24183	45.2562	6.95392	
8.07743	9.19063	38.2937	8.27848	
9.33953	2.12091	38.5615	6.62279	
11.3589	4.24183	43.1139	11.921	
10.0968	2.12091	25.7077	12.2522	
12.621	3.88834	27.3144	7.6162	
10.3492	2.4744	32.938	5.29823	
12.3686	5.30229	35.0803	8.60962	
8.83469	4.9488	37.4904	12.9144	
6.56292	2.4744	38.8293	7.94734	
10.0968	6.71623	35.6159	9.93418	
14.8928	8.48366	48.4697	9.93418	
9.08711	6.71623	30.5279	5.62937	
8.07743	1.41394	35.3481	8.94076	
12.8734	1.41394	33.7413	10.2653	
9.59195	8.83714	37.2226	11.921	
10.6016	10.2511	41.2394	8.60962	
11.6113	7.06972	47.3985	7.94734	
13.8831	11.3115	31.3312	11.2587	
8.32985	7.06972	33.4736	10.2653	
13.3783	3.53486	37.7582	9.93418	
15.3976	3.88834	20.0841	7.6162	
8.07743	3.53486	32.1346	6.62279	
17.1645	9.54412	34.0091	8.27848	
9.59195	4.9488	31.3312	7.6162	
10.8541	6.71623	33.7413	7.28506	
9.59195	8.48366	34.8125	6.62279	
11.3589	2.82789	35.0803	13.2456	
8.07743	2.12091	36.9548	6.95392	
8.83469	1.76743	38.8293	9.2719	
6.56292	2.82789	29.4567	8.60962	
8.32985	6.71623	25.7077	8.27848	
8.83469	17.3208	32.6702	11.2587	
11.8637	7.06972	35.0803	10.2653	
11.1065	6.36274	34.0091	11.921	
5.55324	2.12091	28.1178	5.96051	
6.3105	3.18137	38.2937	11.921	
11.6113	7.77669	39.3649	6.62279	
7.06776	3.88834	36.4192	5.62937	
15.3976	5.65577	30.5279	9.60304	
12.1162	10.2511	30.2601	10.9276	
8.07743	9.8976	28.6534	8.27848	
9.59195	3.18137	31.3312	8.27848	
10.0968	3.53486	32.6702	6.95392	
12.3686	4.59531	28.1178	7.6162	
10.3492	6.00926	30.2601	7.6162	
8.58227	4.24183	45.2562	7.94734	
8.07743	6.36274	36.687	14.239	
11.6113	8.83714	40.4361	8.60962	
12.1162	1.76743	36.687	9.93418	
11.6113	7.77669	37.2226	9.93418	
8.58227	5.65577	32.4024	4.63595	
12.621	1.41394	33.2058	13.5767	
11.1065	4.59531	23.0298	8.94076	
8.58227	4.59531	27.3144	10.9276	
10.8541	1.41394	39.6327	7.6162	
5.80566	6.71623	27.85	14.5701	
9.08711	7.77669	42.8461	10.9276	
13.3783	7.77669	34.8125	5.29823	
10.0968	5.65577	47.6663	11.2587	
8.58227	4.24183	32.6702	5.96051	
7.32018	5.30229	41.5072	5.96051	
10.6016	3.88834	31.3312	8.27848	
11.6113	15.1999	38.2937	9.2719	
10.6016	5.65577	35.3481	14.239	
8.83469	3.53486	37.4904	5.29823	
13.1258	4.59531	34.0091	9.2719	
12.3686	8.48366	36.4192	7.6162	
12.621	4.59531	27.5822	8.94076	
10.8541	2.4744	52.2187	7.6162	
6.81534	9.54412	31.8668	8.27848	
9.33953	4.9488	38.026	5.62937	
13.8831	6.36274	42.3106	8.60962	
7.06776	7.06972	33.4736	9.60304	
11.3589	6.71623	24.6365	11.2587	
15.1452	2.4744	19.5486	11.2587	
8.58227	3.18137	25.7077	10.2653	
7.06776	4.24183	33.7413	7.6162	
6.81534	2.82789	36.1514	10.9276	
15.1452	5.65577	33.4736	9.2719	
12.1162	11.3115	42.5784	8.60962	
8.83469	5.30229	28.3856	6.62279	
10.6016	5.65577	27.3144	11.2587	
6.56292	3.53486	31.3312	11.921	
8.58227	4.59531	43.6495	8.60962	
13.8831	1.06046	27.0466	7.28506	
10.0968	3.53486	38.026	7.94734	
9.84437	3.88834	29.9923	8.94076	
13.1258	1.41394	31.599	9.60304	
10.6016	4.24183	35.6159	11.2587	
9.84437	4.24183	26.2433	12.2522	
13.8831	4.9488	32.6702	6.95392	
10.3492	3.88834	27.5822	11.2587	
12.1162	3.53486	42.5784	10.2653	
10.0968	3.53486	32.938	7.6162	
12.1162	3.18137	36.1514	6.95392	
12.1162	1.76743	30.7957	10.2653	
9.84437	8.83714	36.4192	9.2719	
13.1258	5.30229	37.4904	6.29165	
10.3492	7.4232	39.3649	11.5899	
13.1258	4.59531	37.7582	14.5701	
14.8928	4.9488	34.2769	9.2719	
9.33953	1.41394	37.2226	8.60962	
10.3492	4.24183	31.599	8.94076	
11.3589	4.24183	34.2769	6.62279	
9.59195	2.12091	34.0091	7.94734	
16.6597	9.8976	29.7245	10.2653	
7.32018	5.30229	38.8293	6.95392	
14.3879	3.18137	38.5615	12.5833	
8.83469	3.18137	38.026	7.28506	
12.8734	6.36274	41.775	6.29165	
13.6307	1.06046	36.9548	5.96051	
7.5726	4.24183	40.4361	9.60304	
8.07743	2.4744	44.4529	8.27848	
11.6113	2.4744	27.5822	7.6162	
7.5726	3.53486	26.7788	10.5965	
8.32985	5.30229	35.6159	8.94076	
9.84437	1.41394	32.1346	11.921	
9.08711	7.06972	43.6495	8.94076	
8.58227	3.88834	42.0428	6.62279	
9.59195	3.53486	32.1346	8.60962	
11.1065	3.18137	33.4736	12.2522	
9.59195	4.9488	36.4192	5.96051	
12.1162	5.65577	34.8125	7.6162	
6.56292	4.9488	26.5111	9.2719	
9.33953	1.41394	32.6702	6.62279	
7.06776	11.665	38.5615	6.95392	
10.3492	7.06972	25.9755	10.5965	
6.81534	7.06972	22.762	8.94076	
8.83469	7.77669	23.0298	7.6162	
12.1162	7.4232	40.1683	7.94734	
11.8637	2.4744	35.6159	8.60962	
12.1162	2.4744	40.7038	5.96051	
6.81534	1.76743	31.3312	13.2456	
12.621	4.24183	42.5784	6.95392	
14.1355	2.82789	40.1683	8.94076	
6.81534	5.30229	46.5952	10.2653	
14.3879	4.9488	31.599	8.27848	
9.84437	5.65577	31.599	7.94734	
12.621	2.4744	33.4736	7.94734	
10.6016	4.59531	35.6159	6.95392	
6.05808	4.59531	36.9548	4.96709	
8.58227	5.65577	39.0971	9.60304	
13.8831	2.82789	40.1683	5.96051	
9.84437	7.4232	39.3649	8.27848	
10.8541	5.65577	36.9548	6.29165	
11.1065	6.71623	30.2601	8.60962	
10.3492	4.24183	37.4904	9.2719	
9.84437	2.82789	39.6327	6.29165	
12.3686	6.36274	38.026	14.239	
8.07743	2.82789	35.3481	10.2653	
9.33953	1.76743	36.1514	8.27848	
14.3879	9.19063	35.8836	7.94734	
10.3492	6.00926	42.5784	8.94076	
15.3976	9.19063	31.8668	2.98025	
8.58227	5.30229	50.3442	9.2719	
15.3976	4.9488	33.7413	7.6162	
6.05808	1.76743	31.599	5.29823	
8.32985	2.4744	50.8798	8.60962	
11.1065	6.71623	26.2433	6.95392	
