thetaL[0]	thetaL[1]	thetaL[2]	thetaL[3]	
5.10345	0.888889	32.7826	6.09091	
8.2069	2.66667	30.2609	9.18182	
5.44828	9.11111	35.7391	7.27273	
10.4828	2.55556	43.6957	7	
5.55172	0.777778	32.1304	8.90909	
7.51724	9.44444	32	7.36364	
13.0345	1.77778	32.6522	7.90909	
14.6897	2.11111	26.0435	11.7273	
4.48276	8.11111	29.3478	4.45455	
6.62069	2.44444	41.3913	4.90909	
10.1724	1.66667	28.7391	6.72727	
7.2069	5.55556	41.2174	12	
3.37931	1.66667	23.7826	10.1818	
17.2414	4	25	8.81818	
17.1379	3.55556	43.9565	7.18182	
14.6897	4	28.5652	7.36364	
7.93103	5.44444	24.6522	12.5455	
13.1379	8.22222	36.3913	8.09091	
3	6.55556	31.7826	6.90909	
8.13793	14.4444	25.6957	5.09091	
13.8276	3.11111	23.3478	6.45455	
14.1379	11.5556	22.087	9.90909	
6.37931	11.5556	20.8261	9.27273	
11.4828	3.22222	25.7826	8.81818	
11	6	43.4783	8.81818	
10.4138	2.88889	40.8696	7.45455	
7.03448	3.66667	40.4348	10.0909	
8.44828	3.66667	27.2174	7.90909	
7.93103	6.55556	31.9565	6.27273	
10.4483	17.3333	42.3043	4.54545	
10.6552	11.8889	31.8696	7.45455	
16.2069	0.222222	38.9565	8.27273	
13.8621	4.66667	38.6087	9.72727	
13.5172	3	45.2174	6.36364	
8.2069	1.88889	32.3043	9	
13.6897	7.66667	43.6522	3.36364	
18.5517	0.333333	30.6087	11.5455	
7.72414	0.555556	44.4783	6.72727	
12.6897	2.77778	27.1739	8.90909	
4.86207	8.11111	30.8261	10.2727	
6.68966	6.55556	33.4348	8	
13.4483	7.11111	25.0435	4.36364	
11.8966	3.11111	25.3478	5.90909	
6.48276	3.55556	38.8696	11.5455	
10.6897	1.77778	36.3478	7.18182	
3.58621	14	27.8261	8.63636	
15.3793	15.3333	31.7391	9.63636	
15.3103	1.77778	51.087	10.9091	
11.9655	4.11111	41.8261	11.8182	
14.8966	1.77778	42.8696	10.9091	
9.68966	7.33333	39.8261	10.7273	
12.7586	8	39.1304	7.09091	
16.1379	2.11111	34.8261	11.6364	
17.2759	4.66667	35.1739	4.45455	
14.5172	6.55556	27.087	7.18182	
11.1724	4.11111	34.5652	8.54545	
6.48276	1.77778	28.1739	10.9091	
7.51724	2.77778	28.6522	10.2727	
4.89655	1.77778	22.6522	6.90909	
15.8621	7.44444	20.087	7.81818	
7.58621	4.22222	37.7391	5.54545	
6.65517	9.44444	33.8261	7.54545	
8.06897	5.55556	30.3478	5	
10.2069	4.11111	32.2174	9.36364	
5.41379	4	24.5652	9.18182	
7.48276	1.55556	30.4783	10	
9.37931	0.333333	31.6957	5	
2.89655	11.3333	44.2174	8.81818	
7.24138	4.77778	54.9565	7.09091	
11.3103	7.22222	43.4348	4.18182	
15.1379	7.11111	32.3043	8.63636	
7.62069	2	32.4348	9.09091	
6.75862	2.77778	27.087	9.36364	
5.89655	1	28.4348	8.90909	
8.86207	6.77778	30.1739	7.36364	
10.6897	0.444444	41.5217	12.8182	
4.7931	1.11111	39.7391	8.36364	
5.44828	5.55556	42.3043	13.0909	
13.3103	2.22222	41.6087	5.72727	
3.06897	3.11111	37.3478	8.90909	
8.44828	6	39.5217	10.8182	
10.5862	5.55556	38.913	5.63636	
4.13793	3.66667	28.913	7.81818	
6.65517	1.11111	33.1739	7.36364	
18.5172	5.88889	43.8696	11.5455	
5.58621	1.44444	41.5652	10.5455	
12.7586	1.66667	24.7391	10.8182	
12.0345	1.66667	21.9565	9.27273	
14.8966	5.11111	40	6.81818	
10.069	6.44444	67.2609	13.2727	
6.34483	4.77778	38.1739	11.3636	
4.89655	6.44444	43.1739	5.81818	
17.1034	6.77778	28.9565	8.27273	
9.82759	0.222222	32.5652	15.2727	
17.4138	2.22222	38.7391	9.54545	
6.06897	10.3333	26.4348	5.90909	
7.93103	12.1111	21.0435	10.7273	
5.51724	3.11111	24.6087	7.63636	
12.4828	2.33333	28.3913	10.0909	
8.58621	11.5556	19.5217	8.90909	
11.7931	14.2222	36.8261	6.72727	
13.4483	5.22222	39.6957	7.27273	
10.3448	4.11111	39.3478	6.09091	
14.1379	3	29.9565	10.1818	
9.65517	2.11111	59.3043	8.09091	
13.5172	4.11111	28	5.90909	
7.58621	13.7778	38.7826	6.36364	
11.7586	14	63.087	7.27273	
13.8621	3.88889	28.6957	7.45455	
10.1379	2.44444	29.8696	6.90909	
11.7931	2.66667	37.8261	12.5455	
5.37931	7.22222	24.4783	5.63636	
12.6552	18.4444	24.087	10.4545	
6.89655	5.22222	39	11.4545	
10.7931	3.22222	56.6957	4.72727	
4.2069	2.66667	43	9.45455	
10.2759	4.22222	32.0435	11.0909	
11.8966	5.33333	48.4348	10.1818	
18	3.44444	27.7826	9.81818	
11.5862	0.555556	31.7826	10.0909	
9.65517	3.33333	44.9565	12.8182	
14.3103	1	30.9565	2.63636	
10.7241	5.55556	30.4783	13.0909	
4.51724	2.44444	20.1739	10.9091	
12.8966	3.22222	28.4348	9.54545	
8.13793	0.333333	45.5217	5.81818	
6.44828	1.66667	55.7391	7.81818	
6.55172	5.66667	44	13	
7.34483	11.7778	35.8696	6.09091	
8.13793	5.11111	30.1739	4.81818	
11.3103	2.22222	22.4783	6.63636	
14.7931	7.55556	40.2174	11.4545	
4.96552	10.4444	24.2174	6	
11.6552	2.88889	48.2174	4.45455	
8.13793	4	35.6087	9.09091	
3.06897	0.777778	50.7391	8.54545	
13.4828	0.777778	19.4348	8.09091	
4	3.33333	43.6957	4.63636	
9.75862	0.888889	31.3478	10.8182	
13.5172	1.66667	23.3913	7.45455	
6.37931	8.44444	33.087	5.63636	
18.5862	7.88889	18.2609	11.9091	
6.7931	8.22222	22.8696	7.81818	
4.89655	2.66667	33.0435	9.45455	
10.8966	5.44444	23.0435	4.18182	
12.6552	5.44444	40.1739	8.54545	
5.93103	8.88889	24.913	10.0909	
11.3448	4	39.0435	12	
23.1724	3.33333	28.5652	11.4545	
10.6552	13.3333	26.087	8.90909	
10.6897	5.66667	37.3043	7.54545	
16.1034	7.33333	44.4783	7.63636	
10.2759	8.22222	42.0435	10.7273	
8.34483	6.11111	44.7391	9.18182	
13.1034	3	33.4348	11	
8.55172	4	45.7826	3.45455	
7.93103	0.888889	35.9565	8.90909	
17.1379	7.66667	34.1739	5.18182	
13.6552	4.22222	23.3913	6.72727	
12.7241	3.88889	40.5652	10	
15.8276	6.11111	44.087	5.45455	
6.58621	9	35.9565	8	
7.72414	4.22222	44.2174	6.63636	
10.1724	5.66667	34.8261	9.18182	
10.4138	3.22222	35.8696	6	
11.069	7.88889	37.6957	10.7273	
10.1379	3.88889	29.0435	6.90909	
10.7931	1.66667	33.1304	8.18182	
10	3.11111	38.5652	10.2727	
8.06897	6.22222	28.7391	6.54545	
11.2414	9.77778	21.3913	5.54545	
12.7586	5.11111	29.2609	6.09091	
6.31034	9.44444	37.0435	9.90909	
9.03448	9.11111	43.0435	11.1818	
8.68966	3.77778	37.4783	6.81818	
13.0345	9.66667	25.2609	6.36364	
10.5862	2.33333	45.2609	6.90909	
8.68966	8.44444	35.4783	6.72727	
19.7241	4.11111	27.3478	9.09091	
6.89655	2.66667	40.913	14.1818	
7.7931	6.22222	23.6087	10.1818	
8.82759	4.11111	30.913	7.45455	
12.2414	3.88889	30.3478	9.90909	
12.2069	3.44444	32.4783	10.4545	
6.17241	3.44444	31.2609	9.81818	
7.65517	3.22222	28.7391	7.81818	
9.68966	0.555556	29.7391	12.3636	
5.41379	9.33333	22.8261	6.18182	
14.5172	4.55556	28.7826	9.45455	
13.7931	2	18.4348	8.90909	
7.62069	1	26.1304	8.81818	
13.069	9.55556	40.8261	14.7273	
17.8276	1.22222	31.6957	5.90909	
4.41379	6.66667	42.6087	10.5455	
7.03448	1	33.1304	7.18182	
11.2414	9.77778	34.4348	9.54545	
8.06897	5.66667	26.087	5.63636	
10.069	7.88889	41.8261	6.63636	
10	1.66667	36.6087	11.8182	
9.62069	2.11111	41.4348	5.54545	
7.68966	1.77778	33.5217	9.72727	
9.86207	7.55556	37.9565	7	
12.7586	2.55556	24.1739	7.63636	
6.68966	4.88889	43.4348	9.72727	
12.1724	7.22222	47.5652	12.0909	
12.5172	4.77778	49.6522	13.9091	
8.86207	6.44444	44.2609	10.9091	
9.62069	2.44444	29.1739	12.2727	
7.89655	4.66667	31.913	10.0909	
7.48276	8.22222	37.6522	6.63636	
16.6207	6.88889	38.1304	8	
9.93103	2.33333	37.8696	10.8182	
9.55172	9.11111	37.913	9.63636	
20.0345	3.55556	43.3478	9.63636	
14.2759	2.33333	18.7826	5.81818	
9.17241	2.77778	34	13.5455	
4	3.44444	29.0435	6.63636	
22.069	5.22222	49.1739	8.63636	
14.2414	4.77778	27.087	5.90909	
10.2069	2.88889	40.8696	8.54545	
10.7241	1.33333	47.6957	8.54545	
8.06897	2.55556	25.5217	7.18182	
7.62069	5.55556	34.2609	12.1818	
11.0345	4.22222	36.5652	6.72727	
9.44828	6.66667	41.4783	4.09091	
18.2069	7.88889	31.4783	8.63636	
5.96552	4.33333	40.7826	8.18182	
7.68966	7.44444	37.0435	7.18182	
19.2069	2.22222	31.8696	13.4545	
7.37931	4.55556	35	7.81818	
15.4138	3.22222	33.913	11.9091	
10.8966	5.11111	46.4783	5.09091	
5.75862	2	24.6087	10.5455	
6.41379	3.77778	42.8696	7.27273	
16.1379	2.55556	28.2609	9	
13.4483	4.66667	42.3043	10.0909	
12.2069	1.22222	33.8261	6	
16.5862	13.8889	24.2174	5.36364	
3.58621	7.55556	46.0435	6.81818	
8.41379	3.88889	37.913	5.18182	
12.5172	3.77778	30.7391	13.7273	
11.931	1.33333	35.1739	7.18182	
11.1379	1.66667	29.3478	9.72727	
6.27586	5.55556	35.913	5.63636	
7.96552	19.2222	30.9565	7.36364	
7.96552	3.33333	35.3478	4.54545	
11	2.22222	27.1304	7.63636	
8.13793	5.11111	27.3913	8.63636	
12.5172	10.7778	60.8696	6.09091	
4.96552	4.77778	45.6522	8.63636	
12.5172	0.888889	46.6957	7.18182	
13.6207	1.22222	34.8696	5.72727	
8.51724	11.4444	43.3043	11.4545	
8.48276	10	32	7.09091	
9.51724	1.66667	35.3043	9.18182	
10.5172	2.22222	37.6522	3.09091	
12.1379	17.4444	32	7.72727	
5.58621	4.55556	35.0435	7.81818	
9.68966	4.33333	46.5217	10.6364	
10.2414	4.11111	32.3913	7.54545	
12.1379	2.88889	34.913	8	
10.5517	2.55556	37.2609	12.8182	
9.48276	1.44444	32.6522	7.36364	
3.86207	5	27.6957	8.09091	
3.41379	1.88889	36.8696	13.2727	
11.4138	4	27.1304	10.7273	
7.65517	6.55556	25.3913	9.54545	
13.6897	2	41.6522	9.09091	
9.27586	5.77778	32.8696	8.81818	
4.44828	6.44444	32.6087	5.45455	
5.41379	9.88889	35.087	7.72727	
6.68966	5.77778	41.2174	10.7273	
6.7931	4.22222	31.5217	10	
11.2414	4	25.8261	6.81818	
14.8966	6.11111	30.5652	8.63636	
6.82759	8.55556	29.1304	8.27273	
8.55172	8	37.3913	8.90909	
7.82759	12.2222	28.5217	8.18182	
4.41379	10	20.8696	10.9091	
7.51724	5.77778	41.7826	10.3636	
8.65517	4.66667	25.4348	6.72727	
6.06897	4.44444	14.5217	9.72727	
6.68966	3.11111	49.7826	8.72727	
7.7931	6.44444	29.8696	5.36364	
16.3448	2.33333	29.9565	4.27273	
10.1724	6.11111	33.6957	7.27273	
9.89655	4.44444	39.5217	6.72727	
9.24138	3.33333	32.0435	10.1818	
8.62069	11	36.0435	2.54545	
6.48276	2.55556	49.8696	9.63636	
6.2069	4.55556	26.2174	9.27273	
24.6207	1.22222	34	8.18182	
15.931	3.33333	39.3478	8.27273	
6.72414	5.88889	30.0435	11.1818	
5.51724	3.77778	42.3043	7	
9.37931	4.22222	28.6957	11.8182	
15	1.88889	38.6522	5.54545	
7	1.44444	39.6957	7.81818	
9.10345	7.33333	31.2174	12.6364	
8.31034	11.6667	33.3043	8.72727	
13.3448	7.55556	42.9565	9.09091	
5.93103	5.22222	27.8261	4.72727	
14	3.44444	37.5652	4.27273	
6.34483	3.77778	37.3913	10.6364	
4.93103	1.77778	39.1739	9.54545	
7.31034	3	35.1739	4.36364	
8.93103	11.1111	32.6087	2	
12.2759	3.44444	42.6522	10.6364	
7.03448	3.55556	51.2609	14.4545	
16.8276	3.11111	41.0435	10.2727	
5.44828	4.88889	41.8696	6.45455	
8.7931	1	38.2174	8.18182	
7.13793	1.44444	37.1304	6.54545	
14.069	7.11111	23.5217	12.8182	
10.7586	7	29.6957	7.18182	
9.44828	6.22222	51.6957	6.81818	
12.8621	7.33333	26.9565	9.54545	
5.06897	2.44444	37.4348	4.18182	
3.86207	11.3333	43.7391	7.63636	
8.44828	9.66667	22.2174	6.90909	
9.75862	7.11111	35.8696	5.36364	
7.31034	8.33333	41.9565	5.18182	
12.7241	8.66667	22.087	10.5455	
19.3103	6.55556	25.4783	4.72727	
7.82759	3.44444	37.6957	9.63636	
11.3103	10.5556	45.0435	15.5455	
2.86207	2.88889	43.1304	8.63636	
13.8276	7.77778	28.1739	4.72727	
5.89655	1.77778	30.6957	10.9091	
5.51724	1	34.1739	14.1818	
5.58621	1.66667	41.2609	7	
4.10345	4.44444	43.8261	12.0909	
9.31034	5.33333	27.3913	9.54545	
5.72414	2.66667	33.3478	8.36364	
10.7241	3	21.913	9.36364	
13.4828	11.1111	48.6522	6.27273	
10.7586	3.88889	39.1739	4.45455	
7.34483	6.77778	29.6522	8.45455	
11.6897	3	26.1304	13.1818	
9.10345	5.33333	30.7391	12.0909	
10.7586	1.44444	26.9565	15.1818	
11	6.33333	30.5217	9.36364	
3.72414	5.11111	46.3478	9.27273	
9.06897	7.55556	53.0435	14.7273	
8.31034	5.66667	31.1304	7.72727	
9.13793	5.33333	19.8696	4.45455	
10.5517	2.77778	42.3043	5.90909	
16.7586	3.33333	31.7826	8.90909	
10.5172	7.11111	32.9565	6	
10.5862	9.22222	28.8696	8.72727	
5.34483	3.44444	40.5652	6.81818	
11.5517	8.66667	35.5652	7.54545	
19.7586	5.11111	18.7391	5.81818	
5.37931	6.77778	37.913	6.09091	
8.48276	11.5556	44.913	8.63636	
4.55172	1.77778	21.5652	10.4545	
16.1034	4.66667	45.6522	10.1818	
5.03448	1.88889	28.0435	9.81818	
11.3103	7.11111	25.3913	8.90909	
8.62069	6.44444	37.7391	7.63636	
9.68966	3.33333	18.0435	9.45455	
15.3793	9.55556	29.2609	9.18182	
13.4828	25.8889	22.8261	12.3636	
9.62069	1.55556	37.4348	4.90909	
12.2069	0.111111	44.0435	6.72727	
13.8621	6.22222	29.913	4.63636	
16.5862	1.66667	20.2174	8.09091	
13.7931	6.22222	36.0435	8.90909	
10.1379	5.44444	48.8261	12.0909	
10.069	3.22222	38.4783	7.81818	
7.96552	5.22222	33.5652	6.63636	
8.75862	6.33333	29.8261	3.45455	
6	3	32.9565	10.9091	
14.4483	3.66667	44.7826	10.7273	
12.6207	4	39.0435	7.54545	
2.86207	9.44444	49.4783	10.6364	
8.96552	3.22222	30.8696	4	
3.41379	4.22222	51.087	14.4545	
11.931	3.44444	45.7826	7.45455	
9.06897	5.22222	26.5652	8.18182	
5.82759	3.22222	48.6522	5.54545	
1.89655	5.11111	41.087	8.27273	
10.2759	2.55556	49.5217	9	
6.62069	1.11111	27.087	6.36364	
18.1724	16.3333	38.8261	4.36364	
12.1379	2.77778	27.913	10.9091	
8.65517	2.22222	30.1739	8.54545	
17.2069	7.11111	39.7826	9.54545	
14.8621	5.33333	41.5217	9.18182	
6.37931	3.33333	41.4348	6.81818	
9.44828	1.22222	24.1739	7	
5.06897	2.77778	40.7826	10.3636	
8.24138	6.66667	29.0435	7.72727	
14.5862	4.44444	28.8261	11.3636	
13.5862	2.88889	32.7391	10.9091	
8.7931	2.44444	30.8696	11.8182	
7.75862	4.66667	44.2174	5.36364	
14.7241	0.888889	27.6087	8.72727	
7.2069	3	37.2174	13.8182	
15.5172	2.88889	46.5217	8.54545	
9.58621	5.44444	32.6087	8.18182	
11	7	29.6957	7.90909	
7.75862	7.77778	38.4348	10.2727	
15.931	7.11111	27.9565	5.09091	
17.0345	1.11111	53.1304	11.4545	
9.96552	3.22222	19.6087	8.54545	
10.5862	1.77778	31.3913	10.2727	
14.0345	6.66667	38.6087	8.90909	
12.3448	2	33.8696	6.09091	
7.62069	5.77778	46.5217	10.1818	
8.24138	3.44444	24.8696	7.81818	
10.0345	5.22222	41.4348	9.63636	
9	3	38.8696	4.90909	
5.93103	2	36.4348	10	
4.03448	4.33333	32.3043	8.27273	
10.6552	5.77778	23.4348	9.90909	
8.41379	6.11111	45.1304	7	
13.6207	2.55556	45.6957	5.81818	
11.931	4.11111	20.1304	13.3636	
9.37931	1.33333	48.6522	7.72727	
10.1034	1.77778	40.1739	4.36364	
11.8966	4.44444	24	6.45455	
10.6897	3.33333	24	8.18182	
11.8621	2.88889	38.6087	7.72727	
12.8276	4.55556	19.4783	8.45455	
10.5517	1.77778	35.7826	5.63636	
4.72414	7.11111	26.087	9.81818	
13.7241	5	29.3478	8	
8.24138	8.11111	28.5217	9.36364	
9.96552	1.55556	40.9565	8.63636	
10.4483	6.22222	42	4.72727	
7.55172	4.44444	30.1739	7.54545	
8.2069	3.66667	27.9565	5.45455	
8.82759	8.88889	25.913	6.18182	
8.7931	6.33333	25.913	8.09091	
6.48276	5.33333	34.1739	9.09091	
12.4828	9.11111	42.6957	18.8182	
16.2069	4.88889	42.3913	3.63636	
8.51724	7.22222	28.3913	9.36364	
15.6552	8.33333	35.1739	5.63636	
7.51724	6.11111	35.9565	8.81818	
10.4828	3.22222	42.4783	8.54545	
6.44828	2.66667	33.1739	9.81818	
10.1034	3.88889	34.3913	11.0909	
7.06897	3.55556	27.4783	6	
11.4138	0.444444	39.3478	10.3636	
7.51724	1.22222	34.9565	4	
7.72414	2.33333	33.5652	11.7273	
7.68966	1.77778	44.4783	7.90909	
14.069	2.88889	29.2609	8	
4.72414	6.55556	44.1739	9.54545	
9.34483	8.55556	27.8261	6.36364	
14.3103	5.88889	43.6522	7.72727	
8	6.44444	33.6087	10.2727	
