ZnA[0]	thetaWatt[0]	ThetaTaj[0]	Rm[0]	
0.025974	0.7945	0.72	1	
0.0307746	1.32417	1.19333	0	
0.0277778	0.529667	0.58	0	
0.351434	1.05933	1.26	1	
na	0.264833	0.153333	0	
0.51564	0.529667	0.873333	1	
na	0.264833	0.22	0	
0.167869	1.05933	1.5	1	
na	0.264833	0.153333	0	
0.431818	0.529667	0.6	0	
na	0.264833	0.153333	0	
na	0.264833	0.22	0	
na	0	0	0	
na	0	0	0	
0.025974	0.529667	0.5	0	
na	0	0	0	
0.0169553	0.7945	0.58	0	
0.0319293	1.05933	1.19333	0	
na	0.264833	0.513333	0	
na	0	0	0	
na	0.264833	0.5	0	
na	0.264833	0.153333	0	
0.425895	1.85383	1.07333	0	
na	0.264833	0.08	0	
0.0508498	0.7945	0.913333	0	
0.0165631	0.529667	0.433333	0	
0.519325	1.32417	1.55333	1	
0.373417	1.05933	1.54667	1	
na	0.264833	0.38	0	
0.184783	0.7945	1.05333	0	
na	0.264833	0.453333	0	
0.275798	1.32417	1.34	0	
na	0.264833	0.153333	0	
na	0	0	0	
na	0.264833	0.333333	0	
na	0.264833	0.28	0	
0.583333	0.529667	0.92	0	
0.279243	1.32417	1.24667	1	
na	0.264833	0.48	0	
na	0.264833	0.08	0	
0.00173611	1.05933	0.32	0	
0.207869	1.589	1.64667	1	
0.222884	0.7945	1	1	
na	0	0	0	
0.130435	1.05933	1.38667	0	
0.0757761	0.7945	0.913333	0	
na	0	0	0	
0.185883	0.7945	1.05333	0	
0.120593	0.7945	0.933333	0	
0.240451	0.7945	0.313333	0	
0.0104167	0.529667	0.413333	0	
0.00568182	0.529667	0.3	0	
0.11773	0.7945	0.793333	0	
0.0688131	0.7945	0.68	1	
0.0364805	1.05933	1.16667	1	
na	0.264833	0.08	0	
0.347826	0.529667	0.486667	0	
0.02746	0.529667	0.533333	0	
0.0460098	0.7945	0.893333	1	
na	0.264833	0.153333	0	
1	0.529667	0.306667	0	
na	0	0	0	
0.263156	0.529667	1.02667	1	
0.323118	0.7945	0.88	0	
0.0165631	0.529667	0.433333	0	
0.688057	1.05933	1.58	0	
na	0	0	0	
na	0	0	0	
0.00921369	1.85383	1.14667	0	
na	0.264833	0.08	0	
na	0.264833	0.22	0	
0.570312	0.7945	1.29333	0	
0.0196078	0.7945	0.613333	0	
0.0104167	0.529667	0.413333	0	
na	0	0	0	
na	0	0	0	
na	0	0	0	
na	0	0	0	
na	0.264833	0.52	0	
0.043166	1.05933	1.15333	0	
0.040404	0.529667	0.72	1	
na	0.264833	0.333333	0	
0.37072	0.7945	0.84	1	
0.348086	1.85383	1.94667	1	
0.545455	0.7945	0.94	0	
0.00173611	0.529667	0.16	0	
na	0.264833	0.153333	0	
0.00173611	0.529667	0.16	0	
0.506579	0.7945	0.84	0	
0.204545	0.529667	0.72	0	
na	0.264833	0.08	0	
0.0430622	0.529667	0.6	0	
na	0	0	0	
0.0217391	0.7945	0.82	0	
0.184783	0.529667	0.606667	0	
0.00568182	0.529667	0.3	0	
0.412594	0.7945	0.88	0	
0.076878	2.11867	2.09333	2	
na	0	0	0	
na	0.264833	0.08	0	
0.0942029	0.7945	0.806667	0	
0.0203089	0.7945	0.613333	0	
0.347826	0.529667	0.486667	0	
na	0.264833	0.5	0	
0.375	0.529667	0.833333	0	
na	0.264833	0.08	0	
na	0.264833	0.28	0	
0.109144	1.85383	1.51333	1	
0.479167	0.529667	0.233333	0	
0.0341202	0.529667	0.833333	1	
na	0	0	0	
na	0.264833	0.28	0	
0.791667	0.529667	0.713333	0	
na	0.264833	0.52	0	
0.0733716	0.7945	1.21333	1	
0.500868	0.7945	0.24	0	
0.0165631	0.529667	0.433333	0	
0.554367	1.05933	1.46	0	
0.0104167	0.529667	0.413333	0	
0.2828	1.32417	0.92	0	
0.0132387	1.32417	0.96	0	
0.257393	1.05933	1.58	0	
0.677579	1.05933	0.753333	0	
na	0	0	0	
na	0	0	0	
0.669187	1.05933	0.613333	0	
0.351852	1.05933	1.58	0	
na	0.264833	0.08	0	
0.335749	1.05933	0.393333	0	
0.00732586	1.32417	0.88	0	
na	0.264833	0.22	0	
0.00876976	0.7945	0.453333	0	
0.187011	1.85383	1.37333	0	
0.289773	0.529667	0.673333	0	
0.025974	0.529667	0.5	0	
na	0	0	0	
0.0466205	1.32417	1.04667	0	
0.154397	0.7945	1.25333	1	
na	0	0	0	
0.025974	0.529667	0.5	0	
0.130928	1.589	1.82667	1	
0.00568182	0.529667	0.3	0	
0.0416942	1.05933	0.66	0	
0.500868	0.7945	0.24	0	
na	0.264833	0.153333	0	
0.131944	0.529667	0.46	0	
0.154589	0.529667	0.633333	0	
na	0	0	0	
0.275568	0.7945	0.633333	0	
0.15133	1.589	1.13333	0	
0.0371436	1.32417	0.7	0	
0.861111	1.05933	1.76	0	
0.00299416	1.05933	0.393333	0	
na	0	0	0	
0.00568182	0.529667	0.3	0	
na	0.264833	0.08	0	
0.0126812	1.32417	0.873333	0	
na	0.264833	0.08	0	
0.21875	0.529667	0.36	0	
na	0.264833	0.38	0	
0.00462963	1.05933	0.573333	0	
0.338296	1.32417	0.8	0	
0.202353	1.05933	1.54	1	
0.390388	1.32417	0.793333	0	
0.00362319	0.529667	0.233333	0	
0.00362319	0.529667	0.233333	0	
0.0242411	0.7945	0.76	0	
na	0.264833	0.08	0	
0.0386395	1.05933	1.08	1	
0.362631	2.11867	1.82667	0	
na	0	0	0	
na	0.264833	0.48	0	
0.504051	1.589	1.53333	0	
0.0200988	0.7945	0.68	0	
0.0198864	0.7945	0.633333	0	
0.146933	1.589	1.02667	0	
0.503968	0.7945	0.44	0	
na	0.264833	0.48	0	
0.232229	0.7945	0.513333	0	
0.609411	1.05933	1.26	0	
na	0.264833	0.153333	0	
na	0	0	0	
0.0104167	0.529667	0.413333	0	
na	0	0	0	
0.0196078	0.529667	0.533333	0	
0.0131579	0.529667	0.46	0	
0.0220717	0.7945	0.82	0	
0.544818	0.7945	1.01333	0	
0.00173611	0.529667	0.16	0	
0.615385	0.529667	1.02	0	
1	0.529667	0.84	0	
1	0.7945	1.36	0	
0.00173611	0.7945	0.24	0	
1	0.7945	0.46	0	
0.0384615	0.529667	0.6	0	
0.0118577	0.529667	0.373333	0	
0.0856777	1.05933	1.27333	0	
0.0178571	0.7945	0.86	0	
0.00793651	0.529667	0.36	0	
0.00370896	0.7945	0.38	0	
0.781499	1.589	2.65333	0	
0.0327381	0.529667	0.593333	0	
0.240545	1.05933	1.06	1	
0.00362319	0.529667	0.233333	0	
0.262015	1.05933	1.11333	0	
0.00756144	0.529667	0.306667	0	
0.00701993	0.7945	0.566667	0	
0.0740741	0.529667	0.7	0	
0.255952	1.32417	0.82	0	
0.166848	1.05933	0.966667	0	
0.166667	0.529667	0.413333	0	
0.0104167	0.529667	0.413333	0	
0.28678	1.32417	1.19333	0	
na	0.264833	0.153333	0	
0.349378	0.7945	1.05333	1	
na	0.264833	0.08	0	
0.00267965	0.7945	0.313333	0	
0.0129195	1.32417	1.02667	0	
na	0.264833	0.08	0	
0.00701993	0.7945	0.566667	0	
0.0601504	0.529667	0.66	0	
0.284456	1.85383	2.46667	1	
na	0.264833	0.153333	0	
0.00362319	0.529667	0.233333	0	
0.0384615	0.529667	0.6	0	
0.0153179	1.05933	0.72	0	
na	0	0	0	
0.0802676	0.529667	0.673333	0	
na	0.264833	0.28	0	
na	0.264833	0.38	0	
0.161509	1.05933	0.393333	0	
na	0.264833	0.153333	0	
0.0327381	0.529667	0.593333	0	
0.0212686	0.7945	0.653333	0	
0.0121384	0.7945	0.52	0	
na	0.264833	0.52	0	
0.341067	1.05933	0.66	0	
0.453125	0.7945	1.06	0	
0.139427	1.05933	1.21333	1	
na	0.264833	0.22	0	
0.694444	0.529667	1	1	
na	0.264833	0.08	0	
na	0	0	0	
0.067973	1.32417	1.37333	0	
0.431818	0.529667	0.6	0	
0.405992	1.589	1.04	0	
0.479167	0.529667	0.233333	0	
na	0.264833	0.08	0	
0.358315	1.589	2.26667	2	
na	0.264833	0.38	0	
0.247865	0.7945	0.513333	0	
0.0170132	1.05933	0.793333	0	
0.16498	0.7945	0.98	0	
0.104267	1.05933	0.533333	0	
0.0757963	0.7945	1.12	0	
na	0.264833	0.38	0	
0.0808824	0.7945	0.913333	0	
0.319651	1.85383	2.34667	2	
0.275362	0.529667	0.533333	0	
na	0	0	0	
0.131944	0.529667	0.46	0	
0.147727	0.529667	0.74	0	
na	0.264833	0.28	0	
0.617347	0.529667	1.02667	0	
0.00362319	0.529667	0.233333	0	
0.450231	1.05933	1.04	0	
na	0.264833	0.153333	0	
0.00568608	1.32417	0.746667	0	
0.0118577	0.529667	0.373333	0	
0.52046	0.7945	0.76	0	
na	0.264833	0.28	0	
0.0147569	0.7945	0.66	0	
0.0513834	0.7945	0.873333	0	
0.00935063	1.05933	0.62	0	
na	0.264833	0.48	0	
0.0203089	0.7945	0.613333	0	
0.167754	1.85383	2.22667	0	
na	0.264833	0.513333	0	
na	0.264833	0.52	0	
0.0695271	1.05933	1.00667	0	
0.185606	0.529667	0.553333	1	
0.00362319	0.529667	0.233333	0	
0.0104167	0.529667	0.413333	0	
0.0170043	0.7945	0.746667	1	
0.00793651	0.529667	0.753333	1	
0.0446193	1.32417	1.46667	1	
na	0.264833	0.08	0	
1	0.529667	0.56	0	
0.0378289	0.7945	0.96	1	
0.0104167	0.529667	0.413333	0	
na	0.264833	0.333333	0	
na	0	0	0	
0.00173611	0.529667	0.16	0	
na	0.264833	0.333333	0	
0.305556	0.7945	0.74	0	
0.107143	0.529667	0.5	0	
0.0220701	1.05933	0.906667	0	
na	0.264833	0.48	0	
na	0	0	0	
0.00756144	0.529667	0.306667	0	
na	0	0	0	
0.000257998	0.529667	0.833333	1	
0.118712	1.05933	1.20667	1	
0.497734	1.32417	1.92	0	
0.0501324	0.7945	1.00667	1	
0.331744	1.589	1.78	1	
0.309284	1.05933	1.73333	0	
0.00793651	0.529667	0.36	0	
0.0856791	1.05933	1.27333	0	
0.0662484	1.32417	1.39333	1	
na	0.264833	0.08	0	
na	0.264833	0.38	0	
0.041747	1.32417	1.18	1	
0.0162037	0.529667	0.5	0	
0.0217391	0.529667	0.486667	0	
na	0.264833	0.453333	0	
0.0739778	0.7945	0.753333	1	
0.347925	1.32417	1.81333	1	
0.00173611	0.529667	0.16	0	
na	0.264833	0.333333	0	
0.347826	0.529667	0.486667	0	
0.0802676	0.529667	0.673333	0	
na	0.264833	0.28	0	
0.00641026	0.529667	0.853333	1	
0.0277778	0.529667	0.58	0	
0.00173611	0.529667	0.16	0	
0.74839	1.85383	1.68667	1	
0.057971	0.529667	0.653333	0	
0.164299	0.7945	0.926667	0	
0.0384615	0.7945	0.68	0	
0.203297	0.7945	1.13333	0	
0.189364	1.32417	1.31333	1	
0.0849673	1.05933	1.34667	1	
0.0131579	0.529667	0.46	0	
0.147041	1.05933	0.833333	0	
na	0.264833	0.08	0	
0.082234	0.529667	0.906667	1	
0.0911706	1.05933	1.55333	2	
0.120593	0.7945	0.933333	0	
0.047619	0.529667	0.92	1	
0.253944	1.32417	0.726667	1	
na	0.264833	0.453333	0	
0.0885417	0.529667	0.533333	0	
0.0351939	1.32417	1.42667	0	
na	0.264833	0.153333	0	
na	0.264833	0.153333	0	
0.167733	1.05933	1.04	0	
na	0.264833	0.08	0	
0.117289	0.529667	0.993333	1	
0.00362319	0.529667	0.233333	0	
0.10701	1.589	1.14667	1	
0.00568182	0.7945	0.52	0	
0.0611258	1.05933	1.25333	1	
0.00173611	0.529667	0.16	0	
0.210965	1.05933	0.893333	0	
0.00568182	0.529667	0.3	0	
0.057971	0.529667	0.653333	0	
na	0.264833	0.08	0	
0.500052	0.7945	1.04	1	
0.0302643	0.7945	0.686667	0	
0.00173611	0.7945	0.24	0	
na	0.264833	0.22	0	
0.00483631	0.7945	0.44	0	
0.300187	1.05933	1.34	0	
na	0.264833	0.08	0	
0.16728	0.7945	1.12	0	
0.151235	0.529667	0.84	0	
0.0104167	0.7945	0.493333	0	
0.52381	1.05933	1.78	0	
0.00173611	0.529667	0.16	0	
0.305556	0.529667	0.3	0	
na	0.264833	0.153333	0	
0.068323	0.529667	0.666667	0	
0.00362319	0.529667	0.233333	0	
1	0.529667	0.16	0	
0.456522	0.529667	0.433333	0	
na	0.264833	0.333333	0	
0.108581	1.05933	1.10667	0	
0.0616733	0.7945	0.58	0	
0.183007	0.529667	0.873333	0	
0.0118577	0.529667	0.373333	0	
na	0.264833	0.08	0	
0.0862573	1.05933	1.12667	0	
0.381764	0.7945	0.833333	0	
na	0.264833	0.333333	0	
0.180655	1.05933	1.09333	0	
0.0904904	1.32417	1.48667	0	
na	0	0	0	
0.191649	1.32417	1.4	1	
0.0832235	1.32417	0.826667	0	
na	0.264833	0.333333	0	
0.0530303	1.05933	1	0	
0.0534812	1.05933	1.08	0	
0.295894	1.32417	1.71333	0	
0.00362319	0.7945	0.313333	0	
0.0760657	1.32417	1.22667	0	
na	0.264833	0.513333	0	
0.526515	0.7945	1.10667	0	
0.00774045	0.7945	0.453333	0	
0.0193189	1.05933	0.933333	0	
0.216752	1.05933	1.39333	1	
na	0.264833	0.453333	0	
0.0717736	0.7945	0.933333	0	
na	0.264833	0.38	0	
0.0330616	0.7945	0.733333	0	
na	0.264833	0.153333	0	
0.382666	2.11867	3.13333	0	
0.6337	1.05933	1.8	0	
0.125874	0.529667	0.74	0	
0.667874	1.05933	0.54	0	
0.46248	1.32417	2.40667	1	
0.0116962	1.05933	0.906667	0	
0.425375	1.32417	1.59333	0	
0.275794	0.7945	1.09333	0	
0.0824988	1.32417	1.54	0	
na	0	0	0	
na	0.264833	0.08	0	
0.13051	0.7945	0.92	0	
na	0.264833	0.08	0	
0.0767045	0.529667	0.7	0	
na	0.264833	0.42	0	
0.473316	1.85383	3.28	1	
na	0.264833	0.153333	0	
0.416678	1.32417	1.92667	0	
0.343818	1.589	2.56	1	
0.0767045	0.529667	0.7	0	
0.803241	1.05933	1.87333	1	
0.335406	1.589	2.34667	1	
0.0767045	0.529667	0.7	0	
0.54186	1.32417	1.76	0	
na	0.264833	0.08	0	
0.0885417	0.529667	0.533333	0	
1	0.529667	0.306667	0	
1	0.529667	0.16	0	
0.671053	0.7945	1.42	0	
0.0179252	1.05933	0.993333	0	
0.421633	1.85383	2.22667	0	
0.21875	0.529667	0.36	0	
0.102066	1.32417	1.14	1	
0.409042	1.589	1.76	1	
na	0.264833	0.153333	0	
0.234553	1.589	2.32	0	
na	0.264833	0.08	0	
0.0228175	1.05933	1.02667	0	
0.00267965	0.7945	0.313333	0	
0.0125868	1.32417	0.8	0	
0.110672	0.529667	0.666667	0	
0.0162037	0.529667	0.5	0	
0.00607639	0.7945	0.493333	0	
0.0460824	0.7945	0.686667	0	
0.0104167	0.529667	0.413333	0	
0.209074	1.589	1.68667	1	
na	0	0	0	
0.018595	0.529667	0.44	0	
na	0.264833	0.08	0	
0.0352611	0.7945	0.753333	0	
na	0	0	0	
0.0430622	0.529667	0.6	0	
na	0	0	0	
0.296537	0.7945	0.833333	0	
0.00545635	1.32417	0.853333	1	
0.196429	0.529667	0.846667	0	
na	0.264833	0.42	0	
0.00173611	0.529667	0.16	0	
na	0.264833	0.22	0	
na	0	0	0	
na	0.264833	0.5	0	
0.0516255	0.7945	1.13333	1	
0.0612902	1.589	1.46	0	
0.0113586	1.05933	0.673333	0	
0.0297907	1.05933	0.886667	0	
na	0.264833	0.153333	0	
0.00483631	0.7945	0.44	0	
0.504385	1.32417	0.76	0	
0.464962	1.32417	1.6	1	
na	0.264833	0.08	0	
0.102131	1.05933	1.06	0	
0.0451389	0.7945	0.66	0	
0.0317235	0.7945	0.926667	0	
0.00793651	0.529667	0.36	0	
0.299517	0.7945	0.966667	0	
na	0.264833	0.38	0	
na	0	0	0	
0.0530303	0.7945	0.86	0	
0.0955156	1.05933	0.766667	0	
na	0.264833	0.08	0	
0.133232	1.32417	1.26	1	
0.175725	0.7945	0.566667	0	
0.00568182	0.529667	0.3	0	
na	0.264833	0.513333	0	
na	0.264833	0.48	0	
0.479167	0.529667	0.233333	0	
0.118186	1.32417	1.44667	1	
na	0.264833	0.38	0	
0.00525866	1.05933	0.646667	0	
0.0571026	1.05933	0.973333	0	
0.0323734	0.7945	1.05333	0	
0.0709718	2.11867	1.96667	1	
0.0521848	1.05933	1.06	0	
0.0530303	0.529667	0.593333	0	
0.26687	1.589	1.42667	0	
0.0900321	1.589	1.7	1	
0.0290179	0.7945	0.693333	0	
0.147727	0.7945	0.753333	0	
0.131138	1.85383	2.33333	2	
na	0.264833	0.22	0	
0.257349	1.32417	0.893333	0	
na	0	0	0	
0.0809133	1.05933	1.13333	1	
0.308734	0.7945	1.05333	0	
0.318806	1.32417	1.62667	0	
0.0283267	0.7945	0.746667	0	
na	0.264833	0.42	0	
0.121423	0.7945	0.92	1	
0.0460626	0.7945	0.893333	0	
0.13894	1.32417	1.62667	2	
na	0.264833	0.153333	0	
na	0.264833	0.153333	0	
na	0.264833	0.153333	0	
0.275787	0.7945	1.17333	0	
0.137626	1.05933	1.55333	1	
0.0630511	1.05933	1.2	1	
na	0.264833	0.08	0	
0.00756144	0.529667	0.306667	0	
1	0.529667	0.44	0	
0.479167	0.529667	0.233333	0	
na	0.264833	0.08	0	
0.0217391	0.529667	0.486667	0	
0.018595	0.7945	0.66	0	
0.00173611	0.7945	0.24	0	
na	0.264833	0.08	0	
0.456522	0.529667	0.433333	0	
0.0329754	1.05933	1.05333	1	
0.0258488	1.05933	0.72	0	
0.289773	0.529667	0.673333	0	
0.00568182	0.529667	0.3	0	
0.350437	1.589	1.87333	2	
0.0920422	1.05933	1.49333	1	
0.396359	1.85383	2.87333	1	
0.441964	0.529667	0.993333	0	
1	0.7945	0.24	0	
0.0475267	1.32417	1.4	0	
0.228896	0.7945	0.88	0	
0.256756	1.32417	0.913333	0	
0.537037	0.7945	1.12	0	
0.20928	0.7945	1.07333	1	
na	0.264833	0.48	0	
0.0441055	1.05933	1.06	0	
0.126734	0.7945	1.01333	1	
0.00685861	1.05933	0.76	0	
na	0	0	0	
0.44132	2.11867	1.07333	0	
0.077381	1.32417	1.16667	0	
0.191584	1.85383	1.56667	0	
0.0195424	1.05933	0.9	1	
0.506579	1.32417	1	0	
0.00173611	0.529667	0.16	0	
0.0135303	0.7945	0.713333	0	
0.0611472	0.7945	1.06667	1	
0.00787388	1.05933	0.8	0	
0.00362319	0.529667	0.233333	0	
na	0.264833	0.08	0	
na	0	0	0	
0.0386953	1.05933	0.893333	0	
0.0885417	0.529667	0.533333	0	
0.0265377	1.32417	1.14	0	
0.00547054	1.589	1.06667	1	
0.113107	2.11867	2.14667	1	
0.487847	0.7945	1.26667	1	
0.0450726	0.7945	0.953333	0	
0.0283267	0.7945	0.746667	0	
0.679487	0.7945	1.46	0	
0.111005	1.05933	1.02	0	
0.401042	0.7945	1.4	1	
0.040855	0.7945	0.833333	0	
na	0.264833	0.08	0	
0.308777	0.7945	1.44667	1	
na	0.264833	0.08	0	
0.014118	1.05933	0.693333	0	
0.511719	0.7945	1.04	0	
0.0158279	0.7945	0.58	0	
0.00832238	1.05933	0.766667	1	
0.0601504	0.529667	0.66	0	
0.0451389	0.7945	0.613333	0	
0.00774045	0.7945	0.453333	0	
0.0277778	0.529667	0.58	0	
0.00568182	0.529667	0.3	0	
1	0.529667	0.76	0	
0.237194	1.32417	1.63333	2	
0.00362319	0.529667	0.233333	0	
na	0	0	0	
0.147727	0.529667	0.74	0	
0.00173611	0.529667	0.16	0	
0.0698741	1.32417	1.58	1	
na	0	0	0	
0.0327843	1.32417	1.52	1	
0.00568182	0.529667	0.3	0	
0.00756144	0.7945	0.46	0	
0.611801	0.7945	0.993333	0	
na	0	0	0	
0.653172	1.589	1.56	0	
na	0.264833	0.08	0	
0.235608	1.589	1.73333	1	
0.294733	1.05933	1.68	1	
0.0131579	0.529667	0.46	0	
0.232953	1.05933	1.17333	1	
na	0	0	0	
0.128053	1.589	1.87333	1	
0.34304	0.7945	1.03333	0	
0.15977	2.64833	2.16	2	
0.00173611	0.529667	0.16	0	
0.184863	0.7945	0.753333	0	
0.00762649	1.32417	0.853333	0	
0.0429969	1.32417	1.33333	0	
0.0340909	0.529667	0.553333	0	
0.6875	0.7945	1.16667	0	
0.018595	0.529667	0.44	0	
0.00559231	0.7945	0.386667	0	
0.0411932	0.7945	0.78	0	
0.210526	0.529667	0.88	0	
0.240487	1.05933	1.34	0	
0.926036	0.7945	1.56	0	
0.0599194	1.32417	1.46667	0	
0.0802676	0.7945	1.19333	0	
0.00839054	0.7945	0.613333	0	
na	0	0	0	
0.182722	2.11867	2.13333	0	
0.0641711	0.529667	0.673333	0	
0.00716146	1.32417	0.8	0	
na	0.264833	0.42	0	
0.0181419	1.05933	0.9	0	
0.00362319	0.529667	0.233333	0	
1	0.7945	0.46	0	
0.0930944	1.05933	1.04	0	
0.648268	1.32417	1.38667	0	
0.501812	0.7945	0.313333	0	
0.379769	2.11867	1.86	0	
na	0.264833	0.38	0	
0.157093	1.05933	1.39333	0	
0.259287	1.32417	1.12667	0	
0.0767045	0.529667	0.7	0	
0.340719	1.589	1.97333	0	
0.158807	1.589	1.42	1	
0.190478	1.589	0.833333	0	
0.219362	1.32417	1.55333	0	
0.0513834	0.7945	0.873333	0	
0.0565191	0.7945	0.933333	0	
0.0442115	1.589	1.24667	0	
0.0340909	0.529667	0.553333	0	
0.0838786	1.32417	0.82	0	
0.00998623	1.05933	0.74	0	
0.0231949	1.32417	1.16	0	
1	1.05933	1.33333	0	
na	0.264833	0.48	0	
0.114423	1.05933	0.786667	0	
0.00370896	0.7945	0.38	0	
na	0	0	0	
na	0	0	0	
0.00173611	0.529667	0.16	0	
0.415096	1.32417	1.14667	1	
0.175802	1.589	2.22	1	
0.401914	0.529667	0.893333	0	
1	0.529667	0.56	0	
0.0851016	1.05933	1.20667	0	
0.0165631	0.529667	0.433333	0	
0.0196078	0.529667	0.533333	0	
0.0162037	0.529667	0.5	0	
0.00579455	1.589	1.02	0	
0.0802584	1.32417	1.54	1	
0.025974	0.529667	0.846667	1	
0.0427155	0.7945	1.03333	0	
0.0789474	0.529667	0.713333	0	
0.361322	1.05933	1.59333	1	
0.128709	0.7945	0.933333	0	
0.112319	1.32417	1.36667	0	
na	0.264833	0.08	0	
0.0430622	0.7945	0.98	0	
0.0234375	0.529667	0.56	0	
na	0	0	0	
0.0198864	0.7945	0.633333	0	
0.180487	2.3835	2.57333	0	
0.00362319	0.529667	0.233333	0	
0.00680916	0.7945	0.58	0	
0.254158	1.32417	1	0	
0.0142796	1.05933	0.766667	0	
0.0104167	0.529667	0.413333	0	
0.223424	1.589	1.8	0	
0.14409	0.7945	0.813333	1	
0.336107	2.11867	3.1	0	
0.502841	0.7945	0.52	0	
0.921875	0.7945	1.46	0	
na	0.264833	0.453333	0	
na	0.264833	0.42	0	
0.100877	0.7945	1.13333	0	
0.0172371	0.7945	0.673333	0	
0.226201	2.11867	2.30667	2	
0.106078	1.05933	0.86	0	
na	0	0	0	
1	0.529667	0.96	0	
1	0.529667	1	0	
0.338494	1.05933	0.533333	0	
0.262422	1.32417	1.14667	0	
0.371693	1.05933	1.12	0	
0.0578049	0.7945	0.953333	0	
0.00236514	1.05933	0.393333	0	
na	0.264833	0.22	0	
0.0277778	0.529667	0.58	0	
0.0217391	0.529667	0.486667	0	
0.018595	0.529667	0.44	0	
0.0362812	0.529667	0.56	0	
na	0.264833	0.453333	0	
na	0.264833	0.42	0	
0.00483631	0.7945	0.44	0	
0.369626	1.05933	0.66	0	
na	0.264833	0.38	0	
0.2874	1.05933	1.03333	0	
0.00173611	0.529667	0.16	0	
0.0451389	0.529667	0.6	0	
0.202869	2.11867	1.54667	1	
na	0.264833	0.08	0	
0.175824	0.529667	0.8	0	
0.0306713	1.05933	0.74	0	
0.0467564	1.05933	0.92	2	
na	0.264833	0.38	0	
0.0412537	1.32417	1.34	0	
0.108796	1.05933	1.31333	1	
0.00305135	1.05933	0.46	0	
0.0384615	0.529667	0.6	0	
0.304881	2.64833	1.78	2	
na	0.264833	0.38	0	
0.0471946	1.05933	1.23333	1	
na	0.264833	0.153333	0	
0.623538	0.7945	1.26	1	
0.505848	1.589	2.04	0	
0.435465	2.11867	1.87333	0	
0.00752315	1.05933	0.573333	0	
0.00899621	1.589	0.873333	0	
na	0.264833	0.08	0	
0.29145	1.589	2.13333	2	
0.00568182	0.529667	0.3	0	
na	0.264833	0.08	0	
na	0.264833	0.08	0	
0.00173611	0.529667	0.16	0	
na	0.264833	0.28	0	
0.0796216	1.05933	0.746667	1	
0.305556	0.529667	0.933333	0	
0.365079	1.05933	1.79333	0	
0.146825	0.7945	0.86	0	
0.0213707	1.32417	1	1	
na	0.264833	0.453333	0	
0.569444	0.7945	1.5	1	
0.414908	1.05933	0.66	0	
0.0652902	0.7945	0.84	0	
0.00568182	0.7945	0.38	0	
0.14966	0.529667	0.793333	0	
0.048174	1.05933	1.19333	1	
na	0.264833	0.08	0	
0.609375	0.529667	1	0	
0.00362319	0.529667	0.233333	0	
0.623746	1.589	1.21333	0	
0.048913	0.529667	0.633333	0	
0.0853094	1.589	1.66667	2	
0.395502	0.7945	1.34	1	
0.282382	1.85383	2.15333	1	
0.0104167	0.529667	0.413333	0	
0.0647312	0.7945	0.686667	0	
na	0	0	0	
0.577295	0.7945	1.11333	0	
0.0937038	1.05933	1.09333	0	
0.776434	0.7945	1.54667	1	
na	0.264833	0.153333	0	
0.25276	1.32417	0.613333	0	
0.201013	0.7945	0.913333	1	
0.107832	1.05933	0.8	0	
0.339613	1.05933	0.9	0	
0.166667	0.529667	0.833333	0	
0.318182	0.529667	0.846667	0	
na	0.264833	0.48	0	
na	0.264833	0.333333	0	
0.00362319	0.529667	0.233333	0	
0.120551	2.11867	2.53333	2	
0.237604	0.529667	0.973333	1	
0.0384615	0.529667	0.6	0	
0.848485	0.529667	1.01333	0	
0.00756144	0.529667	0.306667	0	
0.0802676	0.529667	0.673333	0	
na	0.264833	0.153333	0	
0.130435	0.529667	0.653333	0	
na	0.264833	0.453333	0	
0.155619	0.7945	0.38	0	
0.177632	0.529667	0.86	0	
0.479167	0.529667	0.233333	0	
0.110672	0.529667	0.666667	0	
0.00173611	0.529667	0.16	0	
na	0.264833	0.22	0	
na	0.264833	0.153333	0	
0.110737	1.589	1.54	1	
na	0	0	0	
0.101307	0.7945	1.15333	1	
0.114515	1.05933	1.08	0	
na	0.264833	0.08	0	
na	0	0	0	
na	0	0	0	
0.154589	0.529667	0.633333	0	
0.0131579	0.529667	0.46	0	
na	0.264833	0.08	0	
na	0.264833	0.42	0	
0.0131579	0.529667	0.46	0	
0.191318	1.05933	1.39333	1	
0.0430622	0.529667	0.6	0	
0.0546218	0.7945	0.813333	0	
na	0.264833	0.42	0	
na	0	0	0	
na	0	0	0	
0.230769	0.529667	0.853333	0	
na	0.264833	0.42	0	
na	0.264833	0.08	0	
0.181548	1.05933	0.826667	0	
na	0	0	0	
0.253702	1.32417	0.546667	0	
0.0530303	0.529667	0.593333	0	
0.305556	0.529667	0.3	0	
0.254261	1.05933	1.55333	1	
na	0	0	0	
0.213352	1.32417	1.44	1	
0.11328	1.85383	1.91333	1	
na	0.264833	0.28	0	
na	0.264833	0.42	0	
0.483507	1.32417	1.25333	0	
0.345238	0.7945	1.34667	1	
0.0764361	0.7945	0.78	1	
0.121566	1.32417	0.473333	0	
0.130435	0.529667	0.653333	0	
na	0.264833	0.38	0	
na	0.264833	0.42	0	
0.108202	0.7945	0.873333	0	
0.87357	1.589	2.56	0	
0.211989	1.589	1.14	0	
0.00173611	0.529667	0.16	0	
0.0826331	0.7945	1.06667	0	
