ZnA[0]	thetaWatt[0]	ThetaTaj[0]	Rm[0]	
0.18272	7.945	8.90667	4	
0.448175	3.178	3.4	0	
0.135489	9.00434	7.96	3	
0.125625	6.09117	5.54	2	
0.241113	11.6527	14.18	4	
0.306949	7.41534	8.08667	1	
0.218299	5.82634	5.19333	1	
0.270462	5.5615	3.80667	1	
0.399844	4.767	7.35333	3	
0.168692	6.88567	5.18667	2	
0.260979	7.68017	7.52667	2	
0.209033	6.88567	7.72667	4	
0.278545	5.82634	6.75333	4	
0.127484	5.5615	5.47333	1	
0.22147	9.26917	10.2067	4	
0.169332	7.68017	5.42	2	
0.192713	6.88567	6.16	1	
0.272423	5.29667	6.54	2	
0.289843	12.4472	16.0533	7	
0.40469	11.6527	8.52	3	
0.273471	8.7395	7.02667	3	
0.144516	8.47467	10.02	5	
0.144576	5.82634	4.22	1	
0.00433146	2.91317	1.36667	1	
0.230255	5.5615	5.66667	2	
0.324732	10.3285	10.24	2	
0.228783	7.41534	6.34	2	
0.179784	6.62084	3.49333	1	
0.240941	7.1505	8.5	2	
0.158091	7.1505	6.51333	1	
0.279977	5.03184	6.56667	1	
0.223282	3.178	3.03333	2	
0.14979	5.82634	4.84667	2	
0.194745	7.41534	6.12667	2	
0.25554	9.00434	7.05333	0	
0.203737	8.20984	8.56667	0	
0.132511	3.70767	2.74	1	
0.514883	10.8582	17.8333	0	
0.198795	4.23734	4.46	0	
0.0682649	1.85383	1.66667	0	
0.394838	4.767	4.74667	0	
0.500289	9.534	13.4733	0	
0.212465	11.9175	8.86	0	
0.368708	5.5615	4.88	0	
0.126393	2.64833	1.21333	0	
0.274716	8.47467	8.36667	1	
0.205548	8.20984	5.90667	1	
0.0726118	3.70767	3.33333	1	
0.133396	6.356	4.21333	1	
0.108984	3.44283	3.48667	1	
0.266306	5.82634	5.38667	0	
0.304827	11.6527	9.35333	0	
0.043606	6.356	4.64	1	
0.276344	6.62084	5.4	0	
0.444235	7.68017	5.46	0	
0.193282	5.5615	5.55333	1	
0.208668	6.62084	6.62667	2	
0.408315	5.5615	7.36	1	
0.188391	7.68017	6.36667	1	
0.201571	6.09117	5.10667	1	
0.221874	2.64833	1.96667	0	
0.235428	4.767	5.22	1	
0.19873	9.00434	8.96667	0	
0.0244784	3.178	2.22667	1	
0.226196	7.945	6.90667	2	
0.0927599	7.1505	7.52	1	
0.12525	6.09117	6.66	0	
0.110437	6.88567	5.12667	1	
0.0289672	2.64833	2.06667	0	
0.0809977	5.5615	4.34	2	
0.255431	11.123	11.6467	1	
0.0935207	5.03184	3.98	0	
0.195454	9.534	9.38667	3	
0.167575	6.09117	4.77333	1	
0.267672	10.0637	9.42	2	
0.14889	7.41534	7.32	0	
0.0654453	6.88567	5.76	3	
0.289163	8.7395	6.91333	0	
0.132554	2.3835	1.42	0	
0.116703	7.1505	6.45333	2	
0.166671	4.50217	3.14	0	
0.318788	9.79884	13.38	3	
0.236306	7.945	7.6	1	
0.165961	5.82634	4.69333	1	
0.212555	8.7395	4.96667	1	
0.128686	3.178	2.84	1	
0.253217	3.44283	1.48	0	
0.403291	10.5933	11.6133	1	
0.0872899	5.5615	3.76	0	
0.163966	8.47467	8.38667	1	
0.291368	5.5615	6.72	1	
0.261663	6.62084	6.9	1	
0.446176	10.8582	14.66	1	
0.117164	5.29667	4.53333	1	
0.187105	7.1505	6.85333	2	
0.138581	7.68017	6.82	0	
0.202812	7.945	8.00667	2	
0.17323	5.29667	5.14667	1	
0.329378	4.50217	4.13333	0	
0.287043	4.50217	4.41333	1	
0.247404	8.47467	7.68	3	
0.14109	3.9725	3.14	0	
0.342599	5.03184	4.74667	0	
0.130358	4.767	5.12	0	
0.24655	9.26917	8.15333	3	
0.411357	5.82634	7.72	2	
0.100451	6.09117	3.90667	0	
0.130704	3.9725	3.68	0	
0.137623	5.29667	4.94667	2	
0.232627	9.534	9.99333	1	
0.324348	5.82634	4.23333	0	
0.139434	7.68017	6.7	1	
0.283925	6.09117	7.54	2	
0.30599	4.767	5.37333	1	
0.0967765	4.23734	3.78	1	
0.229125	7.1505	5.52667	0	
0.366761	11.3878	13.9067	2	
0.107719	4.767	3.09333	1	
0.214213	8.47467	10.08	3	
0.315675	8.20984	9.29333	2	
0.366503	6.356	5.48667	1	
0.321898	7.41534	9.11333	2	
0.263598	7.41534	8.64	2	
0.203524	7.68017	8.64667	2	
0.162804	6.356	6.92667	1	
0.397548	5.5615	5.83333	0	
0.154067	3.178	3.26	1	
0.20155	7.1505	6.42	1	
0.175172	6.09117	4.65333	1	
0.277113	9.00434	9.16	1	
0.143501	4.23734	3.3	2	
0.397533	11.3878	14.36	3	
0.129222	4.50217	3.56667	0	
0.165956	6.09117	5.71333	2	
0.329708	6.09117	4.28	2	
0.29526	8.20984	10.8867	3	
0.282859	8.20984	9.99333	1	
0.221366	8.20984	8.57333	1	
0.103261	4.23734	4.44	0	
0.22127	5.29667	5.14667	1	
0.172499	4.50217	4.3	1	
0.186076	7.1505	8.67333	1	
0.181386	2.64833	2.69333	1	
0.0513463	3.9725	4.30667	1	
0.19425	7.41534	8.35333	1	
0.242721	7.41534	9.34	2	
0.221754	7.1505	8.9	3	
0.199948	9.534	9.56667	3	
0.277422	3.44283	3.77333	1	
0.255397	5.5615	6.35333	2	
0.331695	9.26917	12.0733	3	
0.367269	9.00434	9.82	2	
0.156577	6.62084	6.3	3	
0.255517	7.945	8.62	4	
0.229538	6.356	5.90667	1	
0.29646	7.1505	7.16667	3	
0.258129	5.82634	4.57333	1	
0.272902	5.82634	4.16	2	
0.329003	11.123	12.3933	4	
0.219407	8.20984	7.24667	3	
0.166579	6.62084	5.52	2	
0.239033	5.82634	5.65333	1	
0.212862	8.7395	8.54667	3	
0.108916	6.62084	6	2	
0.11284	8.47467	7.69333	3	
0.285886	5.82634	4.45333	1	
0.192286	9.534	10.1667	4	
0.147933	7.68017	6.02	1	
0.0663988	6.88567	4.92	1	
0.0887783	5.5615	4.77333	0	
0.300752	10.5933	6.66667	3	
0.0484301	3.70767	3.28	0	
0.163752	9.534	9.05333	2	
0.160328	5.5615	4.98667	1	
0.143179	6.09117	5	3	
0.233167	6.09117	4.6	1	
0.23452	4.767	4.53333	1	
0.0508297	7.68017	5.25333	1	
0.222321	4.767	4.4	1	
0.325438	3.9725	2.82	1	
0.0333574	5.03184	4.24667	1	
0.18055	7.1505	7.28	3	
0.448738	6.88567	7.12667	1	
0.180179	4.767	4.09333	1	
0.0674967	5.82634	5.44667	2	
0.324313	7.41534	4.64	2	
0.347546	7.1505	9.29333	2	
0.508741	3.44283	3.68	1	
0.220687	5.5615	5.87333	3	
0.216116	7.945	7.59333	2	
0.198262	5.5615	4.72	2	
0.300904	6.356	7.46	2	
0.22092	6.09117	5.97333	2	
0.146137	3.178	3.18667	1	
0.0714873	6.62084	5.82667	2	
0.18103	4.50217	3.24667	1	
0.276769	6.09117	5.60667	3	
0.147999	5.82634	5.10667	2	
0.113669	7.41534	5.75333	1	
0.207702	7.945	7.31333	4	
0.341513	6.62084	3.78	3	
0.047203	6.09117	5.30667	2	
0.0915575	6.356	5.26	1	
0.1379	7.41534	6.70667	3	
0.254079	8.7395	7.24	1	
0.285049	8.47467	9.42	4	
0.360663	7.41534	6.07333	3	
0.417773	9.534	8.48	2	
0.15243	5.5615	5.42667	1	
0.620859	6.356	7.3	0	
0.184398	6.88567	7.88	2	
0.142663	7.68017	6.86	3	
0.146928	9.26917	8.66667	3	
0.139903	8.20984	7.32	2	
0.217571	9.00434	8.14	4	
0.366062	5.5615	6.24	2	
0.21821	8.7395	7.90667	2	
0.200155	3.70767	4.56	1	
0.117202	6.09117	5.64	1	
0.123337	5.82634	6.54667	2	
0.134516	3.9725	3.44667	2	
0.176265	7.68017	8.59333	4	
0.152981	9.26917	7.76	5	
0.196551	4.23734	3.5	1	
0.188451	5.5615	4.08667	1	
0.187294	6.62084	6.44	2	
0.339636	8.47467	9.73333	3	
0.0147569	2.91317	1.59333	0	
0.284699	8.20984	8.48	4	
0.269247	5.29667	5.53333	2	
0.355529	11.3878	9.87333	5	
0.356574	5.03184	4.92	2	
0.213485	6.09117	6.04	2	
0.126108	3.70767	3.66667	2	
0.352029	9.534	8.52667	4	
0.0634944	2.11867	1.91333	2	
0.0683625	4.50217	3.3	2	
0.24993	8.47467	9.36	4	
0.109084	6.88567	5.20667	1	
0.120938	3.9725	3.12667	2	
0.258031	4.23734	3.57333	1	
0.0936556	8.47467	8.53333	3	
0.127733	6.09117	5	2	
0.126471	6.62084	4.13333	1	
0.162209	7.1505	6.43333	3	
0.152806	3.9725	2.97333	1	
0.277528	4.23734	4.94667	1	
0.340018	6.09117	6.21333	3	
0.209501	4.767	4.75333	3	
0.0708397	4.23734	3.4	1	
0.0923563	5.5615	4.30667	1	
0.149302	3.9725	2.76667	2	
0.349141	7.945	8.70667	2	
0.136528	5.82634	5.17333	2	
0.405336	7.68017	9.11333	5	
0.151006	4.767	3.5	2	
0.0809091	4.767	2.96667	1	
0.257856	5.29667	6.08	2	
0.3009	4.767	6.1	2	
0.137076	6.62084	7.76667	3	
0.364273	3.9725	3.44667	1	
0.166779	6.09117	6.24667	1	
0.368506	4.767	5.3	3	
0.2832	7.41534	7.46667	4	
0.202243	8.20984	8.77333	4	
0.216284	5.03184	4.62667	2	
0.354912	6.356	7.19333	2	
0.295304	7.945	7.2	5	
0.202286	9.00434	10.42	8	
0.157379	6.62084	8.32	3	
0.437929	5.29667	7.06	1	
0.0937418	3.44283	2.34667	0	
0.250138	4.23734	2.64	1	
0.116368	5.5615	6.16	6	
0.195917	6.356	7.79333	2	
0.0708738	6.09117	4.66667	1	
0.18427	6.09117	6.59333	3	
0.11367	7.1505	6.83333	2	
0.120375	6.356	6.01333	2	
0.336602	8.47467	8.55333	3	
0.256949	5.82634	5.14667	1	
0.349852	5.82634	5.39333	3	
0.0462155	1.589	1.52667	2	
0.272757	7.945	10.3133	1	
0.105657	10.8582	9.26	0	
0.129347	5.29667	4.63333	0	
0.193359	6.356	6.49333	0	
0.523844	5.03184	7.23333	0	
0.120965	5.03184	2.85333	0	
0.0346398	3.44283	2.8	1	
0.254071	7.41534	4.58	0	
0.151307	8.7395	8.52667	1	
0.24456	6.356	7.7	0	
0.379853	9.00434	12.52	0	
0.0664186	7.945	5.29333	0	
0.21772	6.88567	9.54667	1	
0.326337	11.9175	16.0933	0	
0.192174	4.23734	4.00667	0	
0.087449	6.62084	7.18	1	
0.161566	11.123	12.7733	2	
0.454362	5.03184	7.32	0	
0.185738	3.44283	3.22	0	
0.217705	4.23734	4.68	0	
0.442475	9.00434	9.02	0	
0.142625	7.1505	5.92667	2	
0.190893	8.7395	8.84	2	
0.325753	12.4472	11.5267	1	
0.186215	7.945	8.06667	1	
0.0770795	7.68017	6.7	2	
0.298281	8.20984	8.32	0	
0.212936	3.178	2.80667	1	
0.33369	8.20984	9.77333	1	
0.0150155	2.64833	1.67333	0	
0.20076	4.767	5.52667	1	
0.560066	9.26917	9.56	1	
0.230987	7.945	5.04	0	
0.119383	5.03184	4.38667	1	
0.231465	5.5615	4.42	1	
0.28285	5.03184	3.85333	1	
0.176328	7.1505	5.77333	1	
0.304521	9.00434	4.98	0	
0.323365	7.1505	9.94667	2	
0.0952717	4.767	4.48667	1	
0.224994	4.23734	2.09333	1	
0.285053	4.767	5.58667	0	
0.345708	5.29667	6.82	0	
0.175879	5.29667	5.44667	1	
0.287047	8.20984	9.49333	0	
0.198071	5.29667	3.63333	2	
0.222354	6.62084	7.38667	0	
0.0901334	4.767	3.46	1	
0.134014	8.20984	8.16667	1	
0.247633	14.301	12.6667	1	
0.243212	3.70767	5.08667	1	
0.257254	7.41534	7.09333	2	
0.145314	6.62084	6.12	1	
0.206908	7.68017	8.12667	0	
0.356577	9.26917	10.2	1	
0.415486	3.178	3.61333	1	
0.0666141	6.356	3.9	0	
0.255582	9.00434	9.47333	2	
0.330061	3.178	2.2	1	
0.276001	15.89	17.9533	3	
0.241512	5.82634	3.73333	0	
0.242705	7.945	9.87333	0	
0.350981	10.8582	14.18	3	
0.330953	10.0637	12.9067	1	
0.345045	10.3285	13.6333	2	
0.0642098	4.23734	4.43333	0	
0.401016	3.9725	5.59333	2	
0.322433	7.1505	8.37333	1	
0.202062	11.3878	11.4933	3	
0.13445	7.1505	5.59333	1	
0.315262	12.712	9.58	2	
0.0257163	4.767	3.64	1	
0.226984	6.09117	6.41333	1	
0.133174	5.03184	4.76	1	
0.124718	4.23734	2.67333	1	
0.240384	7.1505	6.23333	1	
0.277286	5.03184	5.21333	1	
0.144834	6.88567	6.37333	2	
0.201189	6.88567	7.28	1	
0.102415	5.03184	3.96667	1	
0.322343	7.945	9.98	3	
0.175953	3.9725	4.06	2	
0.555717	6.88567	9.75333	3	
0.307132	8.47467	7.98	1	
0.33663	8.20984	7.16	1	
0.159106	7.945	7.98	3	
0.28861	9.79884	12.52	2	
0.20471	9.534	8.28667	2	
0.210812	8.47467	9.68667	2	
0.123459	6.88567	5.48667	1	
0.371622	7.41534	9	1	
0.174941	9.00434	8.9	2	
0.155596	3.44283	3.5	0	
0.171827	5.03184	4.97333	2	
0.215813	6.88567	7.33333	2	
0.442628	7.68017	11.1867	4	
0.232682	6.09117	7.44	3	
0.184983	10.0637	8.75333	3	
0.134726	5.29667	5.07333	2	
0.0958108	4.50217	3.39333	0	
0.101824	6.88567	5.46667	0	
0.216511	2.64833	2.36	0	
0.294179	5.5615	5.82	1	
0.442933	7.68017	7.25333	2	
0.281618	7.1505	6.67333	1	
0.385683	8.47467	12	0	
0.262382	10.3285	7.07333	2	
0.12646	7.41534	7.17333	3	
0.203184	5.5615	5.84	3	
0.218068	10.5933	10.8267	4	
0.130927	9.00434	8.24667	2	
0.454303	9.79884	11.1133	2	
0.420326	7.41534	8.31333	1	
0.195258	6.62084	5.60667	0	
0.255956	12.1823	12.5867	4	
0.370303	5.03184	5.75333	1	
0.209088	9.79884	9.63333	2	
0.262142	8.7395	8.32667	2	
0.25662	12.9768	15.62	3	
0.178598	9.26917	8.45333	5	
0.176423	8.7395	8.74	2	
0.241777	9.534	9.94	4	
0.405909	8.20984	6.63333	1	
0.131391	6.88567	4.32	2	
0.141656	8.47467	8.44	3	
0.124565	6.62084	6.97333	2	
0.15214	8.7395	7.9	2	
0.179607	6.62084	4.62667	2	
0.177438	6.356	6.04	3	
0.353351	4.50217	4.72667	3	
0.231667	7.41534	7.80667	3	
0.125999	7.945	8.22667	2	
0.149283	4.767	3.92	0	
0.278404	7.1505	8.54667	3	
0.250807	9.534	8.51333	3	
0.255715	6.62084	2.84	0	
0.13946	6.62084	6.15333	2	
0.185066	5.82634	5.9	2	
0.286601	5.03184	6.03333	1	
0.178006	7.68017	7.41333	1	
0.175235	6.09117	5.74	2	
0.207587	5.03184	3.00667	0	
0.242438	6.356	5.92667	1	
0.247486	9.00434	10.9933	2	
0.235026	4.23734	4.80667	1	
0.161373	7.68017	8.47333	2	
0.298876	2.3835	2.05333	1	
0.176007	5.03184	4.62	1	
0.304235	6.62084	7.54667	3	
0.533245	8.20984	12.48	2	
0.298693	6.356	5.32667	1	
0.330056	7.1505	7.74	2	
0.341087	9.534	12.1267	3	
0.132527	6.09117	4.98667	1	
0.466828	6.356	9.31333	3	
0.476052	5.5615	7.5	2	
0.213748	6.62084	3.88	1	
0.314653	7.41534	6.5	3	
0.237269	6.88567	8.03333	3	
0.257567	8.7395	5.38	2	
0.0494904	6.88567	5.94	2	
0.438367	6.356	8.17333	2	
0.139126	9.26917	8.32	2	
0.524047	3.44283	3.42667	0	
0.0555567	3.70767	2.08667	1	
0.354824	8.47467	9.69333	1	
0.125528	6.09117	5.89333	2	
0.0870924	7.945	7.33333	4	
0.244429	3.9725	4.24	1	
0.286115	7.945	6.97333	1	
0.278052	6.09117	5.9	2	
0.161796	7.945	8.45333	1	
0.122087	4.767	4.92	1	
0.0566688	5.5615	4.46667	2	
0.158184	4.767	5.14667	2	
0.230244	4.23734	2.65333	0	
0.121634	6.356	6.64667	3	
0.0625602	5.29667	4.44667	1	
0.169451	5.29667	4.98	1	
0.0309642	5.03184	4.00667	2	
0.401379	6.09117	5.06	1	
0.409421	7.1505	6.58667	2	
0.279086	5.5615	5.94667	2	
0.132942	7.945	7.60667	5	
0.243211	3.9725	3.58667	1	
0.320862	6.88567	5.67333	2	
0.246825	5.82634	6.12	2	
0.194535	5.03184	3.14	1	
0.223702	8.20984	9.07333	2	
0.3445	4.23734	4.18	1	
0.0993819	6.62084	7.06667	2	
0.18156	6.88567	6.22667	1	
0.23343	9.534	6.62	1	
0.251459	5.03184	4.16	0	
0.0731098	7.1505	6.04667	2	
0.165058	7.41534	5.42	2	
0.307691	6.62084	8.52	2	
0.192721	6.09117	4.98	2	
0.314897	7.41534	7.25333	2	
0.223258	5.82634	4.32667	2	
0.321529	9.79884	10.1933	3	
0.238866	6.09117	5.58667	3	
0.161942	6.09117	6.24	2	
0.254522	7.68017	6.89333	2	
0.222763	5.5615	6.95333	2	
0.138586	4.23734	3.66	0	
0.326862	8.47467	9.2	4	
0.142491	5.5615	5.10667	1	
0.235701	9.79884	10.72	3	
0.241416	7.68017	7.49333	2	
0.117687	8.20984	8.60667	4	
0.334796	4.767	5.82	0	
0.310786	6.88567	6.46667	1	
0.119036	7.945	8.44667	2	
0.419332	6.88567	4.34	1	
0.304413	6.62084	7.35333	3	
0.351095	5.29667	4.12	2	
0.178186	6.356	4.94	2	
0.0995145	6.09117	5.60667	3	
0.340691	6.62084	5.48667	2	
0.224221	9.534	8.58	3	
0.243862	5.5615	5.71333	1	
0.291438	2.91317	3.98	2	
0.195984	6.09117	4.9	2	
0.120565	9.00434	7.76667	4	
0.168548	8.47467	9.86667	4	
0.177344	3.44283	2.54	1	
0.13707	6.09117	6.24667	1	
0.182386	3.44283	4.08	2	
0.333522	9.00434	10.5933	2	
0.162118	4.50217	3.55333	2	
0.301952	9.534	12.0933	5	
0.167808	6.88567	7.96667	3	
0.247958	10.8582	11.6533	4	
0.161677	4.23734	3.13333	1	
0.196028	3.44283	2.91333	1	
0.0983037	6.09117	5.43333	1	
0.287273	9.26917	9.68667	4	
0.295536	5.03184	4.14	2	
0.170759	7.41534	8.92	3	
0.148176	6.09117	5.29333	4	
0.209956	8.47467	6.98667	4	
0.203148	4.50217	2.80667	1	
0.183082	6.09117	5.76	2	
0.0444457	6.356	4.64	1	
0.238084	9.534	8.64667	3	
0.173678	7.68017	8.60667	2	
0.343947	6.09117	7.50667	3	
0.353172	3.9725	4.70667	2	
0.149463	5.5615	3.98	0	
0.131248	5.82634	5.4	2	
0.454646	11.123	8.57333	0	
0.172594	6.62084	6.37333	0	
0.126482	6.62084	5.89333	0	
0.499771	16.9493	22.6	1	
0.0902449	3.178	3.17333	0	
0.279404	4.23734	5.14	0	
0.327797	3.70767	3.22	0	
0.33311	6.62084	9.05333	1	
0.497516	7.68017	6.22667	0	
0.263025	6.88567	7.05333	1	
0.209579	5.82634	5.46	0	
0.0581281	5.5615	5.26	1	
0.292019	3.9725	2.77333	0	
0.184496	6.09117	5.75333	0	
0.305641	8.20984	8.4	1	
0.0903206	6.88567	5.65333	3	
0.0975511	5.5615	4.06667	0	
0.405295	6.09117	8.31333	1	
0.550048	10.0637	16.5333	1	
0.156968	4.50217	4.08	1	
0.443771	12.1823	12.5533	0	
0.0114698	2.64833	1.94	0	
0.0920856	6.356	5.84667	0	
0.0757	5.82634	5.10667	2	
0.181204	5.03184	5.1	1	
0.319972	7.41534	9.08667	3	
0.318333	4.767	5.64	0	
0.1172	4.767	4.36	1	
0.12217	3.70767	3.14	0	
0.153667	6.09117	5.08	1	
0.244071	7.945	9.76667	1	
0.409695	6.88567	4	0	
0.223106	5.29667	5.76	1	
0.150084	4.23734	3.44667	0	
0.0394626	1.32417	1.18	0	
0.31251	8.47467	11.34	2	
0.153529	10.5933	9.50667	2	
0.111931	4.23734	3.69333	0	
0.279055	4.767	4.78	1	
0.35646	4.23734	3.65333	0	
0.242068	7.68017	7.92667	2	
0.244388	4.767	6.25333	2	
0.160932	7.1505	7.75333	2	
0.144171	3.70767	3.87333	0	
0.363956	7.68017	8.99333	0	
0.279839	11.9175	14.9667	2	
0.256216	7.41534	8.72	1	
0.229419	6.88567	5.63333	1	
0.142747	5.29667	4.86	1	
0.27266	4.767	4.19333	0	
0.296809	7.41534	8.67333	1	
0.29493	10.0637	12.0667	2	
0.220516	6.09117	4.50667	1	
0.0722543	6.88567	5.76	1	
0.442887	10.0637	13.9267	1	
0.371414	6.88567	8.68	1	
0.340192	6.88567	7.36	2	
0.102558	4.50217	3.3	0	
0.409039	4.23734	4.46	0	
0.239233	5.29667	5.62667	2	
0.263975	7.945	6.00667	1	
0.205905	8.7395	6.70667	1	
0.437373	5.5615	5.83333	1	
0.118602	2.64833	1.63333	0	
0.420053	3.9725	2.28	0	
0.250153	7.68017	6.55333	1	
0.171431	8.7395	9.02667	2	
0.217812	7.945	7.24667	2	
0.196707	10.5933	10.42	3	
0.285252	5.5615	3.72	1	
0.452132	7.41534	6.45333	1	
0.195777	11.123	11.1067	1	
0.227226	7.1505	7.94667	2	
0.190243	6.09117	6.34	1	
0.250495	9.26917	11.12	4	
0.29068	8.7395	6.44667	1	
0.398865	3.44283	2.43333	0	
0.134721	2.11867	2.16667	1	
0.211843	9.00434	8.51333	2	
0.270329	7.1505	7.64	1	
0.287473	12.712	14.2	2	
0.177501	6.62084	5.74	2	
0.518301	10.3285	10.18	1	
0.310158	6.88567	7.39333	2	
0.0881228	6.356	5.06667	1	
0.212006	9.00434	10.5667	2	
0.265835	4.23734	3.52	2	
0.342111	6.09117	8.03333	1	
0.263074	12.4472	15.5867	5	
0.250698	6.09117	7.46	3	
0.0304785	1.589	1.06	0	
0.17347	4.50217	3.68667	0	
0.224332	6.62084	6.3	4	
0.315123	8.20984	9.33333	1	
0.249198	6.88567	8.43333	2	
0.374816	8.20984	9.85333	2	
0.28247	6.356	7.30667	2	
0.522934	7.41534	11.5133	1	
0.27487	6.62084	7.61333	1	
0.230603	5.29667	2.38667	0	
0.191596	5.29667	5.18667	1	
0.139045	4.767	3.70667	1	
0.127917	7.945	5.66667	1	
0.396764	4.50217	4.12667	1	
0.207626	9.79884	8.52667	2	
0.182384	10.8582	12.46	5	
0.234295	4.23734	4.76667	0	
0.254486	5.82634	4.75333	0	
0.118984	3.178	3.67333	1	
0.29633	4.767	5.92	1	
0.261617	3.9725	4.31333	1	
0.160999	6.62084	6.79333	1	
0.30511	5.5615	6.62	1	
0.260965	5.82634	6.13333	2	
0.272	6.88567	8.46667	0	
0.230331	10.3285	11.4867	3	
0.164447	7.68017	7.2	3	
0.289339	5.29667	6.11333	2	
0.144561	9.26917	9.66	6	
0.222122	7.41534	7.36	3	
0.148598	6.62084	7.01333	4	
0.21693	5.82634	6.70667	0	
0.173214	7.41534	7.92	2	
0.19117	6.356	5.83333	2	
0.118819	4.767	4.92667	3	
0.457747	8.47467	11.54	2	
0.101161	4.23734	4.02	1	
0.0430272	3.178	2.04667	0	
0.122603	9.00434	8.81333	4	
0.261307	4.767	6.81333	2	
0.123483	3.178	2.25333	0	
0.511481	3.9725	3.88667	0	
0.432568	6.88567	5.56667	2	
0.191245	11.123	11.7333	1	
0.305054	8.20984	9.52667	3	
0.329134	5.5615	4.57333	2	
0.221509	6.356	7.58	1	
0.135023	6.356	5.59333	1	
0.303105	7.1505	8.42	1	
0.119381	8.20984	7.2	5	
0.273232	10.3285	9.32667	4	
0.361882	8.47467	9.46	2	
0.335602	10.0637	8.72	1	
0.367421	7.68017	9.92	2	
0.205337	7.945	8.55333	2	
0.486921	7.945	8.55333	4	
0.328896	11.9175	11.9667	2	
0.341951	9.79884	11.3867	2	
0.0944858	4.23734	3.7	2	
0.181354	7.68017	7.3	2	
0.306355	5.82634	6.65333	0	
0.177915	5.29667	5.67333	3	
0.104236	4.767	4.32	0	
0.284091	5.82634	5.32	1	
0.18509	5.82634	3.02667	1	
0.25298	8.20984	8.66	2	
0.214044	5.03184	4.46	1	
0.198832	3.9725	2.71333	2	
0.221559	5.03184	5.42667	2	
0.212198	5.03184	3.42	0	
0.160963	7.41534	6.09333	3	
0.368754	9.00434	12.88	2	
0.465409	7.945	10.6533	2	
0.281532	6.62084	7.16667	2	
0.186604	5.82634	4.25333	2	
0.193352	4.767	3.06	2	
0.0563643	2.3835	2.46	1	
0.205868	5.29667	5.38667	1	
0.278542	9.00434	9.42667	4	
0.226484	7.1505	7.04	2	
0.278207	5.5615	3.62	2	
0.13957	8.20984	7.74	2	
0.159835	7.945	8.34667	4	
0.255303	7.1505	5.98	1	
0.170202	7.41534	7.74	5	
0.431016	7.945	11.06	3	
0.25974	7.945	8.60667	3	
0.23709	6.09117	7.72	3	
0.430659	8.47467	7.72667	3	
0.168541	5.82634	4.52	3	
0.380257	7.1505	3.59333	1	
0.514313	6.356	6.48667	2	
0.352251	3.44283	2.88	0	
0.0688224	6.09117	3.55333	2	
0.104375	6.09117	6.38	2	
0.247778	6.356	6.57333	3	
0.226207	5.82634	5.99333	2	
0.16217	3.44283	4.06667	3	
0.419881	12.712	13.6	3	
0.269283	8.47467	6.96	2	
0.21486	7.68017	8.46	2	
0.314023	3.9725	4.06667	2	
0.0575149	4.767	5.31333	3	
0.241139	8.47467	9.42667	4	
0.271306	9.534	11.6267	3	
0.352292	6.62084	6.36	1	
0.0947877	6.356	5.62	1	
0.149855	7.1505	7.35333	4	
0.249957	6.62084	5.61333	1	
0.275763	5.29667	5.46	2	
0.14247	8.20984	9.5	5	
0.266375	8.20984	9.23333	1	
0.221948	5.82634	6.46	2	
0.260705	6.356	4.27333	1	
0.205631	9.79884	9.80667	3	
0.180053	5.82634	6.98	2	
0.258685	5.29667	6.11333	2	
0.323554	8.7395	9.21333	2	
0.24156	6.356	6.26667	2	
0.087851	5.82634	5.34667	1	
0.0728193	5.5615	4.34667	3	
0.226004	7.1505	8.16667	5	
0.143919	5.82634	5.65333	4	
0.302488	6.88567	6.66667	3	
0.437723	8.47467	6.21333	1	
0.120254	8.47467	7.58	4	
0.129305	7.68017	7.03333	3	
0.245411	9.534	9.74	3	
0.144603	7.68017	7	3	
0.264717	8.47467	9.95333	4	
0.522174	6.62084	7.43333	2	
0.091951	4.50217	5.06667	2	
0.194571	9.534	9.28	2	
0.0490704	3.44283	2.5	1	
0.100621	6.62084	5.84	2	
0.21763	7.68017	8.72	4	
0.297708	10.3285	9.52667	3	
0.165072	9.00434	9.8	3	
0.175583	5.5615	4.18667	2	
0.355934	3.70767	5.33333	2	
0.232527	5.82634	6.19333	1	
0.175591	6.09117	4.79333	1	
0.227738	7.1505	7.72667	3	
0.156355	7.945	8.90667	4	
0.131471	9.00434	10.58	5	
0.51262	6.09117	4.46	1	
0.177129	7.1505	7.6	4	
0.242856	8.47467	8.41333	3	
0.210209	7.41534	9.19333	4	
0.126518	5.5615	4.96667	2	
0.025844	5.03184	3.95333	1	
0.343608	7.68017	6.89333	3	
0.109776	7.68017	6.28	1	
0.213156	5.5615	6.73333	4	
0.143421	3.9725	4.28	1	
0.253752	8.47467	9.41333	5	
0.305694	6.09117	4.48667	1	
0.305805	5.5615	5.52667	3	
0.115887	5.03184	3.20667	0	
0.256827	6.62084	4.96667	2	
0.120526	7.945	6	0	
0.145511	6.88567	7.03333	1	
0.195404	9.00434	10.3733	0	
0.132399	8.20984	8.00667	0	
0.187679	6.09117	5.88	0	
0.314407	9.00434	7.27333	1	
0.13881	6.356	2.83333	0	
0.180907	7.1505	7.01333	1	
0.239522	13.7713	15.2133	1	
0.24146	6.88567	5.85333	1	
0.390056	8.20984	7.98667	0	
0.233776	6.09117	6.20667	1	
0.122201	7.945	6.96	2	
