B[0]	B[1]	B[2]	B[3]	
0.0961538	0.782609	0.130841	0.0714286	
0.194444	0.2	0.133333	0.227273	
0.194444	0.142857	0.09375	0.0869565	
0.214286	0	0.133929	0	
0.243243	0.238095	0.0592105	0.137931	
0.025	0	0.112	0.115385	
0.125	0	0.252427	0.176471	
0.306452	0.428571	0.162963	0.166667	
0.2	0.166667	0.168	0.0416667	
0.0952381	0.5	0.0848485	0.05	
0.205882	0.142857	0.162963	0.2	
0.257576	0.25	0.188976	0.125	
0.103448	0.545455	0.103448	0.0869565	
0.2	0	0.146552	0	
0.0454545	0.2	0.198795	0.315789	
0.0952381	0.5	0.125786	0.12	
0.115385	0.285714	0.142105	0.15625	
0.0434783	0.375	0.151079	0.153846	
0.146341	0.222222	0.218487	0.0588235	
0	0.142857	0.108108	0.0689655	
0.137931	0.285714	0.165289	0.133333	
0.105263	0.235294	0.0267857	0.15625	
0	0.0526316	0.12381	0.25	
0.114286	0.538462	0.330508	0	
0.0238095	0.153846	0.211111	0.1	
0.15	0.0909091	0.181159	0.277778	
0.172414	0.724138	0.216981	0.0357143	
0.0263158	0.5	0.127451	0.0952381	
0.0512821	0	0.313559	0.0625	
0.0909091	0.2	0.0892857	0.0555556	
0.105263	0.2	0.192593	0.208333	
0.16	0.111111	0.156522	0	
0.1875	0.0666667	0.110092	0.1875	
0.16129	0	0.115385	0.047619	
0.166667	0.6	0.154762	0.142857	
0.26087	0.272727	0.275229	0.037037	
0.1875	0.666667	0.111111	0.117647	
0.0967742	0.285714	0.148936	0.333333	
0.08	0	0.119205	0.181818	
0.111111	0.5625	0.0564516	0.142857	
0.0961538	0.461538	0.148148	0.172414	
0.153846	0.4	0.208054	0.219512	
0.142857	0.25	0.20354	0.1875	
0.295455	0	0.151515	0.173913	
0.027027	0.0909091	0.184211	0	
0.175	0.142857	0.0510204	0.15	
0.111111	0.235294	0.0839695	0.0869565	
0.291667	0.181818	0.280576	0.117647	
0.294118	0	0.0916031	0.04	
0.21875	0.388889	0.111111	0.258065	
0.333333	na	0.0865385	0.142857	
0.115385	0.25	0.211679	0.242424	
0.0243902	0.0909091	0.161017	0.121212	
0.186047	0.615385	0.188976	0.2	
0.209302	0.333333	0.144144	0.0454545	
0.0645161	0	0.121739	0.0833333	
0.0416667	0.0909091	0.0689655	0.307692	
0.104167	0.266667	0.219697	0.333333	
0.234568	0.466667	0.135593	0.138889	
0.261905	0.310345	0.102564	0.166667	
0.0232558	0.307692	0.131944	0.142857	
0.166667	0.0909091	0.136986	0.0666667	
0.04	0.318182	0.118421	0.205882	
0.0789474	0	0.137931	0.16	
0.188679	0.0625	0.0689655	0.0666667	
0.027027	0.3125	0.195122	0.1	
0.166667	0	0.220588	0.208333	
0.0512821	0.285714	0.244444	0.0769231	
0.129032	0.0714286	0.216418	0.1	
0.23913	0	0.226277	0.0833333	
0	0.125	0.173913	0.15	
0.0333333	0.142857	0.08	0.0882353	
0.111111	0.181818	0.114504	0.0526316	
0.0454545	0.2	0.0634921	0.0384615	
0.06	0.566667	0.135593	0.111111	
0.0277778	0.25	0.202703	0.117647	
0.0681818	0.111111	0.0538462	0	
0.0645161	0.125	0.141509	0.0882353	
0.130435	0.0769231	0.195122	0.1875	
0.27907	0.125	0.123894	0.222222	
0.142857	0.533333	0.18797	0.333333	
0	0.0909091	0.152381	0.111111	
0.0434783	0.428571	0.167939	0.08	
0.305556	0	0.119718	0.157895	
0	0	0.126126	0.25	
0.12	0	0.0983607	0.153846	
0.133333	0.1	0.0571429	0.0769231	
0.133333	0.15	0.204082	0.0625	
0	0.166667	0.172932	0.15625	
0.130435	0.333333	0.336449	0.181818	
0	0.433333	0.0898876	0.166667	
0.0625	0.0666667	0.224	0.115385	
0.0980392	0.166667	0.0973451	0.111111	
0.0740741	0.166667	0.150376	0.0909091	
0.137931	0.125	0.172619	0.0769231	
0.05	0	0.155556	0.115385	
0.234043	0.454545	0.160256	0.117647	
0.0697674	0.1	0.344	0.030303	
0.0857143	0	0.135135	0.2	
0.1875	0.133333	0.143836	0.0588235	
0.030303	0.238095	0.125984	0.272727	
0.0810811	0.48	0.142132	0.148148	
0	0.25	0.129032	0.0555556	
0	0.0588235	0.107143	0.142857	
0.0851064	0.72	0.108844	0.148148	
0.159091	0.2	0.131579	0.0833333	
0.346154	0.0588235	0.185185	0.130435	
0.138889	0	0.15528	0.105263	
0.259259	0	0.195876	0.107143	
0.103448	0.0625	0.141304	0.166667	
0.181818	0.529412	0.106061	0.173913	
0.135135	0.181818	0.192547	0.0344828	
0.166667	0.2	0.231884	0	
0.160714	0.0833333	0.0816327	0.2	
0.145833	0.545455	0.170543	0.157895	
0.121951	0.285714	0.190789	0.037037	
0.15	0	0.107914	0.192308	
0.135135	0.444444	0.107143	0.142857	
0.183673	0	0.154762	0.12	
0	0.0833333	0.203883	0.25	
0.0588235	0.166667	0.125	0.125	
0.04	0.545455	0.125	0.272727	
0.097561	0.6	0.108333	0.230769	
0.0833333	0.0769231	0.221519	0.176471	
0.381818	0.1	0.0679612	0.2	
0.378378	0.266667	0.16	0.277778	
0.181818	0.222222	0.010989	0.05	
0.342105	0.2	0.0942029	0.222222	
0.132075	0.0666667	0.079646	0.0952381	
0.146341	0.307692	0.138211	0.16	
0.136364	0.222222	0.145833	0.172414	
0.222222	0.0769231	0.0972222	0.238095	
0.159091	0	0.246269	0.0909091	
0.185185	0.25	0.134752	0.28	
0.166667	0.125	0.118644	0.142857	
0.0769231	0.9	0.134615	0	
0.0625	0	0.123377	0.0909091	
0.09375	0.2	0.145985	0.333333	
0.12	0.166667	0.121622	0.217391	
0.153846	0	0.110092	0.129032	
0.0357143	0.181818	0.141593	0.0869565	
0.157895	0	0.11465	0.114286	
0.0571429	0	0.116279	0	
0.0681818	0.166667	0.13913	0.208333	
0.111111	0.166667	0.188679	0.24	
0.22449	0.571429	0.143678	0.114286	
0.232558	0.636364	0.168	0	
0.392857	0.25	0.0740741	0	
0.269231	0.4	0.113208	0.105263	
0.296296	0	0.262821	0.263158	
0.133333	0.555556	0.12963	0.125	
0.0869565	0.2	0.0714286	0.0952381	
0.0416667	0.615385	0.117647	0.193548	
0.25	0.285714	0.193548	0.210526	
0.0571429	0.2	0.225352	0.230769	
0.186047	0.111111	0.0852713	0	
0.18	0.0625	0.140351	0.171429	
0.111111	0.1875	0.136364	0.125	
0.121212	0.5	0.178571	0.176471	
0.0540541	0.1875	0.148649	0.208333	
0.0697674	0.5625	0.0918367	0.12	
0.208333	0.444444	0.218045	0.0384615	
0.207547	0.125	0.162602	0.0526316	
0.181818	0.0714286	0.106383	0.173913	
0.118644	0.133333	0.0697674	0.181818	
0.102564	0.136364	0.137931	0.0588235	
0.195652	0.266667	0.047619	0	
0.147541	0.2	0.235669	0.0285714	
0.125	0	0.203252	0.142857	
0.2	0	0.0909091	0.285714	
0.228571	0.181818	0.116667	0.105263	
0.236842	0.277778	0.245098	0.107143	
0.28	0.352941	0.176471	0.107143	
0.186441	0.2	0.19708	0.216216	
0.0697674	0.45	0.287037	0.1	
0.0769231	0.0714286	0.170068	0.16129	
0.191489	0.6	0.0935252	0.2	
0.125	0.1875	0.221311	0.0833333	
0.105263	0	0.0952381	0.294118	
0.0555556	0.703704	0.0520833	0.214286	
0.0238095	0	0.102362	0	
0.133333	0	0.227273	0.181818	
0.128205	0.142857	0.14966	0.181818	
0.207547	0.214286	0.152	0.130435	
0.0333333	0.25	0.134454	0.111111	
0.14	0.0909091	0.171429	0.178571	
0	0.538462	0.154412	0.115385	
0.0882353	0.125	0.125828	0.2	
0.151515	0.285714	0.114754	0.133333	
0.08	0.125	0.157407	0.0869565	
0.025	0.0909091	0.0990991	0.157895	
0.142857	0	0.270677	0	
0.0434783	0.111111	0.109091	0.105263	
0.139535	0	0.161538	0.16	
0.0952381	0.555556	0.102941	0.173913	
0.181818	0.352941	0.102041	0.15	
0.160714	0.4375	0.0592593	0.075	
0.157895	0.2	0.267327	0.214286	
0.244444	0.48	0.171429	0.263158	
0.037037	0.166667	0.108108	0.153846	
0.176471	0.133333	0.176471	0.0833333	
0.133333	0.833333	0.120968	0	
0.14	0.111111	0.162921	0.178571	
0.195122	0.157895	0.0596026	0.1875	
0.0909091	0	0.131387	0.157895	
0.0285714	0.2	0.141104	0.129032	
0.138889	0.285714	0.07	0	
0.05	0.142857	0.27027	0.206897	
0.0512821	0.307692	0.111111	0.142857	
0.235294	0.142857	0.09375	0.235294	
0.0869565	0.142857	0.111111	0.0769231	
0.166667	0.272727	0.160584	0.0789474	
0.047619	0.32	0.0967742	0.148148	
0.121212	0.5	0.0625	0.08	
0.111111	0.166667	0.256944	0.148148	
0.2	0.375	0.101266	0.142857	
0.121212	0.0769231	0.135593	0.115385	
0.173077	0.363636	0.100719	0.259259	
0.0697674	0.333333	0.124183	0.24	
0.153846	0.428571	0.0655738	0.264706	
0.176471	0.214286	0.189474	0.166667	
0.136364	0.2	0.270073	0.166667	
0.111111	0	0.111111	0	
0.0909091	0	0.104294	0.25	
0.133333	0.285714	0.213836	0.1	
0.190476	0.62963	0.0555556	0.222222	
0.183333	0.428571	0.20155	0.147059	
0.277778	0.444444	0.194805	0.1	
0.0625	0.222222	0.131868	0.0952381	
0.214286	0	0.0944882	0.173913	
0.117647	0.40625	0.121429	0.0666667	
0.172414	0.142857	0.189542	0.12	
0.114286	0.0909091	0.213793	0.107143	
0.0952381	0.529412	0.165563	0.0689655	
0.166667	0.307692	0.125	0.147059	
0.111111	0	0.190476	0.206897	
0.0888889	0.222222	0.0775194	0.136364	
0.152174	0.111111	0.204225	0	
0.181818	0.333333	0.176471	0.2	
0.025	0.857143	0.0840336	0.0869565	
0.178571	0.25	0.220779	0.027027	
0.2	0.304348	0.118421	0.2	
0.117647	0.0952381	0.253731	0.263158	
0.0909091	0.333333	0.183099	0.103448	
0.0714286	0.307692	0.153846	0.05	
0.0454545	0.272727	0.134615	0.0869565	
0.12	0.421053	0.0839695	0.166667	
0.16129	0.25	0.196078	0.0909091	
0.0333333	0.142857	0.119565	0.111111	
0.230769	0.181818	0.116667	0.214286	
0.166667	0.0555556	0.10687	0.0952381	
0.0625	0.0909091	0.130952	0.1	
0.176471	0.4	0.0991736	0.0909091	
0.148936	0.3	0.163934	0.0357143	
0.2	0.269231	0.21547	0.107143	
0.131579	0.285714	0.106061	0.24	
0.186441	0.375	0.192593	0.125	
0.0357143	0.1	0.181818	0.151515	
0.2	0.3125	0.257143	0.103448	
0	0	0.147651	0.0769231	
0.121951	0.133333	0.108844	0.0645161	
0.0638298	0	0.280992	0.115385	
0.157895	0.230769	0.217391	0.125	
0	0.5	0.143791	0.146341	
0.12	0.4	0.166667	0.0952381	
0.103448	0.35	0.0985915	0.130435	
0.193548	0.235294	0.157576	0.0833333	
0.193548	0.153846	0.111111	0.111111	
0.140625	0.272727	0.162393	0.16129	
0.0333333	0.0666667	0.262626	0.263158	
0.0555556	0.0909091	0.0818182	0.1875	
0.195122	0	0.118644	0.166667	
0.170732	0.125	0.181818	0.15	
0.075	0.285714	0.158333	0.133333	
0.166667	0	0.0849057	0.142857	
0.097561	0.166667	0.0673077	0.142857	
0.177419	0.166667	0.196721	0.222222	
0.242424	0.363636	0.112583	0.333333	
0.275862	0.181818	0.0393701	0.133333	
0.129032	0	0.215517	0.05	
0.139535	0	0.152381	0.0967742	
0.265625	0.52381	0.12782	0.151515	
0.106383	0.444444	0.129032	0.173913	
0.225	0.285714	0.106061	0.047619	
0.047619	0.115385	0.167939	0.315789	
0.19403	0.166667	0.107143	0.0357143	
0.0238095	0.25	0.153846	0.1	
0	0.2	0.142857	0.259259	
0.0638298	0.25	0.156522	0.0909091	
0.1875	0.555556	0.117117	0.25	
0.030303	0.210526	0.107143	0.133333	
0.134615	0.5	0.114035	0.08	
0.208333	0.1875	0.170543	0.2	
0.04	0.333333	0.12037	0.21875	
0.156863	0.590909	0.167939	0.173913	
0.0689655	0.115385	0.10084	0.24	
0.0377358	0.333333	0.157534	0.133333	
0.0967742	0.181818	0.102041	0.208333	
0.130435	0.222222	0.236994	0.115385	
0.121212	0.111111	0.216783	0.2	
0.0344828	0.0909091	0.155738	0.264706	
0.0540541	0.333333	0.184615	0.0588235	
0.0285714	0.75	0.157025	0.176471	
0.166667	0.391304	0.166667	0.0454545	
0.0909091	0.0666667	0.211679	0.333333	
0.163636	0.5	0.198473	0.230769	
0.0930233	0	0.097561	0.133333	
0.03125	0.2	0.125	0.0869565	
0.183673	0.214286	0.188811	0	
0	0	0.161765	0.166667	
0.0909091	0	0.113772	0.24	
0.0384615	0.533333	0.131148	0.0810811	
0.170732	0.227273	0.168919	0.117647	
0.0697674	0.375	0.156716	0.0833333	
0.25	0.266667	0.147826	0.142857	
0.333333	0.166667	0.195652	0.12	
0	0.285714	0.161765	0.1	
0.142857	0.363636	0.190476	0.0555556	
0.0882353	0.36	0.140496	0.157895	
0.181818	0.1	0.256198	0.227273	
0.222222	0.5	0.0854701	0.142857	
0.25	0.1	0.103448	0.171429	
0.0869565	0.25	0.167513	0.107143	
0.0769231	1	0.0864198	0.105263	
0.0967742	0.285714	0.107143	0.0769231	
0.0882353	0	0.0909091	0.137931	
0.0833333	0.35	0.168	0.235294	
0.142857	0.48	0.111111	0	
0.170732	0	0.141176	0.1	
0.0465116	0.52381	0.135135	0.136364	
0.131579	0.333333	0.105263	0.0322581	
0.307692	0.363636	0.158273	0.147059	
0.366667	0.375	0.196203	0.21875	
0.142857	0.545455	0.152439	0.125	
0.047619	0.666667	0.152174	0.0810811	
0.243243	0.0833333	0.156863	0.125	
0.277778	0.0769231	0.158416	0.235294	
0.027027	0.2	0.173611	0.08	
0.25	0.0833333	0.273504	0.230769	
0.166667	0.142857	0.233766	0.0740741	
0.307692	0	0.133858	0.153846	
0.266667	0.384615	0.0909091	0.12	
0.285714	0.25	0.206612	0.178571	
0.152174	0.222222	0.167742	0.16129	
0.179487	0.333333	0.151261	0.130435	
0.1	0.133333	0.12	0.0967742	
0.179104	0.571429	0.23913	0.125	
0.25	0.166667	0.238095	0.125	
0.0652174	0.2	0.0428571	0	
0.114286	0.0769231	0.120567	0.36	
0.097561	0.176471	0.111111	0.130435	
0.1	0.333333	0.126667	0.125	
0.121212	0.111111	0.17757	0.117647	
0.214286	0.590909	0.153333	0.304348	
0.134615	0.133333	0.103175	0.0555556	
0.104167	0.0769231	0.144	0.136364	
0.113636	0	0.120968	0.0740741	
0.145833	0.1875	0.12605	0.05	
0.188679	0.2	0.193333	0.1	
0.0666667	0.111111	0.171642	0.0952381	
0.16	0	0.153846	0.148148	
0.0285714	0	0.0721649	0.222222	
0.28125	0.142857	0.145349	0.08	
0.184211	0	0.284483	0.047619	
0.122807	0.0714286	0.270492	0.208333	
0	0.64	0.133333	0.0344828	
0.295082	0.0416667	0.0897436	0.133333	
0.181818	0	0.123077	0.214286	
0.0487805	0.181818	0.26875	0.172414	
0.0526316	0.0588235	0.128049	0	
0.2	0.1875	0.13913	0.047619	
0.0952381	0	0.164474	0.105263	
0.075	0.125	0.251969	0.111111	
0.0512821	0.16129	0.195312	0.153846	
0.0983607	0.578947	0.141732	0.214286	
0.1	0.25	0.342593	0.208333	
0.0294118	0.307692	0.236842	0.125	
0.102041	0.176471	0.0990099	0.1	
0.119048	0.6	0.137097	0.225	
0.222222	0.285714	0.110345	0.2	
0.0952381	0	0.121739	0.166667	
0.372093	0.166667	0.130769	0.282051	
0.176471	0.166667	0.148148	0.173913	
0.0810811	0.166667	0.0869565	0.142857	
0.125	0.631579	0.157025	0	
0.0566038	0	0.135135	0.190476	
0.131579	0.266667	0.145299	0.173913	
0.111111	0.35	0.152866	0.277778	
0.0526316	0.153846	0.179856	0.111111	
0.0740741	0.166667	0.201613	0.131579	
0	0.173913	0.244444	0.0967742	
0.0384615	0.25	0.130952	0.0833333	
0.192308	0.125	0.235669	0	
0.139535	0	0.092437	0.225806	
0.125	0	0.151724	0.269231	
0.0740741	0.269231	0.162393	0	
0.0606061	0.444444	0.102564	0.125	
0.1	0.125	0.221477	0.15	
0.321429	0.0666667	0.192308	0.1	
0.111111	0.166667	0.186275	0.105263	
0.0571429	0.724138	0.08	0.0526316	
0.0909091	0	0.182609	0.263158	
0.162791	0.0666667	0.155172	0.0666667	
0.128205	0.307692	0.100775	0.0740741	
0.037037	0.454545	0.0909091	0.225	
0.157895	0.166667	0.277419	0.285714	
0.0909091	0.583333	0.269565	0.037037	
0.0952381	0.363636	0.0898876	0.130435	
0.159091	0.454545	0.103774	0.0357143	
0.137931	0.214286	0.163121	0.12	
0.205128	0.333333	0.166667	0.225806	
0.05	0.125	0.0970149	0.16	
0.1875	0.192308	0.172043	0.0952381	
0.135135	0.1	0.159292	0.259259	
0.214286	0.384615	0.214876	0	
0.0434783	0.153846	0.0970149	0.25	
0.123077	0.3	0.111111	0.28	
0.188679	0.25	0.166667	0.214286	
0.0277778	0.142857	0.121495	0.130435	
0	0.384615	0.153846	0.208333	
0.16	0	0.0967742	0	
0.129032	0	0.2	0.233333	
0.125	0	0.0967742	0.214286	
0.0967742	0.0434783	0.191358	0.125	
0.136364	0.375	0.252033	0.129032	
0.0357143	0.363636	0.21393	0.131579	
0.170213	0.2	0.0769231	0.0869565	
0.0512821	0.666667	0.169643	0.0833333	
0.153846	0.117647	0.0843373	0.0833333	
0.125	0	0.188811	0.130435	
0.193548	0	0.347222	0.0588235	
0.0909091	0.363636	0.214286	0.16	
0.0540541	0.5	0.191176	0	
0.208955	0.2	0.140625	0.12	
0.138889	0.545455	0.0901639	0.176471	
0.0357143	0.2	0.162393	0.2	
0.05	0.4	0.0736842	0.0344828	
0.117647	0.35	0.123288	0.142857	
0.0571429	0.142857	0.208333	0.222222	
0.156863	0.263158	0.0917431	0.0384615	
0.12	0.185185	0.17094	0.176471	
0.171429	0.357143	0.262626	0.12	
0.0857143	0.529412	0.184211	0	
0.117647	0.0909091	0.157407	0.192308	
0.139535	0.294118	0.123077	0.227273	
0.204082	0	0.0827586	0.0416667	
0.130435	0.0909091	0.0315789	0.178571	
0.159091	0.448276	0.0756303	0.142857	
0.0769231	0.0714286	0.171233	0.296296	
0.0967742	0.0833333	0.102362	0.157895	
0.125	0.259259	0.195122	0.0909091	
0.0294118	0.346154	0.047619	0.222222	
0.210526	0.222222	0.150794	0.296296	
0.103448	0.266667	0.157534	0.192308	
0.0285714	0.142857	0.231405	0.111111	
0.0638298	0.777778	0.138889	0.258065	
0.131579	0.65	0.171233	0.25	
0.2	0	0.15942	0.189189	
0.0681818	0.333333	0.179487	0.133333	
0.212766	0	0.108911	0.166667	
0.1	0.2	0.191083	0.266667	
0.166667	0.296296	0.142857	0.2	
0.0540541	0.0833333	0.237624	0.2	
0.0545455	0	0.251852	0.0714286	
0.0967742	0.0555556	0.16129	0.0909091	
0.214286	1	0.190909	0.310345	
0.0952381	0.1	0.119205	0.214286	
0.209302	0.0666667	0.217391	0.103448	
0.09375	0.2	0.0884956	0.105263	
0.04	0.125	0.227848	0.36	
0.177778	0.272727	0.132231	0.0909091	
0.244444	0.1	0.101562	0.25	
0.0434783	0.388889	0.293706	0.121212	
0.0769231	0.142857	0.208054	0.0555556	
0.0810811	0.3	0.11811	0.2	
0.125	0.12	0.16129	0.12	
0.0697674	0.666667	0.0791367	0.16129	
0.129032	0.2	0.163793	0.0769231	
0.12766	0.25	0.196078	0.1	
0.157895	0.266667	0.179641	0	
0.04	0.411765	0.2	0.12	
0.321429	0.45	0.154639	0.15	
0.0740741	0.4	0.108108	0.105263	
0.2	0.181818	0.122951	0.09375	
0.136364	0.6	0.292035	0.136364	
0.1875	0.222222	0.198718	0.107143	
0.243902	0.125	0.170732	0.0416667	
0.105263	0.333333	0.0814815	0.1	
0.142857	0	0.251799	0.148148	
0.0277778	0.285714	0.0934579	0.0555556	
0.0666667	1	0.162651	0.0666667	
0.244444	0.727273	0.183333	0.142857	
0.0681818	0.555556	0.152174	0.0526316	
0.111111	0.166667	0.178808	0.3125	
0.0555556	0.4	0.167939	0	
0.0232558	0.166667	0.268519	0.1	
0.0909091	0.111111	0.151515	0.0384615	
0.184211	0	0.0962963	0.25	
0.119048	0.454545	0.0841121	0.166667	
0.0869565	0.875	0.172185	0.0384615	
0.102564	0.0588235	0.135593	0.1	
0.0571429	0.695652	0.151515	0.176471	
0.05	0.3125	0.118421	0.208333	
0.0322581	0.714286	0.12	0.136364	
0.0888889	0.25	0.162162	0.2	
0.097561	0.133333	0.335366	0.111111	
0.0857143	0.2	0.268966	0.130435	
0.219512	0.321429	0.182927	0.25	
0.121212	0.363636	0.147059	0.0967742	
0.0952381	0	0.236364	0.363636	
0.175	0.181818	0.207143	0.107143	
0.0588235	0.771429	0.1375	0.0740741	
0.117647	0.789474	0.153846	0.030303	
0.0925926	0.384615	0.205479	0.117647	
0.160714	0.0909091	0.102564	0.166667	
0.186047	0.157895	0.15942	0.0769231	
0.176471	0.222222	0.152542	0.2	
0.209302	0.166667	0.1125	0	
0.0857143	0.333333	0.0671642	0.09375	
0.225	0.238095	0.0674157	0.037037	
0.0612245	0.25	0.137615	0.16	
0.205128	0.0526316	0.152672	0.277778	
0	0.2	0.115044	0.166667	
0.176471	0.125	0.182482	0.111111	
0.2	0	0.141935	0.1	
0.243902	0.111111	0.0705882	0.105263	
0.15625	0	0.138889	0.192308	
0.181818	0.333333	0.0942029	0	
0.2	0.0714286	0.162162	0.166667	
0.157895	0.166667	0.136364	0.142857	
0.0754717	0.307692	0.23	0.285714	
0.097561	0	0.170732	0.130435	
0.25	0.25	0.103704	0.0416667	
0.0625	0.391304	0.110236	0.114286	
0.245283	0	0.161017	0	
0.235294	0.117647	0.122951	0.133333	
0.05	0.428571	0.042735	0.0789474	
0.047619	0.2	0.0471698	0.105263	
0.2	0	0.119658	0.166667	
0.222222	0.111111	0.126866	0.0833333	
0.209302	0.35	0.134146	0.0714286	
0.170732	0.333333	0.0923077	0.304348	
0.111111	0.24	0.0935252	0	
0.125	0.166667	0.0373134	0	
0.0294118	0.411765	0.18018	0.333333	
0.111111	0.166667	0.105882	0.05	
0.3125	0.2	0.128205	0.125	
0.142857	0.333333	0.220859	0.304348	
0.108696	0.545455	0.125828	0.0625	
0.047619	0.25	0.254545	0.0769231	
0.227273	0.375	0.108696	0.1	
0.185185	0	0.107527	0.190476	
0.228571	0	0.088	0.21875	
0.0384615	0.2	0.0857143	0.12	
0.142857	0.105263	0.111111	0.0454545	
0.363636	0.166667	0.128	0.125	
0.114286	0.4	0.2	0.190476	
0.0571429	0.416667	0.219697	0.148148	
0.185185	0.692308	0.268116	0.147059	
0.0952381	0.25	0.136	0.135135	
0.22	0.363636	0.145455	0.0434783	
0	0.318182	0.140625	0.1875	
0.025641	0.142857	0.141791	0.125	
0.075	0.25	0.248062	0.105263	
0.1	0.111111	0.0769231	0.133333	
0.190476	0.714286	0.168919	0	
0.0689655	0.166667	0.125	0.0555556	
0.16	0.1875	0.180233	0.292683	
0.21875	0.157895	0.0672269	0.125	
0.025641	0.166667	0.156028	0.0909091	
0.127273	0.307692	0.142857	0.0714286	
0.0526316	0.384615	0.265306	0.166667	
0.0652174	0	0.130435	0	
0.304348	0.0666667	0.184466	0.130435	
0.0689655	0.357143	0.0833333	0.151515	
0.18	0.1875	0.115646	0.210526	
0.153846	0.333333	0.216216	0	
0.108108	0	0.126667	0.2	
0.184211	0	0.141414	0.25	
0.121951	0	0.223464	0.107143	
0.2	0	0.0963855	0.111111	
0.171429	0.666667	0.0822785	0.0833333	
0.0512821	0.25	0.253623	0.0714286	
0.115385	0.117647	0.222222	0.0952381	
0.214286	0.153846	0.113043	0.047619	
0.111111	0.1	0.127119	0.0625	
0.133333	0.142857	0.155738	0	
0.0322581	0.6	0.176471	0.0869565	
0.0769231	0.1875	0.076087	0.133333	
0.133333	0.5625	0.130435	0.230769	
0.0652174	0.193548	0.147651	0.0588235	
0.162791	0.235294	0.0514706	0.129032	
0.333333	0.5	0.162963	0.136364	
0.102041	0.6	0.077381	0.111111	
0.0930233	0.214286	0.0853659	0.117647	
0.0851064	0.454545	0.201613	0.206897	
0.170732	0.333333	0.176991	0.0434783	
