ThetaTaj[0]	ThetaTaj[1]	ThetaTaj[2]	ThetaTaj[3]	
7.9908	7.17778	33.8225	6.71212	
5.1977	2.02222	34.8949	5.69697	
6.24368	4.77778	29.5471	6.93939	
4.74023	6.4	21.721	9.45455	
6.46897	7.91111	24.4312	8.24242	
13.092	12.3333	45.5435	11.6667	
11.0414	5.4	29.0109	9.36364	
9.70575	4.71111	39.8225	8.5	
14.046	4.75556	44.6848	12.9394	
8.51264	4.31111	21.8841	10.9242	
11.0598	2.97778	31.3297	11.2727	
9.48046	5.57778	29.4891	8.19697	
6.78621	2.73333	30.9457	5.18182	
7.17471	3.91111	38.9348	10.0606	
7.54253	2.37778	38.9964	10.5606	
13.8368	4.6	37.0435	6.90909	
7.14483	2.4	25.0471	7.65152	
11.6184	4.82222	33.8261	5.5303	
13.9471	14.0667	31.8659	8	
15.977	2.37778	21.5978	11.4091	
12.9563	9.53333	42.6087	6.4697	
22.6069	2.46667	34.4674	7.68182	
10.8897	8.51111	31.9601	8.48485	
18.1678	3.42222	26.1123	6.37879	
9.28966	5.62222	37.221	5.40909	
9.49425	5.68889	36.5833	9.51515	
14.1793	11.6	31.4891	3.86364	
9.48506	3	29.7246	15.1061	
19.1333	5.86667	26.7754	8.18182	
8.03678	2.66667	40.7717	9.54545	
4.62759	1.42222	42.3551	9.06061	
14.9448	6.44444	30.5036	11.4242	
6.5954	2.66667	40.5	7.40909	
7.92184	6.11111	28.9022	9.33333	
8.61379	7.73333	40.1014	7.28788	
8.81379	3.4	35.6232	5.81818	
6.55862	5.91111	42.692	6.4697	
10.6276	2.17778	37.0725	12.3333	
17	4.82222	39.2246	5.30303	
15.4598	2.93333	36.3406	4.74242	
17.2184	1.88889	48.9348	11.5455	
9.33793	5.51111	38.3116	7.84848	
12.5517	3	40.2899	9.34848	
11.1471	8.73333	29.913	7.72727	
8.33333	6.62222	34.2391	9.59091	
12.9425	2.15556	37.6377	6.10606	
8.16322	4.04444	28.2355	7.78788	
10.5195	11.1111	38.721	7.78788	
6.15862	3.57778	33.3696	7.10606	
3.3908	4.84444	39.9928	12.5	
7.69195	10.2	42.4855	6.39394	
7.05977	7.86667	30.2283	6.75758	
14.2943	7.57778	29.4891	11.803	
8.83908	2.75556	24.4855	4.80303	
6.91264	1.6	29.0761	8.78788	
21.0759	2.71111	46.4891	10.4545	
11.8713	7.93333	28.9819	5.86364	
11.8299	3.06667	26.1739	7.84848	
4.95172	4.13333	35.4674	6.92424	
17.5701	2.22222	38.6812	7.83333	
6.75632	6.86667	31.4928	9.09091	
6.14023	4.17778	19.8442	10.0909	
9.92644	5.11111	26.5978	13.5455	
6.64598	4.42222	37.4819	8.90909	
8.93103	6.33333	19.0471	8.98485	
9.6	4.88889	26.7645	6.86364	
6.86667	4.86667	40.9022	7.57576	
9.42529	5.53333	28.8804	7.18182	
11.1402	6.37778	37.7428	6.80303	
10.4575	3.48889	28.8877	5.07576	
8.74253	6.57778	34.1341	7.04545	
15.3563	5.26667	27.2536	9.48485	
12.0529	8.6	38.4493	10.1818	
14.2667	3.82222	21.3913	5.27273	
12.6805	5.44444	44.6884	11.1818	
7.75632	3.64444	40.8225	4.40909	
7.75172	5.84444	30.3659	7.86364	
10.4759	7.73333	36.1087	9.24242	
13.531	5.15556	27.5652	9.33333	
7.10115	6.53333	37.8406	14.803	
9.12414	8.73333	42.058	7	
6.90575	3.71111	28.5616	12.0152	
7.64138	2.08889	22.4022	10.7576	
12.1609	3.46667	41.8225	7.75758	
6.70345	2.88889	50.9022	8.81818	
5.76782	6.28889	47.3623	7.21212	
16.9241	2.28889	32.6159	13.5	
12.1057	5.53333	38.1232	7.54545	
12.3103	3.35556	28.3587	8.90909	
11.0897	1.91111	39.5254	10.197	
12.5149	5.42222	50.7536	7.87879	
12.5908	1.35556	39.4529	9.18182	
10.3747	2.06667	26.5072	8.15152	
13.4713	9.04444	37.2862	8.65152	
10.8	0.755556	32.6232	12.4848	
3.97011	2.26667	32.5507	12.9848	
7.96552	7.37778	31.4457	8.21212	
8.09885	2.26667	37.4601	10.3182	
11.5149	1.26667	50.9022	10.9545	
15.6115	4.97778	41.7681	8.68182	
7.36322	3.88889	34.1739	8.74242	
9.62529	1.82222	41.9167	7.04545	
9.83908	2.75556	30.692	10.2424	
6.48966	2.62222	32.9203	5.18182	
7.86437	6.08889	30.9312	9.87879	
4.82299	4.46667	22.558	9.25758	
6.68506	3.31111	46.2572	11.4394	
6.86667	6.26667	35.2246	6.16667	
10.2322	2.64444	38.1993	7.4697	
9.89425	2.91111	27.3986	11.9394	
6.87586	9.86667	27.7681	4.28788	
5.61839	1.93333	40.3478	11.9697	
10.4161	3.55556	38.6196	9.40909	
12.3448	4.26667	34.8841	8	
11.4483	3	28.2572	4.92424	
11.6805	3.26667	42.0942	8.19697	
10.8575	10.5556	42.4565	9.42424	
9.47816	3.82222	34.5181	9.33333	
9.41149	17.0222	42.9674	8.33333	
16.3701	2.77778	32.7319	8.71212	
10.8943	5.73333	34.2826	10.2273	
10.6828	3.13333	32.4783	8.4697	
12.6874	4.75556	28.8587	13.2424	
6.68046	2.73333	33.3804	7.63636	
8.44138	4.62222	28.087	8.18182	
10.7517	4.97778	39.2572	7.39394	
12.6437	5.48889	31.8043	8.40909	
8.50575	5.62222	21.7572	11.6515	
9.56552	6.82222	50.8551	9.13636	
10.0759	0.2	32.6014	7.12121	
6.75402	18.7333	34.9783	8.39394	
12.2023	3.91111	45.1486	8.34848	
5.45287	4.46667	49.4855	8.92424	
6.9908	5	39.221	9.36364	
5.29425	2.64444	35.0435	9.95455	
8.93563	3.02222	30.7101	8.09091	
9.78851	3.95556	34.1341	8.86364	
8.8023	5.68889	29.1377	8.86364	
8.49425	17.0444	26.5072	7.04545	
6.21379	2.4	22.5906	8.33333	
6.93103	2.42222	28.3696	6.5303	
9.24368	7.57778	21.7464	6.62121	
10.2184	8.71111	44.1812	11.1212	
4.46897	10.4	50.6594	6.90909	
6.46437	2.51111	39.7101	10.4697	
10.5264	3.91111	39.1449	8.57576	
6.24598	5.51111	35.0471	11.2121	
9.55862	2.4	32.5399	12.1667	
5.84368	4.82222	32.8732	7.31818	
13.5517	1.15556	41.4529	9.57576	
11.6322	2.17778	33.692	7.30303	
5.98391	3.93333	43.0543	8.98485	
15.4897	6.82222	30.6775	8.27273	
16.0598	4.55556	36.3913	7.07576	
16.2874	4.02222	41.5978	8.81818	
2.8069	8.64444	35.2174	7.19697	
10.0851	7.4	29.942	2.62121	
9.41609	7.86667	26.4891	8.74242	
8.1954	3.28889	34.4275	9.09091	
8.63448	5.57778	28.0036	13.3333	
8.97701	4.8	38.471	7.31818	
9.56552	2.57778	42.8804	7.5	
2.72184	2.2	32.0652	4.21212	
10.0943	2.82222	41.2029	8.77273	
5.70115	3.35556	41.1123	9.40909	
8.26207	4.48889	39.4928	7.30303	
11.6322	7.55556	32.5254	5.65152	
11.4989	3.73333	31.837	7.40909	
13.8092	3.28889	47.2246	6.10606	
8.86667	6	31.5181	7.65152	
5.72414	7.46667	47.6196	6.21212	
7.25057	0.6	33.7971	13.303	
6.9931	7.75556	22.8732	7.84848	
8.67586	3.31111	22.5254	5.57576	
6.42299	3.26667	35.6449	9.33333	
15.7425	23.2444	46.837	8.56061	
10.4782	1.82222	30.8877	14.9091	
12.554	2.73333	26.837	10.2121	
14.5126	1.86667	28.1377	11.3636	
3.92184	4.08889	34.4674	4.9697	
10.5747	7.95556	29.3152	4.62121	
23.4828	9.28889	37.337	5.40909	
9.6046	11.9556	38.0688	8.43939	
6.81609	3.28889	47.9855	10.8788	
20.9057	3.02222	42.5616	8.37879	
13.8276	4.8	44.029	10.5909	
14.5862	4.06667	37.8986	8.42424	
4.51954	4.86667	37.4312	3.81818	
8.23908	5.55556	44.0109	6.45455	
7.81379	7.93333	26.1014	8.65152	
10.0115	0.933333	46.4674	8.25758	
9.06437	1.93333	29.6558	5.9697	
9.58391	0.755556	26.6558	7.28788	
14.2759	1.95556	37.5217	8.89394	
10.1517	3.71111	30.2029	7.34848	
19.4161	2.64444	30.442	8.09091	
4.41149	6.06667	21.9601	4.59091	
10.8621	10.8444	36.0942	11.4848	
8.33103	2.46667	39.6957	6.80303	
9.16782	2.62222	33.192	10.4242	
11.4897	1.86667	32.6087	8.63636	
10.2437	3.73333	32.9348	6.12121	
6.17701	2.35556	32.4457	5.5303	
6.22529	2.2	31.9674	11.4697	
7.89655	17.2	34.9348	10.8636	
9.04598	6.62222	28.4746	8.63636	
4.36782	3.28889	30.8116	8.48485	
9.64598	5.22222	45.337	10.4545	
6.76782	4.35556	29.6268	9.78788	
6.63678	3.64444	36.0616	9.56061	
15.5609	4.37778	36.9928	6.15152	
8.1931	5.28889	29.1268	9.83333	
16.0161	1.2	38.1123	7.40909	
7.85287	4.82222	27.9203	8.54545	
9.44138	3.95556	41.6522	9.15152	
12.0437	3.68889	30.529	8.42424	
5.52184	7.42222	27.6159	7.95455	
6.16092	1.28889	41.221	7.43939	
16.1954	3.31111	53.3587	11.9242	
5.11494	6.82222	20.5761	5.5303	
4.92644	1.86667	33.7681	5.90909	
10.7011	1.91111	45.1812	8.40909	
8.38851	5.06667	34.9203	9.16667	
13.1195	2.06667	37.3551	8.56061	
11.5241	7.28889	35.9094	8.92424	
6.65977	7.53333	40.4819	9.74242	
9.94713	8.6	22.75	10.1212	
4.7908	3.97778	24.3261	9.77273	
8.15172	6.93333	52.0507	14.8182	
10.7425	6.77778	36.0072	5.78788	
9.90345	3.04444	30.1268	8.04545	
8.64828	5.55556	32.1196	8.66667	
9.74713	3.28889	31.7138	7.83333	
13.5517	3	31.4384	6.87879	
11.4253	4.75556	39.6884	7	
4.52184	12.6	31.7246	10.0758	
9.13563	2.4	44.6123	10.1061	
11.3494	7.55556	40.9348	12.6364	
12.1425	6.77778	34.0217	6.33333	
5.42989	5.26667	30.692	6.98485	
8.51264	9.84444	36.5399	6.83333	
11.9609	3	33.7101	8.19697	
10.3931	7.42222	27.7464	10.7273	
5.76092	7.88889	33.9167	10.3939	
5.31034	1.4	21.8333	7.07576	
8.6092	4.24444	44.1812	5.06061	
11.669	2.42222	38.2391	7.62121	
9.30575	5.93333	43.4348	7.01515	
7.67126	5.26667	32.8406	8.15152	
12.8644	6.51111	38.529	10.1667	
12.1149	5.15556	34.2826	8.59091	
5.96092	1.82222	39.1812	8.16667	
13.7954	1.57778	26.1812	6.86364	
9.53563	3.57778	35.0399	7.04545	
11.3609	9.68889	39.7246	12.4545	
6.11954	2.24444	45.2681	8.48485	
8.34023	11.7333	40.5036	9.9697	
4.71724	2.28889	36.8297	7.4697	
10.7379	6.06667	39.058	5.62121	
11.8345	2.28889	37.2645	8.84848	
15.0368	3.37778	45.1522	6.24242	
10.8391	8.95556	25.5254	8.77273	
14.4207	5.57778	36.8188	15.2121	
11.6322	3.95556	34.6848	5.87879	
5.18161	2.93333	31.6051	12.3182	
11.7954	9.13333	34.1014	10.6061	
7.98391	4.55556	30.7464	6.65152	
8.82069	3.95556	33.3841	6.5303	
4.11264	0.755556	48.1232	10.0303	
15.8736	1.46667	27.8551	9.74242	
5.49195	5.02222	37.221	11.1667	
16.1218	9.42222	47.6051	7.69697	
21.5563	4.82222	38.3333	10.2273	
9.38391	1.6	48.5543	11.7424	
10.2299	5.06667	23.4457	6.18182	
5.73103	3.37778	39.7609	5.66667	
8.65057	12.2444	38.6775	9.74242	
6.03678	8.6	41.6449	9.66667	
10.2276	1.66667	39.8841	8.69697	
5.89195	3.84444	27.7826	8.21212	
10.4	1.8	37.5725	11.1061	
7.71494	3.97778	32.0543	6.65152	
11.9839	12.0667	29.5725	10.303	
5.33333	2.06667	25.913	8.06061	
2.05747	6.91111	37.0471	9.66667	
6.30115	1.42222	19.4167	10.2879	
11.446	5.6	33.5254	6.80303	
13.4276	2.8	24.5254	7.48485	
7.68736	4.46667	34.3696	7.81818	
10.1724	4.06667	18.6014	8.01515	
18.4598	6.91111	35.1739	11.1364	
8.65287	1.62222	37.6014	6.56061	
11.2414	4.44444	25.0761	8.39394	
12.2092	3	39.4312	7.63636	
7.02529	6.13333	26.9783	10.3939	
10.3563	7.48889	37.5652	7.65152	
8.0069	7.17778	26.6123	9.5303	
6.25057	3.42222	45.6413	7.59091	
6.55402	2.4	45.0145	8.83333	
10.3425	4.31111	37.1558	7.34848	
11.2805	3.62222	29.1413	5.10606	
8.11034	4.37778	30.2971	12.6364	
11.6966	2.75556	22.779	4.54545	
11.9448	5.13333	36.4203	7.92424	
13.954	1.13333	24.7935	8	
12.7563	11.6444	35.0725	7.87879	
9.69885	12.4667	35.529	8.98485	
7.12874	2.57778	47.9746	5.9697	
15.4575	3.8	34.4674	7.27273	
11.7195	7.11111	20.1196	6.27273	
12.0368	7.93333	42.4312	11.1061	
8.12874	1.86667	24.5326	12.3333	
13.2345	2.33333	34.3986	7.93939	
10.4414	2.62222	45.8804	5.01515	
11.8253	2.17778	55.2174	12.2273	
14.9609	3.22222	39.5978	6.36364	
7.23908	3.6	40.3043	8.18182	
17.1425	11.3111	44.0181	17.7727	
11.5195	7.6	46.3804	9.10606	
8.66897	5.73333	43.9167	9.83333	
8.86897	7.06667	44.7717	6.30303	
12.3264	5.44444	42.5399	9.0303	
9.28506	4.31111	25.7609	10.9545	
7.26207	2.68889	41.7355	10.3636	
8.3908	4.73333	32.8551	9	
