Q[0]	Q[1]	Q[2]	Q[3]	
0.116279	0.6	0.144578	0.0952381	
0.342857	0.25	0.227941	0.380952	
0.328358	0.4	0.273438	0.235294	
0.2	0.583333	0.17094	0.166667	
0.354839	0	0.222222	0	
0.0869565	0.333333	0.287425	0.5	
0.162791	0.6	0.2125	0.230769	
0.169811	0.37931	0.21466	0.272727	
0.0833333	0.44	0.228571	0.285714	
0.214286	0.4	0.308333	0.111111	
0	0.2	0.160714	0.1	
0.233333	0.4	0.237705	0.1875	
0.179487	0.388889	0.0442478	0.30303	
0	0.1	0.188679	0.482759	
0.194444	0.592593	0.420168	0	
0.0465116	0.214286	0.274725	0.190476	
0.285714	0.130435	0.23741	0.473684	
0.237288	0.733333	0.308411	0.0689655	
0.0512821	0.529412	0.203883	0.181818	
0.1	0	0.369748	0.121212	
0.173913	0.333333	0.150442	0.105263	
0.2	0.272727	0.235294	0.32	
0.269231	0.210526	0.206897	0	
0.294118	0.125	0.163636	0.242424	
0.25	0	0.183206	0.0909091	
0.285714	0.625	0.235294	0.227273	
0.375	0.416667	0.354545	0.0714286	
0.244898	1	0.152542	0.166667	
0.1875	0.5	0.211268	0.483871	
0.115385	0	0.203947	0.26087	
0.178571	0.588235	0.104	0.275862	
0.150943	0.5	0.25	0.3	
0.264151	0.666667	0.333333	0.333333	
0.272727	0.333333	0.289474	0.333333	
0.444444	0	0.198795	0.291667	
0.0526316	0.166667	0.235294	0	
0.268293	0.25	0.0909091	0.285714	
0.216216	0.333333	0.159091	0.166667	
0.44	0.25	0.357143	0.222222	
0.384615	0	0.159091	0.0769231	
0.242424	0.432432	0.15748	0.40625	
0.413043	na	0.161905	0.275862	
0.169811	0.310345	0.297101	0.294118	
0.047619	0.166667	0.243697	0.205882	
0.295455	0.714286	0.257812	0.3125	
0.272727	0.5	0.241071	0.0869565	
0.125	0	0.172414	0.16	
0.08	0.166667	0.119658	0.444444	
0.163265	0.3125	0.323308	0.5	
0.341463	0.5625	0.218487	0.216216	
0.372093	0.333333	0.177966	0.225806	
0.0454545	0.428571	0.22069	0.227273	
0.243243	0.166667	0.204082	0.125	
0.0769231	0.391304	0.196078	0.371429	
0.153846	0	0.217143	0.307692	
0.314815	0.117647	0.102273	0.0967742	
0.0526316	0.352941	0.282258	0.181818	
0.297297	0	0.29927	0.28	
0.1	0.466667	0.308824	0.148148	
0.1875	0.133333	0.303704	0.190476	
0.319149	0	0.326087	0.153846	
0	0.222222	0.266187	0.285714	
0.0645161	0.25	0.126984	0.171429	
0.189189	0.26087	0.181818	0.1	
0.0666667	0.333333	0.11811	0.0740741	
0.117647	0.612903	0.218487	0.210526	
0.0540541	0.307692	0.288591	0.222222	
0.111111	0.2	0.0992366	0	
0.125	0.235294	0.205607	0.171429	
0.212766	0.142857	0.290909	0.30303	
0.386364	0.222222	0.175439	0.368421	
0.192982	0.548387	0.283582	0.5	
0	0.166667	0.226415	0.214286	
0.0833333	0.5	0.227273	0.153846	
0.459459	0	0.188811	0.3	
0	0	0.196429	0.36	
0.176471	0	0.154472	0.222222	
0.217391	0.190476	0.0849057	0.148148	
0.217391	0.238095	0.317568	0.117647	
0	0.285714	0.246269	0.272727	
0.170213	0.375	0.435185	0.26087	
0	0.516129	0.166667	0.258065	
0.122449	0.125	0.31746	0.222222	
0.173077	0.263158	0.166667	0.178571	
0.107143	0.230769	0.238806	0.173913	
0.2	0.222222	0.248521	0.148148	
0.097561	0	0.227941	0.185185	
0.354167	0.565217	0.242038	0.222222	
0.113636	0.181818	0.412698	0.0588235	
0.138889	0	0.214765	0.333333	
0.272727	0.25	0.22449	0.114286	
0.0588235	0.272727	0.195312	0.521739	
0.131579	0.5	0.227273	0.285714	
0	0.444444	0.2	0.105263	
0	0.111111	0.176991	0.241379	
0.166667	0.730769	0.168919	0.214286	
0.222222	0.3125	0.182609	0.16	
0.481481	0.111111	0.272059	0.25	
0.243243	0	0.259259	0.15	
0.285714	0	0.27551	0.137931	
0.166667	0.117647	0.258065	0.27027	
0.323529	0.555556	0.203008	0.333333	
0.210526	0.333333	0.277778	0.0666667	
0.27027	0.333333	0.330935	0	
0.22807	0.153846	0.151515	0.333333	
0.183673	0.583333	0.269231	0.25641	
0.190476	0.375	0.261438	0.0714286	
0.268293	0	0.164286	0.333333	
0.210526	0.578947	0.168142	0.227273	
0.28	0	0.235294	0.230769	
0	0.153846	0.288462	0.454545	
0.111111	0.307692	0.209524	0.24	
0.0769231	0.666667	0.19708	0.434783	
0.142857	0.636364	0.198347	0.444444	
0.16	0.142857	0.339623	0.333333	
0.5	0.181818	0.125	0.290323	
0.447368	0.375	0.222222	0.421053	
0.294118	0.263158	0.0217391	0.0952381	
0.410256	0.272727	0.165468	0.421053	
0.240741	0.125	0.140351	0.181818	
0.238095	0.333333	0.225806	0.269231	
0.222222	0.3	0.206897	0.333333	
0.324324	0.142857	0.151724	0.363636	
0.244444	0	0.340741	0.147059	
0.357143	0.384615	0.204225	0.346154	
0.258065	0.176471	0.168067	0.272727	
0.148148	0.904762	0.190476	0	
0.121212	0	0.212903	0.173913	
0.181818	0.272727	0.210145	0.548387	
0.230769	0.285714	0.214765	0.333333	
0.245283	0	0.181818	0.25	
0.0689655	0.25	0.219298	0.166667	
0.206897	0	0.164557	0.194444	
0.111111	0	0.176923	0	
0.133333	0.285714	0.198276	0.32	
0.189189	0.307692	0.2625	0.384615	
0.34	0.666667	0.194286	0.194444	
0.363636	0.666667	0.277778	0	
0.482759	0.444444	0.119266	0	
0.333333	0.636364	0.1875	0.2	
0.357143	0	0.350318	0.4	
0.225806	0.578947	0.183486	0.2	
0.142857	0.25	0.131313	0.181818	
0.08	0.642857	0.165049	0.28125	
0.310345	0.333333	0.294872	0.3	
0.111111	0.272727	0.293706	0.333333	
0.25	0.142857	0.130769	0	
0.235294	0.117647	0.226087	0.333333	
0.189189	0.235294	0.225225	0.2	
0.176471	0.571429	0.256637	0.277778	
0.0789474	0.235294	0.248322	0.28	
0.0909091	0.647059	0.171717	0.230769	
0.265306	0.473684	0.313433	0.0740741	
0.259259	0.222222	0.241935	0.1	
0.235294	0.133333	0.161972	0.333333	
0.2	0.25	0.115385	0.26087	
0.2	0.217391	0.213675	0.114286	
0.255319	0.375	0.0941176	0	
0.274194	0.363636	0.35443	0.0555556	
0.242424	0	0.266129	0.275862	
0.341463	0	0.173611	0.482759	
0.333333	0.333333	0.181818	0.2	
0.384615	0.315789	0.300971	0.172414	
0.352941	0.444444	0.241667	0.206897	
0.316667	0.333333	0.282609	0.315789	
0.136364	0.47619	0.376147	0.142857	
0.148148	0.133333	0.256757	0.21875	
0.25	0.727273	0.128571	0.25	
0.243902	0.294118	0.317073	0.16	
0.179487	0	0.150943	0.5	
0.108108	0.75	0.103093	0.37931	
0.0465116	0	0.15625	0	
0.23913	0	0.306306	0.304348	
0.225	0.25	0.216216	0.294118	
0.314815	0.266667	0.261905	0.208333	
0.0645161	0.333333	0.2	0.210526	
0.235294	0.166667	0.248227	0.310345	
0	0.642857	0.233577	0.222222	
0.171429	0.222222	0.217105	0.387097	
0.205882	0.363636	0.195122	0.225806	
0.137255	0.222222	0.247706	0.125	
0.0487805	0.166667	0.169643	0.3	
0.232558	0	0.350746	0	
0.0833333	0.2	0.174699	0.2	
0.181818	0	0.236641	0.269231	
0.139535	0.607143	0.189781	0.25	
0.235294	0.388889	0.161616	0.238095	
0.263158	0.470588	0.102941	0.146341	
0.25641	0.272727	0.372549	0.333333	
0.347826	0.538462	0.239437	0.5	
0.0714286	0.285714	0.160714	0.222222	
0.25	0.25	0.275	0.153846	
0.225806	0.846154	0.184	0	
0.235294	0.2	0.22905	0.275862	
0.357143	0.25	0.0921053	0.352941	
0.133333	0	0.173913	0.25	
0.0555556	0.269231	0.20122	0.21875	
0.243243	0.375	0.108911	0	
0.0952381	0.25	0.348993	0.4	
0.075	0.357143	0.208791	0.241379	
0.346154	0.25	0.164948	0.333333	
0.148936	0.25	0.17931	0.148148	
0.272727	0.333333	0.246377	0.128205	
0.0697674	0.346154	0.16	0.285714	
0.205882	0.555556	0.103093	0.153846	
0.189189	0.230769	0.358621	0.25	
0.268293	0.555556	0.1875	0.241379	
0.176471	0.142857	0.193277	0.185185	
0.301887	0.416667	0.157143	0.428571	
0.136364	0.5	0.188312	0.384615	
0.25	0.5	0.121951	0.428571	
0.230769	0.333333	0.260417	0.32	
0.222222	0.333333	0.376812	0.32	
0.189189	0	0.17931	0	
0.173913	0	0.176829	0.363636	
0.217391	0.5	0.29375	0.190476	
0.363636	0.642857	0.0989011	0.392857	
0.295082	0.75	0.269231	0.285714	
0.405405	0.5	0.277419	0.16129	
0.121212	0.4	0.228261	0.181818	
0.27907	0	0.15625	0.291667	
0.2	0.424242	0.177305	0.125	
0.266667	0.227273	0.292208	0.230769	
0.194444	0.166667	0.280822	0.206897	
0.162791	0.555556	0.263158	0.133333	
0.27027	0.428571	0.165289	0.257143	
0.152174	0	0.289941	0.333333	
0.130435	0.4	0.115385	0.26087	
0.255319	0.2	0.321678	0	
0.304348	0.461538	0.262774	0.322581	
0.0487805	0.866667	0.133333	0.166667	
0.310345	0.352941	0.294872	0.0526316	
0.354839	0.333333	0.176471	0.346154	
0.2	0.181818	0.37037	0.45	
0.147059	0.375	0.272727	0.166667	
0.137931	0.357143	0.220339	0.0952381	
0.0888889	0.304348	0.209524	0.166667	
0.192308	0.45	0.143939	0.258065	
0.238095	0.444444	0.300971	0.147059	
0.0645161	0.25	0.150538	0.214286	
0.375	0.25	0.181818	0.4	
0.265306	0.105263	0.189394	0.181818	
0.117647	0.166667	0.211765	0.190476	
0.257143	0.4375	0.180328	0.166667	
0.229167	0.454545	0.252033	0.0689655	
0.305556	0.37037	0.313187	0.206897	
0.25641	0.333333	0.172932	0.346154	
0.266667	0.444444	0.279412	0.24	
0.0689655	0.142857	0.263158	0.235294	
0.326087	0.411765	0.339623	0.166667	
0	0	0.193333	0.111111	
0.166667	0.25	0.182432	0.125	
0.104167	0	0.360656	0.185185	
0.230769	0.285714	0.280576	0.24	
0	0.529412	0.233766	0.285714	
0.176471	0.5	0.210526	0.136364	
0.133333	0.380952	0.160839	0.191489	
0.3125	0.277778	0.228916	0.16	
0.28125	0.285714	0.177966	0.216216	
0.215385	0.333333	0.237288	0.25	
0.0645161	0.125	0.31	0.4	
0.0909091	0.166667	0.135135	0.352941	
0.261905	0	0.176471	0.32	
0.238095	0.235294	0.270492	0.238095	
0.121951	0.5	0.256198	0.193548	
0.290323	0	0.140187	0.272727	
0.142857	0.307692	0.104762	0.241379	
0.238095	0.315789	0.284553	0.421053	
0.294118	0.5	0.184211	0.411765	
0.333333	0.25	0.078125	0.258065	
0.1875	0	0.350427	0.0952381	
0.25	0	0.245283	0.1875	
0.353846	0.590909	0.216418	0.235294	
0.208333	0.5	0.224	0.333333	
0.292683	0.5	0.180451	0.0909091	
0.0930233	0.185185	0.265152	0.4	
0.279412	0.315789	0.185841	0.0689655	
0.0465116	0.4	0.257143	0.181818	
0	0.333333	0.208333	0.428571	
0.104167	0.444444	0.25	0.130435	
0.272727	0.6	0.160714	0.405405	
0.0588235	0.25	0.176991	0.25	
0.188679	0.714286	0.165217	0.115385	
0.32	0.235294	0.230769	0.346154	
0.0784314	0.384615	0.192661	0.363636	
0.25	0.6	0.242424	0.333333	
0.133333	0.185185	0.183333	0.346154	
0.0740741	0.461538	0.244898	0.258065	
0.15625	0.25	0.181818	0.36	
0.166667	0.4	0.327586	0.185185	
0.176471	0.2	0.298611	0.354839	
0.0666667	0.166667	0.243902	0.4	
0.105263	0.5	0.251908	0.114286	
0.0555556	0.846154	0.213115	0.333333	
0.255814	0.416667	0.245033	0.0869565	
0.173913	0.125	0.289855	0.535714	
0.214286	0.666667	0.280303	0.428571	
0.181818	0	0.185484	0.25	
0.0606061	0.375	0.182482	0.166667	
0.24	0.333333	0.25	0	
0	0	0.240876	0.290323	
0.147059	0	0.184524	0.384615	
0.0740741	0.5625	0.186992	0.157895	
0.285714	0.347826	0.248322	0.228571	
0.136364	0.411765	0.237037	0.16	
0.324324	0.375	0.232759	0.272727	
0.44898	0.315789	0.273381	0.230769	
0	0.310345	0.240876	0.16129	
0.277778	0.434783	0.277027	0.105263	
0.142857	0.423077	0.229508	0.25	
0.217391	0.181818	0.352459	0.347826	
0.304348	0.666667	0.135593	0.227273	
0.310345	0.181818	0.178082	0.277778	
0.166667	0.4	0.257576	0.206897	
0.111111	1	0.147239	0.2	
0.1875	0.5	0.159292	0.148148	
0.114286	0	0.144578	0.2	
0.16	0.428571	0.222222	0.388889	
0.222222	0.5	0.165746	0	
0.238095	0	0.239766	0.193548	
0.0909091	0.545455	0.196429	0.217391	
0.230769	0.5	0.166667	0.0625	
0.375	0.5	0.235714	0.257143	
0.483871	0.555556	0.27044	0.363636	
0.275862	0.565217	0.254545	0.235294	
0.0930233	0.714286	0.23741	0.131579	
0.315789	0.153846	0.23301	0.235294	
0.368421	0.142857	0.245098	0.333333	
0.0526316	0.333333	0.262069	0.153846	
0.37931	0.153846	0.364407	0.35	
0.27027	0.25	0.316129	0.142857	
0.45	0	0.21875	0.259259	
0.387097	0.5	0.150376	0.230769	
0.361111	0.4	0.319672	0.275862	
0.212766	0.3	0.275641	0.25	
0.225	0.5	0.233333	0.25	
0.193548	0.1875	0.188119	0.1875	
0.279412	0.586207	0.359712	0.24	
0.344828	0.285714	0.324324	0.176471	
0.0851064	0.25	0.084507	0	
0.194444	0.142857	0.176056	0.576923	
0.190476	0.277778	0.177914	0.25	
0.129032	0.454545	0.205298	0.235294	
0.235294	0.157895	0.277778	0.222222	
0.325581	0.608696	0.225166	0.541667	
0.188679	0.1875	0.173228	0.105263	
0.204082	0.142857	0.214286	0.26087	
0.222222	0	0.2	0.142857	
0.204082	0.242424	0.2	0.0952381	
0.333333	0.333333	0.251656	0.190476	
0.108696	0.2	0.237037	0.181818	
0.27451	0	0.229592	0.285714	
0.0555556	0	0.122449	0.421053	
0.30303	0.25	0.242775	0.153846	
0.282051	0	0.384615	0.0909091	
0.206897	0.133333	0.325203	0.36	
0	0.692308	0.214876	0.0666667	
0.387097	0.08	0.152866	0.25	
0.244444	0	0.21374	0.310345	
0.0952381	0.333333	0.36646	0.266667	
0.102564	0.111111	0.193939	0	
0.290323	0.294118	0.215517	0.0909091	
0.181818	0	0.235294	0.2	
0.146341	0.16	0.34375	0.210526	
0.1	0.21875	0.286822	0.296296	
0.16129	0.6	0.21875	0.37931	
0.170732	0.4	0.412844	0.28	
0.0571429	0.357143	0.300654	0.242424	
0.18	0.333333	0.156863	0.193548	
0.162791	0.625	0.176	0.390244	
0.282609	0.375	0.205479	0.238095	
0.181818	0	0.189655	0.22449	
0.454545	0.210526	0.21374	0.45	
0.230769	0.230769	0.229358	0.333333	
0.131579	0.285714	0.143885	0.272727	
0.181818	0.65	0.254098	0	
0.111111	0	0.208054	0.363636	
0.230769	0.375	0.20339	0.208333	
0.163636	0.380952	0.21519	0.368421	
0.102564	0.214286	0.278571	0.214286	
0.145455	0.285714	0.288	0.205128	
0	0.25	0.323529	0.15625	
0.0740741	0.294118	0.211765	0.16	
0.320755	0.222222	0.316456	0	
0.181818	0	0.166667	0.34375	
0.195122	0	0.232877	0.407407	
0.107143	0.296296	0.237288	0	
0.117647	0.473684	0.152542	0.2	
0.170732	0.222222	0.286667	0.285714	
0.482759	0.125	0.251908	0.190476	
0.214286	0.230769	0.262136	0.2	
0.0833333	0.733333	0.13245	0.1	
0.176471	0	0.284483	0.45	
0.272727	0.125	0.264957	0.125	
0.175	0.357143	0.153846	0.107143	
0.0714286	0.583333	0.142857	0.390244	
0.179487	0.307692	0.352564	0.5	
0.173913	0.615385	0.327586	0.0714286	
0.136364	0.416667	0.144444	0.25	
0.222222	0.478261	0.186916	0.0689655	
0.266667	0.266667	0.260563	0.192308	
0.3	0.5	0.272727	0.375	
0.0952381	0.222222	0.17037	0.307692	
0.235294	0.296296	0.245989	0.136364	
0.210526	0.181818	0.254386	0.357143	
0.325581	0.428571	0.278689	0	
0.0833333	0.214286	0.155556	0.333333	
0.212121	0.363636	0.19	0.384615	
0.314815	0.384615	0.218543	0.37931	
0.0540541	0.25	0.185185	0.25	
0	0.407407	0.237288	0.36	
0.269231	0	0.148936	0	
0.25	0	0.294118	0.451613	
0.219512	0	0.170213	0.4	
0.1875	0.0833333	0.269939	0.2	
0.266667	0.470588	0.346774	0.25	
0.0689655	0.416667	0.292079	0.25641	
0.25	0.333333	0.133333	0.166667	
0.075	0.692308	0.265487	0.12	
0.275	0.222222	0.119048	0.12	
0.212121	0	0.270833	0.208333	
0.3125	0	0.448276	0.111111	
0.173913	0.416667	0.326241	0.269231	
0.105263	0.6	0.277372	0	
0.338235	0.333333	0.20155	0.230769	
0.189189	0.666667	0.178862	0.277778	
0.0689655	0.333333	0.254237	0.290323	
0.0952381	0.4375	0.125	0.0666667	
0.2	0.380952	0.176871	0.275862	
0.0833333	0.25	0.256198	0.392857	
0.230769	0.3	0.154545	0.0740741	
0.230769	0.214286	0.254237	0.333333	
0.277778	0.4	0.35	0.230769	
0.138889	0.555556	0.267974	0	
0.2	0.166667	0.238532	0.259259	
0.25	0.444444	0.221374	0.26087	
0.28	0	0.130137	0.08	
0.234043	0.166667	0.0625	0.310345	
0.288889	0.466667	0.133333	0.272727	
0.1	0.133333	0.258503	0.428571	
0.142857	0.153846	0.171875	0.3	
0.151515	0.357143	0.278788	0.173913	
0.0571429	0.444444	0.0866142	0.368421	
0.282051	0.4	0.23622	0.5	
0.2	0.375	0.231293	0.333333	
0.0555556	0.25	0.303279	0.178571	
0.104167	0.789474	0.234483	0.375	
0.179487	0.666667	0.258503	0.37931	
0.25	0	0.285714	0.315789	
0.133333	0.428571	0.271186	0.25	
0.3125	0	0.176471	0.32	
0.193548	0.25	0.253165	0.419355	
0.265306	0.321429	0.191489	0.384615	
0.105263	0.153846	0.313725	0.290323	
0.107143	0	0.360294	0.133333	
0.15625	0.105263	0.224359	0.166667	
0.344828	1	0.279279	0.466667	
0.181818	0.181818	0.210526	0.266667	
0.318182	0.125	0.318966	0.2	
0.181818	0.272727	0.157895	0.2	
0.0769231	0.222222	0.308176	0.538462	
0.23913	0.333333	0.213115	0.176471	
0.369565	0.181818	0.186047	0.37931	
0.0851064	0.473684	0.368056	0.235294	
0.148148	0.25	0.293333	0.105263	
0.157895	0.363636	0.164062	0.3125	
0.181818	0.192308	0.272	0.192308	
0.113636	0.72	0.121429	0.28125	
0.25	0.333333	0.205128	0.111111	
0.166667	0.333333	0.285714	0.170732	
0.3	0.3125	0.22619	0	
0.0784314	0.444444	0.272727	0.230769	
0.448276	0.52381	0.22449	0.268293	
0.107143	0.5	0.196429	0.179487	
0.258065	0.25	0.195122	0.181818	
0.26087	0.636364	0.359649	0.244444	
0.265306	0.3	0.273885	0.206897	
0.357143	0.222222	0.241935	0.08	
0.12069	0.571429	0.139706	0.190476	
0.241379	0	0.328571	0.25	
0.0540541	0.333333	0.138889	0.105263	
0.129032	1	0.233533	0.125	
0.369565	0.73913	0.272727	0.241379	
0.111111	0.578947	0.258065	0.1	
0.216216	0.285714	0.256579	0.411765	
0.108108	0.5625	0.234848	0	
0.0454545	0.285714	0.376147	0.190476	
0.117647	0.157895	0.255639	0.0740741	
0.25641	0	0.161765	0.333333	
0.162791	0.5	0.148148	0.263158	
0.166667	0.882353	0.230263	0.0740741	
0.175	0.111111	0.210084	0.193548	
0.111111	0.708333	0.210843	0.333333	
0.0952381	0.411765	0.183007	0.36	
0.0625	0.75	0.198864	0.217391	
0.173913	0.4	0.248322	0.333333	
0.119048	0.25	0.406061	0.214286	
0.166667	0.375	0.363014	0.208333	
0.309524	0.37931	0.230303	0.47619	
0.235294	0.416667	0.211679	0.1875	
0.162791	0	0.369369	0.478261	
0.292683	0.333333	0.297872	0.206897	
0.114286	0.805556	0.198758	0.142857	
0.228571	0.8	0.235669	0.0588235	
0.163636	0.428571	0.258503	0.222222	
0.245614	0.166667	0.177966	0.263158	
0.295455	0.2	0.244604	0.111111	
0.289855	0.4	0.226891	0.380952	
0.272727	0.307692	0.180124	0	
0.166667	0.571429	0.125926	0.151515	
0.317073	0.318182	0.111111	0.0714286	
0.1	0.352941	0.236364	0.269231	
0.325	0.1	0.257576	0.473684	
0	0.375	0.219298	0.32	
0.257143	0.222222	0.275362	0.157895	
0.267857	0	0.230769	0.142857	
0.357143	0.157895	0.127907	0.205128	
0.212121	0	0.229358	0.333333	
0.264706	0.5	0.165468	0	
0.292683	0.133333	0.261745	0.32	
0.3	0.225806	0.225564	0.241379	
0.148148	0.357143	0.277228	0.482759	
0.166667	0	0.225806	0.25	
0.333333	0.307692	0.183824	0.08	
0.122449	0.458333	0.1875	0.166667	
0.314815	0	0.235294	0	
0.384615	0.166667	0.195122	0.1875	
0.0952381	0.533333	0.0762712	0.153846	
0.0930233	0.333333	0.0747664	0.205128	
0.25	0	0.169492	0.230769	
0.378378	0.2	0.2	0.16	
0.340909	0.428571	0.193939	0.103448	
0.333333	0.5	0.160305	0.458333	
0.162162	0.307692	0.142857	0	
0.181818	0.307692	0.0666667	0	
0.0571429	0.5	0.276786	0.489796	
0.162162	0.307692	0.186047	0.0952381	
0.393939	0.333333	0.210191	0.176471	
0.22	0.5	0.323171	0.416667	
0.212766	0.666667	0.190789	0.117647	
0.0930233	0.4	0.333333	0.148148	
0.333333	0.529412	0.183784	0.146341	
0.285714	0	0.180851	0.363636	
0.333333	0	0.15873	0.333333	
0.0740741	0.272727	0.134752	0.192308	
0.255814	0.15	0.174312	0.0869565	
0.521739	0.230769	0.18254	0.235294	
0.194444	0.454545	0.277228	0.318182	
0.0833333	0.461538	0.285714	0.285714	
0.25	0.714286	0.309353	0.228571	
0.181818	0.333333	0.214286	0.236842	
0.313725	0.5	0.234234	0.0833333	
0	0.347826	0.217054	0.30303	
0.05	0.25	0.207407	0.235294	
0.146341	0.444444	0.346154	0.15	
0.180328	0.2	0.133758	0.25	
0.27907	0.733333	0.255034	0	
0.133333	0.285714	0.20915	0.105263	
0.254902	0.235294	0.248555	0.380952	
0.30303	0.25	0.133333	0.24	
0.05	0.285714	0.225352	0.173913	
0.196429	0.428571	0.204724	0.137931	
0.102564	0.5	0.324324	0.28	
0.106383	0	0.194245	0	
0.425532	0.125	0.240385	0.208333	
0.133333	0.4	0.146789	0.235294	
0.235294	0.352941	0.182432	0.3	
0.264151	0.571429	0.3125	0	
0.184211	0	0.18543	0.354839	
0.307692	0	0.22	0.44	
0.190476	0	0.305556	0.206897	
0.272727	0	0.167665	0.157895	
0.222222	0.677419	0.138365	0.16	
0.075	0.444444	0.338129	0.137931	
0.185185	0.166667	0.322835	0.181818	
0.348837	0.185185	0.198276	0.0909091	
0.214286	0.142857	0.193277	0.117647	
0.225806	0.25	0.219512	0	
0.0625	0.619048	0.275	0.166667	
0.111111	0.352941	0.129032	0.258065	
0.225806	0.588235	0.193548	0.37037	
0.12766	0.28125	0.226667	0.114286	
0.25	0.333333	0.0948905	0.25	
0.425	0.533333	0.25	0.26087	
0.18	0.636364	0.118343	0.216216	
0.159091	0.333333	0.156627	0.2	
0.104167	0.5	0.288	0.3	
0.238095	0.375	0.236842	0.0833333	
0.205882	0	0.261261	0.125	
0.0526316	0.222222	0.193103	0.137931	
0.151515	0.25	0.237805	0.384615	
0.235294	0.45	0.222892	0.0909091	
0.103448	0	0.194175	0.28	
0.25	0.153846	0.313433	0.411765	
0.361702	0.3125	0.296875	0.16	
0.254545	0.428571	0.295455	0.212121	
0.225	0.416667	0.31746	0.1	
0.241935	0	0.22807	0.277778	
0.212766	0.263158	0.172727	0.153846	
0.309091	0.2	0.225225	0.105263	
0.225	0.105263	0.163265	0.210526	
0.230769	1	0.212598	0.25	
0.0754717	0.206897	0.373984	0.153846	
0.114286	0.4	0.224638	0.136364	
