Fs[0]	Fs[1]	Fs[2]	Fs[3]	
1.43032	2.10132	-2.81471	-2.82132	
-2.0998	-0.339314	0.914541	-3.08968	
1.26278	1.18678	-1.88414	-4.70067	
-0.680264	-5.69386	-5.34084	-4.7113	
-0.969266	2.8036	-1.249	-3.67619	
-1.76034	1.66715	-1.25106	-3.69957	
-1.36254	0.324527	-3.43652	-2.43782	
-3.25767	-0.0335176	-1.96332	-3.63726	
0.164001	-0.938654	-3.55165	0.109958	
-1.9167	0.164454	-1.91341	-4.36575	
-1.06592	0.383477	-1.41883	-2.46506	
-14.1945	0.685674	0.188549	-6.94538	
-1.78839	-3.71319	-1.41778	-3.08281	
-2.93172	-1.05897	-2.48868	0.00924678	
-2.42466	-1.29478	0.767334	-6.29575	
0.410448	-1.84773	-4.43934	-5.22509	
-2.22865	-0.986429	-3.2022	-4.65012	
-4.09555	-1.55869	-4.68598	-2.70184	
-2.09362	1.90332	0.0891697	-1.63202	
-1.06586	-1.57495	2.17064	-1.27471	
-3.09814	-2.56262	-0.954066	-3.46507	
-10.4488	-1.72602	-0.893091	-0.397161	
-1.82082	0.126975	-3.51433	-2.27051	
-2.8997	2.21422	-6.56288	-5.11951	
-1.48898	-1.24939	-3.74435	-4.05495	
-3.41978	3.07269	0.091727	-4.24113	
-3.97805	0.822851	1.63739	-4.68078	
-5.00556	-0.411879	-3.10691	-3.93567	
-0.300106	1.10498	-3.7082	-4.78702	
-0.0698846	0.345944	2.58945	-4.96961	
-4.18202	-0.596215	-1.23626	-2.96833	
0.261303	-1.18878	-4.11719	-5.23117	
-5.69976	-0.33946	-0.873528	-1.42136	
0.416626	2.8036	-2.54428	-3.82944	
-0.91254	-1.87193	-1.21194	-2.04297	
-1.56637	-0.815767	-1.28598	-3.33731	
0.094492	-2.54661	-1.66984	-3.46635	
-5.09062	-1.41601	-1.21452	-1.54491	
-1.37195	0.122386	0.57413	-4.07777	
-5.16668	-1.1853	0.989217	-4.91107	
-2.87345	1.27865	-1.07805	-4.11269	
-0.656173	3.17059	0.994871	-4.50263	
-2.36844	-0.213441	0.777035	-1.37026	
-3.56716	-0.11657	-1.10066	-0.554146	
-3.03316	1.54512	-1.45831	-3.97478	
-3.63152	-4.09474	-0.429899	-1.36638	
-4.28059	-2.29007	-4.25025	0.104525	
-1.7919	2.44885	-0.797835	-3.69951	
-2.74244	-1.65688	0.822709	-3.98075	
-3.0977	-0.94431	0.142068	-4.31242	
-1.81306	-0.846431	-2.38597	-2.44581	
-0.277091	0.565347	-0.018286	-3.46003	
-2.51007	1.8226	-1.4942	-3.12719	
-4.78997	2.20719	-1.02511	-2.55503	
-3.05409	0.164454	-0.690956	-5.23166	
-0.909986	4.60342	-1.19965	0.934618	
-3.02463	0.74148	-1.28263	-6.04684	
-1.10008	1.49675	-3.506	-1.06378	
-2.10895	-2.58952	1.70194	-3.94344	
-1.17119	-3.16727	-0.0153258	-4.77606	
-2.33115	-1.20468	-1.35924	-2.15251	
0.478436	1.70119	-2.78072	-3.28426	
0.522641	0.460661	-0.738039	-5.81746	
-2.62526	-0.990079	-0.0135128	-2.61254	
-1.62282	-0.715655	0.0873766	-2.76352	
-0.427274	1.84933	-1.02184	-0.736061	
-1.44244	1.74914	-2.37193	-1.34331	
-5.98198	-1.38682	1.32077	-1.41341	
-1.00504	3.1441	-1.34068	-2.19175	
-1.94572	-1.72746	-1.28019	-1.49866	
-7.81752	-0.67797	0.409664	-4.5075	
-7.86493	0.169289	-2.38002	-2.87796	
-1.94836	5.43304	-2.06206	-1.7611	
-3.28234	1.1346	-2.3821	-3.36131	
-0.915608	-1.81596	1.50641	-3.74206	
1.84405	-1.83445	-2.46865	-2.37074	
-0.619864	1.78363	0.0676314	-5.11951	
-1.76143	-1.32001	-3.66061	-1.37955	
-3.65926	0.921959	0.112718	-3.09186	
-2.40277	-1.79211	1.26427	-6.23862	
2.13916	1.25533	-1.2722	-5.94263	
-6.11626	-1.79765	0.833365	-2.98612	
-4.56364	3.56526	-0.726925	-3.65784	
-0.658303	-0.455351	0.561772	-5.27808	
-0.660535	0.225846	-3.61768	-1.49038	
-1.66215	1.04734	-1.81563	-5.84206	
-6.58702	6.60691	-4.32708	-1.96196	
-3.19198	1.64905	-2.36129	-6.13662	
-6.19078	0.181776	0.542392	0.788556	
-3.04816	-1.06126	-0.107014	-1.87404	
1.46588	-1.31974	0.567741	-1.29799	
-10.5486	-0.798037	1.6784	-2.80297	
1.52259	0.351117	-2.53312	-3.79086	
-2.01081	0.808434	0.0712514	-6.05394	
-2.61456	-1.4105	-1.68703	-0.892594	
-2.95547	-2.83997	0.894141	-6.5046	
-2.84556	1.29508	-0.691616	-3.98842	
0.879029	2.10267	0.885567	-7.40887	
-0.801624	0.356483	-0.416402	-3.20427	
-1.47886	-1.63996	-3.67597	-2.42445	
-0.410194	-0.502077	-1.35886	-1.30498	
-1.63685	-0.00874211	-0.684819	-3.51756	
0.262832	-1.74369	-7.17041	-6.52525	
-2.94339	0.373336	-2.30676	-1.15101	
-0.712739	-1.69115	-0.673771	-0.789154	
-2.52725	-2.31399	-1.08538	-1.33568	
-0.556725	0.651682	-2.12516	-2.86841	
-2.78649	-0.180659	-0.77965	-4.41669	
-3.50222	1.04507	-1.60047	-0.653492	
-5.70195	0.194901	-2.3821	-0.641545	
-3.90477	2.4393	0.960915	-1.40549	
-2.91508	2.84346	-1.80992	-5.45807	
-7.13489	1.74888	1.16621	-2.03197	
-4.29446	0.879863	-2.31342	-4.70167	
1.69304	0.237005	-2.9686	-2.39141	
-1.15063	-0.280571	-2.82858	-6.10038	
-0.956283	-0.773067	-1.10723	-4.11509	
-5.63737	1.61471	-6.9345	-1.19228	
-1.10184	1.08511	1.7202	-3.97693	
-6.47952	-2.24783	0.071909	-5.19252	
-2.66972	0.907989	-2.0291	-2.81204	
-1.95515	1.58007	-1.49701	-1.76142	
-1.43737	-1.30308	-1.1522	-3.12719	
1.82504	6.17624	-2.30486	-3.03208	
-1.48115	-1.80269	-3.82489	-3.66592	
-4.86939	3.26803	-0.0582879	-2.70184	
-1.56347	-2.234	1.82052	-1.35097	
-4.83062	2.64184	-0.407753	-4.07777	
-1.31763	-0.573145	0.499142	-2.22772	
-0.363857	-1.05189	-0.647451	-0.893437	
-3.80236	6.27153	-5.47064	-2.89237	
-3.74751	-0.502077	-1.2614	-6.16409	
-0.768549	-1.98877	-4.37913	-2.58359	
-1.35475	-0.57702	-3.01395	-4.66386	
-0.765735	-1.59458	-2.02907	-3.55018	
-1.94467	-0.532999	-0.854651	-4.27653	
1.24132	-2.34743	0.275697	-1.48212	
-8.56649	1.64079	0.353826	-1.36638	
-7.15215	0.750084	-1.06276	1.26776	
-1.13832	0.0431411	-1.98625	-2.71269	
-2.04599	-3.3474	-4.55511	-2.45803	
-3.11779	-2.39169	-2.5173	-4.90843	
2.70228	-1.1758	2.02541	-4.37953	
-3.08042	-1.55748	-2.01503	-2.74793	
-1.45568	-0.384079	-1.32656	-3.15988	
0.091724	1.55142	0.26371	-2.32689	
-4.2458	0.178304	0.667049	-7.22855	
2.04045	-0.0838703	-2.95469	-1.85028	
-6.43733	0.390084	-2.42822	-0.789707	
-0.803731	3.76062	-0.842414	-3.73492	
-5.45325	0.0709544	-8.17091	-6.11844	
-0.963319	1.77258	-1.23135	-2.32806	
-5.05558	5.67309	-0.283604	-7.45408	
0.425348	-1.4475	-2.33624	-3.17641	
-1.37025	-1.00809	-4.98131	-3.59627	
-0.623749	0.00354848	-1.661	-1.6645	
-3.87226	-0.610417	0.876808	-2.78444	
-2.39309	1.567	-0.65004	-4.33968	
-4.08397	0.390084	-0.0823102	-2.73929	
-0.23135	0.398716	-3.22765	-4.82023	
1.5	-0.763024	-1.74188	-2.94272	
-2.69903	0.614515	-1.18573	-3.52405	
-1.44738	-0.0335176	-1.56739	-1.85303	
-1.76687	3.90123	-1.10723	-0.0936658	
-2.29803	0.360986	-5.02835	-3.17089	
0.495729	-2.45224	0.0804452	-1.56632	
-1.27788	-2.11488	-3.75443	-1.53219	
-5.00897	-2.13982	-0.60469	-3.46635	
0.665425	0.259172	-1.64969	-4.50263	
-2.33983	-0.971216	-0.708256	-3.44744	
-6.92316	2.0821	0.326673	-4.49292	
-1.87691	-0.505487	-2.49259	-3.77807	
-2.00007	0.387679	0.0117563	-1.85392	
-1.86207	-2.75623	0.595484	-2.73246	
-1.83016	-0.33946	-3.67078	-3.18196	
-0.891201	-2.18321	-1.61124	-0.927716	
-2.79124	-0.132413	-2.7328	-2.60143	
-2.93991	0.305279	-1.12784	-3.77005	
0.209277	-0.166937	0.842663	-4.66386	
-5.98982	1.30367	0.0662824	-6.07349	
0.683991	-2.04872	-0.390933	0.0303586	
0.409922	0.541805	-1.39629	-8.99457	
-0.959289	-1.00094	1.16269	-3.5111	
-3.26471	-3.40736	-1.1829	-2.73929	
-2.04323	1.67367	-2.0587	-2.92641	
-2.52139	2.00905	-1.7914	-2.61814	
-0.547008	-1.48324	-0.467861	-2.6821	
-7.39294	1.99217	-0.303892	-6.08242	
0.0744176	-1.3873	-4.51042	-4.58184	
-0.791195	0.192067	-2.78997	-0.212368	
-2.78078	6.7316	-2.58624	-6.13662	
-2.57847	-0.926889	-3.45766	-2.33792	
0.0974211	-1.28631	-0.601483	-5.682	
-6.15685	-0.930907	-0.00546783	-3.02925	
-0.391698	0.198922	-2.23486	-4.91107	
-2.54578	0.335258	-2.80381	-1.27471	
-1.51584	-0.958597	-0.908277	-5.73698	
-8.77374	4.87386	-1.80651	-3.47904	
-1.70452	0.253066	-5.01541	-0.330373	
-4.94877	-1.0413	-0.699547	-1.5967	
1.34351	1.58007	-2.06718	-6.66715	
-3.49558	-3.06313	-2.70217	-2.04849	
-2.37732	2.88995	-4.00251	-2.52685	
-1.86782	-0.228299	-3.26806	-4.08099	
-3.44865	0.690592	-2.74446	-1.85893	
-2.49656	-0.0620189	0.576494	-4.99941	
-2.05676	1.62619	-2.42968	-3.15988	
0.321285	-0.71158	-0.256549	-2.96103	
-5.78073	-4.69176	0.548343	-2.26703	
0.923385	-1.50959	0.568739	-5.16676	
-1.53228	-1.43227	-0.792094	-3.53055	
-2.50505	0.367183	0.167311	-2.91175	
-0.594308	-1.98824	-0.430188	-1.32808	
-0.345257	1.21531	-0.585421	-0.82412	
-4.52523	-1.30032	-0.169855	-1.98448	
-2.1252	-0.732682	-1.85786	-1.96196	
0.636398	1.30367	-2.59099	-3.56396	
-2.3943	-0.172542	-0.424704	0.442468	
-1.09821	-1.60655	-2.96635	-3.99997	
-3.06227	-0.0966308	-2.11597	-0.512393	
-0.375425	-0.673898	-3.62009	-0.434023	
-5.21506	-0.0966308	-3.61341	-2.65672	
-6.19664	-1.0413	-1.36571	-0.8386	
-1.75167	-0.524589	-0.574954	-4.1463	
-3.66685	-3.13286	0.410707	-4.8766	
-10.132	-2.01642	-0.48342	-4.37648	
0.329611	0.169289	-1.1687	-5.28477	
-1.32978	-0.0620189	-0.58573	-3.31056	
1.49059	3.42286	-4.71357	-0.675736	
-2.68582	2.91845	-5.01066	-3.22116	
-0.557298	-3.31025	-1.64468	-4.33968	
-2.69218	0.796216	-1.16123	-2.8972	
-0.371281	1.54717	0.251365	-2.54813	
-5.74957	1.20251	2.69714	-3.74922	
-3.25832	0.235427	-4.44826	-3.92792	
-4.26435	3.48439	-6.74255	-3.88956	
0.792931	-1.62442	-1.35964	-2.05403	
-6.13062	-0.575329	-0.163025	-1.79111	
-3.46093	-0.527536	-1.96658	-1.37026	
-2.87773	-1.12233	-2.05428	-1.05298	
-3.86324	1.29118	-2.48912	-2.04487	
-6.55691	0.253007	-3.61625	-3.39171	
-0.480883	1.54834	-6.08778	-5.31853	
-6.05166	0.954533	-0.6009	-3.15988	
-5.42635	0.937352	-6.24587	-2.15251	
-3.10933	-0.629447	1.14607	-2.47161	
-6.14202	-0.0434407	1.34248	-0.828935	
-0.237122	-0.148391	-0.827113	-4.40268	
-8.11558	-1.55748	-0.961595	-3.33731	
-3.85457	-1.8531	1.53947	-5.14126	
0.555127	-2.43481	0.433523	-2.94612	
-1.83832	0.0996492	0.126301	-1.27943	
-5.93947	-0.325257	-1.46153	-2.63499	
0.595444	1.78363	-1.53129	-3.04696	
-1.73418	1.40858	0.732626	-3.9202	
-1.22773	-0.108692	-1.33776	-1.08667	
-3.79455	0.722822	1.26049	0.117351	
-2.64947	-0.384079	-7.70852	-2.33808	
-4.21621	-1.32889	-3.15738	-5.72116	
3.31747	-3.22371	-1.02367	-5.8931	
-10.2136	-1.39262	-1.1194	-4.14384	
-2.56149	-0.141577	1.89864	-1.78509	
-1.40274	0.977245	0.103302	-4.16045	
1.31912	0.41431	-1.76006	-2.84473	
-1.02227	3.15538	-0.227666	-3.31357	
-0.848244	1.82754	-3.2817	-3.48542	
3.06106	-1.46135	-0.722012	-4.39508	
-4.06194	0.640343	-1.43332	-5.14761	
-0.491012	1.56145	1.5747	-2.54089	
-0.761428	1.81596	-2.48194	-1.68646	
-2.50964	1.00454	-1.6009	-3.46003	
-1.12849	0.912362	-0.558895	-3.82944	
-5.14306	-2.13982	-0.438294	-4.54685	
-2.79891	1.98249	-0.0876046	-5.17961	
-4.92975	2.42917	-0.525951	-4.15477	
-2.15623	-0.705937	-3.28454	-1.68627	
-10.1574	-4.70329	0.962163	0.890416	
-2.25716	1.9723	-0.663858	-2.7871	
2.75922	1.33548	-3.01312	-1.92831	
-2.61456	-0.575329	-1.85647	-4.8258	
1.33893	2.01043	-4.02004	-6.4334	
-2.29803	-0.108954	-3.47668	-3.1164	
2.53911	1.88181	-0.245544	-4.49777	
0.022889	-0.209009	-3.37072	-1.78509	
-3.17076	2.3905	1.98037	-5.36044	
-0.801146	2.19898	-1.67023	-4.09883	
-1.23028	-2.31847	-3.31094	-3.58507	
-0.220795	-0.758302	-5.54963	-2.14614	
-3.63299	0.0795119	-0.0893437	-3.57662	
-2.12506	-2.03746	-3.99439	-0.257943	
-3.39643	0.373336	1.44847	-2.72594	
0.0930277	-0.0585579	-1.65402	-3.1326	
-0.341237	0.660396	1.30382	-1.9779	
0.235164	1.02882	1.92978	-1.67712	
-8.18533	-0.833649	0.835433	-2.60143	
3.33947	2.45987	-8.42543	-2.89238	
-8.32794	1.07217	-3.36749	-1.11011	
2.41748	0.945303	-0.256011	-5.21855	
-1.58318	1.78466	0.822745	-1.67179	
-2.37191	0.787165	-3.06192	-3.38141	
-1.29916	-0.532999	-0.543828	-1.70934	
1.07881	2.93108	-0.254666	-1.1298	
-1.6182	0.657333	-2.61696	-1.45696	
-3.12085	-1.14963	0.193937	-1.42435	
0.0635851	0.178304	-1.02525	-5.32534	
-0.863266	-1.62319	-1.37708	-3.82944	
1.16795	-1.79765	-4.89617	-0.0106576	
-2.87449	-0.174668	-2.40778	-5.47244	
-1.19474	2.7126	-1.09103	-2.61254	
0.262592	0.0136386	0.451541	-6.71743	
-0.620638	-0.602192	-2.24074	-4.26763	
0.198018	0.388248	0.412911	-1.38583	
-1.54997	-2.15581	-3.23252	-4.10436	
-3.49757	0.181776	-0.237097	-6.21981	
-2.21956	-0.0460042	1.16232	-4.10436	
1.86151	0.237005	-0.87968	-1.5967	
-3.29036	1.83845	-0.388205	-3.34328	
0.888313	-2.3739	-0.191246	-5.00031	
-1.74828	-3.63297	-1.66988	-1.57495	
-3.90618	-1.1634	-0.38354	-5.22509	
-3.1481	-1.22879	1.85506	-1.01036	
0.411991	-0.0238783	-3.14984	-3.54362	
-4.98576	-4.25829	0.844211	-5.68067	
-1.58497	-0.140379	-2.8086	-5.21855	
-1.7397	1.32227	0.598744	-1.72332	
-0.55825	3.40523	-1.22808	-2.52003	
-0.687727	0.466222	-2.31819	-3.38557	
-7.67476	2.50579	-1.56062	-2.75723	
0.0298005	-1.47981	-2.10337	-5.00541	
-2.28519	2.5714	-0.900503	-1.82033	
0.913063	0.645182	-1.45734	-3.69256	
0.0121538	-0.502077	-2.27094	-1.92323	
0.441282	0.115297	-0.802234	-1.79886	
-1.95996	-0.0460042	0.940634	-3.24961	
-4.21847	-1.06126	-4.35811	-2.21566	
-4.22674	5.69711	-3.02331	-3.67619	
-3.49379	1.09267	2.16886	-1.35439	
-1.48118	4.53936	-4.35227	-2.28291	
-1.54536	-1.72746	-0.871511	-1.05837	
-1.79528	-0.341126	-0.736782	-5.30498	
-0.300543	-2.01642	-3.11989	0.156792	
-4.1663	0.617508	-5.4361	-2.274	
-1.97556	-1.52677	-2.39067	-3.47269	
-3.39091	-0.612316	-1.88624	0.416339	
-0.43978	-1.08351	-0.889218	-2.10104	
-6.28792	-1.1634	-3.07156	0.841801	
-2.55421	1.99776	-2.79152	-1.31297	
-2.517	1.63897	-4.28466	-3.81465	
0.32217	-1.14311	1.96738	-1.31722	
-6.0666	-0.505487	-4.80141	-4.44217	
-4.98656	0.313751	-1.97145	-4.13785	
-3.78373	3.33716	1.092	-2.56213	
0.549607	-1.0413	0.0127716	-4.27653	
-1.46692	-2.40666	-5.91687	-8.49345	
-2.35616	-1.72602	-0.81855	-5.99427	
-3.93489	3.14169	0.486987	-2.0541	
-3.38355	-0.812924	-0.762215	-0.912589	
-1.88054	0.390084	1.29144	-3.17089	
-2.966	0.570599	-5.79373	0.651095	
-3.62998	1.7615	-2.35817	-2.76626	
-1.63685	0.388248	-1.98749	-0.360922	
0.63516	1.45344	-4.60587	-1.16833	
-2.20837	0.645182	-1.06872	-6.31504	
-0.0863509	-0.429384	-0.646183	-4.6704	
-5.70353	-0.148391	-3.5473	-1.86899	
0.433444	-0.517483	-4.57562	-2.28913	
-5.21457	-0.612845	-0.678261	-1.93569	
-0.740142	0.064063	-3.87869	-2.40457	
0.600235	0.491095	-4.37717	-4.54189	
-2.65278	-0.888239	-3.27249	-2.73246	
0.458425	1.41349	-2.20684	-2.01017	
-3.44984	-2.29007	-0.693796	-2.25923	
-0.51686	-4.09474	-1.66845	-4.99342	
-3.68416	0.536396	-1.00711	-2.39916	
-1.48106	-2.00708	-3.73306	-0.0970666	
0.223566	-1.01076	1.1503	-5.30498	
-1.79337	0.675532	0.150038	-1.87798	
-4.86943	0.517373	-1.68127	-3.43493	
-2.89366	3.31724	-1.90132	-6.8067	
-2.88371	-2.75143	-2.485	-6.11844	
-1.01342	-1.96374	-0.621802	-5.53068	
0.266411	-1.50808	-0.473052	-2.95976	
-2.37096	1.31612	-2.29568	-1.63648	
-5.98982	-0.141577	-5.95241	-6.07047	
5.09914	-0.36263	0.853564	-3.63045	
-1.61389	0.59906	-7.03215	-2.87585	
-1.17671	-1.31974	-2.87085	-1.17879	
-8.81055	-0.622893	-0.437686	-4.79252	
-4.01369	2.79017	-3.12082	-2.85417	
-7.18502	-0.833649	-4.21721	-3.24389	
-1.7919	-0.00880701	-4.51495	-5.82563	
-4.55539	1.04446	-2.94431	-2.85944	
0.375661	-0.44	-1.17123	-2.35246	
-5.70643	2.20419	-1.04422	-5.7851	
-5.06961	-0.109462	-5.14335	-5.95117	
-1.43407	-0.221717	-1.73051	-0.509603	
-3.12651	0.146296	-0.0981632	-3.70659	
1.13904	-3.63297	-2.63126	-2.15059	
2.22841	1.58983	-3.19068	-1.81429	
-3.03144	0.920072	-2.12748	-0.176779	
-1.52598	-4.19911	-3.10691	-6.81803	
-5.70884	-0.217207	1.82024	-4.31242	
-1.41817	5.59344	-3.28543	-4.51934	
-2.9971	2.00905	-0.695663	-3.61011	
-3.72676	-1.07293	-1.65534	-3.3018	
-0.247247	-3.23766	-0.83739	-1.65444	
-5.24547	2.17471	1.79088	-2.94117	
-5.27074	0.064063	-2.60023	-3.86684	
0.278116	-3.31025	-4.3101	-3.8909	
-4.56646	1.44559	-0.039754	-4.95399	
0.280548	-3.7682	-2.70548	-5.96833	
-3.63232	-2.62869	-2.38932	-1.32051	
-3.48582	1.37475	-1.5657	-1.36638	
-6.86475	-0.998556	-0.82486	0.159156	
0.233493	-2.07058	0.618962	-2.17385	
-4.33509	-1.42499	-0.293409	-9.88068	
-2.28754	4.95148	-3.66269	-0.368629	
-6.9685	-3.74054	-2.57518	-1.28604	
2.13285	-1.59458	-0.970141	-5.14126	
-0.365643	0.313751	-0.49395	-5.01201	
-6.81916	0.690592	0.285241	-1.76587	
-1.41616	-2.31399	-0.988439	-5.06625	
-2.63697	-2.99344	-2.07917	-2.05958	
-3.26244	2.0821	-1.0808	-2.55218	
-4.65802	-4.58096	-1.01739	-3.1656	
-1.5221	-1.1634	-1.20412	-4.86359	
-5.77292	-0.587502	-0.365326	0.0856636	
-0.559014	5.15252	-1.74742	-4.20253	
-1.84294	1.1137	1.15128	-5.60529	
-1.34847	0.977245	0.339241	-2.1755	
-3.92042	1.35322	-2.19253	-5.63572	
-2.78045	-1.23689	-0.992116	-5.73698	
1.27315	0.732255	0.539674	-4.1688	
-2.18949	0.685674	-1.28682	-0.676466	
-3.21736	-0.974377	-3.45925	-5.02351	
-0.277699	5.04962	-0.0686382	-0.671142	
-0.497002	-0.325257	2.99666	-1.15792	
-1.98595	-0.728588	-3.41635	-5.41543	
