mlcoalsim version 1.39 (20080202)
OUTPUT FILE: date Sat Feb  2 01:58:05 2008 

Input data from the file: ex17.txt

Print_neuttest:        1
Print_matrixpol:       0
Mhits:                 1
Dist_out:              8.000000
Mhratio_sv:            2
Seed2:                 2871
N_iterations:          100
Seed1:                 1121

N_loci:                1
Factorn_chr:           1.000000
N_sites:               1050
N_samples:             30
Range_thetant:         1
Thetant_min:           0.000500
Thetant_max:           0.010000
Mutations:             20
Sfix_allthetas:        1
Method_samp:           1
No_rec_males:          0
Ifgammar:              1
Alpha_gammar:          1
P_gammar:              1
Correct_gammar:        10
Rm:                    2
Nhapl:                 0
Rmfix:                 1
Method_samp:           1

REJECTION ALGORITHM OF TAVARE et al. 1997. Fix S and screening all probable thetas.  Rejection algorithm n. 2.
REJECTION ALGORITHM. Fix Rm (and optionally nhapl) and screening all probable R.

Neutral tests (excluding multiple hits positions)
value(TD)	value(Fs)	value(FD*)	value(FF*)	value(FD)	value(FF)	value(H)	value(B)	value(Q)	value(ZA)	value(Fst)	value(Kw)	value(Hw)	value(R2)	value(S)	value(pi_w)	value(pi_b)	value(ThetaWatt)	value(ThetaTaj)	value(ThetaFW)	value(D/Dmin)	value(Hnorm)	value(maxhap)	value(maxhap1)	value(Rm)	value(theta_fl)	value(theta_l)	value(zeng_E)	value(EW-test)	value(Fstw)	value(Pwh)
0.155407	0.632258	0.381243	0.36361	0.375274	0.362784	-9.86667	0.263158	0.4	0.352224	na	0.333333	0.850575	0.126979	20	0	0	5.0484	5.27356	15.1402	0.0606091	-3.02889	0.3	0.3	2	4	10.2069	2.97198	0.177778	na	0.189625	
-0.477661	-3.17454	-0.242478	-0.373116	-0.340627	-0.468214	0.91954	0.210526	0.35	0.244077	na	0.466667	0.921839	0.103358	20	0	0	5.0484	4.35632	3.43678	-0.186289	0.282282	0.2	0.3	2	6	3.89655	-0.663615	0.108889	na	0.229551	
-0.464968	-5.23547	-0.554338	-0.618196	-0.698577	-0.747833	1.92184	0	0	0.111429	na	0.533333	0.951724	0.105638	20	0	0	5.0484	4.37471	2.45287	-0.181339	0.58997	0.133333	0.233333	2	7	3.41379	-0.941748	0.08	na	0.228586	
-0.923507	-4.07465	-1.48992	-1.5394	-1.05653	-1.22194	-2.09655	0.0526316	0.1	0.114458	na	0.466667	0.921839	0.086673	20	0	0	5.0484	3.71034	5.8069	-0.360169	-0.643603	0.166667	0.2	2	8	4.75862	-0.166949	0.108889	na	0.269517	
-0.212693	-3.65608	-0.242478	-0.273896	-0.340627	-0.358855	-0.450575	0.105263	0.2	0.181025	na	0.5	0.914943	0.110334	20	0	0	5.0484	4.74023	5.1908	-0.0829506	-0.138318	0.233333	0.3	2	6	4.96552	-0.0477496	0.115556	na	0.21096	
0.980459	0.0455518	1.31682	1.42206	1.44912	1.55788	-2.78621	0.263158	0.45	0.378139	na	0.4	0.898851	0.160309	20	0	0	5.0484	6.46897	9.25517	0.382381	-0.855315	0.233333	0.233333	2	1	7.86207	1.62105	0.131111	na	0.154584	
1.27399	1.71989	0.693103	1.03231	0.733224	1.10931	-0.211494	0.421053	0.55	0.496639	na	0.333333	0.83908	0.168522	20	0	0	5.0484	6.89425	7.10575	0.496857	-0.0649249	0.333333	0.333333	2	3	7	1.12438	0.188889	na	0.435145	
-0.0698955	-4.41462	-0.554338	-0.470257	-0.698577	-0.584777	1.61839	0	0	0.100448	na	0.533333	0.933333	0.115443	20	0	0	5.0484	4.94713	3.32874	-0.0272594	0.496817	0.2	0.3	2	7	4.13793	-0.524549	0.0977778	na	0.202138	
-0.779123	-8.84974	-1.17806	-1.2355	-1.41448	-1.44721	0.321839	0	0	0.0545164	na	0.6	0.947126	0.0880081	20	0	0	5.0484	3.91954	3.5977	-0.303859	0.0987987	0.166667	0.266667	2	9	3.75862	-0.743082	0.0844444	na	0.255132	
1.47549	3.78009	1.00496	1.3576	1.09117	1.47733	-3.83448	0.421053	0.5	0.569954	na	0.266667	0.767816	0.176762	20	0	0	5.0484	7.18621	11.0207	0.575444	-1.17712	0.433333	0.5	2	2	9.10345	2.33625	0.257778	na	0.695777	
0.291858	-2.8677	1.00496	0.914372	1.09117	0.988816	3.21839	0.0526316	0.1	0.13988	na	0.5	0.91954	0.13403	20	0	0	5.0484	5.47126	2.25287	0.113825	0.987987	0.233333	0.233333	2	2	3.86207	-0.683482	0.111111	na	0.182773	
0.258539	0.0437583	0.693103	0.652062	0.733224	0.690207	-2.32644	0.105263	0.15	0.21101	na	0.366667	0.891954	0.132066	20	0	0	5.0484	5.42299	7.74943	0.100831	-0.714174	0.266667	0.266667	2	3	6.58621	0.885983	0.137778	na	0.1844	
0.659958	-0.242088	-0.242478	0.0528779	-0.340627	0.00130969	2.76782	0.105263	0.2	0.210539	na	0.4	0.912644	0.143871	20	0	0	5.0484	6.0046	3.23678	0.257385	0.849669	0.2	0.2	2	6	4.62069	-0.246416	0.117778	na	0.166539	
0.567933	1.05012	-0.554338	-0.231415	-0.340627	-0.0366713	-0.257471	0.157895	0.3	0.313691	na	0.333333	0.802299	0.145613	20	0	0	5.0484	5.87126	6.12874	0.221495	-0.079039	0.4	0.433333	2	6	6	0.54825	0.224444	na	0.510963	
1.97052	-0.478054	1.00496	1.54297	1.09117	1.68164	2.56552	0.105263	0.2	0.387718	na	0.466667	0.924138	0.194653	20	0	0	5.0484	7.90345	5.33793	0.768507	0.787567	0.2	0.233333	2	2	6.62069	0.905849	0.106667	na	0.126527	
-0.380877	-3.00761	0.381243	0.162793	0.375274	0.141447	2.78621	0.0526316	0.1	0.135675	na	0.466667	0.935632	0.10788	20	0	0	5.0484	4.49655	1.71034	-0.148543	0.855315	0.166667	0.233333	2	4	3.10345	-1.12055	0.0955556	na	0.222393	
-0.618872	-9.89888	-0.554338	-0.675827	-0.698577	-0.811353	0.165517	0	0	0.110085	na	0.633333	0.967816	0.0945225	20	0	0	5.0484	4.15172	3.98621	-0.241361	0.0508108	0.133333	0.133333	2	7	4.06897	-0.564282	0.0644444	na	0.240864	
0.0570356	-0.164777	0.693103	0.576607	0.733224	0.607041	-2.97931	0.105263	0.2	0.198445	na	0.366667	0.912644	0.124854	20	0	0	5.0484	5.13103	8.11034	0.022244	-0.914594	0.2	0.366667	2	3	6.62069	0.905849	0.117778	na	0.194892	
1.71031	2.11609	1.62868	1.94519	1.80707	2.14396	-0.533333	0.421053	0.6	0.510002	na	0.333333	0.871264	0.188161	20	0	0	5.0484	7.52644	8.05977	0.667025	-0.163724	0.266667	0.3	2	0	7.7931	1.58131	0.157778	na	0.398595	
