mlcoalsim version 1.39 (20080202)
OUTPUT FILE: date Sat Feb  2 01:33:13 2008 

Input data from the file: ex08.txt

Print_neuttest:        1
Print_matrixpol:       0
N_iterations:          1000
Seed1:                 4653

N_loci:                1
Factorn_chr:           1.000000
N_sites:               1050
N_samples:             30
Ifgamma:               1
Alpha_gamma:           1
P_gamma:               1
Correct_gamma:         5
No_rec_males:          0
Recombination:         10


Neutral tests (excluding multiple hits positions)
value(TD)	value(Fs)	value(FD*)	value(FF*)	value(FD)	value(FF)	value(H)	value(B)	value(Q)	value(ZA)	value(Fst)	value(Kw)	value(Hw)	value(R2)	value(S)	value(pi_w)	value(pi_b)	value(ThetaWatt)	value(ThetaTaj)	value(ThetaFW)	value(D/Dmin)	value(Hnorm)	value(maxhap)	value(maxhap1)	value(Rm)	value(theta_fl)	value(theta_l)	value(zeng_E)	value(EW-test)	value(Fstw)	value(Pwh)
0.327904	-0.628326	0.267762	0.332008	0.24381	0.3176	-0.689655	0	0	0.109116	na	0.2	0.673563	0.139414	5	0	0	1.2621	1.41379	2.10345	0.163328	-0.629604	0.533333	0.666667	1	1	1.75862	0.763943	0.348889	na	0.707317	
1.17854	0.222946	0.785603	1.05841	0.810522	1.10615	-1.11264	0	0	0.310431	na	0.266667	0.685057	0.171534	9	0	0	2.27178	3.13333	4.24598	0.515352	-0.658244	0.533333	0.566667	2	1	3.68966	1.47894	0.337778	na	0.319149	
0.700285	0.0361412	0.0450721	0.274224	0.0103059	0.251545	-1.49885	0	0	0.0616676	na	0.166667	0.648276	0.158773	4	0	0	1.00968	1.28506	2.78391	0.370624	-1.59561	0.5	0.533333	0	1	2.03448	1.81075	0.373333	na	0.778175	
-1.04519	-4.8518	-1.80169	-1.8346	-2.14276	-2.13602	1.46207	0	0	0.0543366	na	0.5	0.933333	0.0793549	22	0	0	5.55324	3.90345	2.44138	-0.40371	0.413122	0.166667	0.233333	1	12	3.17241	-1.27115	0.0977778	na	0.256184	
-0.229702	-0.665318	-0.577317	-0.550831	-0.676125	-0.637682	1.38851	0.142857	0.25	0.171447	na	0.233333	0.811494	0.11532	8	0	0	2.01936	1.86667	0.478161	-0.102752	0.899142	0.333333	0.533333	0	3	1.17241	-0.957917	0.215556	na	0.535714	
-0.129412	-1.40461	0.690107	0.515293	0.70282	0.52515	1.03908	0.142857	0.25	0.203062	na	0.266667	0.841379	0.118805	8	0	0	2.01936	1.93333	0.894253	-0.0578896	0.672868	0.333333	0.466667	1	1	1.41379	-0.684911	0.186667	na	0.517241	
-0.763731	-0.439264	0.59448	0.252542	0.581076	0.249743	0.11954	na	na	na	na	0.0666667	0.128736	0.0643678	1	0	0	0.25242	0.128736	0.0091954	-0.665852	0.296564	0.933333	1	0	0	0.0689655	-0.709561	0.875556	na	7.76786	
-0.828417	-6.37877	-0.444828	-0.673196	-0.602431	-0.833789	0.432184	0.0714286	0.116279	0.12046	na	0.7	0.974713	0.0890811	43	0	0	10.8541	8.42299	7.9908	-0.304363	0.0667073	0.1	0.166667	6	14	8.2069	-0.804064	0.0577778	na	0.118723	
-0.540631	-0.0871262	-1.88589	-1.72864	-2.06377	-1.8918	0.110345	0.2	0.333333	0.208461	na	0.166667	0.597701	0.107117	6	0	0	1.51452	1.22759	1.11724	-0.25745	0.0884582	0.533333	0.566667	0	4	1.17241	-0.468429	0.422222	na	0.814607	
-0.467438	-6.88428	-0.489139	-0.568448	-0.648784	-0.71119	3.02529	0.0285714	0.0555556	0.0865833	na	0.7	0.954023	0.100423	36	0	0	9.08711	7.92644	4.90115	-0.173569	0.549964	0.2	0.233333	2	12	6.41379	-0.947357	0.0777778	na	0.12616	
